param,value,E_mix_with_edl_FULL,E_mix_without_edl,delta_E_mix,i_mix_phys_with_edl_FULL_A_per_m,i_mix_phys_without_edl_A_per_m,delta_i_mix_phys_A_per_m,i_mix_abs_with_edl_FULL_A,i_mix_abs_without_edl_A,delta_i_mix_abs_A,ratio_i_mix_abs,pct_i_mix_abs,ratio_i_mix_phys,pct_i_mix_phys,max_abs_phi_tilde_with_edl,debye_huckel_ok_with_edl,hover_params
alpha2,0.16999999999999998,0.37631200045023294,0.389354854796386,-0.013042854346153043,2.5353000262747956e-10,2.7242652664589967e-10,-1.8896524018420114e-11,2.5353000262747956e-10,2.7242652664589967e-10,-1.8896524018420114e-11,0.9306362553930666,-6.936374460693337,0.9306362553930666,-6.936374460693337,0.567676673053521,True,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.17<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
alpha2,0.19857142857142857,0.3867695521549391,0.40754075031040204,-0.020771198155462967,3.531336786478911e-10,3.881838114457434e-10,-3.50501327978523e-11,3.531336786478911e-10,3.881838114457434e-10,-3.50501327978523e-11,0.909707381491999,-9.0292618508001,0.909707381491999,-9.0292618508001,0.9555750492746604,True,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.198571<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
alpha2,0.22714285714285715,0.3969326117151534,0.42429749884315093,-0.027364887127997506,4.874178156520992e-10,5.379475619202542e-10,-5.052974626815497e-11,4.874178156520992e-10,5.379475619202542e-10,-5.052974626815497e-11,0.90606938325404,-9.393061674595998,0.90606938325404,-9.393061674595998,1.3325499294535241,False,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.227143<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
alpha2,0.2557142857142857,0.4068040397265079,0.4397871964300044,-0.0329831567034965,6.66727295205478e-10,7.273236683086271e-10,-6.059637310314919e-11,6.66727295205478e-10,7.273236683086271e-10,-6.059637310314919e-11,0.9166858226351076,-8.331417736489248,0.9166858226351076,-8.331417736489248,1.6987074206820978,False,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.255714<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
alpha2,0.2842857142857143,0.4163888557287551,0.45414831859881943,-0.03775946287006432,9.039441886842559e-10,9.619926665185199e-10,-5.8048477834263904e-11,9.039441886842559e-10,9.619926665185199e-10,-5.8048477834263904e-11,0.9396580869536739,-6.03419130463261,0.9396580869536739,-6.03419130463261,2.0542337110256508,False,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.284286<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
alpha2,0.31285714285714283,0.42569364087766093,0.4674998715485594,-0.04180623067089845,1.214969195300375e-09,1.247608817684943e-09,-3.263962238456811e-11,1.214969195300375e-09,1.247608817684943e-09,-3.263962238456811e-11,0.973838256092856,-2.6161743907143937,0.973838256092856,-2.6161743907143937,2.3993729130362773,False,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.312857<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
alpha2,0.3414285714285714,0.4347260690035079,0.4799446976413427,-0.04521862863783477,1.6192662511812327e-09,1.5897082347286347e-09,2.9558016452598016e-11,1.6192662511812327e-09,1.5897082347286347e-09,2.9558016452598016e-11,1.0185933593390761,1.859335933907621,1.0185933593390761,1.859335933907621,2.734409669466894,False,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.341429<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
alpha2,0.37,0.44349454423603574,0.49157212957749513,-0.048077585341459395,2.140474688871362e-09,1.993628178465674e-09,1.4684651040568797e-10,2.140474688871362e-09,1.993628178465674e-09,1.4684651040568797e-10,1.0736579227720904,7.365792277209045,1.0736579227720904,7.365792277209045,3.0596557118175287,False,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.37<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
alpha2,0.3985714285714286,0.4520079246594241,0.5024601381728965,-0.0504522135134724,2.8070934580051003e-09,2.4644386437126285e-09,3.426548142924718e-10,2.8070934580051003e-09,2.4644386437126285e-09,3.426548142924718e-10,1.1390397018674683,13.903970186746829,1.1390397018674683,13.903970186746829,3.3754396099644612,False,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.398571<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
alpha2,0.42714285714285716,0.460275314379865,0.5126770830680629,-0.0524017686881979,3.6532421843270044e-09,3.00688655729856e-09,6.463556270284442e-10,3.6532421843270044e-09,3.00688655729856e-09,6.463556270284442e-10,1.2149584344841866,21.49584344841867,1.2149584344841866,21.49584344841867,3.682099059394025,False,C_tot=0.0001 M<br>lambda_D=None<br>epsilon_r=78.5<br>T=298<br>L_Au=1.1e-08<br>L_gap=1e-08<br>L_Pd_len=3.7e-08<br>Cdl_Au=0.00012<br>Cdl_C=1<br>Cdl_Pd=3.77e-05<br>pzc_Au=0.513<br>pzc_C=0.361<br>pzc_Pd=0.371<br>it0_1=8.85e-05<br>it0_2=0.0003878<br>alpha1=0.5<br>alpha2=0.427143<br>z_R1=-1<br>z_O2=1<br>E1_eq=0.1<br>E2_eq=0.834
