run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,do_ofat,do_heatmaps,do_sensitivities,ofat_n,heatmap_nx,heatmap_ny,scan_mode,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,residual,converged,method,iterations,a1,b1,a2,b2,phi2_1_meanV,phi2_2_meanV
ofat:epsilon_r,8.314,96485.0,298.0,8.8541878128e-12,81.35714285714286,,0.1,3.096068438989744e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005157596708147593,42.97997256789661,0.0016203449658097023,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4427117058482163,0.06714408338113134,2.3592239273284576e-16,True,closed_form(D5-6/D5-8),0,0.6270123268744973,-0.22657612672171026,0.3306453845570941,-0.11939044954030587,,
ofat:epsilon_r,8.314,96485.0,298.0,8.8541878128e-12,84.21428571428572,,0.1,3.149964017149303e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.00506935072978527,42.24458941487725,0.0015926210209408723,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4425099976846018,0.0657941783017134,2.7755575615628914e-17,True,closed_form(D5-6/D5-8),0,0.6290364763579661,-0.22730036521835453,0.3344393979198109,-0.12075980496918139,,
ofat:epsilon_r,8.314,96485.0,298.0,8.8541878128e-12,87.07142857142857,,0.1,3.202952831335853e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.004985484716761591,41.545705973013256,0.0015662731151825998,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4423175009362299,0.06451394339952754,-1.3877787807814457e-17,True,closed_form(D5-6/D5-8),0,0.6309435963969843,-0.22798275320275002,0.33810562094748764,-0.12208303946636073,,
ofat:epsilon_r,8.314,96485.0,298.0,8.8541878128e-12,89.92857142857143,,0.1,3.255079164965016e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.0049056479366162455,40.88039947180204,0.001541191060086937,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.44213356987145824,0.06329778854230848,-1.5265566588595902e-16,True,closed_form(D5-6/D5-8),0,0.6327426811677048,-0.2286265017072788,0.34165092699667354,-0.12336263356204813,,
ofat:epsilon_r,8.314,96485.0,298.0,8.8541878128e-12,92.78571428571428,,0.1,3.3063838102398705e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.00482952775769087,40.246064647423914,0.0015172766372078816,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.44195762166707886,0.062140723372388885,-4.163336342344337e-16,True,closed_form(D5-6/D5-8),0,0.6344417953165529,-0.22923449042193797,0.34508166056370243,-0.1246008769390467,,
ofat:epsilon_r,8.314,96485.0,298.0,8.8541878128e-12,95.64285714285714,,0.1,3.356904441750362e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.004756844487597912,39.6403707299826,0.001494441976520344,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.441789128602303,0.06103827752226547,-1.1796119636642288e-16,True,closed_form(D5-6/D5-8),0,0.6360481938347216,-0.22980931036446667,0.348403690588155,-0.1257998876664207,,
ofat:epsilon_r,8.314,96485.0,298.0,8.8541878128e-12,98.5,,0.1,3.406675940190129e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.0046873470413631305,39.06122534469275,0.0014726081954949167,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.44162761142002266,0.059986433399276354,1.3877787807814457e-16,True,closed_form(D5-6/D5-8),0,0.637568423579734,-0.2303533000264112,0.3516224571041507,-0.12696162903309094,,
ofat:T,8.314,96485.0,268.0,8.8541878128e-12,78.5,,0.1,2.884076669731461e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.004979315681722841,41.49429734769034,0.001564335010007926,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4387378057909104,0.14443142876730317,5.551115123125783e-17,True,closed_form(D5-6/D5-8),0,0.613315192463136,-0.22163619457210895,0.31246659991589604,-0.11282656886559048,,
ofat:T,8.314,96485.0,272.2857142857143,8.8541878128e-12,78.5,,0.1,2.9070455220234784e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005018971065232277,41.82475887693564,0.0015767934096604737,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.43933589787011496,0.12860281164012272,4.440892098500626e-16,True,closed_form(D5-6/D5-8),0,0.6150571014192454,-0.22226535608024647,0.31457791074348773,-0.1135889932704627,,
ofat:T,8.314,96485.0,276.57142857142856,8.8541878128e-12,78.5,,0.1,2.9298343122682206e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005058315574282275,42.152629785685626,0.0015891541429203483,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4399339546657773,0.11490625864930173,-5.551115123125783e-17,True,closed_form(D5-6/D5-8),0,0.6167664274618994,-0.22288274794269106,0.31666300735254055,-0.11434195171807597,,
ofat:T,8.314,96485.0,280.85714285714283,8.8541878128e-12,78.5,,0.1,2.9524472099550973e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005097356407434586,42.477970061954885,0.0016014194713356992,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4405319649777543,0.10300858008307742,-2.636779683484747e-16,True,closed_form(D5-6/D5-8),0,0.6184442722328936,-0.2234887681194002,0.3187225065391377,-0.11508566692371337,,
ofat:T,8.314,96485.0,285.14285714285717,8.8541878128e-12,78.5,,0.1,2.9748882261017943e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.0051361004896518766,42.800837413765635,0.0016135915704989644,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4411299183783492,0.0926351273388341,-8.187894806610529e-16,True,closed_form(D5-6/D5-8),0,0.6200916843299106,-0.22408379540769396,0.32075700311501026,-0.11582035366482839,,
ofat:T,8.314,96485.0,289.42857142857144,8.8541878128e-12,78.5,,0.1,2.9971612215605825e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005174554486638444,43.121287388653705,0.0016256725345522448,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4417278051571693,0.08355846237567062,-6.938893903907228e-17,True,closed_form(D5-6/D5-8),0,0.6217096625810247,-0.22466819062523993,0.3227670709748048,-0.11654621916637926,,
ofat:T,8.314,96485.0,293.7142857142857,8.8541878128e-12,78.5,,0.1,3.0192699147731e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005212724818228741,43.43937348523951,0.0016376643803935294,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.44232561627045924,0.07558940832643714,-4.3021142204224816e-16,True,closed_form(D5-6/D5-8),0,0.6232991590744866,-0.22524229770462276,0.3247532640970742,-0.11726346346223936,,
ofat:T,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.44292334329449895,0.06856994377228688,-2.220446049250313e-16,True,closed_form(D5-6/D5-8),0,0.6248610819651618,-0.22580644470723008,0.3267161174840782,-0.11797227973451423,,
ofat:T,8.314,96485.0,302.2857142857143,8.8541878128e-12,78.5,,0.1,3.063008599189504e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005288239009476925,44.068658412307705,0.0016613884221440005,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4435209783826901,0.06236753241028175,-4.163336342344337e-17,True,closed_form(D5-6/D5-8),0,0.6263962980768404,-0.2263609447633838,0.32865614804492976,-0.11867285463240976,,
ofat:T,8.314,96485.0,306.57142857142856,8.8541878128e-12,78.5,,0.1,3.084645378149048e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005325594588094487,44.37995490078739,0.0016731242997596847,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.444118514225997,0.05687057620268486,-1.249000902703301e-16,True,closed_form(D5-6/D5-8),0,0.6279056353177939,-0.22690609694500097,0.33057385542629597,-0.11936536857215412,,
ofat:T,8.314,96485.0,310.85714285714283,8.8541878128e-12,78.5,,0.1,3.106131442673302e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005362689960470315,44.689083003919286,0.0016847784292477572,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4447159440164555,0.05198475238120826,-2.636779683484747e-16,True,closed_form(D5-6/D5-8),0,0.629389884925205,-0.22744218707643965,0.33246972279444825,-0.12004999601936624,,
ofat:T,8.314,96485.0,315.1428571428571,8.8541878128e-12,78.5,,0.1,3.1274698990383854e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005399530489544152,44.99608741286794,0.0016963524954651213,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4453132614134623,0.047630049221516264,-2.7755575615628914e-17,True,closed_form(D5-6/D5-8),0,0.6308498035526799,-0.22796948848863782,0.3343442175721488,-0.12072690575511054,,
ofat:T,8.314,96485.0,319.42857142857144,8.8541878128e-12,78.5,,0.1,3.148663748261889e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.0054361213565284495,45.301011304403744,0.0017078481261760211,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4459104605126221,0.04373835688930685,-1.734723475976807e-16,True,closed_form(D5-6/D5-8),0,0.6322861152136457,-0.22848826272120423,0.3361977921335627,-0.12139626112680198,,
ofat:T,8.314,96485.0,323.7142857142857,8.8541878128e-12,78.5,,0.1,3.169715891029676e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005472467569414417,45.603896411786806,0.0017192668947243626,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4465075358169184,0.04025150123305719,-3.122502256758253e-16,True,closed_form(D5-6/D5-8),0,0.6336995130922718,-0.22899876017663373,0.3380308844601056,-0.12205822028500536,,
ofat:T,8.314,96485.0,328.0,8.8541878128e-12,78.5,,0.1,3.190629132330094e-08,1.1e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005508573970972917,45.90478309144097,0.0017306103225473246,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4471044822100191,0.03711963261247689,9.020562075079397e-17,True,closed_form(D5-6/D5-8),0,0.6350906612324873,-0.2295012207304918,0.3398439187599303,-0.12271293640710557,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1000000000000008e-09,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4735905209441993,0.03352613708680553,-9.020562075079397e-17,True,closed_form(D5-6/D5-8),0,0.9044349180442433,-0.32653401930174486,0.33664513960137615,-0.12154050707450996,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.5284450438104508e-09,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.46868396668776896,0.03744075255709642,-1.6653345369377348e-16,True,closed_form(D5-6/D5-8),0,0.8870957857985824,-0.3202849800904735,0.3369481955689029,-0.12165037075190757,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.1237675017715806e-09,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4639145781501661,0.04170499200989898,-6.245004513516506e-17,True,closed_form(D5-6/D5-8),0,0.8643621384824552,-0.31209212119505997,0.33706988571101926,-0.12169505254792634,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.9509653748077024e-09,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.459302249663315,0.046330397829940896,-3.400058012914542e-16,True,closed_form(D5-6/D5-8),0,0.8351263288848149,-0.301556724184569,0.3368435607148515,-0.12161454768524389,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,4.100353092346435e-09,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4548723433240939,0.05132812870319616,-1.8041124150158794e-16,True,closed_form(D5-6/D5-8),0,0.7980762809665576,-0.28820652479344844,0.3359949208906864,-0.12131004943075256,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,5.697422147154327e-09,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.45065978528658074,0.05669510089762057,-1.8041124150158794e-16,True,closed_form(D5-6/D5-8),0,0.7514731608163565,-0.2714157986541946,0.3341965389874766,-0.12066361046371396,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,7.916542403012688e-09,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.44667649983663826,0.062439527041131586,-1.457167719820518e-16,True,closed_form(D5-6/D5-8),0,0.694080392699928,-0.2507400012514424,0.3311712632062079,-0.11957540299914016,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1000000000000008e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4429233432944988,0.06856994377228694,-2.220446049250313e-16,True,closed_form(D5-6/D5-8),0,0.6248610819651615,-0.22580644470722971,0.32671611748407825,-0.11797227973451416,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.5284450438104506e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.43932995869378644,0.07514666508597714,-1.3877787807814457e-17,True,closed_form(D5-6/D5-8),0,0.5446311602941529,-0.19690994976231108,0.3210682056842536,-0.11593959882667008,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.123767501771576e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4357334040951191,0.08233728925243805,-9.71445146547012e-17,True,closed_form(D5-6/D5-8),0,0.45673569071813913,-0.16525580359389552,0.31503137076208776,-0.11376682078387197,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.9509653748077022e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4318902186628543,0.09050692807676554,-2.3592239273284576e-16,True,closed_form(D5-6/D5-8),0,0.3670765047465803,-0.13296920326736608,0.3096386803426303,-0.11182585450573955,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,4.1003530923464347e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.42751994380913155,0.1002794328572745,-5.412337245047638e-16,True,closed_form(D5-6/D5-8),0,0.2832529974306311,-0.10278595642738618,0.30580271007633464,-0.11044524057269497,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,5.697422147154338e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4224086124253915,0.11246424571608112,2.0816681711721685e-16,True,closed_form(D5-6/D5-8),0,0.21195824923660714,-0.0771152876300218,0.30406087694934747,-0.10981857683688483,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,7.916542403012671e-08,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4165335427968369,0.12791457257839112,-1.942890293094024e-16,True,closed_form(D5-6/D5-8),0,0.155973372585035,-0.056957656326754924,0.30389248770842436,-0.10975844505674048,,
ofat:L_Au,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1000000000000009e-07,1e-08,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4100341222461315,0.14742020347051443,-3.608224830031759e-16,True,closed_form(D5-6/D5-8),0,0.1141287101132847,-0.04189128743596975,0.30405162758532245,-0.10981618137643247,,
ofat:L_gap,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,0.0,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.49143442993747366,0.06544347006998442,-1.942890293094024e-16,True,closed_form(D5-6/D5-8),0,0.003337382391901736,-0.0015887660563911545,0.0022095143472943735,-0.0009364196687590784,,
ofat:L_gap,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,0.0007142857142857143,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.41852928379834486,0.047261727958312794,-7.632783294297951e-17,True,closed_form(D5-6/D5-8),0,0.9776007751554492,-0.3529139241685419,0.9774722076148662,-0.35286747032533905,,
ofat:L_gap,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,0.0014285714285714286,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4185271780872858,0.047259385210747094,-1.5959455978986625e-16,True,closed_form(D5-6/D5-8),0,0.9776285232162402,-0.35292391902361664,0.9775645767761513,-0.3529008138973824,,
ofat:L_gap,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,0.002142857142857143,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4185264794907769,0.047258609481220085,-6.245004513516506e-17,True,closed_form(D5-6/D5-8),0,0.977637757015527,-0.3529272450385,0.9775952007141162,-0.35291186857704154,,
ofat:L_gap,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,0.002857142857142857,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4185261308101196,0.04725822258451721,-2.498001805406602e-16,True,closed_form(D5-6/D5-8),0,0.9776423710026926,-0.35292890699671636,0.9776104817310837,-0.3529173847437758,,
ofat:L_gap,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,0.0035714285714285713,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.41852592179917375,0.047257990755964985,-2.2898349882893854e-16,True,closed_form(D5-6/D5-8),0,0.9776451384635045,-0.35292990383607603,0.9776196404534768,-0.3529206908745109,,
ofat:L_gap,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,0.004285714285714286,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.418525782540414,0.04725783633182079,-3.0531133177191805e-16,True,closed_form(D5-6/D5-8),0,0.9776469830493769,-0.3529305682558706,0.9776257421523922,-0.3529228934758638,,
