param,value,mode,E_mix,i_mix,residual,converged,method
lambda_D,3.0412178890177225e-09,MEAN,0.48250925763891117,0.6867276004610532,-1.1102230246251565e-16,True,closed_form(D5-6/D5-8)
lambda_D,4.225758554197105e-09,MEAN,0.4785102151894504,0.5043597903522815,-9.992007221626409e-16,True,closed_form(D5-6/D5-8)
lambda_D,5.8716724713656395e-09,MEAN,0.47343825082671576,0.3719493688916886,-2.7755575615628914e-16,True,closed_form(D5-6/D5-8)
lambda_D,8.158662443397333e-09,MEAN,0.4674955334331936,0.27416906774542144,-3.3306690738754696e-16,True,closed_form(D5-6/D5-8)
lambda_D,1.1336424705211914e-08,MEAN,0.4611040693037235,0.20021168943227177,-2.7755575615628914e-17,True,closed_form(D5-6/D5-8)
lambda_D,1.5751911050192293e-08,MEAN,0.45470494826752567,0.14340134927100984,-1.0547118733938987e-15,True,closed_form(D5-6/D5-8)
lambda_D,2.1887209432008604e-08,MEAN,0.44859011324636433,0.1002170221716831,1.249000902703301e-16,True,closed_form(D5-6/D5-8)
lambda_D,3.0412178890177224e-08,MEAN,0.4429233432944989,0.06856994377228744,-1.8041124150158794e-16,True,closed_form(D5-6/D5-8)
lambda_D,4.225758554197105e-08,MEAN,0.437834249288702,0.04638902249051434,-2.7755575615628914e-17,True,closed_form(D5-6/D5-8)
lambda_D,5.8716724713656274e-08,MEAN,0.43343431816146777,0.0313568852270421,-1.8041124150158794e-16,True,closed_form(D5-6/D5-8)
lambda_D,8.158662443397332e-08,MEAN,0.42977759925486264,0.02132762486418375,-1.1796119636642288e-16,True,closed_form(D5-6/D5-8)
lambda_D,1.1336424705211915e-07,MEAN,0.4268435607875265,0.014641272782567567,-5.724587470723463e-17,True,closed_form(D5-6/D5-8)
lambda_D,1.5751911050192292e-07,MEAN,0.4245552300690273,0.010148326429434803,-4.85722573273506e-17,True,closed_form(D5-6/D5-8)
lambda_D,2.1887209432008605e-07,MEAN,0.4228087897424172,0.007094887303641595,-8.673617379884035e-18,True,closed_form(D5-6/D5-8)
lambda_D,3.0412178890177227e-07,MEAN,0.4214972207145317,0.004995530940759188,-2.6020852139652106e-17,True,closed_form(D5-6/D5-8)
