combined_absolute_continuous_nm,combined_absolute_first_sampled_nm,combined_five_percent_continuous_nm,combined_five_percent_first_sampled_nm,lambda_D_nm
12.756741795576227,15.0,5.739643603584199,6.0,3.0412178890177213
