model,fit_range_nm,E_inf_V,amplitude_V,decay_length_nm,fit_r_squared,max_fit_residual_V,plateau_tolerance_V,plateau_continuous_nm,plateau_first_sampled_nm,lambda_D_nm,L_support_equals_L_GC_C_nm,LGC_definition,debye_huckel_caveat
E_mix_with(L) = E_inf + amplitude * exp(-L/decay_length),"[5.0, 10.0]",0.5974237417906718,0.01897680165853787,2.14436390286999,0.9999879154240982,3.07581204916918e-06,0.0001,11.24890922416457,,3.0412178890177213,0.8637698317372073,2 * epsilon_s * R * T / (F * mean_support_abs_sigma_C),L_GC is a charge-derived diagnostic within the linearized-PB model; max_abs_phi_tilde may exceed 1.
