condition,material,x_nm,weight_m,phi_tilde,eta_V,current_density_A_per_m2
with_edl,Au,6.877836060791721,4.8804711267698685e-11,-7.502990186490974,0.7036638882673542,0.09115139635074077
with_edl,Au,6.926672418062534,4.8863138195699574e-11,-7.517444192997017,0.7040350427660553,0.09049501958814994
with_edl,Au,6.975552602078769,4.8892360392524443e-11,-7.530432234724284,0.7043685537627731,0.08990924711084733
with_edl,Au,7.024447397921232,4.8892360392524443e-11,-7.542159093469829,0.7046696797085255,0.08938361310531935
with_edl,Au,7.073327581937468,4.8863138195699574e-11,-7.552636966860483,0.7049387338177884,0.08891656250715951
with_edl,Au,7.1221639392082805,4.8804711267698685e-11,-7.561706356536138,0.7051716204417972,0.08851426586579625
with_edl,Au,7.170927281009032,4.87171145293808e-11,-7.569515381539951,0.7053721430276576,0.08816933464047952
with_edl,Au,7.219588462255288,4.860040033594323e-11,-7.57615847666364,0.7055427265014804,0.08787696183586767
with_edl,Au,7.268118398922376,4.845463844562997e-11,-7.581467401045611,0.705679050721814,0.0876440050874438
with_edl,Au,7.316488085428451,4.827991597803809e-11,-7.585493626037849,0.7057824373861294,0.08746774532048825
with_edl,Au,7.364668611970675,4.8076337362047554e-11,-7.588398283393101,0.7058570240859581,0.08734080560699752
with_edl,Au,7.412631181804159,4.784402427340641e-11,-7.5900719572193935,0.7059000012058124,0.0872677461705219
with_edl,Au,7.4603471284533205,4.7583115562006296e-11,-7.590439198773591,0.7059094313492743,0.08725172347024975
with_edl,Au,7.507787932845389,4.72937671688948e-11,-7.589652578468922,0.7058892322671219,0.08728604720839418
with_edl,Au,7.554925240355809,4.697615203307128e-11,-7.587747483840381,0.705840312651544,0.08736923091015193
with_edl,Au,7.601730877755355,4.663045998812499e-11,-7.584590878194252,0.7057592563447203,0.08750723489133519
with_edl,Au,7.648176870048827,4.625689764877356e-11,-7.580181122209044,0.7056460212516407,0.08770039053179915
with_edl,Au,7.694235457195273,4.585568828737312e-11,-7.574641905267153,0.7055037835069431,0.08794362295012349
with_edl,Au,7.739879110699718,4.54270717004725e-11,-7.567989082861839,0.7053329502529411,0.08823664669124205
with_edl,Au,7.785080550066535,4.49713040654894e-11,-7.560127922757367,0.7051310889256637,0.08858415039276624
with_edl,Au,7.82981275910455,4.4488657787599077e-11,-7.5510201991198755,0.7048972179501962,0.08898847028272022
with_edl,Au,7.874049002074209,4.397942133692049e-11,-7.540723913829822,0.7046328267169615,0.08944777689504667
with_edl,Au,7.9177628396671045,4.3443899076103747e-11,-7.529297880436648,0.7043394254586727,0.08996025604500985
with_edl,Au,7.960928144808345,4.288241107841658e-11,-7.5167389399504145,0.7040169330577983,0.09052693615926741
with_edl,Au,8.00351911827229,4.229529293644225e-11,-7.503006398772385,0.7036643045713856,0.0911506574676912
with_edl,Au,8.045510304102352,4.1682895561501834e-11,-7.488069493644705,0.7032807500508799,0.0918339602603082
with_edl,Au,8.08687660482562,4.1045584973919855e-11,-7.471924578552574,0.702866175872773,0.0925782862337379
with_edl,Au,8.127593296453238,4.0383742084259476e-11,-7.454584447494341,0.7024209105653552,0.09338443567635403
with_edl,Au,8.167636043257527,3.96977624656614e-11,-7.436063168459093,0.7019453153708491,0.09425325195982234
with_edl,Au,8.206980912317098,3.898805611741309e-11,-7.416369134781508,0.7014396058159272,0.09518594992880654
with_edl,Au,8.245604387821171,3.825504721990159e-11,-7.395505727813315,0.7009038687279965,0.09618409867864602
with_edl,Au,8.283483385124617,3.7499173881089176e-11,-7.373474825706758,0.7003381523348374,0.09724946689281194
with_edl,Au,8.320595264545293,3.6720887874662245e-11,-7.3502800343983345,0.6997425492308151,0.09838387279986543
with_edl,Au,8.35691784489544,3.5920654370017146e-11,-7.325928631341576,0.6991172462886569,0.09958908774987774
with_edl,Au,8.39242941673903,3.509895165423474e-11,-7.300431614743498,0.6984625259237615,0.10086682739349374
with_edl,Au,8.427108755367176,3.4256270846222354e-11,-7.273800210185652,0.6977786763901221,0.10221892210416163
with_edl,Au,8.460935133483819,3.339311560317783e-11,-7.2460369498139166,0.6970657627089725,0.1036477818853525
with_edl,Au,8.493888333594125,3.251000181956986e-11,-7.21712528096587,0.6963233598358711,0.10515697912997987
with_edl,Au,8.525948660088192,3.160745731879807e-11,-7.187038005475408,0.695550769367804,0.1067508816165014
with_edl,Au,8.557096951012825,3.068602153773016e-11,-7.1557934780584205,0.6947484626229051,0.10843166669051536
with_edl,Au,8.587314589524388,2.974624520429453e-11,-7.123526419162371,0.6939198989949505,0.11019524025787873
with_edl,Au,8.616583515015828,2.8788690008333274e-11,-7.09040243228085,0.6930693309022312,0.11203549014269784
with_edl,Au,8.644886233911288,2.7813928265903516e-11,-7.056318678712238,0.6921941176204103,0.1139611469595078
with_edl,Au,8.672205830121815,2.682254257723245e-11,-7.020982526246801,0.6912867448481027,0.1159925135186725
with_edl,Au,8.69852597515594,2.5815125478534794e-11,-6.98470701946318,0.690355251041885,0.11811555250045877
with_edl,Au,8.723830937879098,2.479227908790145e-11,-6.948003306101782,0.6894127616132668,0.12030320453193316
with_edl,Au,8.748105593916064,2.3754614745479744e-11,-6.910130932480751,0.6884402629610722,0.1226029943910679
with_edl,Au,8.771335434690796,2.2702752648161117e-11,-6.871390813935541,0.6874454820833783,0.12500097115937917
with_edl,Au,8.793506576098318,2.1637321479005527e-11,-6.83261119580202,0.6864496869229046,0.1274483667121791
with_edl,Au,8.814605766803515,2.055895803166435e-11,-6.792367121467951,0.6854162869981908,0.1300388631101453
with_edl,Au,8.834620396161922,1.9468306830014006e-11,-6.752611712577352,0.6843954351775359,0.13264959895223385
with_edl,Au,8.853538501757898,1.836601974332213e-11,-6.711502419099968,0.6833398178851137,0.13540437937892985
with_edl,Au,8.871348776555834,1.7252755597233307e-11,-6.671250659121554,0.6823062206060212,0.13815711941001851
with_edl,Au,8.888040575660442,1.6129179780971448e-11,-6.629566091045952,0.6812358312325828,0.1410668466842075
with_edl,Au,8.90360392268253,1.499596385126898e-11,-6.589575318000723,0.6802089356575689,0.14391592206619397
with_edl,Au,8.918029515707401,1.3853785133796954e-11,-6.548198794161635,0.6791464563403584,0.14692430415535532
with_edl,Au,8.931308732863933,1.270332632341475e-11,-6.508070273239088,0.6781160236322782,0.149902004444247
with_edl,Au,8.943433637494275,1.1545275085731675e-11,-6.46962786944945,0.6771288875671706,0.1528111704027134
with_edl,Au,8.954396982927815,1.0380323665353295e-11,-6.429860310501915,0.6761077237535544,0.15588004330245026
with_edl,Au,8.964192216871439,9.209168513405768e-12,-6.391962496131967,0.6751345718258539,0.15886196260731789
with_edl,Au,8.972813485449175,8.032509967478648e-12,-6.35807472989746,0.6742643911680817,0.16157663472995937
with_edl,Au,8.98025563698347,6.85105208182133e-12,-6.3255686351414155,0.6734296895025697,0.16422420468745955
with_edl,Au,8.986514225800427,5.665502942917305e-12,-6.292823816375762,0.672588857807292,0.16693508183715694
with_edl,Au,8.991585517069964,4.476576861925649e-12,-6.261799835445963,0.6717922143240542,0.16954476560100168
with_edl,Au,8.99546649725103,3.28500603733491e-12,-6.235736809450962,0.6711229597928785,0.17176864923016638
with_edl,Au,8.998154919954754,2.091625358686498e-12,-6.216925360482346,0.6706399135240899,0.1733918796821386
with_edl,Au,8.999649775894264,8.987619205971248e-13,-6.206337196680828,0.67036802734317,0.17431226464112096
with_edl,Pd,9.000350224105738,8.987619205971244e-13,-6.201367151975806,-0.06375959501885423,-0.31635491450007386
with_edl,Pd,9.00184508004525,2.091625358686497e-12,-6.19077932034735,-0.06403147267013035,-0.31468458341236627
with_edl,Pd,9.004533502748973,3.2850060373349085e-12,-6.171969433082431,-0.06451447883700312,-0.31173886650717847
with_edl,Pd,9.008414482930037,4.476576861925647e-12,-6.1459094108700185,-0.06518365623611025,-0.3077032547448146
with_edl,Pd,9.013485774199575,5.6655029429173025e-12,-6.114885090844805,-0.06598030842674618,-0.3029669428084988
with_edl,Pd,9.019744363016532,6.851052081821327e-12,-6.082122185182541,-0.06682160456301053,-0.29804433395006685
with_edl,Pd,9.027186514550829,8.032509967478645e-12,-6.0495644222359815,-0.06765763298047475,-0.2932317833121062
with_edl,Pd,9.035807783128563,9.209168513405765e-12,-6.015599975424671,-0.06852978266607554,-0.28829410073925904
with_edl,Pd,9.045603017072187,1.038032366535329e-11,-5.977625985040682,-0.06950489066528412,-0.2828719005725463
with_edl,Pd,9.056566362505729,1.154527508573167e-11,-5.937751322448374,-0.07052880471978118,-0.27728803839443406
with_edl,Pd,9.06869126713607,1.2703326323414744e-11,-5.899116874765408,-0.07152087214803202,-0.2719830074885523
with_edl,Pd,9.0819704842926,1.3853785133796947e-11,-5.85877042883218,-0.07255690080267968,-0.26655120631222357
with_edl,Pd,9.096396077317474,1.4995963851268974e-11,-5.817125289941131,-0.07362627770118799,-0.2610583118617962
with_edl,Pd,9.111959424339561,1.6129179780971442e-11,-5.776746513317814,-0.07466313655340526,-0.2558405531436946
with_edl,Pd,9.128651223444168,1.72527555972333e-11,-5.734645452678144,-0.07574422075313733,-0.25051126281019215
with_edl,Pd,9.146461498242106,1.8366019743322124e-11,-5.693820335318339,-0.07679254088235293,-0.24544952423205055
with_edl,Pd,9.16537960383808,1.9468306830013997e-11,-5.652083286549544,-0.0778642778714414,-0.24038043106023
with_edl,Pd,9.185394233196488,2.055895803166434e-11,-5.611516844291877,-0.0789059556604989,-0.23555385633677564
with_edl,Pd,9.206493423901685,2.1637321479005517e-11,-5.570381790316752,-0.0799622344390371,-0.23075857858345314
with_edl,Pd,9.228664565309206,2.2702752648161107e-11,-5.530502300484759,-0.08098627244890425,-0.22620288204468653
with_edl,Pd,9.251894406083938,2.3754614745479734e-11,-5.490523988540669,-0.08201284804386658,-0.22172616927010746
with_edl,Pd,9.276169062120903,2.479227908790144e-11,-5.451235045624696,-0.0830217218053654,-0.21741297973671767
with_edl,Pd,9.301474024844062,2.581512547853478e-11,-5.412868947687045,-0.08400689846494547,-0.21328208416237449
with_edl,Pd,9.327794169878189,2.682254257723244e-11,-5.374744383554038,-0.0849858729439644,-0.2092549460799229
with_edl,Pd,9.355113766088714,2.7813928265903507e-11,-5.337335041512748,-0.08594648172646865,-0.20537727944763354
with_edl,Pd,9.383416484984174,2.878869000833326e-11,-5.300889192427462,-0.08688234963557298,-0.20166859891368033
with_edl,Pd,9.412685410475614,2.974624520429452e-11,-5.265118347411555,-0.08780088457911603,-0.19809373508643083
with_edl,Pd,9.442903048987176,3.0686021537730144e-11,-5.229929510538991,-0.08870447453556554,-0.19463887328825585
with_edl,Pd,9.474051339911812,3.160745731879806e-11,-5.19546287894001,-0.08958951947917285,-0.19131333742593187
with_edl,Pd,9.506111666405877,3.2510001819569847e-11,-5.161815577998528,-0.09045352539395948,-0.18812167171994298
with_edl,Pd,9.539064866516183,3.339311560317782e-11,-5.128977903413801,-0.09129674146999442,-0.18505815114496263
with_edl,Pd,9.572891244632826,3.425627084622234e-11,-5.096903845477531,-0.09212034915895417,-0.18211403872088733
with_edl,Pd,9.607570583260973,3.5098951654234726e-11,-5.065559882533179,-0.09292520924041722,-0.1792821991098653
with_edl,Pd,9.643082155104562,3.592065437001713e-11,-5.034929406270255,-0.09371174818777367,-0.1765573685128528
with_edl,Pd,9.67940473545471,3.6720887874662226e-11,-5.005002043940959,-0.09448023235568495,-0.17393508875204558
with_edl,Pd,9.716516614875387,3.7499173881089156e-11,-4.975765705888211,-0.09523097218614587,-0.17141097016935672
with_edl,Pd,9.75439561217883,3.8255047219901574e-11,-4.9472038477739275,-0.09596439250984304,-0.16898045855413107
with_edl,Pd,9.793019087682904,3.8988056117413074e-11,-4.919295665514131,-0.09668102754055008,-0.16663886523505556
with_edl,Pd,9.832363956742475,3.969776246566138e-11,-4.892017555511281,-0.09738148337882527,-0.1643814977598842
with_edl,Pd,9.872406703546766,4.038374208425946e-11,-4.865345385345229,-0.09806637970449915,-0.1622038450751688
with_edl,Pd,9.913123395174381,4.1045584973919836e-11,-4.839257222966896,-0.09873627969558596,-0.1601017844803869
with_edl,Pd,9.954489695897651,4.1682895561501815e-11,-4.813734923632232,-0.09939164927849711,-0.15807168241436245
with_edl,Pd,9.996480881727713,4.229529293644223e-11,-4.7887614037273245,-0.10003292713161253,-0.1561101513312866
with_edl,Pd,10.039071855191658,4.288241107841656e-11,-4.764311595073661,-0.10066075696345868,-0.15421333747368796
with_edl,Pd,10.082237160332896,4.344389907610373e-11,-4.740342217333563,-0.10127625014007981,-0.1523761695372543
with_edl,Pd,10.125950997925793,4.397942133692047e-11,-4.716794799165029,-0.10188090810687932,-0.15059265672875682
with_edl,Pd,10.170187240895451,4.448865778759906e-11,-4.69362161344414,-0.10247595641586905,-0.14885787046628232
with_edl,Pd,10.214919449933465,4.497130406548938e-11,-4.670813753733658,-0.10306162376932938,-0.14716994851759668
with_edl,Pd,10.260120889300282,4.542707170047248e-11,-4.648385382376201,-0.10363754650219807,-0.14552877678999818
with_edl,Pd,10.305764542804729,4.58556882873731e-11,-4.626311098974583,-0.10420437685381662,-0.14393138658597804
with_edl,Pd,10.351823129951175,4.625689764877354e-11,-4.604503394869351,-0.10476436189890556,-0.14237050531506104
with_edl,Pd,10.398269122244647,4.663045998812497e-11,-4.582894057969774,-0.10531925320886004,-0.14084051958665905
with_edl,Pd,10.445074759644191,4.697615203307126e-11,-4.561503091953849,-0.10586853712298148,-0.13934218916957203
with_edl,Pd,10.492212067154613,4.729376716889478e-11,-4.540348502557389,-0.10641175128435544,-0.13787609310467072
with_edl,Pd,10.539652871546682,4.758311556200628e-11,-4.51934061649505,-0.10695119835164302,-0.13643543004470393
with_edl,Pd,10.587368818195841,4.784402427340639e-11,-4.498390409639818,-0.10748916431421472,-0.13501371411462254
with_edl,Pd,10.635331388029327,4.8076337362047534e-11,-4.477532058032704,-0.10802477158900294,-0.1336129494611191
with_edl,Pd,10.68351191457155,4.827991597803807e-11,-4.456775504749377,-0.10855776485460152,-0.13223344811400092
with_edl,Pd,10.731881601077626,4.845463844562995e-11,-4.436001039823076,-0.1090912180609692,-0.13086701755083996
with_edl,Pd,10.780411537744714,4.860040033594321e-11,-4.415159874532904,-0.10962638402013695,-0.1295103876919002
with_edl,Pd,10.82907271899097,4.871711452938078e-11,-4.3943130167412185,-0.11016169615313859,-0.12816745650724068
with_edl,Pd,10.877836060791722,4.880471126769866e-11,-4.3733949717510665,-0.11069883625328203,-0.1268339360131737
with_edl,Pd,10.926672418062534,4.8863138195699555e-11,-4.352288908557336,-0.1112408043436486,-0.1255024912248355
with_edl,Pd,10.97555260207877,4.8892360392524424e-11,-4.331037821338464,-0.11178649640628045,-0.12417601875687301
with_edl,Pd,11.024447397921232,4.8892360392524424e-11,-4.309646345699758,-0.11233579340665503,-0.12285494215539107
with_edl,Pd,11.073327581937468,4.8863138195699555e-11,-4.287976799307801,-0.11289223079478182,-0.12153102186067359
with_edl,Pd,11.12216393920828,4.880471126769866e-11,-4.2660157574006075,-0.11345615329589691,-0.12020384779489779
with_edl,Pd,11.170927281009032,4.871711452938078e-11,-4.24382022927885,-0.11402609700735132,-0.11887722872114619
with_edl,Pd,11.219588462255288,4.860040033594321e-11,-4.2212798279746195,-0.11460489648022404,-0.11754497995747124
with_edl,Pd,11.268118398922375,4.845463844562995e-11,-4.19830877253397,-0.11519475442467345,-0.1162026373449186
with_edl,Pd,11.316488085428452,4.827991597803807e-11,-4.174974637611765,-0.11579393563758196,-0.11485477144635045
with_edl,Pd,11.364668611970675,4.8076337362047534e-11,-4.151242956007003,-0.11640332517851446,-0.11349997679779825
with_edl,Pd,11.41263118180416,4.784402427340639e-11,-4.126976508177483,-0.11702644661378295,-0.11213117693490143
with_edl,Pd,11.46034712845332,4.758311556200628e-11,-4.102178123699552,-0.11766322728464117,-0.11074942492301229
with_edl,Pd,11.507787932845389,4.729376716889478e-11,-4.076900322337373,-0.11831231857216253,-0.10935848244873841
with_edl,Pd,11.55492524035581,4.697615203307126e-11,-4.051051801638442,-0.11897606496927184,-0.10795419915873074
with_edl,Pd,11.601730877755354,4.663045998812497e-11,-4.024523432848834,-0.11965726871823598,-0.10653172955996947
with_edl,Pd,11.648176870048827,4.625689764877354e-11,-3.997336421434065,-0.12035538529848071,-0.10509338808609608
with_edl,Pd,11.694235457195273,4.58556882873731e-11,-3.9695265305447016,-0.12106949637264293,-0.10364218310338254
with_edl,Pd,11.73987911069972,4.542707170047248e-11,-3.9410218377996777,-0.12180144878611315,-0.10217551536614998
with_edl,Pd,11.785080550066537,4.497130406548938e-11,-3.911718925148838,-0.12255389813992117,-0.10068940866347764
with_edl,Pd,11.82981275910455,4.448865778759906e-11,-3.881589489686492,-0.12332757120492935,-0.09918391950001033
with_edl,Pd,11.874049002074209,4.397942133692047e-11,-3.850658439059627,-0.12412182839479,-0.09766178869732364
with_edl,Pd,11.917762839667105,4.344389907610373e-11,-3.8189244621859952,-0.12493670337588299,-0.09612441919147692
with_edl,Pd,11.960928144808344,4.288241107841656e-11,-3.786336937332962,-0.1257734960288879,-0.09457088159816172
with_edl,Pd,12.003519118272289,4.229529293644223e-11,-3.7528304172495073,-0.1266338869287812,-0.09299970890717708
with_edl,Pd,12.04551030410235,4.1682895561501815e-11,-3.718358350177823,-0.1275190714461562,-0.09141049799539774
with_edl,Pd,12.08687660482562,4.1045584973919836e-11,-3.6828977517132895,-0.12842963978174177,-0.08980404603389473
with_edl,Pd,12.127593296453236,4.038374208425946e-11,-3.646436390288427,-0.1293659060215523,-0.08818169040102469
with_edl,Pd,12.167636043257527,3.969776246566138e-11,-3.608961148194897,-0.13032820700620432,-0.08654475929379388
with_edl,Pd,12.206980912317098,3.8988056117413074e-11,-3.5704544486199143,-0.13131699407859265,-0.08489442102106531
with_edl,Pd,12.245604387821171,3.8255047219901574e-11,-3.5308962744848778,-0.13233278124352077,-0.08323178380261785
with_edl,Pd,12.283483385124615,3.7499173881089156e-11,-3.4902676885302633,-0.1333760547778603,-0.08155804691031684
with_edl,Pd,12.320595264545291,3.6720887874662226e-11,-3.4485537730318256,-0.13444719774359895,-0.07987461087482602
with_edl,Pd,12.35691784489544,3.592065437001713e-11,-3.405745543867802,-0.13554644083782466,-0.0781831324275055
with_edl,Pd,12.392429416739029,3.5098951654234726e-11,-3.3618402961225424,-0.1366738535182073,-0.07648550934432112
with_edl,Pd,12.427108755367176,3.425627084622234e-11,-3.3168382968319268,-0.13782942892771602,-0.07478372663153367
with_edl,Pd,12.460935133483819,3.339311560317782e-11,-3.2707328755673846,-0.13901333835170143,-0.07307947826672469
with_edl,Pd,12.493888333594125,3.2510001819569847e-11,-3.2234967998448667,-0.14022628107440435,-0.07137370715632899
with_edl,Pd,12.52594866008819,3.160745731879806e-11,-3.1750871237981784,-0.1414693598732057,-0.06966685846592678
with_edl,Pd,12.557096951012825,3.0686021537730144e-11,-3.1255058766171935,-0.14274252264193332,-0.0679610055434709
with_edl,Pd,12.587314589524388,2.974624520429452e-11,-3.074890118772384,-0.14404224989896894,-0.06626263832745448
with_edl,Pd,12.616583515015828,2.878869000833326e-11,-3.0234357958691955,-0.14536351009178541,-0.0645796310618245
with_edl,Pd,12.644886233911288,2.7813928265903507e-11,-2.971050196816874,-0.1467086838847611,-0.06291007041644478
with_edl,Pd,12.672205830121813,2.682254257723244e-11,-2.9173885234123986,-0.14808662511396847,-0.061244583704438804
with_edl,Pd,12.69852597515594,2.581512547853478e-11,-2.862773524778005,-0.14948904612652597,-0.05959477586050255
with_edl,Pd,12.723830937879098,2.479227908790144e-11,-2.8078286510178074,-0.15089993777571292,-0.05797984673057377
with_edl,Pd,12.748105593916064,2.3754614745479734e-11,-2.7517302223218856,-0.1523404507692457,-0.0563761538858011
with_edl,Pd,12.771335434690796,2.2702752648161107e-11,-2.694776340997917,-0.15380293034285392,-0.054793376781174324
with_edl,Pd,12.793506576098316,2.1637321479005517e-11,-2.637994129818649,-0.15526100171680676,-0.05325960795547706
with_edl,Pd,12.814605766803513,2.055895803166434e-11,-2.579711216954994,-0.15675760857786736,-0.05172994200839137
with_edl,Pd,12.834620396161922,1.9468306830013997e-11,-2.522228861613714,-0.15823365847254123,-0.050264325219157815
with_edl,Pd,12.853538501757896,1.8366019743322124e-11,-2.4634164775040546,-0.15974386126181764,-0.0488077637403584
with_edl,Pd,12.871348776555834,1.72527555972333e-11,-2.405888616945365,-0.1612210796536932,-0.047423859307063235
with_edl,Pd,12.88804057566044,1.6129179780971442e-11,-2.346960026972601,-0.16273426641345898,-0.04604693341517302
with_edl,Pd,12.903603922682528,1.4995963851268974e-11,-2.2903950117304923,-0.16418676056222223,-0.04476285474573764
with_edl,Pd,12.918029515707401,1.3853785133796947e-11,-2.2325006611025557,-0.1656733898006941,-0.04348567115279099
with_edl,Pd,12.931308732863931,1.2703326323414744e-11,-2.176516900352981,-0.16711095831484496,-0.04228530409094586
with_edl,Pd,12.943433637494273,1.154527508573167e-11,-2.1229849256432463,-0.16848556910041312,-0.04116850891271867
with_edl,Pd,12.954396982927815,1.038032366535329e-11,-2.0682702105971646,-0.1698905506621704,-0.04005751353510844
