L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
15.0,0.5,Au,0.475,-205.36571648634154,-7.4319245002635235
15.0,0.5,Au,0.48,-205.31562179330982,-7.43442923491511
15.0,0.5,Au,0.485,-205.2644440250406,-7.436988123328571
15.0,0.5,Au,0.49,-205.21317741061682,-7.43955145404976
15.0,0.5,Au,0.495,-205.16081670649336,-7.4421694892559325
15.0,0.5,Au,0.5,-205.10836923669774,-7.444791862745714
15.0,0.5,Au,0.505,-205.05481838790078,-7.447469405185561
15.0,0.5,Au,0.51,-205.0011808937813,-7.450151279891536
15.0,0.5,Au,0.515,-204.94643249064893,-7.452888700048154
15.0,0.5,Au,0.52,-204.8915955676644,-7.455630546197381
15.0,0.5,Au,0.525,-204.83564199300523,-7.45842822493034
15.0,0.5,Au,0.53,-204.77959600037448,-7.461230524561876
15.0,0.5,Au,0.535,-204.72242942257222,-7.46408885345199
15.0,0.5,Au,0.54,-204.66516448257013,-7.466952100452094
15.0,0.5,Au,0.545,-204.60677684849242,-7.46987148215598
15.0,0.5,Au,0.55,-204.5482828456803,-7.472796182296586
15.0,0.5,Au,0.555,-204.4886658733912,-7.475777030911041
15.0,0.5,Au,0.56,-204.42893245377434,-7.478763701891884
15.0,0.5,Au,0.565,-204.3680776250551,-7.481806443327846
15.0,0.5,Au,0.57,-204.3070941951446,-7.484855614823371
15.0,0.5,Au,0.575,-204.24499274783383,-7.487960687188909
15.0,0.5,Au,0.58,-204.18274847360937,-7.491072900900132
15.0,0.5,Au,0.585,-204.11939139375883,-7.494240754892659
15.0,0.5,Au,0.59,-204.0558751995069,-7.497416564605257
15.0,0.5,Au,0.595,-203.99125321336538,-7.500647663912331
15.0,0.5,Au,0.6,-203.9264537803857,-7.503887635561315
15.0,0.5,Au,0.605,-203.86055734621445,-7.507182457269879
15.0,0.5,Au,0.61,-203.79446311137556,-7.510487169011823
15.0,0.5,Au,0.615,-203.72728241109516,-7.5138462040258425
15.0,0.5,Au,0.62,-203.65988156522624,-7.517216246319289
15.0,0.5,Au,0.625,-203.5914064959069,-7.5206399997852555
15.0,0.5,Au,0.63,-203.52268698200498,-7.5240759754803515
15.0,0.5,Au,0.635,-203.45290714720386,-7.527564967220409
15.0,0.5,Au,0.64,-203.38285665844262,-7.531067491658471
15.0,0.5,Au,0.645,-203.3117613593859,-7.534622256611305
15.0,0.5,Au,0.65,-203.24036733691244,-7.538191957734979
15.0,0.5,Au,0.655,-203.1679455635378,-7.54181304640371
15.0,0.5,Au,0.66,-203.09519519403182,-7.54545056487901
15.0,0.5,Au,0.665,-203.02143561588588,-7.549138543786308
15.0,0.5,Au,0.67,-202.94731582886976,-7.552844533137113
15.0,0.5,Au,0.675,-202.87220678587113,-7.556599985287045
15.0,0.5,Au,0.68,-202.79670425075338,-7.560375112042932
15.0,0.5,Au,0.685,-202.72023374381953,-7.564198637389624
15.0,0.5,Au,0.69,-202.64333486664836,-7.568043581248182
15.0,0.5,Au,0.695,-202.56549054819422,-7.571935797170889
15.0,0.5,Au,0.7,-202.48718146810833,-7.575851251175185
15.0,0.5,Au,0.705,-202.4079506324164,-7.579812792959781
15.0,0.5,Au,0.71,-202.32821721776875,-7.583799463692163
15.0,0.5,Au,0.715,-202.24758679123457,-7.587830985018873
15.0,0.5,Au,0.72,-202.1664146353756,-7.591889592811821
15.0,0.5,Au,0.725,-202.08437116662927,-7.595991766249137
15.0,0.5,Au,0.73,-202.00174558332375,-7.600123045414413
15.0,0.5,Au,0.735,-201.91827523322968,-7.604296562919117
15.0,0.5,Au,0.74,-201.8341812516947,-7.608501261995866
15.0,0.5,Au,0.745,-201.74926978322995,-7.612746835419102
15.0,0.5,Au,0.75,-201.6636921427682,-7.61702571744219
15.0,0.5,Au,0.755,-201.57732491077635,-7.6213440790417835
15.0,0.5,Au,0.76,-201.4902480549898,-7.625697921831111
15.0,0.5,Au,0.765,-201.4024099958144,-7.630089824789881
15.0,0.5,Au,0.77,-201.3138180663721,-7.634519421261995
15.0,0.5,Au,0.775,-201.22449368736383,-7.638985640212409
15.0,0.5,Au,0.78,-201.1343705173111,-7.643491798715045
15.0,0.5,Au,0.785,-201.04354388620823,-7.648033130270189
15.0,0.5,Au,0.79,-200.9518729927872,-7.652616674941242
15.0,0.5,Au,0.795,-200.85952772696277,-7.657233938232462
15.0,0.5,Au,0.8,-200.76629230393377,-7.661895709383912
15.0,0.5,Au,0.805,-200.6724115595073,-7.666589746605236
15.0,0.5,Au,0.81,-200.5775944689433,-7.671330601133436
15.0,0.5,Au,0.815,-200.48216092975105,-7.676102278093048
15.0,0.5,Au,0.82,-200.38574469328162,-7.6809230899165195
15.0,0.5,Au,0.825,-200.28874055969675,-7.685773296595763
15.0,0.5,Au,0.83,-200.19070734919237,-7.690674957120983
15.0,0.5,Au,0.835,-200.09211432678688,-7.695604608241256
15.0,0.5,Au,0.84,-199.99244595444412,-7.700588026858394
15.0,0.5,Au,0.845,-199.89224524248488,-7.705598062456357
15.0,0.5,Au,0.85,-199.79092315030786,-7.710664167065208
15.0,0.5,Au,0.855,-199.68909543007376,-7.715755553076913
15.0,0.5,Au,0.86,-199.5861006787155,-7.720905290644827
15.0,0.5,Au,0.865,-199.48262610162357,-7.726079019499423
15.0,0.5,Au,0.87,-199.3779393585767,-7.731313356651766
15.0,0.5,Au,0.875,-199.27279753410366,-7.736570447875418
15.0,0.5,Au,0.88,-199.16639906120736,-7.741890371520233
15.0,0.5,Au,0.885,-199.0595690445898,-7.747231872351111
15.0,0.5,Au,0.89,-198.95143868483677,-7.7526383903387615
15.0,0.5,Au,0.895,-198.8428989645359,-7.758065376353807
15.0,0.5,Au,0.9,-198.73301612815143,-7.763559518173029
15.0,0.5,Au,0.905,-198.62274461305745,-7.769073093927728
15.0,0.5,Au,0.91,-198.51108826283135,-7.774655911439034
15.0,0.5,Au,0.915,-198.39906226919186,-7.780257211121008
15.0,0.5,Au,0.92,-198.2856109050326,-7.785929779328971
15.0,0.5,Au,0.925,-198.17180714307716,-7.791619967426742
15.0,0.5,Au,0.93,-198.05653878576814,-7.797383385292194
15.0,0.5,Au,0.935,-197.94093334601237,-7.803163657279982
15.0,0.5,Au,0.94,-197.82382552013883,-7.809019048573659
15.0,0.5,Au,0.945,-197.70639385932634,-7.814890631614284
15.0,0.5,Au,0.95,-197.5874235753561,-7.820839145812795
15.0,0.5,Au,0.955,-197.46814050202286,-7.826803299479458
15.0,0.5,Au,0.96,-197.34728423750025,-7.832846112705588
15.0,0.5,Au,0.965,-197.22612389712302,-7.83890412972445
15.0,0.5,Au,0.97,-197.10335757695904,-7.845042445732648
15.0,0.5,Au,0.975,-196.98029343665155,-7.851195652748023
15.0,0.5,Au,0.98,-196.85559241247537,-7.857430703956831
15.0,0.5,Au,0.985,-196.73059724519962,-7.86368046232062
15.0,0.5,Au,0.99,-196.6039362737394,-7.870013510893631
15.0,0.5,Au,0.995,-196.4769821419881,-7.876361217481197
15.0,0.5,Au,1.0,-196.34833536245574,-7.8827935564578135
15.0,0.5,Au,1.005,-196.21939360136741,-7.889240644512229
15.0,0.5,Au,1.01,-196.0887345118065,-7.895773598990276
15.0,0.5,Au,1.015,-195.95777571166278,-7.9023215389974615
15.0,0.5,Au,1.02,-195.8250771442273,-7.9089564673692365
15.0,0.5,Au,1.025,-195.6920711322877,-7.915606767966215
15.0,0.5,Au,1.03,-195.55730522741945,-7.922345063209628
15.0,0.5,Au,1.035,-195.4222210490358,-7.92909927212881
15.0,0.5,Au,1.04,-195.28535922849485,-7.935942363155858
15.0,0.5,Au,1.045,-195.14816512745622,-7.94280206820779
15.0,0.5,Au,1.05,-195.00917806616403,-7.949751421272399
15.0,0.5,Au,1.055,-194.86984146420815,-7.956718251370193
15.0,0.5,Au,1.06,-194.72869906086805,-7.9637753715371975
15.0,0.5,Au,1.065,-194.58718653629427,-7.970850997765886
15.0,0.5,Au,1.07,-194.44385788273158,-7.978017430444022
15.0,0.5,Au,1.075,-194.30013514805407,-7.985203567177898
15.0,0.5,Au,1.08,-194.15458849723635,-7.9924808997187835
15.0,0.5,Au,1.085,-194.00862037579512,-7.999779305790845
15.0,0.5,Au,1.09,-193.86082310847308,-8.007169169156947
15.0,0.5,Au,1.095,-193.71257350993912,-8.014581649083645
15.0,0.5,Au,1.1,-193.562492099859,-8.02208571958765
15.0,0.5,Au,1.105,-193.4119239945397,-8.029614124853616
15.0,0.5,Au,1.11,-193.2595239721587,-8.037234125972665
15.0,0.5,Au,1.115,-193.10659936402416,-8.044880356379393
15.0,0.5,Au,1.12,-192.9518452786741,-8.052618060646894
15.0,0.5,Au,1.125,-192.79652517700754,-8.060384065730224
15.0,0.5,Au,1.13,-192.6393805574316,-8.06824129670902
15.0,0.5,Au,1.135,-192.48162494700892,-8.076129077230155
15.0,0.5,Au,1.14,-192.32205226019624,-8.08410771157079
15.0,0.5,Au,1.145,-192.1618200698863,-8.092119321086285
15.0,0.5,Au,1.15,-191.99978067812953,-8.100221290674124
15.0,0.5,Au,1.155,-191.83702974780834,-8.108358837190185
15.0,0.5,Au,1.16,-191.67248386389323,-8.116586131385938
15.0,0.5,Au,1.165,-191.50717090954498,-8.124851779103352
15.0,0.5,Au,1.17,-191.34007754998035,-8.133206447081582
15.0,0.5,Au,1.175,-191.17215812686894,-8.141602418237154
15.0,0.5,Au,1.18,-191.00247506305672,-8.150086571427764
15.0,0.5,Au,1.185,-190.83190352682504,-8.158615148239349
15.0,0.5,Au,1.19,-190.65958723405802,-8.1672309628777
15.0,0.5,Au,1.195,-190.48631669961324,-8.175894489599939
15.0,0.5,Au,1.2,-190.31132230378833,-8.184644209391184
15.0,0.5,Au,1.205,-190.1353046018181,-8.193445094489697
15.0,0.5,Au,1.21,-189.95758582373057,-8.202331033394072
15.0,0.5,Au,1.215,-189.778771454689,-8.211271751846152
15.0,0.5,Au,1.22,-189.59828055177042,-8.22029629699208
15.0,0.5,Au,1.225,-189.41661863715404,-8.2293793927229
15.0,0.5,Au,1.23,-189.2333063425061,-8.238545007455295
15.0,0.5,Au,1.235,-189.04874457323422,-8.24777309591889
15.0,0.5,Au,1.24,-188.86256003178895,-8.257082322991154
15.0,0.5,Au,1.245,-188.6750446134822,-8.26645809390649
15.0,0.5,Au,1.25,-188.48593531511395,-8.275913558824904
15.0,0.5,Au,1.255,-188.29541091006342,-8.28543977907743
15.0,0.5,Au,1.26,-188.10332261945618,-8.295044193607792
15.0,0.5,Au,1.265,-187.90973228503847,-8.304723710328679
15.0,0.5,Au,1.27,-187.7146089680976,-8.31447987617572
15.0,0.5,Au,1.275,-187.5178940913973,-8.324315620010736
15.0,0.5,Au,1.28,-187.3196778379753,-8.334226432681836
15.0,0.5,Au,1.285,-187.11977806633644,-8.34422142126378
15.0,0.5,Au,1.29,-186.91840900901917,-8.354289874129641
15.0,0.5,Au,1.295,-186.71526217624276,-8.364447215768463
15.0,0.5,Au,1.3,-186.5106784049263,-8.374676404334286
15.0,0.5,Au,1.305,-186.30422045279673,-8.384999301940764
15.0,0.5,Au,1.31,-186.09635792474575,-8.395392428343314
15.0,0.5,Au,1.315,-185.88652281954725,-8.405884183603238
15.0,0.5,Au,1.32,-185.67531526461886,-8.416444561349659
15.0,0.5,Au,1.325,-185.46203490827807,-8.427108579166697
15.0,0.5,Au,1.33,-185.24741372894258,-8.437839638133472
15.0,0.5,Au,1.335,-185.03061786439798,-8.448679431360702
15.0,0.5,Au,1.34,-184.81251203016888,-8.459584723072156
15.0,0.5,Au,1.345,-184.5921281405363,-8.470603917553786
15.0,0.5,Au,1.35,-184.370464076376,-8.481687120761801
15.0,0.5,Au,1.355,-184.14641727744169,-8.492889460708517
15.0,0.5,Au,1.36,-183.9211187456747,-8.504154387296865
15.0,0.5,Au,1.365,-183.69333167120328,-8.515543741020437
15.0,0.5,Au,1.37,-183.46431964641295,-8.526994342259954
15.0,0.5,Au,1.375,-183.2327123257162,-8.53857470829479
15.0,0.5,Au,1.38,-182.99990486205945,-8.550215081477628
15.0,0.5,Au,1.385,-182.7643945892139,-8.561990595119905
15.0,0.5,Au,1.39,-182.52770667952433,-8.573824990604384
15.0,0.5,Au,1.395,-182.2882078735715,-8.585799930902025
15.0,0.5,Au,1.4,-182.04755129955868,-8.597832759602667
15.0,0.5,Au,1.405,-181.80397535495956,-8.610011556832623
15.0,0.5,Au,1.41,-181.55925852774794,-8.622247398193204
15.0,0.5,Au,1.415,-181.31151365428462,-8.63463464186637
15.0,0.5,Au,1.42,-181.06264144443816,-8.647078252358693
15.0,0.5,Au,1.425,-180.81063249568413,-8.659678699796395
15.0,0.5,Au,1.43,-180.55750605180123,-8.67233502199054
15.0,0.5,Au,1.435,-180.3011343411798,-8.685153607521611
15.0,0.5,Au,1.44,-180.0436508960125,-8.698027779779975
15.0,0.5,Au,1.445,-179.78281399937615,-8.711069624611794
15.0,0.5,Au,1.45,-179.52086666233595,-8.724166991463804
15.0,0.5,Au,1.455,-179.25545820586782,-8.737437414287209
15.0,0.5,Au,1.46,-178.98893574065087,-8.750763537548059
15.0,0.5,Au,1.465,-178.71884517276817,-8.764268065942192
15.0,0.5,Au,1.47,-178.44763175867683,-8.777828736646759
15.0,0.5,Au,1.475,-178.17274410448067,-8.791573119356567
15.0,0.5,Au,1.48,-177.896719079869,-8.80537437058715
15.0,0.5,Au,1.485,-177.61691467648873,-8.819364590756164
15.0,0.5,Au,1.49,-177.3359522625726,-8.83341271145197
15.0,0.5,Au,1.495,-177.0511064735989,-8.847655000900655
15.0,0.5,Au,1.5,-176.7650754766587,-8.861956550747665
15.0,0.5,Au,1.505,-176.47505838361488,-8.876457405399856
15.0,0.5,Au,1.51,-176.18382187338042,-8.89101923091158
15.0,0.5,Au,1.515,-175.8884979419548,-8.905785427482861
15.0,0.5,Au,1.52,-175.59191290369054,-8.920614679396072
15.0,0.5,Au,1.525,-175.29114062216019,-8.93565329347259
15.0,0.5,Au,1.53,-174.98905757966256,-8.950757445597473
15.0,0.5,Au,1.535,-174.68268906661586,-8.966075871249808
15.0,0.5,Au,1.54,-174.37495167296015,-8.981462740932592
15.0,0.5,Au,1.545,-174.06283225105992,-8.997068712027605
15.0,0.5,Au,1.55,-173.74927684353335,-9.012746482403934
15.0,0.5,Au,1.555,-173.4312445756232,-9.02864809579944
15.0,0.5,Au,1.56,-173.11169969079717,-9.044625340040742
15.0,0.5,Au,1.565,-172.78758487416135,-9.060831080872534
15.0,0.5,Au,1.57,-172.46187071850187,-9.077116788655507
15.0,0.5,Au,1.575,-172.1314953325024,-9.09363555795548
15.0,0.5,Au,1.58,-171.79942320326987,-9.110239164417107
15.0,0.5,Au,1.585,-171.46260030492667,-9.127080309334268
15.0,0.5,Au,1.59,-171.12397195536204,-9.144011726812499
15.0,0.5,Au,1.595,-170.78050501662804,-9.161185073749198
15.0,0.5,Au,1.6,-170.43511195854288,-9.178454726653456
15.0,0.5,Au,1.605,-170.08479413812913,-9.195970617674144
15.0,0.5,Au,1.61,-169.7324168739759,-9.213589480881806
15.0,0.5,Au,1.615,-169.3750302154624,-9.23145881380748
15.0,0.5,Au,1.62,-169.01543739072966,-9.249438455044118
15.0,0.5,Au,1.625,-168.65075193743905,-9.267672727708648
15.0,0.5,Au,1.63,-168.28369940277398,-9.286025354441902
15.0,0.5,Au,1.635,-167.9114722183259,-9.304636713664305
15.0,0.5,Au,1.64,-167.5367019890446,-9.323375225128371
15.0,0.5,Au,1.645,-167.15667607070807,-9.342376521045196
15.0,0.5,Au,1.65,-166.77391516929112,-9.361514566116046
15.0,0.5,Au,1.655,-166.38581823905275,-9.380919412627964
15.0,0.5,Au,1.66,-165.9947774037342,-9.400471454393891
15.0,0.5,Au,1.665,-165.59832055937434,-9.420294296611884
15.0,0.5,Au,1.67,-165.19869279892688,-9.440275684634257
15.0,0.5,Au,1.675,-164.79356900421848,-9.460531874369677
15.0,0.5,Au,1.68,-164.38502797540022,-9.48095892581059
15.0,0.5,Au,1.685,-163.97091036466796,-9.501664806347202
15.0,0.5,Au,1.69,-163.55310854433532,-9.522554897363834
15.0,0.5,Au,1.695,-163.12964851188937,-9.543727898986132
15.0,0.5,Au,1.7,-162.70221513032345,-9.565099568064428
15.0,0.5,Au,1.705,-162.26904016945838,-9.586758316107682
15.0,0.5,Au,1.71,-161.83157886469488,-9.608631381345857
15.0,0.5,Au,1.715,-161.3882901137383,-9.630795818893686
15.0,0.5,Au,1.72,-160.9403762582985,-9.653191511665677
15.0,0.5,Au,1.725,-160.48654570220162,-9.675883039470518
15.0,0.5,Au,1.73,-160.0277233430842,-9.69882415742639
15.0,0.5,Au,1.735,-159.56289060778394,-9.722065794191403
15.0,0.5,Au,1.74,-159.09266894731385,-9.745576877214909
15.0,0.5,Au,1.745,-158.61633760979663,-9.76939344409077
15.0,0.5,Au,1.75,-158.13418693800764,-9.793500977680218
15.0,0.5,Au,1.755,-157.64582025682003,-9.8179193117396
15.0,0.5,Au,1.76,-157.15116722435297,-9.842651963362952
15.0,0.5,Au,1.765,-156.650183171844,-9.867701165988402
15.0,0.5,Au,1.77,-156.14240526423876,-9.893090061368664
15.0,0.5,Au,1.775,-155.62817071136655,-9.918801789012273
15.0,0.5,Au,1.78,-155.10658974882182,-9.94488083713951
15.0,0.5,Au,1.785,-154.57841361335915,-9.971289643912645
15.0,0.5,Au,1.79,-154.04228805135796,-9.998095922012704
15.0,0.5,Au,1.795,-153.49941316723994,-10.025239666218603
15.0,0.5,Au,1.8,-152.94792890827406,-10.052813879166896
15.0,0.5,Au,1.805,-152.38952230246593,-10.080734209457304
15.0,0.5,Au,1.81,-151.8217816407106,-10.10912124254507
15.0,0.5,Au,1.815,-151.24692280682774,-10.137864184239213
15.0,0.5,Au,1.82,-150.66193100609408,-10.167113774275897
15.0,0.5,Au,1.825,-150.06959762977723,-10.19673044309174
15.0,0.5,Au,1.83,-149.46624646533672,-10.226898001313765
15.0,0.5,Au,1.835,-148.85529686800962,-10.25744548118012
15.0,0.5,Au,1.84,-148.23234422178984,-10.288593113491109
15.0,0.5,Au,1.845,-147.60149552035867,-10.320135548562668
15.0,0.5,Au,1.85,-146.95753977003443,-10.35233333607888
15.0,0.5,Au,1.855,-146.30534035820128,-10.384943306670538
15.0,0.5,Au,1.86,-145.6387877848425,-10.418270935338477
15.0,0.5,Au,1.865,-144.9635821584399,-10.452031216658607
15.0,0.5,Au,1.87,-144.27260481666826,-10.486580083747189
15.0,0.5,Au,1.875,-143.57248787574196,-10.521585930793503
15.0,0.5,Au,1.88,-142.85496815691516,-10.557461916734843
15.0,0.5,Au,1.885,-142.1277247221608,-10.593824088472562
15.0,0.5,Au,1.89,-141.3811808969303,-10.631151279734087
15.0,0.5,Au,1.895,-140.6242039197373,-10.669000128593735
15.0,0.5,Au,1.9,-139.84568772052978,-10.707925938554112
15.0,0.5,Au,1.905,-139.05586487376388,-10.747417080892408
15.0,0.5,Au,1.91,-138.241816602948,-10.7881194944332
15.0,0.5,Au,1.915,-137.4153682927603,-10.829441909942586
15.0,0.5,Au,1.92,-136.56140483331382,-10.87214008291491
15.0,0.5,Au,1.925,-135.69364441254243,-10.91552810395348
15.0,0.5,Au,1.93,-134.79423609789325,-10.960498519685938
15.0,0.5,Au,1.935,-133.87919901174163,-11.006250373993518
15.0,0.5,Au,1.94,-132.92715126896104,-11.053852761132548
15.0,0.5,Au,1.945,-131.95698894542664,-11.102360877309268
15.0,0.5,Au,1.95,-130.94255437794178,-11.153082605683512
15.0,0.5,Au,1.955,-129.90646985597965,-11.204886831781618
15.0,0.5,Au,1.96,-128.81568801889472,-11.259425923635865
15.0,0.5,Au,1.965,-127.69787471953029,-11.315316588604087
15.0,0.5,Au,1.97,-126.50905917340872,-11.374757365910165
15.0,0.5,Au,1.975,-125.28409708927241,-11.43600547011698
15.0,0.5,Au,1.98,-123.95884481825001,-11.5022680836681
15.0,0.5,Au,1.985,-122.5787063073508,-11.57127500921306
15.0,0.5,Au,1.99,-121.02948767738575,-11.648735940711314
15.0,0.5,Au,1.995,-119.36224518743761,-11.73209806520872
15.0,0.5,Au,2.0,-117.12973770477927,-11.843723439341638
15.0,0.5,C,2.0,-117.12973770477927,3.7402206264680644
15.0,0.5,C,2.009993337775,-113.21457539951264,3.6619173803627314
15.0,0.5,C,2.01998667555,-110.24907073593903,3.60260728709126
15.0,0.5,C,2.029980013324,-107.6491282715414,3.5506084378033065
15.0,0.5,C,2.039973351099,-105.2822165509925,3.5032702033923293
15.0,0.5,C,2.049966688874,-103.08637961645788,3.4593534647016364
15.0,0.5,C,2.059960026649,-101.02543272753263,3.418134526923131
15.0,0.5,C,2.069953364424,-99.07560138674512,3.379137900107381
15.0,0.5,C,2.079946702199,-97.22006192053165,3.342027110783112
15.0,0.5,C,2.089940039973,-95.44628138874045,3.3065515001472883
15.0,0.5,C,2.099933377748,-93.74456319089788,3.2725171361904364
15.0,0.5,C,2.109926715523,-92.10718381840329,3.2397695487405445
15.0,0.5,C,2.119920053298,-90.52784778934672,3.208182828159414
15.0,0.5,C,2.129913391073,-89.00132642421008,3.177652400856681
15.0,0.5,C,2.139906728847,-87.52320894052838,3.1480900511830465
15.0,0.5,C,2.149900066622,-86.08972534533586,3.1194203792791964
15.0,0.5,C,2.159893404397,-84.69761697715654,3.09157821191561
15.0,0.5,C,2.169886742172,-83.3440396811854,3.064506665996187
15.0,0.5,C,2.179880079947,-82.02648994799314,3.038155671332342
