L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
15.0,0.9,Au,0.0,-215.43711429102808,-5.704265467482456
15.0,0.9,Au,0.005,-215.4371308693052,-5.704264638568598
15.0,0.9,Au,0.01,-215.4368116257784,-5.704280600744939
15.0,0.9,Au,0.015,-215.43652517088566,-5.704294923489576
15.0,0.9,Au,0.02,-215.43590358669192,-5.704326002699263
15.0,0.9,Au,0.025,-215.43531368866795,-5.704355497600462
15.0,0.9,Au,0.03,-215.4343900437404,-5.704401679846839
15.0,0.9,Au,0.035,-215.43349625185704,-5.7044463694410075
15.0,0.9,Au,0.04,-215.4322707801615,-5.704507643025784
15.0,0.9,Au,0.045,-215.43107260417733,-5.704567551824994
15.0,0.9,Au,0.05,-215.42954549238544,-5.704643907414588
15.0,0.9,Au,0.055,-215.42804240377154,-5.7047190618452825
15.0,0.9,Au,0.06,-215.42621378993175,-5.704810492537272
15.0,0.9,Au,0.065,-215.42440522306245,-5.704900920880737
15.0,0.9,Au,0.07,-215.4222751952765,-5.705007422270033
15.0,0.9,Au,0.075,-215.42016054858777,-5.70511315460447
15.0,0.9,Au,0.08,-215.41772914369224,-5.705234724849246
15.0,0.9,Au,0.085,-215.41530778079374,-5.7053557929941725
15.0,0.9,Au,0.09,-215.41257498305328,-5.705492432881195
15.0,0.9,Au,0.095,-215.40984623379956,-5.705628870343881
15.0,0.9,Au,0.1,-215.40681197361576,-5.705780583353072
15.0,0.9,Au,0.105,-215.40377513512428,-5.705932425277646
15.0,0.9,Au,0.11,-215.40043928776353,-5.706099217645683
15.0,0.9,Au,0.115,-215.397093625383,-5.706266500764709
15.0,0.9,Au,0.12,-215.3934560097262,-5.706448381547549
15.0,0.9,Au,0.125,-215.3898007579451,-5.706631144136605
15.0,0.9,Au,0.13,-215.38586113526603,-5.706828125270558
15.0,0.9,Au,0.135,-215.3818954985577,-5.707026407105975
15.0,0.9,Au,0.14,-215.37765357132986,-5.707238503467367
15.0,0.9,Au,0.145,-215.37337672493814,-5.707452345786952
15.0,0.9,Au,0.15,-215.3688321356749,-5.707679575250115
15.0,0.9,Au,0.155,-215.3642432263266,-5.707909020717529
15.0,0.9,Au,0.16,-215.35939555645854,-5.708151404210933
15.0,0.9,Au,0.165,-215.35449370300472,-5.708396496883624
15.0,0.9,Au,0.17,-215.34934247179697,-5.7086540584440115
15.0,0.9,Au,0.175,-215.34412676578128,-5.708914843744795
15.0,0.9,Au,0.18,-215.33867142929202,-5.709187610569258
15.0,0.9,Au,0.185,-215.33314093543785,-5.7094641352619675
15.0,0.9,Au,0.19,-215.3273808855209,-5.709752137757813
15.0,0.9,Au,0.195,-215.32153464213891,-5.710044449926914
15.0,0.9,Au,0.2,-215.31546920549872,-5.710347721758923
15.0,0.9,Au,0.205,-215.309306224809,-5.710655870793409
15.0,0.9,Au,0.21,-215.30293466209574,-5.710974448929072
15.0,0.9,Au,0.215,-215.29645393046712,-5.711298485510503
15.0,0.9,Au,0.22,-215.2897754354327,-5.711632410262226
15.0,0.9,Au,0.225,-215.2829759135283,-5.711972386357445
