L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
1.0,0.9,Au,0.0,-207.3889512443294,-6.169642539742644
1.0,0.9,Au,0.005,-207.38902286189628,-6.1696389588643
1.0,0.9,Au,0.01,-207.38843239427982,-6.1696684822451235
1.0,0.9,Au,0.015,-207.38797245508306,-6.169691479204961
1.0,0.9,Au,0.02,-207.3868755784871,-6.16974632303476
1.0,0.9,Au,0.025,-207.38587190460294,-6.169796506728967
1.0,0.9,Au,0.03,-207.38428001244083,-6.169876101337072
1.0,0.9,Au,0.035,-207.38272171200882,-6.169954016358674
1.0,0.9,Au,0.04,-207.380644429266,-6.170057880495815
1.0,0.9,Au,0.045,-207.37852256931288,-6.1701639734934695
1.0,0.9,Au,0.05,-207.37596713802134,-6.170291745058047
1.0,0.9,Au,0.055,-207.3732752908126,-6.170426337418484
1.0,0.9,Au,0.06,-207.37024610016064,-6.170577796951083
1.0,0.9,Au,0.065,-207.3669807289318,-6.170741065512525
1.0,0.9,Au,0.07,-207.36347901938518,-6.170916150989855
1.0,0.9,Au,0.075,-207.35963967930053,-6.1711081179940885
1.0,0.9,Au,0.08,-207.35566343928105,-6.171306929995062
1.0,0.9,Au,0.085,-207.35125278097513,-6.171527462910357
1.0,0.9,Au,0.09,-207.34679684263924,-6.171750259827152
1.0,0.9,Au,0.095,-207.3418204180031,-6.17199908105896
1.0,0.9,Au,0.1,-207.3368767462498,-6.172246264646625
1.0,0.9,Au,0.105,-207.33134262844754,-6.172522970536737
1.0,0.9,Au,0.11,-207.32590078524004,-6.172795062697112
1.0,0.9,Au,0.115,-207.31981902653186,-6.173099150632522
1.0,0.9,Au,0.12,-207.31386678165836,-6.173396762876196
1.0,0.9,Au,0.125,-207.30724874274145,-6.173727664822041
1.0,0.9,Au,0.13,-207.30077279299408,-6.17405146230941
1.0,0.9,Au,0.135,-207.29363038561004,-6.174408582678612
1.0,0.9,Au,0.14,-207.28661713755807,-6.174759245081211
1.0,0.9,Au,0.145,-207.27896202755852,-6.175142000581188
1.0,0.9,Au,0.15,-207.27139839508231,-6.175520182204998
1.0,0.9,Au,0.155,-207.26324121567035,-6.175928041175596
1.0,0.9,Au,0.16,-207.25511538244223,-6.176334332837002
1.0,0.9,Au,0.165,-207.24646500671685,-6.176766851623272
1.0,0.9,Au,0.17,-207.2377671059461,-6.177201746661809
1.0,0.9,Au,0.175,-207.22863002424432,-6.177658600746898
1.0,0.9,Au,0.18,-207.21935269309603,-6.178122467304313
1.0,0.9,Au,0.185,-207.20973253414886,-6.178603475251672
1.0,0.9,Au,0.19,-207.1998713080037,-6.179096536558928
1.0,0.9,Au,0.195,-207.18976853400443,-6.179601675258893
1.0,0.9,Au,0.2,-207.1793220556667,-6.1801239991757795
1.0,0.9,Au,0.205,-207.16873385055098,-6.180653409431565
1.0,0.9,Au,0.21,-207.15770388100967,-6.181204907908631
1.0,0.9,Au,0.215,-207.14662423921715,-6.181758889998257
1.0,0.9,Au,0.22,-207.13501546892283,-6.182339328512973
1.0,0.9,Au,0.225,-207.12343547942325,-6.182918327987952
1.0,0.9,Au,0.23,-207.11125515148154,-6.183527344385037
1.0,0.9,Au,0.235,-207.0991634596581,-6.18413192897621
1.0,0.9,Au,0.24,-207.08642082809257,-6.184769060554486
1.0,0.9,Au,0.245,-207.07380424692872,-6.185399889612678
1.0,0.9,Au,0.25,-207.0605099034998,-6.186064606784125
1.0,0.9,Au,0.255,-207.04735413617615,-6.186722395150307
1.0,0.9,Au,0.26,-207.03351924750442,-6.187414139583894
1.0,0.9,Au,0.265,-207.01980967644468,-6.188099618136881
1.0,0.9,Au,0.27,-207.00544517887542,-6.188817843015343
1.0,0.9,Au,0.275,-206.99116767206806,-6.189531718355711
1.0,0.9,Au,0.28,-206.97628347444237,-6.190275928236996
1.0,0.9,Au,0.285,-206.9614251586564,-6.191018844026294
1.0,0.9,Au,0.29,-206.9460294027881,-6.191788631819708
1.0,0.9,Au,0.295,-206.93057935525022,-6.192561134196603
1.0,0.9,Au,0.3,-206.9146777804153,-6.193356212938348
1.0,0.9,Au,0.305,-206.8986275954898,-6.194158722184623
1.0,0.9,Au,0.31,-206.8822230468586,-6.194978949616184
1.0,0.9,Au,0.315,-206.8655672419474,-6.195811739861745
1.0,0.9,Au,0.32,-206.84865935402038,-6.1966571342580945
1.0,0.9,Au,0.325,-206.83139558884463,-6.1975203225168825
1.0,0.9,Au,0.33,-206.81398066410264,-6.198391068753982
1.0,0.9,Au,0.335,-206.7961097590961,-6.199284614004307
1.0,0.9,Au,0.34,-206.77818084995644,-6.200181059461292
1.0,0.9,Au,0.345,-206.75970660199224,-6.201104771859503
1.0,0.9,Au,0.35,-206.741253791497,-6.202027412384265
1.0,0.9,Au,0.355,-206.72218259780828,-6.2029809720687
1.0,0.9,Au,0.36,-206.70319346205744,-6.203930428856241
1.0,0.9,Au,0.365,-206.68353377521026,-6.204913413198601
1.0,0.9,Au,0.37,-206.66399399915431,-6.2058904020013985
1.0,0.9,Au,0.375,-206.64375564654299,-6.206902319631964
1.0,0.9,Au,0.38,-206.62364975509038,-6.207907614204595
1.0,0.9,Au,0.385,-206.60284316498462,-6.208947943709883
1.0,0.9,Au,0.39,-206.58215532406143,-6.209982335756043
1.0,0.9,Au,0.395,-206.5607907061995,-6.2110505666491385
1.0,0.9,Au,0.4,-206.53950554387487,-6.21211482476537
1.0,0.9,Au,0.405,-206.51759207559695,-6.213210498179267
1.0,0.9,Au,0.41,-206.49569547196694,-6.2143053283607665
1.0,0.9,Au,0.415,-206.47324054070907,-6.215428074923661
1.0,0.9,Au,0.42,-206.45072033698997,-6.216554085109616
1.0,0.9,Au,0.425,-206.42772888662864,-6.217703657627682
1.0,0.9,Au,0.43,-206.40457546878292,-6.218861328519967
1.0,0.9,Au,0.435,-206.3810494910027,-6.2200376274089795
1.0,0.9,Au,0.44,-206.35725621085993,-6.221227291416118
1.0,0.9,Au,0.445,-206.3331944138333,-6.222430381267449
1.0,0.9,Au,0.45,-206.30875782069037,-6.223652210924595
1.0,0.9,Au,0.455,-206.28415549640323,-6.224882327138953
1.0,0.9,Au,0.46,-206.2590753637826,-6.226136333769984
1.0,0.9,Au,0.465,-206.2339244630379,-6.227393878807219
1.0,0.9,Au,0.47,-206.2082036080139,-6.228679921558419
1.0,0.9,Au,0.475,-206.18249301921122,-6.229965450998554
1.0,0.9,Au,0.48,-206.15613692464478,-6.231283255726875
1.0,0.9,Au,0.485,-206.1298529397046,-6.2325974549738845
1.0,0.9,Au,0.49,-206.10286920206022,-6.233946641856103
1.0,0.9,Au,0.495,-206.07599614110492,-6.235290294903868
1.0,0.9,Au,0.5,-206.04839377751188,-6.2366704130835195
1.0,0.9,Au,0.505,-206.02091473388467,-6.23804436526488
1.0,0.9,Au,0.51,-205.99270339102756,-6.239454932407735
1.0,0.9,Au,0.515,-205.96460105054456,-6.240860049431886
1.0,0.9,Au,0.52,-205.93579016428976,-6.242300593744626
1.0,0.9,Au,0.525,-205.90704764776916,-6.243737719570657
1.0,0.9,Au,0.53,-205.8776456057316,-6.245207821672534
1.0,0.9,Au,0.535,-205.84824728215636,-6.246677737851296
1.0,0.9,Au,0.54,-205.81826064147003,-6.248177069885613
1.0,0.9,Au,0.545,-205.78819286070973,-6.249680458923628
1.0,0.9,Au,0.55,-205.75762567007223,-6.2512088184555035
1.0,0.9,Au,0.555,-205.7268773688648,-6.252746233515874
1.0,0.9,Au,0.56,-205.69573063766083,-6.254303570076073
1.0,0.9,Au,0.565,-205.66429378021232,-6.255875412948499
1.0,0.9,Au,0.57,-205.63256512855858,-6.257461845531186
1.0,0.9,Au,0.575,-205.60043495325516,-6.259068354296356
1.0,0.9,Au,0.58,-205.56811846568255,-6.260684178674987
1.0,0.9,Au,0.585,-205.53529352134726,-6.262325425891752
1.0,0.9,Au,0.59,-205.5023798142566,-6.263971111246283
1.0,0.9,Au,0.595,-205.46886178241968,-6.26564701283813
1.0,0.9,Au,0.6,-205.43533828215075,-6.267323187851577
1.0,0.9,Au,0.605,-205.40113159513905,-6.269033522202163
1.0,0.9,Au,0.61,-205.36698301033368,-6.27074095144243
1.0,0.9,Au,0.615,-205.3320942877737,-6.272485387570429
1.0,0.9,Au,0.62,-205.29730324749383,-6.274224939584423
1.0,0.9,Au,0.625,-205.26174058527383,-6.276003072695422
1.0,0.9,Au,0.63,-205.22628840382365,-6.277775681767932
1.0,0.9,Au,0.635,-205.1900605589627,-6.27958707401098
1.0,0.9,Au,0.64,-205.15392808023083,-6.281393697947572
1.0,0.9,Au,0.645,-205.11704360184874,-6.283237921866677
1.0,0.9,Au,0.65,-205.08021207073293,-6.285079498422467
1.0,0.9,Au,0.655,-205.04267843097162,-6.286956180410533
1.0,0.9,Au,0.66,-205.0051303374448,-6.288833585086874
1.0,0.9,Au,0.665,-204.96695311652252,-6.290742446132988
1.0,0.9,Au,0.67,-204.92867295926297,-6.292656453995965
