L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
1.0,0.5,Au,0.225,-205.33393786339033,-6.869759978330356
1.0,0.5,Au,0.23,-205.31354419557604,-6.87077966172107
1.0,0.5,Au,0.235,-205.29323030242344,-6.8717953563787
1.0,0.5,Au,0.24,-205.27189417295497,-6.872862162852124
1.0,0.5,Au,0.245,-205.25069332631443,-6.873922205184151
1.0,0.5,Au,0.25,-205.228429723384,-6.875035385330672
1.0,0.5,Au,0.255,-205.20631983818072,-6.876140879590836
1.0,0.5,Au,0.26,-205.18314458775754,-6.8772996421119945
1.0,0.5,Au,0.265,-205.16010304621466,-6.8784517191891394
1.0,0.5,Au,0.27,-205.13603161357102,-6.879655290821321
1.0,0.5,Au,0.275,-205.11203646553182,-6.880855048223282
1.0,0.5,Au,0.28,-205.0870827664929,-6.882102733175227
1.0,0.5,Au,0.285,-205.06211388250318,-6.883351177374713
1.0,0.5,Au,0.29,-205.03628917852285,-6.88464241257373
1.0,0.5,Au,0.295,-205.01032928350182,-6.885940407324781
1.0,0.5,Au,0.3,-204.9836412296695,-6.887274810016397
1.0,0.5,Au,0.305,-204.95667675220508,-6.888623033889618
1.0,0.5,Au,0.31,-204.9291286579854,-6.8900004386006035
1.0,0.5,Au,0.315,-204.90115034154996,-6.891399354422374
1.0,0.5,Au,0.32,-204.87274069100877,-6.892819836949434
1.0,0.5,Au,0.325,-204.84374392802613,-6.894269675098566
1.0,0.5,Au,0.33,-204.814466190302,-6.895733561984772
1.0,0.5,Au,0.335,-204.78445105711108,-6.897234318644319
1.0,0.5,Au,0.34,-204.75429379991488,-6.898742181504128
1.0,0.5,Au,0.345,-204.7232647892164,-6.9002936320390535
1.0,0.5,Au,0.35,-204.69221208932828,-6.901846267033458
1.0,0.5,Au,0.355,-204.66017755551923,-6.90344799372391
1.0,0.5,Au,0.36,-204.6282096817248,-6.905046387413632
1.0,0.5,Au,0.365,-204.59518103245725,-6.90669781987701
1.0,0.5,Au,0.37,-204.5622753592954,-6.908343103535103
1.0,0.5,Au,0.375,-204.52826604253332,-6.910043569373206
1.0,0.5,Au,0.38,-204.49439813868767,-6.911736964565489
1.0,0.5,Au,0.385,-204.45942248746482,-6.913485747126631
1.0,0.5,Au,0.39,-204.42456731150548,-6.915228505924597
1.0,0.5,Au,0.395,-204.3886393177148,-6.917024905614133
1.0,0.5,Au,0.4,-204.35277244692298,-6.9188182491537225
1.0,0.5,Au,0.405,-204.31590454019076,-6.920661644490335
1.0,0.5,Au,0.41,-204.27900335579398,-6.922506703710174
1.0,0.5,Au,0.415,-204.2412052635247,-6.924396608323637
1.0,0.5,Au,0.42,-204.20325001802502,-6.926294370598621
1.0,0.5,Au,0.425,-204.16452777798997,-6.928230482600374
1.0,0.5,Au,0.43,-204.12550247726824,-6.93018174763646
1.0,0.5,Au,0.435,-204.085857664949,-6.932163988252422
1.0,0.5,Au,0.44,-204.04575070900376,-6.934169336049685
1.0,0.5,Au,0.445,-204.0051799288369,-6.936197875058027
1.0,0.5,Au,0.45,-203.96398446979273,-6.938257648010235
1.0,0.5,Au,0.455,-203.9224791432586,-6.940332914336941
1.0,0.5,Au,0.46,-203.8801931366365,-6.942447214668047
1.0,0.5,Au,0.465,-203.83773960182478,-6.944569891408634
1.0,0.5,Au,0.47,-203.79436554606278,-6.946738594196733
1.0,0.5,Au,0.475,-203.7509454640148,-6.9489095982991325
1.0,0.5,Au,0.48,-203.7064898425941,-6.951132379370168
1.0,0.5,Au,0.485,-203.66208088658888,-6.953352827170428
1.0,0.5,Au,0.49,-203.616553345714,-6.955629204214171
1.0,0.5,Au,0.495,-203.57113013190644,-6.95790036490455
1.0,0.5,Au,0.5,-203.52454244334635,-6.960229749332555
1.0,0.5,Au,0.505,-203.47807764588578,-6.962552989205584
1.0,0.5,Au,0.51,-203.43044251822704,-6.96493474558852
1.0,0.5,Au,0.515,-203.3829081001634,-6.967311466491702
1.0,0.5,Au,0.52,-203.33423791154732,-6.969744975922507
1.0,0.5,Au,0.525,-203.2856063951983,-6.972176551739957
1.0,0.5,Au,0.53,-203.23591192593122,-6.974661275203312
1.0,0.5,Au,0.535,-203.18615762345382,-6.977148990327181
1.0,0.5,Au,0.54,-203.1354468673695,-6.979684528131397
1.0,0.5,Au,0.545,-203.08454699424922,-6.982229521787412
1.0,0.5,Au,0.55,-203.03282412328684,-6.984815665335529
1.0,0.5,Au,0.555,-202.9807597242587,-6.987418885286938
1.0,0.5,Au,0.56,-202.92802427165495,-6.990055657917124
1.0,0.5,Au,0.565,-202.87478089976017,-6.992717826511864
1.0,0.5,Au,0.57,-202.82102721407094,-6.995405510796325
1.0,0.5,Au,0.575,-202.76659531854565,-6.998127105572589
1.0,0.5,Au,0.58,-202.7118123241744,-7.000866255291152
1.0,0.5,Au,0.585,-202.6561873206666,-7.003647505466542
1.0,0.5,Au,0.59,-202.60035860175367,-7.006438941412188
1.0,0.5,Au,0.595,-202.54354061796278,-7.0092798406017325
1.0,0.5,Au,0.6,-202.48664482244232,-7.012124630377757
1.0,0.5,Au,0.605,-202.42863813242553,-7.015024964878595
1.0,0.5,Au,0.61,-202.37064967310053,-7.017924387844846
1.0,0.5,Au,0.615,-202.31146185295904,-7.02088377885192
1.0,0.5,Au,0.62,-202.25235186377424,-7.02383927831116
1.0,0.5,Au,0.625,-202.19199271901778,-7.026857235548984
1.0,0.5,Au,0.63,-202.13173020848635,-7.029870361075555
1.0,0.5,Au,0.635,-202.07021053795418,-7.032946344602163
1.0,0.5,Au,0.64,-202.00876366898328,-7.036018688050709
1.0,0.5,Au,0.645,-201.94609394086604,-7.03915217445657
1.0,0.5,Au,0.65,-201.8834313577823,-7.042285303610757
1.0,0.5,Au,0.655,-201.81962037934733,-7.045475852532506
1.0,0.5,Au,0.66,-201.75571249935786,-7.048671246531979
1.0,0.5,Au,0.665,-201.69076616300285,-7.051918563349729
1.0,0.5,Au,0.67,-201.62558635085605,-7.055177553957069
1.0,0.5,Au,0.675,-201.5595065350397,-7.058481544747887
1.0,0.5,Au,0.68,-201.49303208624056,-7.061805267187844
1.0,0.5,Au,0.685,-201.42581578082348,-7.065166082458697
1.0,0.5,Au,0.69,-201.3580286500487,-7.068555438997437
1.0,0.5,Au,0.695,-201.28966736219613,-7.0719735033900655
1.0,0.5,Au,0.7,-201.22055458884708,-7.075429142057518
1.0,0.5,Au,0.705,-201.15103406863417,-7.078905168068163
1.0,0.5,Au,0.71,-201.08058786990125,-7.08242747800481
1.0,0.5,Au,0.715,-201.00988817522105,-7.085962462738819
1.0,0.5,Au,0.72,-200.93810569743528,-7.089551586628108
1.0,0.5,Au,0.725,-200.86620159681482,-7.093146791659131
1.0,0.5,Au,0.73,-200.79308433705572,-7.096802654647086
1.0,0.5,Au,0.735,-200.71994602796474,-7.100459570101636
1.0,0.5,Au,0.74,-200.64549895848145,-7.104181923575799
1.0,0.5,Au,0.745,-200.571093058837,-7.1079022185580225
1.0,0.5,Au,0.75,-200.49532350564806,-7.11169069621747
1.0,0.5,Au,0.755,-200.41961425881553,-7.115476158559096
1.0,0.5,Au,0.76,-200.34253060160214,-7.119330341419765
1.0,0.5,Au,0.765,-200.26548122132527,-7.123182810433608
1.0,0.5,Au,0.77,-200.18709149349115,-7.127102296825314
1.0,0.5,Au,0.775,-200.10866556572617,-7.1310235932135635
1.0,0.5,Au,0.78,-200.0289760404685,-7.135008069476447
1.0,0.5,Au,0.785,-199.94913889474475,-7.138999926762635
1.0,0.5,Au,0.79,-199.86815274468051,-7.143049234265847
1.0,0.5,Au,0.795,-199.7868727085817,-7.147113236070786
1.0,0.5,Au,0.8,-199.70458882277813,-7.151227430360965
1.0,0.5,Au,0.805,-199.62183827952154,-7.155364957523795
1.0,0.5,Au,0.81,-199.53825031282705,-7.15954435585852
1.0,0.5,Au,0.815,-199.45400649330986,-7.16375654683438
1.0,0.5,Au,0.82,-199.36910220920413,-7.168001761039666
1.0,0.5,Au,0.825,-199.28334766564765,-7.17228948821749
1.0,0.5,Au,0.83,-199.1971086162024,-7.176601440689752
1.0,0.5,Au,0.835,-199.1098313437472,-7.180965304312512
1.0,0.5,Au,0.84,-199.02223290977787,-7.18534522601098
1.0,0.5,Au,0.845,-198.93342610387168,-7.189785566306288
1.0,0.5,Au,0.85,-198.84443789619647,-7.194234976690049
1.0,0.5,Au,0.855,-198.7540993561218,-7.198751903693783
1.0,0.5,Au,0.86,-198.66368595636945,-7.203272573681399
1.0,0.5,Au,0.865,-198.57181716733024,-7.20786601313336
1.0,0.5,Au,0.87,-198.47993916537112,-7.212459913231315
1.0,0.5,Au,0.875,-198.38654411190836,-7.217129665904453
1.0,0.5,Au,0.88,-198.2931593780074,-7.221798902599502
1.0,0.5,Au,0.885,-198.19824315878824,-7.226544713560459
1.0,0.5,Au,0.89,-198.10330827324026,-7.231291457837859
1.0,0.5,Au,0.895,-198.0068756004251,-7.236113091478617
1.0,0.5,Au,0.9,-197.91034735269216,-7.240939503865264
1.0,0.5,Au,0.905,-197.8124010272199,-7.245836820138877
1.0,0.5,Au,0.91,-197.7142378911734,-7.250744976941202
1.0,0.5,Au,0.915,-197.6147773479025,-7.255718004104747
1.0,0.5,Au,0.92,-197.5149408400683,-7.260709829496458
1.0,0.5,Au,0.925,-197.41396085349587,-7.26575882882508
1.0,0.5,Au,0.93,-197.3124166872776,-7.270836037135993
1.0,0.5,Au,0.935,-197.20990631970417,-7.275961555514663
1.0,0.5,Au,0.94,-197.10662528008356,-7.281125607495693
1.0,0.5,Au,0.945,-197.00256714004487,-7.286328514497628
1.0,0.5,Au,0.95,-196.89752561961012,-7.291580590519366
1.0,0.5,Au,0.955,-196.79189547998047,-7.296862097500849
1.0,0.5,Au,0.96,-196.6850756373487,-7.302203089632438
1.0,0.5,Au,0.965,-196.57784244079232,-7.307564749460256
1.0,0.5,Au,0.97,-196.4692319653793,-7.312995273230907
1.0,0.5,Au,0.975,-196.36035822112348,-7.318438960443699
1.0,0.5,Au,0.98,-196.24994971239587,-7.323959385880078
1.0,0.5,Au,0.985,-196.13939226400794,-7.329487258299475
1.0,0.5,Au,0.99,-196.02718225734773,-7.335097758632486
1.0,0.5,Au,0.995,-195.91489337785197,-7.340712202607273
1.0,0.5,Au,1.0,-195.80088107150144,-7.346412817924801
1.0,0.5,Au,1.005,-195.68680982119264,-7.352116380440241
1.0,0.5,Au,1.01,-195.57099557802158,-7.3579070925987935
1.0,0.5,Au,1.015,-195.45508934306295,-7.363702404346724
1.0,0.5,Au,1.02,-195.33747305588196,-7.369583218705775
1.0,0.5,Au,1.025,-195.21967917331568,-7.375472912834089
1.0,0.5,Au,1.03,-195.10025859217345,-7.3814439418912
1.0,0.5,Au,1.035,-194.98052596016484,-7.3874305734916295
1.0,0.5,Au,1.04,-194.85929508383165,-7.3934921173082895
1.0,0.5,Au,1.045,-194.73757565531008,-7.399578088734368
1.0,0.5,Au,1.05,-194.61452328666115,-7.405730707166815
1.0,0.5,Au,1.055,-194.49077335013953,-7.4119182039928955
1.0,0.5,Au,1.06,-194.36588190645398,-7.418162776177173
1.0,0.5,Au,1.065,-194.24006306944682,-7.4244537180275305
1.0,0.5,Au,1.07,-194.11330772420177,-7.430791485289784
1.0,0.5,Au,1.075,-193.98538753169703,-7.437187494915021
1.0,0.5,Au,1.08,-193.856735745039,-7.443620084247922
1.0,0.5,Au,1.085,-193.72668788693593,-7.4501224771530765
1.0,0.5,Au,1.09,-193.59609935878362,-7.456651903560692
1.0,0.5,Au,1.095,-193.46390344485047,-7.463261699257348
1.0,0.5,Au,1.1,-193.33133049888806,-7.469890346555469
1.0,0.5,Au,1.105,-193.1969714061378,-7.476608301192981
1.0,0.5,Au,1.11,-193.06235978634425,-7.483338882182659
1.0,0.5,Au,1.115,-192.9258266101943,-7.490165540990157
1.0,0.5,Au,1.12,-192.7891166456212,-7.497001039218812
1.0,0.5,Au,1.125,-192.6504013111687,-7.5039368059414375
1.0,0.5,Au,1.13,-192.5115293810536,-7.510880402447192
1.0,0.5,Au,1.135,-192.37062499269794,-7.5179256218649755
1.0,0.5,Au,1.14,-192.22952520414628,-7.524980611292557
1.0,0.5,Au,1.145,-192.08642422924825,-7.532135660037459
1.0,0.5,Au,1.15,-191.94303020493183,-7.53930536125328
1.0,0.5,Au,1.155,-191.79772259905528,-7.546570741547108
1.0,0.5,Au,1.16,-191.65196926362353,-7.553858408318696
1.0,0.5,Au,1.165,-191.50444065034165,-7.561234838982791
1.0,0.5,Au,1.17,-191.35626590219405,-7.568643576390169
1.0,0.5,Au,1.175,-191.20649591903356,-7.576132075548195
1.0,0.5,Au,1.18,-191.05584207896996,-7.583664767551373
1.0,0.5,Au,1.185,-190.90380299275037,-7.591266721862354
1.0,0.5,Au,1.19,-190.75061793262728,-7.598925974868507
1.0,0.5,Au,1.195,-190.5962736126489,-7.606643190867427
1.0,0.5,Au,1.2,-190.44051148495336,-7.614431297252204
1.0,0.5,Au,1.205,-190.2838168019524,-7.622266031402251
1.0,0.5,Au,1.21,-190.125438314142,-7.630184955792772
1.0,0.5,Au,1.215,-189.96633900786588,-7.6381399211065775
1.0,0.5,Au,1.22,-189.8053112121485,-7.646191310892448
1.0,0.5,Au,1.225,-189.6437442421745,-7.654269659391147
1.0,0.5,Au,1.23,-189.48003984053372,-7.662454879473186
1.0,0.5,Au,1.235,-189.3159342053219,-7.670660161233778
1.0,0.5,Au,1.24,-189.14953039926704,-7.67898035153652
1.0,0.5,Au,1.245,-188.98280837909977,-7.687316452544884
1.0,0.5,Au,1.25,-188.81368532209743,-7.695772605395
1.0,0.5,Au,1.255,-188.6442640743574,-7.704243667782001
1.0,0.5,Au,1.26,-188.4724030103604,-7.712836720981851
1.0,0.5,Au,1.265,-188.30019642219693,-7.721447050390026
1.0,0.5,Au,1.27,-188.12557761456634,-7.730177990771556
1.0,0.5,Au,1.275,-187.95049829993638,-7.738931956503054
1.0,0.5,Au,1.28,-187.77309886996403,-7.74780192800167
1.0,0.5,Au,1.285,-187.59506018645865,-7.7567038621769395
1.0,0.5,Au,1.29,-187.41485198862392,-7.765714272068676
1.0,0.5,Au,1.295,-187.23376994528158,-7.774768374235793
1.0,0.5,Au,1.3,-187.05071760669298,-7.783920991165223
1.0,0.5,Au,1.305,-186.86651253753806,-7.79313124462297
1.0,0.5,Au,1.31,-186.68057178154908,-7.802428282422419
1.0,0.5,Au,1.315,-186.49316967082402,-7.811798387958671
1.0,0.5,Au,1.32,-186.30428602983778,-7.821242570007983
1.0,0.5,Au,1.325,-186.11361939330547,-7.830775901834598
1.0,0.5,Au,1.33,-185.92172739406718,-7.840370501796514
1.0,0.5,Au,1.335,-185.72773564537832,-7.8500700892309565
1.0,0.5,Au,1.34,-185.5327585227701,-7.859818945361368
1.0,0.5,Au,1.345,-185.33538778335173,-7.869687482332285
1.0,0.5,Au,1.35,-185.13723774732145,-7.8795949841338
1.0,0.5,Au,1.355,-184.93644009091275,-7.889634866954235
1.0,0.5,Au,1.36,-184.7350191375808,-7.899705914620833
1.0,0.5,Au,1.365,-184.53075129443368,-7.909919306778187
1.0,0.5,Au,1.37,-184.3259525185194,-7.920159245573903
1.0,0.5,Au,1.375,-184.11817409748912,-7.930548166625416
1.0,0.5,Au,1.38,-183.90988343105388,-7.940962699947178
1.0,0.5,Au,1.385,-183.69855474820244,-7.951529134089751
1.0,0.5,Au,1.39,-183.4866530222914,-7.962124220385302
1.0,0.5,Au,1.395,-183.27173265039374,-7.972870238980185
1.0,0.5,Au,1.4,-183.05609785324046,-7.98365197883785
1.0,0.5,Au,1.405,-182.83754002603456,-7.9945798701981445
1.0,0.5,Au,1.41,-182.6180496156001,-8.005554390719867
1.0,0.5,Au,1.415,-182.39580163241757,-8.016666789878993
1.0,0.5,Au,1.42,-182.17233475324272,-8.027840133837737
1.0,0.5,Au,1.425,-181.94633453295359,-8.039140144852192
1.0,0.5,Au,1.43,-181.71877398831924,-8.05051817208391
1.0,0.5,Au,1.435,-181.48894791585255,-8.062009475707246
1.0,0.5,Au,1.44,-181.25718175616112,-8.073597783691817
1.0,0.5,Au,1.445,-181.0234429503949,-8.085284723980127
1.0,0.5,Au,1.45,-180.7873655571639,-8.097088593641677
1.0,0.5,Au,1.455,-180.5496126662948,-8.108976238185132
1.0,0.5,Au,1.46,-180.30912523727665,-8.12100060963604
1.0,0.5,Au,1.465,-180.06724183807216,-8.133094779596265
1.0,0.5,Au,1.47,-179.8222522114295,-8.145344260928399
1.0,0.5,Au,1.475,-179.5761068535482,-8.157651528822463
1.0,0.5,Au,1.48,-179.32652864594104,-8.17013043920282
1.0,0.5,Au,1.485,-179.07597554378307,-8.18265809431072
1.0,0.5,Au,1.49,-178.82172661656674,-8.195370540671536
1.0,0.5,Au,1.495,-178.5666069510043,-8.208126523949657
1.0,0.5,Au,1.5,-178.30760725826073,-8.221076508586837
1.0,0.5,Au,1.505,-178.04775101147948,-8.234069320925897
1.0,0.5,Au,1.51,-177.7839199209241,-8.247260875453668
1.0,0.5,Au,1.515,-177.51914813173454,-8.260499464913146
1.0,0.5,Au,1.52,-177.250401342411,-8.273936804379321
1.0,0.5,Au,1.525,-176.98052863899775,-8.287430439549984
1.0,0.5,Au,1.53,-176.70677484602888,-8.301118129198429
1.0,0.5,Au,1.535,-176.43161209005066,-8.314876266997338
1.0,0.5,Au,1.54,-176.15274956478922,-8.328819393260412
1.0,0.5,Au,1.545,-175.87210642658505,-8.34285155017062
1.0,0.5,Au,1.55,-175.58801968902455,-8.357055887048645
1.0,0.5,Au,1.555,-175.30170696944558,-8.371371523027593
1.0,0.5,Au,1.56,-175.01226372788904,-8.38584368510542
1.0,0.5,Au,1.565,-174.7200952484522,-8.400452109077262
1.0,0.5,Au,1.57,-174.4251437690127,-8.415199683049238
1.0,0.5,Au,1.575,-174.1269376685481,-8.430109988072468
1.0,0.5,Au,1.58,-173.82630471441686,-8.445141635779029
1.0,0.5,Au,1.585,-173.52188401646464,-8.46036267067664
1.0,0.5,Au,1.59,-173.2153734650249,-8.475688198248628
1.0,0.5,Au,1.595,-172.90456581461606,-8.49122858076907
1.0,0.5,Au,1.6,-172.59195802091693,-8.506858970454026
1.0,0.5,Au,1.605,-172.27459453027342,-8.522727144986202
1.0,0.5,Au,1.61,-171.9556464600674,-8.538674548496502
1.0,0.5,Au,1.615,-171.63155964790678,-8.554878889104533
1.0,0.5,Au,1.62,-171.30600575477158,-8.571156583761294
1.0,0.5,Au,1.625,-170.97502661081649,-8.587705540959048
1.0,0.5,Au,1.63,-170.64258038237531,-8.604327852381106
1.0,0.5,Au,1.635,-170.30453463454526,-8.62123013977261
1.0,0.5,Au,1.64,-169.96489068515822,-8.638212337241962
1.0,0.5,Au,1.645,-169.61959438908588,-8.655477152045577
1.0,0.5,Au,1.65,-169.27243093318637,-8.672835324840554
1.0,0.5,Au,1.655,-168.91968553944295,-8.690472594527725
1.0,0.5,Au,1.66,-168.56466704334198,-8.708223519332773
1.0,0.5,Au,1.665,-168.20425412474162,-8.726244165262791
1.0,0.5,Au,1.67,-167.84103390720844,-8.74440517613945
1.0,0.5,Au,1.675,-167.47270974477627,-8.76282138426106
1.0,0.5,Au,1.68,-167.10093227956744,-8.7814102575215
1.0,0.5,Au,1.685,-166.72442250971014,-8.800235746014366
1.0,0.5,Au,1.69,-166.34372517733652,-8.819270612633046
1.0,0.5,Au,1.695,-165.95871969354238,-8.838520886822753
1.0,0.5,Au,1.7,-165.56873373519613,-8.858020184740067
1.0,0.5,Au,1.705,-165.17488201488683,-8.87771277075553
1.0,0.5,Au,1.71,-164.77523245801584,-8.89769524859908
1.0,0.5,Au,1.715,-164.37213944932915,-8.917849899033413
1.0,0.5,Au,1.72,-163.9624438006169,-8.938334681469026
1.0,0.5,Au,1.725,-163.5496664557634,-8.958973548711702
1.0,0.5,Au,1.73,-163.12953199115933,-8.979980271941907
1.0,0.5,Au,1.735,-162.70657647398184,-9.00112804780078
1.0,0.5,Au,1.74,-162.27559599419277,-9.022677071790234
1.0,0.5,Au,1.745,-161.84191552137125,-9.04436109543131
1.0,0.5,Au,1.75,-161.39966148141795,-9.066473797428975
1.0,0.5,Au,1.755,-160.95465468126253,-9.088724137436746
1.0,0.5,Au,1.76,-160.50067164027044,-9.11142328948635
1.0,0.5,Au,1.765,-160.0436812320629,-9.134272809896727
1.0,0.5,Au,1.77,-159.57747659970286,-9.157583041514728
1.0,0.5,Au,1.775,-159.1077881114324,-9.181067465928253
1.0,0.5,Au,1.78,-158.62882118509813,-9.205015812244966
1.0,0.5,Au,1.785,-158.1456613388469,-9.229173804557526
1.0,0.5,Au,1.79,-157.6533306246592,-9.253790340266912
1.0,0.5,Au,1.795,-157.15586492614992,-9.278663625192376
1.0,0.5,Au,1.8,-156.64949371019515,-9.303982185990115
1.0,0.5,Au,1.805,-156.13682267957046,-9.32961573752135
1.0,0.5,Au,1.81,-155.61564275475678,-9.355674733762033
1.0,0.5,Au,1.815,-155.08679612402688,-9.382117065298528
1.0,0.5,Au,1.82,-154.54992947142216,-9.408960397928764
1.0,0.5,Au,1.825,-154.0038575406125,-9.436263994469247
1.0,0.5,Au,1.83,-153.45029559670837,-9.463942091664453
1.0,0.5,Au,1.835,-152.88585676944746,-9.4921640330275
1.0,0.5,Au,1.84,-152.3144366600268,-9.520735038498533
1.0,0.5,Au,1.845,-151.7303799442955,-9.549937874285098
1.0,0.5,Au,1.85,-151.1397566967467,-9.579469036662537
1.0,0.5,Au,1.855,-150.53469761603296,-9.609721990698224
1.0,0.5,Au,1.86,-149.92331081953458,-9.640291330523143
1.0,0.5,Au,1.865,-149.29569866567968,-9.671671938215889
1.0,0.5,Au,1.87,-148.66173124000653,-9.703370309499546
1.0,0.5,Au,1.875,-148.00980479816198,-9.735966631591774
1.0,0.5,Au,1.88,-147.3511302973892,-9.768900356630413
1.0,0.5,Au,1.885,-146.67285789046915,-9.802813976976415
1.0,0.5,Au,1.89,-145.9869708227155,-9.837108330364098
1.0,0.5,Au,1.895,-145.27996840868536,-9.872458451065604
1.0,0.5,Au,1.9,-144.56388886826795,-9.908262428086474
1.0,0.5,Au,1.905,-143.825306327135,-9.945191555143122
1.0,0.5,Au,1.91,-143.07544478322492,-9.982684632338627
1.0,0.5,Au,1.915,-142.3018041719377,-10.021366662902988
1.0,0.5,Au,1.92,-141.51376242990054,-10.060768750004845
1.0,0.5,Au,1.925,-140.70072019407283,-10.10142086179623
1.0,0.5,Au,1.93,-139.868985729188,-10.143007585040472
1.0,0.5,Au,1.935,-139.01096766863387,-10.18590848806818
1.0,0.5,Au,1.94,-138.12841979935146,-10.2300358815323
1.0,0.5,Au,1.945,-137.2180284172136,-10.275555450639192
1.0,0.5,Au,1.95,-136.27508755118126,-10.32270249394081
1.0,0.5,Au,1.955,-135.3020666207568,-10.371353540462033
1.0,0.5,Au,1.96,-134.28509707250578,-10.422202017874584
1.0,0.5,Au,1.965,-133.23433330002868,-10.474740206498439
1.0,0.5,Au,1.97,-132.12225531535788,-10.530344105731979
1.0,0.5,Au,1.975,-130.96932372576887,-10.587990685211428
1.0,0.5,Au,1.98,-129.72493141009363,-10.650210300995191
1.0,0.5,Au,1.985,-128.4235336087659,-10.715280191061577
1.0,0.5,Au,1.99,-126.96217951975721,-10.788347895512011
1.0,0.5,Au,1.995,-125.3849079555838,-10.867211473720682
1.0,0.5,Au,2.0,-123.2626731416832,-10.973323214415712
1.0,0.5,C,2.0,-123.2626731416832,4.088380716438435
1.0,0.5,C,2.01,-119.54747075385403,4.014076668681851
1.0,0.5,C,2.02,-116.75189410979527,3.9581651358006757
1.0,0.5,C,2.03,-114.31100020033841,3.9093472576115387
1.0,0.5,C,2.04,-112.09660397138154,3.8650593330324017
1.0,0.5,C,2.05,-110.04878610101247,3.82410297562502
1.0,0.5,C,2.06,-108.13255509182133,3.7857783554411975
1.0,0.5,C,2.07,-106.32492265623354,3.7496257067294416
1.0,0.5,C,2.08,-104.6096222366392,3.715319698337554
1.0,0.5,C,2.09,-102.97453550818685,3.6826179637685077
1.0,0.5,C,2.1,-101.4102853719863,3.651332961044497
1.0,0.5,C,2.11,-99.90940096915024,3.6213152729877756
1.0,0.5,C,2.12,-98.46579065942562,3.5924430667932827
1.0,0.5,C,2.13,-97.0743929858659,3.5646151133220885
1.0,0.5,C,2.14,-95.73093641239842,3.5377459818527393
1.0,0.5,C,2.15,-94.43176860497596,3.5117626257042893
1.0,0.5,C,2.16,-93.17373185974192,3.4866018907996086
1.0,0.5,C,2.17,-91.95407011917585,3.462208655988287
1.0,0.5,C,2.18,-90.7703581847565,3.4385344172999
1.0,0.5,C,2.19,-89.62044687841409,3.415536191173052
