L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
3.0,0.5,Au,0.0,-207.21640324333708,-7.149262069515734
3.0,0.5,Au,0.005,-207.21623418993224,-7.149270522185977
3.0,0.5,Au,0.01,-207.21551007164885,-7.149306728100147
3.0,0.5,Au,0.015,-207.21424623027818,-7.14936992016868
3.0,0.5,Au,0.02,-207.21264336254978,-7.149450063555099
3.0,0.5,Au,0.025,-207.2104707823901,-7.149558692563083
3.0,0.5,Au,0.03,-207.20777449618618,-7.149693506873279
3.0,0.5,Au,0.035,-207.20473640169473,-7.149845411597852
3.0,0.5,Au,0.04,-207.20111468852394,-7.150026497256391
3.0,0.5,Au,0.045,-207.19698595495305,-7.1502329339349355
3.0,0.5,Au,0.05,-207.19251070137682,-7.150456696613748
3.0,0.5,Au,0.055,-207.18743875226338,-7.1507102940694205
3.0,0.5,Au,0.06,-207.18187712523815,-7.150988375420682
3.0,0.5,Au,0.065,-207.17596223234764,-7.151284120065207
3.0,0.5,Au,0.07,-207.16943853485327,-7.151610304939925
3.0,0.5,Au,0.075,-207.16244312386843,-7.151960075489168
3.0,0.5,Au,0.08,-207.15508553725516,-7.15232795481983
3.0,0.5,Au,0.085,-207.14710819838837,-7.152726821763171
3.0,0.5,Au,0.09,-207.13867765688173,-7.153148348838502
3.0,0.5,Au,0.095,-207.1298737261563,-7.153588545374774
3.0,0.5,Au,0.1,-207.12044050588025,-7.154060206388577
3.0,0.5,Au,0.105,-207.11057300847327,-7.154553581258925
3.0,0.5,Au,0.11,-207.10031847246265,-7.155066308059456
3.0,0.5,Au,0.115,-207.0894268192118,-7.155610890721999
3.0,0.5,Au,0.12,-207.07812002816914,-7.156176230274132
3.0,0.5,Au,0.125,-207.06641000928536,-7.156761731218321
3.0,0.5,Au,0.13,-207.05405709465953,-7.1573793769496135
3.0,0.5,Au,0.135,-207.04130811657893,-7.158016825853643
3.0,0.5,Au,0.14,-207.02813712606303,-7.158675375379437
3.0,0.5,Au,0.145,-207.0143198757149,-7.159366237896844
3.0,0.5,Au,0.15,-207.00012521011087,-7.160075971177046
3.0,0.5,Au,0.155,-206.98548716527955,-7.1608078734186105
3.0,0.5,Au,0.16,-206.97020228299638,-7.161572117532769
3.0,0.5,Au,0.165,-206.954557765032,-7.162354343430987
3.0,0.5,Au,0.17,-206.93844601897976,-7.163159930733601
3.0,0.5,Au,0.175,-206.92169000113873,-7.163997731625653
3.0,0.5,Au,0.18,-206.90459074123842,-7.164852694620667
3.0,0.5,Au,0.185,-206.88699812474744,-7.165732325445218
3.0,0.5,Au,0.19,-206.8687672626129,-7.166643868551945
3.0,0.5,Au,0.195,-206.8502075860698,-7.1675718523790986
3.0,0.5,Au,0.2,-206.83112646073286,-7.168525908645945
3.0,0.5,Au,0.205,-206.81141682853195,-7.169511390255992
3.0,0.5,Au,0.21,-206.79139021845106,-7.170512720760036
3.0,0.5,Au,0.215,-206.77081253929754,-7.171541604717711
3.0,0.5,Au,0.22,-206.74961996657802,-7.172601233353687
3.0,0.5,Au,0.225,-206.7281190135734,-7.173676281003918
3.0,0.5,Au,0.23,-206.70603639880613,-7.174780411742282
3.0,0.5,Au,0.235,-206.68335642627335,-7.175914410368921
3.0,0.5,Au,0.24,-206.660372788243,-7.177063592270438
3.0,0.5,Au,0.245,-206.63677659310605,-7.178243402027286
3.0,0.5,Au,0.25,-206.61260441189592,-7.179452011087793
3.0,0.5,Au,0.255,-206.5881287869435,-7.180675792335413
3.0,0.5,Au,0.26,-206.56301017825643,-7.181931722769767
3.0,0.5,Au,0.265,-206.53734055339268,-7.183215204012955
3.0,0.5,Au,0.27,-206.51136266854914,-7.184514098255132
3.0,0.5,Au,0.275,-206.4847126960888,-7.185846596878149
3.0,0.5,Au,0.28,-206.45753987570774,-7.187205237897203
3.0,0.5,Au,0.285,-206.43004849352732,-7.188579807006222
3.0,0.5,Au,0.29,-206.40185815426042,-7.189989323969567
3.0,0.5,Au,0.295,-206.37317576695932,-7.191423443334623
3.0,0.5,Au,0.3,-206.34415871137645,-7.192874296113766
3.0,0.5,Au,0.305,-206.3144190025187,-7.194361281556655
3.0,0.5,Au,0.31,-206.28421994591477,-7.19587123438685
