L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
3.0,0.1,Au,0.0,-202.39216554583973,-8.435437696059239
3.0,0.1,Au,0.005,-202.3917444044464,-8.435458753128906
3.0,0.1,Au,0.01,-202.3905862622458,-8.435516660238935
3.0,0.1,Au,0.015,-202.38866828716985,-8.435612558992734
3.0,0.1,Au,0.02,-202.38591151327833,-8.435750397687308
3.0,0.1,Au,0.025,-202.38243619426316,-8.435924163638067
3.0,0.1,Au,0.03,-202.37817541459265,-8.436137202621593
3.0,0.1,Au,0.035,-202.37308608229617,-8.436391669236416
3.0,0.1,Au,0.04,-202.36729093448224,-8.436681426627112
3.0,0.1,Au,0.045,-202.36068363434993,-8.43701179163373
3.0,0.1,Au,0.05,-202.3532641824408,-8.437382764229186
3.0,0.1,Au,0.055,-202.34514486889688,-8.437788729906382
3.0,0.1,Au,0.06,-202.33618744344923,-8.438236601178764
3.0,0.1,Au,0.065,-202.32643944075392,-8.43872400131353
3.0,0.1,Au,0.07,-202.31599006025823,-8.439246470338315
3.0,0.1,Au,0.075,-202.3046791100142,-8.439812017850516
3.0,0.1,Au,0.08,-202.29260302236278,-8.440415822233085
3.0,0.1,Au,0.085,-202.27981627066896,-8.441055159817777
3.0,0.1,Au,0.09,-202.26614864664788,-8.44173854101883
3.0,0.1,Au,0.095,-202.25174361630187,-8.442458792536133
3.0,0.1,Au,0.1,-202.23661098073694,-8.443215424314378
3.0,0.1,Au,0.105,-202.2205837776353,-8.44401678446946
3.0,0.1,Au,0.11,-202.20384742549714,-8.444853602076368
3.0,0.1,Au,0.115,-202.1863594040562,-8.445728003148416
3.0,0.1,Au,0.12,-202.1679699009901,-8.44664747830172
3.0,0.1,Au,0.125,-202.1488981609779,-8.447601065302331
3.0,0.1,Au,0.13,-202.12904449588186,-8.448593748557133
3.0,0.1,Au,0.135,-202.10829004649574,-8.449631471026438
3.0,0.1,Au,0.14,-202.08687704010907,-8.45070212134577
3.0,0.1,Au,0.145,-202.0646469550162,-8.451813625600415
3.0,0.1,Au,0.15,-202.04152483097,-8.452969731802726
3.0,0.1,Au,0.155,-202.0177627883854,-8.454157833931955
3.0,0.1,Au,0.16,-201.99314521810268,-8.45538871244609
3.0,0.1,Au,0.165,-201.9676524120308,-8.456663352749686
3.0,0.1,Au,0.17,-201.94153164407737,-8.457969391147357
3.0,0.1,Au,0.175,-201.91451544575713,-8.459320201063369
3.0,0.1,Au,0.18,-201.88664844162838,-8.460713551269807
3.0,0.1,Au,0.185,-201.85815736479933,-8.46213810511126
3.0,0.1,Au,0.19,-201.82873150019952,-8.463609398341248
3.0,0.1,Au,0.195,-201.79848602053616,-8.465121672324418
3.0,0.1,Au,0.2,-201.76761123489052,-8.466665411606698
3.0,0.1,Au,0.205,-201.73576491431808,-8.468257727635322
3.0,0.1,Au,0.21,-201.70313565488848,-8.469889190606802
3.0,0.1,Au,0.215,-201.66986207235283,-8.471552869733584
3.0,0.1,Au,0.22,-201.63558485235217,-8.473266730733616
3.0,0.1,Au,0.225,-201.60056521567867,-8.475017712567292
3.0,0.1,Au,0.23,-201.5648762339861,-8.476802161651921
3.0,0.1,Au,0.235,-201.528158062651,-8.478638070218675
3.0,0.1,Au,0.24,-201.490739901934,-8.480508978254525
3.0,0.1,Au,0.245,-201.45261761732868,-8.482415092484791
