L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
15.0,0.1,Au,0.0,-200.48655499391083,-8.942882235442125
15.0,0.1,Au,0.005,-200.48649798186327,-8.942885086044503
15.0,0.1,Au,0.01,-200.48486134503662,-8.942966917885837
15.0,0.1,Au,0.015,-200.48310929450548,-8.943054520412392
15.0,0.1,Au,0.02,-200.47978015652126,-8.943220977311604
15.0,0.1,Au,0.025,-200.4763314402655,-8.943393413124392
15.0,0.1,Au,0.03,-200.47131070259823,-8.943644450007755
15.0,0.1,Au,0.035,-200.4661634599112,-8.943901812142109
15.0,0.1,Au,0.04,-200.45945177337347,-8.944237396468994
15.0,0.1,Au,0.045,-200.45260391413714,-8.944579789430811
15.0,0.1,Au,0.05,-200.44420167439728,-8.944999901417804
15.0,0.1,Au,0.055,-200.43565088301938,-8.945427440986698
15.0,0.1,Au,0.06,-200.42555822606334,-8.9459320738345
15.0,0.1,Au,0.065,-200.4153019652826,-8.946444886873538
15.0,0.1,Au,0.07,-200.403518762841,-8.947034046995617
15.0,0.1,Au,0.075,-200.39155427738785,-8.947632271268274
15.0,0.1,Au,0.08,-200.37808013232987,-8.948305978521173
15.0,0.1,Au,0.085,-200.36440445243127,-8.948989762516103
15.0,0.1,Au,0.09,-200.3492386941423,-8.949748050430554
15.0,0.1,Au,0.095,-200.33384863886158,-8.950517553194588
15.0,0.1,Au,0.1,-200.3169903186138,-8.951360469206977
15.0,0.1,Au,0.105,-200.29988249901115,-8.95221586018711
15.0,0.1,Au,0.11,-200.281330385333,-8.953143465871017
15.0,0.1,Au,0.115,-200.26250120743785,-8.954084924765775
15.0,0.1,Au,0.12,-200.24225378149936,-8.9550972960627
15.0,0.1,Au,0.125,-200.22169944908032,-8.956125012683652
15.0,0.1,Au,0.13,-200.19975490009946,-8.957222240132694
15.0,0.1,Au,0.135,-200.1774714172243,-8.958336414276452
15.0,0.1,Au,0.14,-200.15382763790578,-8.959518603242378
15.0,0.1,Au,0.145,-200.1298108112762,-8.960719444573858
15.0,0.1,Au,0.15,-200.10446539329104,-8.961986715473115
15.0,0.1,Au,0.155,-200.0787108343445,-8.963274443420442
15.0,0.1,Au,0.16,-200.05166106385926,-8.964626931944704
15.0,0.1,Au,0.165,-200.02416419062817,-8.96600177560626
15.0,0.1,Au,0.17,-199.99540704389443,-8.967439632942947
15.0,0.1,Au,0.175,-199.96616308260906,-8.968901831007214
15.0,0.1,Au,0.18,-199.9356952216157,-8.970425224056882
15.0,0.1,Au,0.185,-199.90469920804134,-8.9719750247356
15.0,0.1,Au,0.19,-199.87251697624646,-8.973584136325345
15.0,0.1,Au,0.195,-199.83976375674754,-8.97522179730029
15.0,0.1,Au,0.2,-199.8058631748874,-8.976916826393296
15.0,0.1,Au,0.205,-199.77134740720672,-8.97864261477733
15.0,0.1,Au,0.21,-199.73572416919487,-8.980423776677924
15.0,0.1,Au,0.215,-199.69944032293836,-8.98223796899075
15.0,0.1,Au,0.22,-199.66208979186152,-8.984105495544592
15.0,0.1,Au,0.225,-199.62403214868039,-8.986008377703648
15.0,0.1,Au,0.23,-199.58494935289053,-8.987962517493141
15.0,0.1,Au,0.235,-199.5451120063533,-8.989954384820003
15.0,0.1,Au,0.24,-199.50429163566767,-8.991995403354284
15.0,0.1,Au,0.245,-199.4626684908111,-8.994076560597113
15.0,0.1,Au,0.25,-199.42010489282688,-8.996204740496323
15.0,0.1,Au,0.255,-199.3766896653781,-8.998375501868763
15.0,0.1,Au,0.26,-199.33237684189461,-9.000591143042938
15.0,0.1,Au,0.265,-199.28716305716037,-9.00285183227965
15.0,0.1,Au,0.27,-199.24109466072622,-9.005155252101355
15.0,0.1,Au,0.275,-199.19407565213848,-9.007506202530744
15.0,0.1,Au,0.28,-199.14624498271422,-9.009897736001957
15.0,0.1,Au,0.285,-199.097413890028,-9.012339290636268
15.0,0.1,Au,0.29,-199.04781389177722,-9.014819290548806
15.0,0.1,Au,0.295,-198.99716365890865,-9.017351802192234
15.0,0.1,Au,0.3,-198.9457869171133,-9.019920639282002
15.0,0.1,Au,0.305,-198.89331028962266,-9.022544470656534
15.0,0.1,Au,0.31,-198.8401490277224,-9.025202533751548
15.0,0.1,Au,0.315,-198.785838549924,-9.027918057641468
15.0,0.1,Au,0.32,-198.73088462668622,-9.030665753803357
15.0,0.1,Au,0.325,-198.6747326383929,-9.033473353218023
15.0,0.1,Au,0.33,-198.61797754520293,-9.03631110787752
15.0,0.1,Au,0.335,-198.5599761780885,-9.039211176233241
15.0,0.1,Au,0.34,-198.5014110363731,-9.042139433319013
15.0,0.1,Au,0.345,-198.44155220996086,-9.045132374639625
15.0,0.1,Au,0.35,-198.3811677687247,-9.048151596701432
15.0,0.1,Au,0.355,-198.31944318598886,-9.051237825838225
15.0,0.1,Au,0.36,-198.2572298194789,-9.054348494163722
15.0,0.1,Au,0.365,-198.19363096205984,-9.057528437034676
15.0,0.1,Au,0.37,-198.12957866754414,-9.060731051760461
15.0,0.1,Au,0.375,-198.0640967905791,-9.064005145608713
15.0,0.1,Au,0.38,-197.998195186235,-9.067300225825917
15.0,0.1,Au,0.385,-197.93082131279368,-9.070668919497983
15.0,0.1,Au,0.39,-197.8630596357076,-9.074057003352287
15.0,0.1,Au,0.395,-197.7937845508393,-9.077520757595703
15.0,0.1,Au,0.4,-197.72415165510378,-9.081002402382477
15.0,0.1,Au,0.405,-197.65296589949259,-9.084561690163039
15.0,0.1,Au,0.41,-197.58145025439853,-9.088137472417742
15.0,0.1,Au,0.415,-197.50834411762574,-9.09179277925638
15.0,0.1,Au,0.42,-197.43493380594012,-9.09546329484066
15.0,0.1,Au,0.425,-197.3598973193548,-9.099215119169928
15.0,0.1,Au,0.43,-197.28458003567795,-9.10298098335377
15.0,0.1,Au,0.435,-197.2076029648767,-9.106829836893832
15.0,0.1,Au,0.44,-197.13036601406378,-9.110691684434478
15.0,0.1,Au,0.445,-197.05143785098096,-9.11463809258862
15.0,0.1,Au,0.45,-196.9722681466242,-9.118596577806457
15.0,0.1,Au,0.455,-196.89137810123574,-9.12264108007588
15.0,0.1,Au,0.46,-196.81026216419124,-9.126696876928104
15.0,0.1,Au,0.465,-196.72739915583256,-9.13084002734604
15.0,0.1,Au,0.47,-196.64432311277955,-9.13499382949869
15.0,0.1,Au,0.475,-196.55947576108142,-9.139236197083598
15.0,0.1,Au,0.48,-196.47442534310372,-9.143488717982482
15.0,0.1,Au,0.485,-196.38758195855254,-9.14783088721004
15.0,0.1,Au,0.49,-196.30054249972417,-9.15218286015146
15.0,0.1,Au,0.495,-196.21169107384404,-9.156625431445466
15.0,0.1,Au,0.5,-196.12264750980805,-9.161077609647265
15.0,0.1,Au,0.505,-196.0317757049757,-9.165621199888882
15.0,0.1,Au,0.51,-195.9407125714973,-9.170174356562802
15.0,0.1,Au,0.515,-195.8478077103903,-9.174819599618154
15.0,0.1,Au,0.52,-195.75470914186596,-9.17947452804437
15.0,0.1,Au,0.525,-195.65975819655404,-9.184222075309965
15.0,0.1,Au,0.53,-195.56460792446524,-9.188979588914407
15.0,0.1,Au,0.535,-195.46759750514227,-9.193830109880555
15.0,0.1,Au,0.54,-195.37037885642707,-9.198691042316314
15.0,0.1,Au,0.545,-195.2712951998004,-9.203645225147648
15.0,0.1,Au,0.55,-195.1719910951288,-9.208610430381228
15.0,0.1,Au,0.555,-195.0708200524624,-9.213668982514548
15.0,0.1,Au,0.56,-194.96941300439363,-9.218739334917986
15.0,0.1,Au,0.565,-194.8661400292184,-9.223902983676748
15.0,0.1,Au,0.57,-194.7626121402161,-9.229079378126862
15.0,0.1,Au,0.575,-194.65722227571018,-9.234348871352157
15.0,0.1,Au,0.58,-194.5515552359979,-9.239632223337772
15.0,0.1,Au,0.585,-194.44403310204606,-9.245008330035365
15.0,0.1,Au,0.59,-194.33620818727596,-9.25039957577387
15.0,0.1,Au,0.595,-194.2265379672123,-9.255883086777054
15.0,0.1,Au,0.6,-194.11653603592745,-9.261383183341295
15.0,0.1,Au,0.605,-194.0047014629722,-9.266974911989056
15.0,0.1,Au,0.61,-193.8925029538306,-9.272584837446137
15.0,0.1,Au,0.615,-193.77848729722623,-9.278285620276355
15.0,0.1,Au,0.62,-193.66407222597073,-9.28400637383913
15.0,0.1,Au,0.625,-193.5478582768234,-9.289817071296497
15.0,0.1,Au,0.63,-193.43120623296184,-9.295649673489576
15.0,0.1,Au,0.635,-193.31277628979825,-9.301571170647755
15.0,0.1,Au,0.64,-193.19386643297278,-9.307516663489029
15.0,0.1,Au,0.645,-193.07320228701494,-9.31354987078692
15.0,0.1,Au,0.65,-192.95201334303326,-9.319609317986005
15.0,0.1,Au,0.655,-192.829096263201,-9.325755171977617
15.0,0.1,Au,0.66,-192.705606519696,-9.331929659152866
15.0,0.1,Au,0.665,-192.58041723734522,-9.338189123270407
15.0,0.1,Au,0.67,-192.45460453903573,-9.34447975818588
15.0,0.1,Au,0.675,-192.3271232324322,-9.350853823516058
15.0,0.1,Au,0.68,-192.19896497596122,-9.357261736339606
15.0,0.1,Au,0.685,-192.06917125449925,-9.363751422412705
15.0,0.1,Au,0.69,-191.93864438281008,-9.370277765997164
15.0,0.1,Au,0.695,-191.80651727098422,-9.376884121588457
15.0,0.1,Au,0.7,-191.6735982672081,-9.383530071777264
15.0,0.1,Au,0.705,-191.53911618833402,-9.390254175720965
15.0,0.1,Au,0.71,-191.40378106915887,-9.397020931679725
15.0,0.1,Au,0.715,-191.2669218288548,-9.403863893694927
15.0,0.1,Au,0.72,-191.1291461373405,-9.410752678270642
15.0,0.1,Au,0.725,-190.98988690676666,-9.417715639799335
15.0,0.1,Au,0.73,-190.8496457045728,-9.424727699909027
15.0,0.1,Au,0.735,-190.70796300343554,-9.43181183496589
15.0,0.1,Au,0.74,-190.56523086243368,-9.438948442015983
15.0,0.1,Au,0.745,-190.42110054174813,-9.446154958050261
15.0,0.1,Au,0.75,-190.27585153498032,-9.453417408388653
15.0,0.1,Au,0.755,-190.12924875960152,-9.460747547157592
15.0,0.1,Au,0.76,-189.98145645154966,-9.468137162560184
15.0,0.1,Au,0.765,-189.83235568245954,-9.47559220101469
15.0,0.1,Au,0.77,-189.681993118597,-9.483110329207816
15.0,0.1,Au,0.775,-189.5303680949534,-9.49069158039
15.0,0.1,Au,0.78,-189.37740779053854,-9.49833959561074
15.0,0.1,Au,0.785,-189.2232315114767,-9.506048409563832
15.0,0.1,Au,0.79,-189.0676454395521,-9.513827713160062
15.0,0.1,Au,0.795,-188.91089014573765,-9.521665477850785
15.0,0.1,Au,0.8,-188.75264972430315,-9.529577498922508
15.0,0.1,Au,0.805,-188.59328687922272,-9.537545641176532
15.0,0.1,Au,0.81,-188.43236295754315,-9.54559183726051
15.0,0.1,Au,0.815,-188.27036322853255,-9.55369182371104
15.0,0.1,Au,0.82,-188.10672607253835,-9.56187368151075
15.0,0.1,Au,0.825,-187.9420593115292,-9.570107019561208
15.0,0.1,Au,0.83,-187.7756785882852,-9.578426055723407
15.0,0.1,Au,0.835,-187.60831381226,-9.586794294524667
15.0,0.1,Au,0.84,-187.43915857345075,-9.59525205646513
15.0,0.1,Au,0.845,-187.26906394459297,-9.603756787908019
15.0,0.1,Au,0.85,-187.0971026089915,-9.612354854688093
15.0,0.1,Au,0.855,-186.92424541451413,-9.62099771441196
15.0,0.1,Au,0.86,-186.74944574939656,-9.629737697667839
15.0,0.1,Au,0.865,-186.5737923810226,-9.638520366086539
15.0,0.1,Au,0.87,-186.3961214824863,-9.647403911013352
15.0,0.1,Au,0.875,-186.2176374155683,-9.656328114359253
15.0,0.1,Au,0.88,-186.03706168771555,-9.66535690075189
15.0,0.1,Au,0.885,-185.8557114599613,-9.674424412139603
15.0,0.1,Au,0.89,-185.67219659290217,-9.68360015549256
15.0,0.1,Au,0.895,-185.4879437826864,-9.692812796003349
15.0,0.1,Au,0.9,-185.30145472932614,-9.702137248671361
15.0,0.1,Au,0.905,-185.11426193354785,-9.711496888460275
15.0,0.1,Au,0.91,-184.92476288511037,-9.720971840882148
15.0,0.1,Au,0.915,-184.73459169657286,-9.730480400309025
15.0,0.1,Au,0.92,-184.54204605681923,-9.740107682296706
15.0,0.1,Au,0.925,-184.34885704108453,-9.749767133083441
15.0,0.1,Au,0.93,-184.15322739918219,-9.759548615178558
15.0,0.1,Au,0.935,-183.95698007086995,-9.76936098159417
15.0,0.1,Au,0.94,-183.75822817286283,-9.779298576494526
15.0,0.1,Au,0.945,-183.55888097134013,-9.789265936570661
15.0,0.1,Au,0.95,-183.35696769017855,-9.799361600628739
15.0,0.1,Au,0.955,-183.15447795459738,-9.809486087407798
15.0,0.1,Au,0.96,-182.94936325867448,-9.819741822203945
15.0,0.1,Au,0.965,-182.7436872023039,-9.830025625022472
15.0,0.1,Au,0.97,-182.53533012244966,-9.840443479015185
15.0,0.1,Au,0.975,-182.32642280624597,-9.850888844825368
15.0,0.1,Au,0.98,-182.11478140112743,-9.861470915081295
15.0,0.1,Au,0.985,-181.90259670647959,-9.872080149813687
15.0,0.1,Au,0.99,-181.68762802635186,-9.882828583820075
15.0,0.1,Au,0.995,-181.47211862693806,-9.893604053790765
15.0,0.1,Au,1.0,-181.25377867569375,-9.90452105135298
15.0,0.1,Au,1.005,-181.03489600837983,-9.915465184718677
15.0,0.1,Au,1.01,-180.8131397038319,-9.926552999946074
15.0,0.1,Au,1.015,-180.59083393853132,-9.937668288211102
15.0,0.1,Au,1.02,-180.36561507087515,-9.94892923159391
15.0,0.1,Au,1.025,-180.13983507929427,-9.960218231172954
15.0,0.1,Au,1.03,-179.9111062676783,-9.971654671753754
15.0,0.1,Au,1.035,-179.68179959085708,-9.983120005594813
15.0,0.1,Au,1.04,-179.4495122379991,-9.994734373237712
15.0,0.1,Au,1.045,-179.2166250525531,-10.006378732510013
15.0,0.1,Au,1.05,-178.98072929732703,-10.018173520271317
15.0,0.1,Au,1.055,-178.74420638029628,-10.029999666122853
15.0,0.1,Au,1.06,-178.50465104821822,-10.041977432726757
15.0,0.1,Au,1.065,-178.26443574040752,-10.053988198117292
15.0,0.1,Au,1.07,-178.02116829193807,-10.066151570540764
15.0,0.1,Au,1.075,-177.77720245964557,-10.078349862155388
15.0,0.1,Au,1.08,-177.53016893622387,-10.090701538326474
15.0,0.1,Au,1.085,-177.2823929312295,-10.103090338576191
15.0,0.1,Au,1.09,-177.0315378989483,-10.115633090190252
15.0,0.1,Au,1.095,-176.7798905166379,-10.128215459305773
15.0,0.1,Au,1.1,-176.5251570074666,-10.140952134764337
15.0,0.1,Au,1.105,-176.2695754429504,-10.153731212990147
15.0,0.1,Au,1.11,-176.01090489339592,-10.166664740467873
15.0,0.1,Au,1.115,-175.75132469547842,-10.179643750363747
15.0,0.1,Au,1.12,-175.48865688258425,-10.192777141008454
15.0,0.1,Au,1.125,-175.2250119054252,-10.205959389866408
15.0,0.1,Au,1.13,-174.9582848799791,-10.219295741138714
15.0,0.1,Au,1.135,-174.69050723228477,-10.23268462352343
15.0,0.1,Au,1.14,-174.41965724911552,-10.246227122681892
15.0,0.1,Au,1.145,-174.14767724067815,-10.25982612310376
15.0,0.1,Au,1.15,-173.87263868590125,-10.273578050842605
15.0,0.1,Au,1.155,-173.59638477130267,-10.287390746572536
15.0,0.1,Au,1.16,-173.3170900863688,-10.301355480819227
15.0,0.1,Au,1.165,-173.036488805641,-10.315385544855618
15.0,0.1,Au,1.17,-172.7528684080268,-10.329566564736327
15.0,0.1,Au,1.175,-172.46784432405963,-10.343817768934686
15.0,0.1,Au,1.18,-172.17982652443465,-10.358218658915936
15.0,0.1,Au,1.185,-171.89030215690113,-10.372694877292611
15.0,0.1,Au,1.19,-171.59781307257293,-10.38731933150902
15.0,0.1,Au,1.195,-171.30370882812463,-10.402024543731436
15.0,0.1,Au,1.2,-171.0066722925784,-10.416876370508747
15.0,0.1,Au,1.205,-170.70790639105203,-10.431814665585065
15.0,0.1,Au,1.21,-170.40624385934964,-10.446897792170185
15.0,0.1,Au,1.215,-170.10273225570558,-10.462073372352389
15.0,0.1,Au,1.22,-169.7963627055208,-10.477391849861627
15.0,0.1,Au,1.225,-169.48801900721367,-10.492809034776984
15.0,0.1,Au,1.23,-169.1768588352411,-10.508367043375614
15.0,0.1,Au,1.235,-168.86359421470257,-10.52403027440254
15.0,0.1,Au,1.24,-168.54755712816245,-10.539832128729545
15.0,0.1,Au,1.245,-168.22928023005215,-10.55574597363506
15.0,0.1,Au,1.25,-167.90827713299004,-10.571796128488167
15.0,0.1,Au,1.255,-167.58489397585126,-10.587965286345105
15.0,0.1,Au,1.26,-167.25883284990297,-10.604268342642518
15.0,0.1,Au,1.265,-166.9302467218184,-10.620697649046747
15.0,0.1,Au,1.27,-166.59903250108036,-10.63725836008365
15.0,0.1,Au,1.275,-166.26514384891416,-10.653952792691959
15.0,0.1,Au,1.28,-165.92867828852783,-10.670776070711275
