L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
3.0,0.9,Au,0.0,-212.46883916658166,-5.873906160910653
3.0,0.9,Au,0.005,-212.4689220145983,-5.8739020185098205
3.0,0.9,Au,0.01,-212.4686315990162,-5.873916539288926
3.0,0.9,Au,0.015,-212.46802140723472,-5.873947048877999
3.0,0.9,Au,0.02,-212.46757159167768,-5.873969539655851
3.0,0.9,Au,0.025,-212.46670078623265,-5.874013079928103
3.0,0.9,Au,0.03,-212.46556783563278,-5.874069727458096
3.0,0.9,Au,0.035,-212.46457946085104,-5.874119146197184
3.0,0.9,Au,0.04,-212.4631295737911,-5.874191640550181
3.0,0.9,Au,0.045,-212.46147757242443,-5.874274240618514
3.0,0.9,Au,0.05,-212.45994433821642,-5.874350902328914
3.0,0.9,Au,0.055,-212.45791749821706,-5.874452244328883
3.0,0.9,Au,0.06,-212.45574915642547,-5.874560661418463
3.0,0.9,Au,0.065,-212.453664536503,-5.874664892414586
3.0,0.9,Au,0.07,-212.45106361666015,-5.874794938406727
3.0,0.9,Au,0.075,-212.4483805510574,-5.874929091686866
3.0,0.9,Au,0.08,-212.4457379733779,-5.87506122057084
3.0,0.9,Au,0.085,-212.44256648795124,-5.875219794842174
3.0,0.9,Au,0.09,-212.4393691530585,-5.875379661586811
3.0,0.9,Au,0.095,-212.43616217664982,-5.875540010407245
3.0,0.9,Au,0.1,-212.43242415359563,-5.875726911559953
3.0,0.9,Au,0.105,-212.4287118031612,-5.875912529081676
3.0,0.9,Au,0.11,-212.4249342861661,-5.87610140493143
3.0,0.9,Au,0.115,-212.42063411921436,-5.876316413279017
3.0,0.9,Au,0.12,-212.4164047983682,-5.8765278793213245
3.0,0.9,Au,0.125,-212.4120510522932,-5.8767455666250745
3.0,0.9,Au,0.13,-212.4071933369252,-5.876988452393476
3.0,0.9,Au,0.135,-212.4024439053996,-5.877225923969756
3.0,0.9,Au,0.14,-212.39750883094055,-5.877472677692708
3.0,0.9,Au,0.145,-212.39209818910194,-5.877743209784639
3.0,0.9,Au,0.15,-212.38682437483865,-5.878006900497803
3.0,0.9,Au,0.155,-212.38130357520222,-5.878282940479624
3.0,0.9,Au,0.16,-212.37534447391167,-5.878580895544151
3.0,0.9,Au,0.165,-212.36954095545886,-5.878871071466793
3.0,0.9,Au,0.17,-212.36343082375427,-5.8791765780520215
3.0,0.9,Au,0.175,-212.35692739295916,-5.879501749591777
3.0,0.9,Au,0.18,-212.35058790821296,-5.8798187238290875
3.0,0.9,Au,0.185,-212.34388568624408,-5.8801538349275315
3.0,0.9,Au,0.19,-212.336841541292,-5.880506042175136
3.0,0.9,Au,0.195,-212.32995901935053,-5.880850168272208
