L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
6.0,0.9,Au,0.0,-214.68824897770978,-5.74670757802625
6.0,0.9,Au,0.005,-214.6883034990794,-5.746704851957768
6.0,0.9,Au,0.01,-214.68793562058443,-5.746723245882518
6.0,0.9,Au,0.015,-214.68766839898052,-5.746736606962713
6.0,0.9,Au,0.02,-214.68699537372427,-5.746770258225525
6.0,0.9,Au,0.025,-214.6863983721471,-5.7468001083043845
6.0,0.9,Au,0.03,-214.6854277188815,-5.746848640967664
6.0,0.9,Au,0.035,-214.68449374897253,-5.746895339463112
6.0,0.9,Au,0.04,-214.68323181912763,-5.746958435955357
6.0,0.9,Au,0.045,-214.6819549852237,-5.747022277650553
6.0,0.9,Au,0.05,-214.68040655733023,-5.747099699045227
6.0,0.9,Au,0.055,-214.67878261703612,-5.747180896059932
6.0,0.9,Au,0.06,-214.6769505866069,-5.7472724975813945
6.0,0.9,Au,0.065,-214.674977205345,-5.7473711666444895
6.0,0.9,Au,0.07,-214.67286238961947,-5.747476907430765
6.0,0.9,Au,0.075,-214.67053927322215,-5.747593063250632
6.0,0.9,Au,0.08,-214.66814034299847,-5.747713009761815
6.0,0.9,Au,0.085,-214.6654692399942,-5.747846564912029
6.0,0.9,Au,0.09,-214.66278278287558,-5.747980887767959
6.0,0.9,Au,0.095,-214.65976735625247,-5.748131659099115
6.0,0.9,Au,0.1,-214.65678806742207,-5.7482806235406345
6.0,0.9,Au,0.105,-214.65343364378205,-5.748448344722636
6.0,0.9,Au,0.11,-214.65015463248048,-5.748612295287716
6.0,0.9,Au,0.115,-214.6464678441532,-5.748796634704078
6.0,0.9,Au,0.12,-214.64288103679257,-5.74897597507211
6.0,0.9,Au,0.125,-214.63886937915612,-5.749176557953933
6.0,0.9,Au,0.13,-214.63496599397914,-5.7493717272127824
6.0,0.9,Au,0.135,-214.63063732555398,-5.7495881606340395
6.0,0.9,Au,0.14,-214.62640838923988,-5.749799607449744
6.0,0.9,Au,0.145,-214.62177040570626,-5.750031506626425
6.0,0.9,Au,0.15,-214.6172072796989,-5.750259662926793
6.0,0.9,Au,0.155,-214.61226699464507,-5.7505066771794855
6.0,0.9,Au,0.16,-214.60736187831753,-5.750751932995862
6.0,0.9,Au,0.165,-214.60212514315478,-5.7510137697540005
6.0,0.9,Au,0.17,-214.59687152234767,-5.7512764507943555
6.0,0.9,Au,0.175,-214.59134261540777,-5.75155289614135
6.0,0.9,Au,0.18,-214.58573562823,-5.751833245500239
6.0,0.9,Au,0.185,-214.57991693879424,-5.752124179972026
6.0,0.9,Au,0.19,-214.57395363570197,-5.752422345126639
6.0,0.9,Au,0.195,-214.5678454628225,-5.752727753770613
6.0,0.9,Au,0.2,-214.56152494455677,-5.7530437796839005
6.0,0.9,Au,0.205,-214.5551254233955,-5.7533637557419635
6.0,0.9,Au,0.21,-214.5484488479472,-5.753697584514378
6.0,0.9,Au,0.215,-214.54175400842666,-5.754032326490405
6.0,0.9,Au,0.22,-214.5347244663417,-5.754383803594654
6.0,0.9,Au,0.225,-214.52772842065534,-5.754733605878972
6.0,0.9,Au,0.23,-214.52035068623292,-5.755102492600093
6.0,0.9,Au,0.235,-214.51304593370745,-5.755467730226366
6.0,0.9,Au,0.24,-214.50532610736198,-5.75585372154364
6.0,0.9,Au,0.245,-214.49770393783598,-5.756234830019939
6.0,0.9,Au,0.25,-214.48964900174118,-5.756637576824679
6.0,0.9,Au,0.255,-214.48169997243073,-5.757035028290201
6.0,0.9,Au,0.26,-214.47331728699632,-5.757454162561923
6.0,0.9,Au,0.265,-214.46503174317934,-5.757868439752771
6.0,0.9,Au,0.27,-214.45632851567498,-5.75830360112799
6.0,0.9,Au,0.275,-214.44769712273845,-5.758735170774816
6.0,0.9,Au,0.28,-214.43867988116824,-5.759186032853327
6.0,0.9,Au,0.285,-214.42969413476717,-5.75963532017338
6.0,0.9,Au,0.29,-214.420368239856,-5.760101614918939
6.0,0.9,Au,0.295,-214.41102092223275,-5.760568980800102
6.0,0.9,Au,0.3,-214.4013901480807,-5.761050519507703
6.0,0.9,Au,0.305,-214.39167570186376,-5.7615362418185505
6.0,0.9,Au,0.31,-214.38174191161315,-5.76203293133108
6.0,0.9,Au,0.315,-214.3716567074944,-5.762537191537019
6.0,0.9,Au,0.32,-214.3614196444911,-5.763049044687183
6.0,0.9,Au,0.325,-214.35096212573927,-5.763571920624775
6.0,0.9,Au,0.33,-214.34041933352447,-5.764099060235515
6.0,0.9,Au,0.335,-214.32959002792876,-5.764640525515301
6.0,0.9,Au,0.34,-214.31873690438135,-5.765183181692671
6.0,0.9,Au,0.345,-214.30753830246175,-5.765743111788652
6.0,0.9,Au,0.35,-214.29636828506824,-5.766301612658327
6.0,0.9,Au,0.355,-214.28480459173045,-5.766879797325217
6.0,0.9,Au,0.36,-214.2733094627604,-5.767454553773718
6.0,0.9,Au,0.365,-214.2613862374861,-5.768050715037433
6.0,0.9,Au,0.37,-214.24955653033552,-5.768642200394962
6.0,0.9,Au,0.375,-214.23728023799922,-5.769256015011778
6.0,0.9,Au,0.38,-214.22510571959424,-5.769864740932026
6.0,0.9,Au,0.385,-214.21248321964836,-5.770495865929321
6.0,0.9,Au,0.39,-214.19995341897035,-5.771122355963221
6.0,0.9,Au,0.395,-214.1869914246651,-5.7717704556784835
6.0,0.9,Au,0.4,-214.17409617448,-5.772415218187738
6.0,0.9,Au,0.405,-214.16080071576462,-5.773079991123507
6.0,0.9,Au,0.41,-214.14753067370538,-5.77374349322647
6.0,0.9,Au,0.415,-214.1339065973456,-5.774424697044458
6.0,0.9,Au,0.42,-214.12025371365976,-5.775107341228751
6.0,0.9,Au,0.425,-214.10630425189277,-5.775804814317101
6.0,0.9,Au,0.43,-214.092262154377,-5.7765069191928875
6.0,0.9,Au,0.435,-214.07798858927288,-5.777220597448094
6.0,0.9,Au,0.44,-214.06355286096803,-5.777942383863337
6.0,0.9,Au,0.445,-214.0489543057872,-5.77867231162238
6.0,0.9,Au,0.45,-214.03412263761396,-5.779413895031041
6.0,0.9,Au,0.455,-214.01919594923632,-5.780160229449923
6.0,0.9,Au,0.46,-214.00396815746495,-5.780921619038491
6.0,0.9,Au,0.465,-213.98870798583965,-5.7816846276197555
6.0,0.9,Au,0.47,-213.97308589269963,-5.782465732276758
6.0,0.9,Au,0.475,-213.95748486473644,-5.783245783674916
6.0,0.9,Au,0.48,-213.94147204898016,-5.784046424462732
6.0,0.9,Au,0.485,-213.9255210759115,-5.784843973116165
