material,y_nm,phi_tilde,phi_s_mV,c_Red1_over_c_bulk,c_Ox2_over_c_bulk
Au,1.7740437685936703,-3.338535167508923,-85.72794996150093,0.03548890496637139,28.177820672336352
Au,1.837402474614873,-3.2697018548059464,-83.96042663435018,0.03801776019812404,26.303495913190176
Au,1.9007611806360754,-3.20228773486265,-82.22934578265145,0.0406690574511506,24.588718369024022
Au,1.964119886657278,-3.1362635470200577,-80.53395604205399,0.043444824555146935,23.01770142334547
Au,2.0274785926784804,-3.0716006339101565,-78.87352153970103,0.04634691101727316,21.576410985131396
Au,2.090837298699683,-3.0082709290173497,-77.24732157482897,0.049376981297711627,20.25235187972791
Au,2.1541960047208852,-2.9462469444963686,-75.65465030595178,0.052536508844993314,19.03438241300838
Au,2.217554710742088,-2.8855017592413543,-74.09481644449521,0.05582677090955114,17.91255313011333
Au,2.2809134167632905,-2.8260090072009287,-72.56714295474757,0.05924884414840794,16.87796638690834
Au,2.344272122784493,-2.767742865934178,-71.07096675999661,0.06280360102847476,15.92265385461904
Au,2.4076308288056953,-2.7106780454025934,-69.60563845472555,0.06649170703066518,15.039469501644952
Au,2.470989534826898,-2.654789776993094,-68.17052202274274,0.07031361865196686,14.221995954293376
Au,2.5343482408481006,-2.6000538027673734,-66.76499456112315,0.07426958219778257,13.46446244085451
Au,2.597706946869303,-2.546446364932896,-65.38844600984116,0.07835963335229432,12.761672779964849
Au,2.6610656528905055,-2.493944195530987,-64.04027888697827,0.08258359751033754,12.108942091979262
Au,2.724424358911708,-2.442524506337523,-62.71990802938974,0.08694109085032364,11.50204109724806
Au,2.7877830649329107,-2.3921649789718535,-61.42676033871849,0.09143152212412789,10.937147022909615
Au,2.851141770954113,-2.342843755209654,-60.160274532645424,0.0960540951365845,10.410800274345888
Au,2.9145004769753156,-2.294539427495506,-58.91990090126855,0.10080781188430617,9.919866142394474
Au,2.977859182996518,-2.2472310296510836,-57.70510106850489,0.10569147632097334,9.46150091577026
Au,3.0412178890177204,-2.200898027774927,-56.51534775841199,0.11070369871402236,9.033121852443891
Au,3.1045765950389232,-2.1555203113298322,-55.35012456632715,0.11584290055579922,8.632380536071953
Au,3.1679353010601257,-2.111078184414005,-54.20892573472535,0.12110731999072281,8.257139205760668
Au,3.231294007081328,-2.067552357212182,-53.09125593369851,0.12649501771881877,7.905449700974501
Au,3.2946527131025305,-2.024923937623015,-51.996630045960806,0.13200388333512436,7.575534709545278
Au,3.3580114191237334,-1.983174423059072,-50.92457295628659,0.13763164206391507,7.265771046570874
Au,3.4213701251449358,-1.9422856924159178,-49.874619345289844,0.14337586184644496,6.97467472642638
Au,3.484728831166138,-1.9022399982067602,-48.84631348745525,0.14923396074091985,6.700887619916937
Au,3.5480875371873406,-1.8630199588592706,-47.839209053333484,0.15520321459369651,6.443165514437833
Au,3.611446243208543,-1.8246085511712298,-46.85286891581496,0.1612807649412263,6.200367417431449
Au,3.674804949229746,-1.7869891029217126,-45.8868649603975,0.16746362710300194,5.971445962919037
Au,3.7381636552509483,-1.7501452856346231,-44.94077789936617,0.173748698426704,5.755438797844293
Au,3.8015223612721507,-1.7140611074914232,-44.014197089804014,0.18013276664786812,5.5514608397418685
Au,3.864881067293353,-1.678720906389992,-43.10672035535539,0.18661251832766923,5.358697310135003
Au,3.928239773314556,-1.6441093431465867,-42.21795381166373,0.1931845473338443,5.176397459326233
Au,3.9915984793357584,-1.6102113948379766,-41.34751169540878,0.19984536333130548,5.003868908092658
Au,4.054957185356961,-1.577012348280836,-40.4950161968684,0.20659140025064437,4.840472540419218
Au,4.118315891378163,-1.544497793645587,-39.660097295932886,0.21341902470444263,4.68561788896219
Au,4.181674597399366,-1.5126536182019026,-38.84239260149997,0.2203245443230967,4.538758961568721
Au,4.245033303420568,-1.4814660001931725,-38.04154719418146,0.2273042159836939,4.3993904630072365
Au,4.3083920094417705,-1.4509214028372568,-37.257213472252765,0.23435425390735218,4.267044371190857
Au,4.371750715462974,-1.4210065684509354,-36.48905100077858,0.24147083760231405,4.141286831691583
Au,4.435109421484176,-1.3917085126954971,-35.73672636384939,0.24865011963198191,4.021715338323842
Au,4.498468127505379,-1.363014518940972,-34.99991301986445,0.2558882331889599,3.9079561710895585
Au,4.561826833526581,-1.3349121327465603,-34.27829115979853,0.2631812994580326,3.7996620658811735
Au,4.625185539547783,-1.3073891564548643,-33.57154756839085,0.27052543475284213,3.6965100930846724
Au,4.688544245568986,-1.2804336438975747,-32.87937548819612,0.27791675741282035,3.5981997246556454
Au,4.751902951590188,-1.2540338952103156,-32.201474486438435,0.28535139444867813,3.504451071395956
Au,4.815261657611391,-1.2281784517543906,-31.537550324610343,0.29282548792644875,3.4150032740701106
Au,4.878620363632593,-1.2028560911432404,-30.887314830760644,0.30033520108170775,3.329613033698121
Au,4.941979069653796,-1.1780558223714355,-30.25048577441511,0.3078767241571664,3.248053267870666
Au,5.005337775674999,-1.1537668810441049,-29.626786744076334,0.3154462799583219,3.1701118812753926
Au,5.068696481696201,-1.1299787247047166,-29.01594702724894,0.3230401291232788,3.095590639819177
Au,5.132055187717404,-1.1066810282591983,-28.417701492938782,0.33065457510419155,3.0243041387976954
Au,5.195413893738606,-1.0838636794943932,-27.83179047657442,0.33828596885905765,2.956078856515142
Au,5.2587725997598085,-1.0615167746889234,-27.2579596673015,0.34593071325376573,2.890752285607049
Au,5.322131305781011,-1.0396306143145402,-26.695959997600706,0.35358526717542454,2.8281721350790026
Au,5.385490011802213,-1.0181956988261118,-26.145547535181713,0.3612461493590123,2.768195596754123
Au,5.448848717823416,-0.9972027245384039,-25.606483377105896,0.3689099419303491,2.7106886704311206
Au,5.512207423844619,-0.9766425795878777,-25.078533546092114,0.376573293669252,2.6555255426007713
Au,5.5755661298658215,-0.9565063399777447,-24.561468888960366,0.38423292299753325,2.602588014058389
Au,5.638924835887024,-0.9367852657045646,-24.055064977169398,0.3918856206972154,2.5517649721897686
Au,5.702283541908226,-0.9174707969647018,-23.559102009404885,0.3995282523649836,2.502951904103301
Au,5.765642247929429,-0.8985545504390011,-23.07336471617616,0.4071577606094635,2.4560504471365765
Au,5.829000953950631,-0.8800283156540609,-22.597642266379886,0.4147711669984238,2.4109679735857825
Au,5.8923596599718335,-0.8618840514185312,-22.13172817579016,0.42236557376343575,2.367617206794637
Au,5.955718365993036,-0.8441138823328881,-21.675420217435438,0.4299381652699014,2.325915865999549
Au,6.019077072014238,-0.8267100953711657,-21.22852033382318,0.437486209260678,2.2857863375623477
Au,6.082435778035441,-0.8096651365331698,-20.79083455097434,0.44500705788178335,2.2471553704338127
Au,6.145794484056644,-0.7929716075657121,-20.362172894230152,0.4524981484988789,2.2099537938827116
Au,6.2091531900778465,-0.7766222627514472,-19.942349305794977,0.45995700431337727,2.174116255698286
Au,6.272511896099049,-0.7606100057639159,-19.53118156397903,0.4673812347871366,2.139580979230881
Au,6.335870602120251,-0.7449278865874311,-19.128491204106286,0.47476853588476514,2.1062895377774526
Au,6.399229308141454,-0.729569098500469,-18.73410344105306,0.482116690142588,2.0741866449474005
Au,6.462588014162656,-0.714526975121256,-18.34784709338364,0.4894235665733147,2.043219959760973
Au,6.525946720183859,-0.6997949875142683,-17.96955450905012,0.4966871204154006,2.0133399053385106
Au,6.589305426205061,-0.6853667413563923,-17.599061492624134,0.5039053927360153,1.9844995001350927
Au,6.652664132226263,-0.6712359741615073,-17.236207234028853,0.5110765098964308,1.9566542007627175
Au,6.716022838247467,-0.6573965525622969,-16.88083423874048,0.5181986828885005,1.9297617555218054
Au,6.779381544268669,-0.6438424696480994,-16.53278825942873,0.5252702065507558,1.9037820678363029
Au,6.8427402502898715,-0.6305678423576486,-16.191918229006834,0.5322894586724651,1.8786770688527428
Au,6.906098956311074,-0.6175669089255674,-15.85807619506178,0.5392548989938067,1.8544105985238066
Au,6.969457662332276,-0.6048340263815136,-15.531117255636621,0.5461650681101,1.8309482945518818
Au,7.032816368353479,-0.5923636681008836,-15.210899496336657,0.5530185862878169,1.8082574886182088
Au,7.096175074374681,-0.5801504214060181,-14.897283928732458,0.5598141521998564,1.7863071093690304
Au,7.159533780395884,-0.5681889852168641,-14.590134430032817,0.5665505415873279,1.7650675916719787
Au,7.222892486417086,-0.5564741677500764,-14.28931768400158,0.573226605854829,1.7445107916942229
Au,7.286251192438289,-0.5450008842655562,-13.994703123092528,0.579841270605956,1.7246099073889
Au,7.349609898459492,-0.533764154859455,-13.706162871777476,0.5863935341255088,1.7053394040084435
Au,7.412968604480694,-0.5227591023026789,-13.423571691042676,0.5928824658146017,1.6866749442927642
Au,7.476327310501897,-0.5119809499239587,-13.146806924029665,0.5993072045846126,1.668593323007209
Au,7.539686016523099,-0.5014250195365674,-12.875748442796832,0.6056669572156405,1.6510724055298958
Au,7.603044722544301,-0.49108672940778275,-12.610278596178672,0.6119609966848724,1.6340910702107168
Au,7.666403428565504,-0.48096159227021884,-12.35028215872012,0.6181886604699951,1.6176291542451169
Au,7.729762134586706,-0.4710452133741536,-12.095646280663612,0.6243493488325275,1.6016674028248812
Au,7.793120840607909,-0.46133328858001793,-11.846260438967427,0.6304425230856812,1.5861874213457736
Au,7.856479546629112,-0.4518216024902124,-11.60201638933389,0.6364677038511105,1.5711716304680416
Au,7.919838252650314,-0.4425060266194409,-11.362808119226631,0.6424244693086564,1.5566032238406917
Au,7.983196958671517,-0.4333825176027678,-11.128531801856502,0.6483124534429452,1.5424661283141696
Au,8.046555664692718,-0.42444711544062336,-10.8990857511163,0.654131344290461,1.5287449664787187
Au,8.109914370713922,-0.4156959417799902,-10.674370377444514,0.6598808821904817,1.5154250213773268
Au,8.173273076735125,-0.407125198231031,-10.45428814459918,0.665560858043034,1.502492203252947
Au,8.236631782756326,-0.39873116471842096,-10.238743527322876,0.6711711115768112,1.489933018199572
Au,8.29999048877753,-0.3905101978666729,-10.027642969880588,0.6767115296297782,1.4777345385959206
Au,8.363349194798731,-0.3824587294187564,-9.820894845452528,0.6821820444449813,1.4658843752089563
Au,8.426707900819935,-0.3745732646873162,-9.61840941636403,0.6875826319838928,1.45437065086226
Au,8.490066606841136,-0.3668503810378278,-9.420098795135546,0.6929133102594137,1.4431819755715456
Au,8.55342531286234,-0.3592867264030244,-9.225876906335637,0.6981741376904892,1.432307423056273
Au,8.616784018883541,-0.3518790178279546,-9.035659449220512,0.7033652114801067,1.4217365085425226
Au,8.680142724904744,-0.34462404004503633,-8.849363861143813,0.7084866660182845,1.4114591677780315
Au,8.743501430925948,-0.3375186440784924,-8.666909281720875,0.7135386713114928,1.4014657371856074
Au,8.806860136947149,-0.3305597458775565,-8.488216517731765,0.7185214314398048,1.391746935086064
Au,8.870218842968352,-0.3237443249778615,-8.313208008747994,0.7234351830429212,1.3822938439264023
Au,8.933577548989554,-0.317069423190428,-8.141807793467951,0.7282801938360773,1.3730978934531917
Au,8.996936255010757,-0.3105321433176794,-7.97394147674633,0.7330567611567189,1.3641508447750497
Au,9.060294961031959,-0.3041296478959343,-7.809536197303474,0.7377652105426912,1.3554447752617829
Au,9.123653667053162,-0.29785915796382206,-7.648520596100353,0.7424058943425902,1.346972064231134
Au,9.187012373074364,-0.29171795185609445,-7.49082478536568,0.7469791903587982,1.338725379377259
Au,9.250371079095567,-0.28570336402230356,-7.336380318261561,0.751485500523632,1.3306976638979782
Au,9.31372978511677,-0.2798127838698368,-7.185120159174581,0.7559252496089321,1.3228821242805908
Au,9.377088491137972,-0.27404365463080776,-7.036978654619471,0.7602988839693273,1.3152722187085875
Au,9.440447197159175,-0.2683934722523055,-6.891891504742592,0.7646068703193316,1.3078616460539498
Au,9.503805903180377,-0.26285978430952883,-6.7497957354130484,0.768849694544341,1.3006443354219581
Au,9.56716460920158,-0.2574401889413255,-6.6106296708891295,0.7730278605455344,1.2936144362174589
Au,9.630523315222781,-0.252132333807682,-6.4743329070484155,0.7771418891186034,1.2867663087034873
Au,9.693882021243985,-0.24693391506870388,-6.340846285169704,0.7811923168661845,1.2800945150249043
Au,9.757240727265186,-0.2418426763846506,-6.2101118662556,0.7851796951437966,1.2735938106714049
Au,9.82059943328639,-0.23685640793658425,-6.082072905884426,0.7891045890390422,1.2672591363557808
Au,9.883958139307593,-0.2319729454672138,-5.956673829580721,0.7929675763837746,1.2610856102848111
Au,9.947316845328794,-0.22719016934151284,-5.8338602086934825,0.7967692467988926,1.2550685208014856
Au,10.010675551349998,-0.22250600362670464,-5.713578736771746,0.8005102007713835,1.249203319378548
Au,10.0740342573712,-0.2179184151912188,-5.595777206427303,0.8041910487631889,1.2434856139445432
Au,10.137392963392402,-0.21342541282222272,-5.480404486674405,0.8078124103514502,1.2379111625246457
Au,10.200751669413604,-0.20902504636134905,-5.367410500736698,0.8113749133996428,1.232475867179603
Au,10.264110375434807,-0.20471540585824155,-5.256746204311709,0.8148791932590956,1.2271757682270874
Au,10.327469081456009,-0.2004946207415548,-5.148363564283519,0.818325892000358,1.2220070387306803
Au,10.390827787477212,-0.1963608590070435,-5.042215537874268,0.821715657673863,1.2169659792425396
Au,10.454186493498415,-0.19231232642239443,-4.938256052225575,0.8250491435993107,1.2120490127866312
Au,10.517545199519617,-0.1883472657484502,-4.836439984400884,0.8283270076831876,1.2072526800701309
Au,10.58090390554082,-0.18446395597649184,-4.736723141800164,0.8315499117638153,1.2025736349113214
Au,10.644262611562022,-0.1806607115812465,-4.639062242978412,0.8347185209833194,1.1980086398729655
Au,10.707621317583225,-0.17693588178929529,-4.543414898859593,0.8378335031858959,1.1935545620907488
Au,10.770980023604427,-0.17328784986256643,-4.449739594337964,0.8408955283417455,1.189208369286979
Au,10.83433872962563,-0.16971503239660074,-4.357995670258703,0.8439052679960438,1.1849671259602659
Au,10.897697435646831,-0.16621587863328496,-4.268143305770069,0.8468633947423088,1.1808279897424176
Au,10.961056141668035,-0.1627888697877553,-4.180143501039421,0.8497705817195284,1.1767882079142813
Au,11.024414847689238,-0.159432518389179,-4.093958060325594,0.8526275021324073,1.1728451140726948
Au,11.08777355371044,-0.15614536763512712,-4.009549575400292,0.8554348287940962,1.1689961249411565
Au,11.151132259731643,-0.15292599075925922,-3.9268814093112856,0.8581932336907662,1.165238737317208
Au,11.214490965752844,-0.14977299041204448,-3.845917680480384,0.8609033875673984,1.1615705251499107
Au,11.277849671774048,-0.14668499805425095,-3.7666232471292598,0.8635659595341582,1.1579891367411468
Au,11.34120837779525,-0.14366067336294105,-3.6889636920264146,0.8661816166927323,1.1544922920648155
Au,11.404567083816453,-0.14069870364971193,-3.6129053075485733,0.8687510237820146,1.1510777801982977
Au,11.467925789837654,-0.1377978032909327,-3.538415081050139,0.8712748428425281,1.1477434568608764
Au,11.531284495858857,-0.1349567131697268,-3.4654606805342425,0.873753732898985,1.144487242054061
Au,11.59464320188006,-0.13217420012946143,-3.3940104406192675,0.8761883496603899,1.1413071177990433
Au,11.658001907901262,-0.12944905643850393,-3.3240333487947047,0.878579345237104,1.138201125966748
Au,11.721360613922466,-0.12678009926601277,-3.2554990319603445,0.8809273678742946,1.135167366196184
Au,11.784719319943667,-0.12416617016853874,-3.1883777432430627,0.8832330617012061,1.1322039938970216
Au,11.84807802596487,-0.12160613458720942,-3.122640349085367,0.8854970664957,1.1293092183325217
Au,11.911436731986072,-0.11909888135528161,-3.058258316600174,0.8877200174635185,1.1264813007791568
Au,11.974795438007275,-0.11664332221584621,-2.9952037011862833,0.889902545031741,1.1237185527594282
Au,12.038154144028477,-0.11423839134947819,-2.933449134399227,0.8920452746559124,1.1210193343445811
Au,12.10151285004968,-0.1118830449116238,-2.8729678120721522,0.8941488266403328,1.1183820525240653
Au,12.164871556070882,-0.10957626057952727,-2.8137334826816662,0.8962138159710118,1.1158051596387633
Au,12.228230262092085,-0.10731703710849776,-2.755720435953516,0.8982408521608015,1.113287151875143
Au,12.291588968113288,-0.1051043938973262,-2.6989034917032315,0.9002305391062307,1.110826567817642
Au,12.35494767413449,-0.10293737056266124,-2.6432579889068117,0.902183474955583,1.1084219870567156
Au,12.418306380155693,-0.10081502652216129,-2.5887597749967783,0.9041002519877629,1.1060720288501094
Au,12.481665086176895,-0.0987364405862412,-2.535385195378917,0.905981456501514,1.103775350835041
Au,12.545023792198098,-0.09670071055823523,-2.483111083165134,0.9078276687145619,1.1015306477890783
Au,12.6083824982193,-0.09470695284280534,-2.4319147491180484,0.909639462672266,1.099336650437614
Au,12.671741204240503,-0.09275430206242162,-2.3817739718028506,0.9114174061653769,1.0971921243059404
Au,12.735099910261704,-0.09084191068175125,-2.332666987942248,0.9131620606565076,1.0950958686140126
Au,12.798458616282907,-0.08896894863979118,-2.2845724829702516,0.9148739812149381,1.0930467152120948
Au,12.86181732230411,-0.08713460298958578,-2.2374695817807333,0.9165537164593843,1.0910435275555543
Au,12.925176028325312,-0.08533807754537215,-2.191337839666713,0.9182018085083739,1.0890851997171602
Au,12.988534734346516,-0.08357859253700106,-2.1461572334464716,0.9198187929378815,1.0871706554353184
Au,13.051893440367717,-0.08185538427148303,-2.101908152772625,0.921405198745889,1.085298847196744
Au,13.11525214638892,-0.08016770480151189,-2.05857139162037,0.9229615483235447,1.0834687553521454
Au,13.178610852410122,-0.07851482160082374,-2.016128139951247,0.9244883574326068,1.081679387263563
Au,13.241969558431325,-0.07689601724624788,-1.974559975548747,0.9259861351888699,1.079929776482057
Au,13.305328264452527,-0.07531058910631494,-1.9338488560222926,0.927455384051275,1.0782189819545156
Au,13.36868697047373,-0.07375784903628341,-1.8939771109760353,0.9288965998164275,1.0765460872583927
Au,13.432045676494933,-0.07223712307945558,-1.8549274343391502,0.9303102716182402,1.0749101998632533
Au,13.495404382516135,-0.0707477511746505,-1.8166828768542382,0.9316968819324443,1.0733104504180453
Au,13.558763088537338,-0.06928908686970897,-1.7792268387206156,0.9330569065857083,1.071745992063071
Au,13.62212179455854,-0.06786049704090545,-1.7425430623892855,0.9343908147691222,1.0702159997656753
Au,13.685480500579743,-0.0664613616181441,-1.7066156255064364,0.9356990690558081,1.0687196696787102
Au,13.748839206600945,-0.06509107331582235,-1.6714289340024733,0.9369821254224286,1.067256218520882
Au,13.812197912622148,-0.06374903736924174,-1.6369677153234907,0.9382404332743762,1.0658248829781172
Au,13.87555661864335,-0.06243467127645474,-1.6032170118023374,0.9394744354744281,1.064424919125135
Au,13.938915324664553,-0.06114740454543318,-1.570162174166326,0.9406845683746661,1.0630556018664368
Au,14.002274030685756,-0.059886678446450105,-1.5377888551788181,0.941871261851465,1.0617162243959644
Au,14.065632736706958,-0.058651945769566886,-1.5060830034119022,0.9430349393433607,1.06040609767471
Au,14.12899144272816,-0.05744267058712004,-1.4750308571474549,0.9441760178916193,1.059124549925593
Au,14.192350148749362,-0.056258328021105454,-1.444618938403962,0.9452949081833323,1.0578709261449424
Au,14.255708854770566,-0.05509840401535871,-1.4148340470864933,0.9463920145968712,1.0566445876299622
Au,14.319067560791767,-0.05396239511243194,-1.3856632552572754,0.947467735249545,1.0554449115215718
Au,14.38242626681297,-0.05284980823507186,-1.3570939015244181,0.9485224620473035,1.0542712903620508
Au,14.445784972834172,-0.051760160472202436,-1.329113585546308,0.9495565807363425,1.053123131666931
Au,14.509143678855375,-0.050692978869320636,-1.3017101626493286,0.9505704709564702,1.05199985751061
Au,14.572502384876579,-0.04964780022321372,-1.2748717385565431,0.9515645062960987,1.0509009041251793
Au,14.63586109089778,-0.048624170880908694,-1.2485866642250578,0.9525390543487348,1.0498257215119804
Au,14.699219796918984,-0.0476216465427673,-1.2228435307898333,0.9534944767708443,1.0487737730654234
Au,14.762578502940185,-0.046639792069640765,-1.1976311646117428,0.9544311293409736,1.0477445352086234
Au,14.825937208961388,-0.045678181294000225,-1.1729386224277216,0.955349362020017,1.0467374970404257
Au,14.88929591498259,-0.04473639683496184,-1.1487551866009234,0.9562495190125193,1.0457521599934085
Au,14.952654621003793,-0.043814029917124894,-1.1250703604687875,0.9571319388289165,1.0447880375024723
Au,15.016013327024995,-0.042910680193146,-1.1018738637870458,0.9579969543486103,1.0438446546836357
Au,15.079372033046198,-0.04202595556997059,-1.079155628267639,0.9588448928837907,1.0429215480226761
Au,15.142730739067401,-0.04115947203864752,-1.0569057932086439,0.9596760762439103,1.0420182650732672
Au,15.206089445088605,-0.0403108535076528,-1.0351147012143067,0.9604908208007326,1.0411343641642818
Pd,0.0,-4.440530794748936,-114.02533826198591,0.01178967895894448,84.81995171219904
Pd,0.06335870602120251,-4.348976736029758,-111.67438451405629,0.012920026416232168,77.39922255450212
Pd,0.12671741204240503,-4.2593103222916415,-109.3719023042001,0.0141320456067735,70.7611642238615
Pd,0.19007611806360752,-4.1714926344126555,-107.11689225503478,0.015429212753623314,64.81212074576943
Pd,0.25343482408481005,-4.085485555698268,-104.9083755941594,0.016814972727632976,59.470807131113844
Pd,0.3167935301060126,-4.0012517553370435,-102.74539372932487,0.018292726533327194,54.66653635138085
Pd,0.38015223612721505,-3.9187546721974478,-100.62700783236332,0.019865818802871988,50.33771876825085
Pd,0.4435109421484176,-3.8379584989587254,-98.55229843169579,0.021537525374837618,46.43058952205829
Pd,0.5068696481696201,-3.7588281665689687,-96.52036501324157,0.023311041033055632,42.8981270541275
Pd,0.5702283541908226,-3.681329329023623,-94.53032562955605,0.02518946747880162,39.69913222030427
Pd,0.6335870602120252,-3.6054283484578264,-92.58131651702705,0.02717580160684814,36.797442609678384
Pd,0.6969457662332277,-3.5310922805461162,-90.6724917209639,0.029272924152677942,34.16126092440676
Pd,0.7603044722544301,-3.458288860203159,-88.80302272841645,0.03148358877438103,31.76257977342547
Pd,0.8236631782756326,-3.3869864875792985,-86.97209810856421,0.033810411628539434,29.576688121593236
Pd,0.8870218842968352,-3.3171542143448485,-85.17892316052024,0.03625586149479217,27.58174702712942
Pd,0.9503805903180377,-3.248761730257174,-83.4227195683964,0.03882225049883391,25.758424283776044
Pd,1.0137392963392402,-3.181779350004725,-81.7027250634804,0.04151172547839757,24.089579232749394
Pd,1.0770980023604426,-3.116178000322323,-80.01819309337803,0.044326260031366395,22.55999038250406
Pd,1.1404567083816453,-3.051929207372099,-78.36839249797694,0.04726764727961899,21.156119619924116
Pd,1.2038154144028477,-2.9890050843846088,-76.75260719209146,0.05033749337658996,19.865907754259805
Pd,1.2671741204240503,-2.927378319554766,-75.17013585465037,0.053537211780888716,18.67859693726097
Pd,1.3305328264452527,-2.867022164187327,-73.62029162429313,0.05686801831271358,17.584576176033853
Pd,1.3938915324664554,-2.807910421086797,-72.10240180124225,0.060330927004278154,16.575246720957704
Pd,1.4572502384876578,-2.7500174331867084,-70.61580755532216,0.06392674675008157,15.642904587487457
Pd,1.5206089445088602,-2.6933180724133368,-69.1598636399985,0.06765607875764305,14.780637872646896
Pd,1.5839676505300628,-2.6377877287790246,-67.73393811231284,0.07151931479432568,13.982236866723166
Pd,1.6473263565512652,-2.583402299700379,-66.3374120585922,0.07551663622112581,13.242115248245785
Pd,1.7106850625724679,-2.5301381795366997,-64.96967932581333,0.07964801379983405,12.555240894181388
Pd,1.7740437685936703,-2.4779722493441056,-63.630146258506244,0.08391320825580188,11.917075044390984
Pd,1.837402474614873,-2.42688186684091,-62.31823144108169,0.0883117715746996,11.323518735598432
Pd,1.9007611806360754,-2.3768448565798828,-61.03336544547167,0.09284304900813627,10.770865570263267
Pd,1.964119886657278,-2.3278395003231442,-59.77499058397277,0.0975061817598429,10.255760013893207
Pd,2.0274785926784804,-2.279844527615505,-58.54256066718559,0.10230011032130545,9.775160523866374
Pd,2.090837298699683,-2.232839106552164,-57.33554076694469,0.10722357842327178,9.326306906606282
Pd,2.1541960047208852,-2.1868028347367563,-56.153406984136545,0.1122751375674508,8.906691380353344
Pd,2.217554710742088,-2.1417157304258234,-54.99564622130454,0.11745315210096297,8.514032889814638
Pd,2.2809134167632905,-2.097558223855873,-53.861755959942414,0.12275580479468685,8.146254278341729
Pd,2.344272122784493,-2.054311148749247,-52.75124404237933,0.1281811028855645,7.801461974412594
Pd,2.4076308288056953,-2.0119557339951233,-51.66362845816205,0.1337268845421621,7.4779278932854725
Pd,2.470989534826898,-1.97047359550204,-50.59843713484148,0.13939082571232755,7.174073292770236
Pd,2.5343482408481006,-1.9298467282184,-49.555207733072685,0.14517044731161655,6.88845435499309
Pd,2.597706946869303,-1.8900574983174934,-48.53348744593946,0.15106312271126326,6.619749294547319
Pd,2.6610656528905055,-1.8510886355436535,-47.53283280241656,0.1570660854848268,6.3667468181512925
Pd,2.724424358911708,-1.8129232257162127,-46.55280947488386,0.1631764373732379,6.128335782406334
Pd,2.7877830649329107,-1.7755447033880123,-45.592992090609364,0.16939115642877184,5.903495914915105
Pd,2.851141770954113,-1.7389368446552813,-44.65296404711898,0.1757071052994745,5.691289480272319
Pd,2.9145004769753156,-1.7030837601157538,-43.73231733137284,0.1821210396167392,5.490853786604936
Pd,2.977859182996518,-1.6679698879719775,-42.83065234266993,0.188629616450056,5.30139444070159
Pd,3.0412178890177204,-1.6335799872768195,-41.94757771920406,0.19522940279441417,5.12217927057354
