group,scan,side,case,parameter_value_display,distance_nm,distance_over_lambda_D,phi_profile_mV
CH,Cdl_Au,Au,low,5.0,3.9077101367266804,1.2849162011173183,-16.605626755828393
CH,Cdl_Au,Au,low,5.0,3.9926603570903043,1.312849162011173,-16.13848676558119
CH,Cdl_Au,Au,low,5.0,4.077610577453928,1.3407821229050279,-15.684599893945137
CH,Cdl_Au,Au,low,5.0,4.162560797817552,1.3687150837988826,-15.243585130025746
CH,Cdl_Au,Au,low,5.0,4.247511018181175,1.3966480446927374,-14.815072678546725
CH,Cdl_Au,Au,low,5.0,4.3324612385447985,1.4245810055865922,-14.398703612994247
CH,Cdl_Au,Au,low,5.0,4.417411458908422,1.452513966480447,-13.994129540779728
CH,Cdl_Au,Au,low,5.0,4.5023616792720444,1.4804469273743015,-13.601012279889568
CH,Cdl_Au,Au,low,5.0,4.587311899635669,1.5083798882681563,-13.219023546524804
CH,Cdl_Au,Au,low,5.0,4.672262119999292,1.536312849162011,-12.847844653264524
CH,Cdl_Au,Au,low,5.0,4.757212340362916,1.5642458100558658,-12.48716621731605
CH,Cdl_Au,Au,low,5.0,4.842162560726539,1.5921787709497206,-12.136687878439595
CH,Cdl_Au,Au,low,5.0,4.9271127810901625,1.6201117318435754,-11.796118026160032
CH,Cdl_Au,Au,low,5.0,5.012063001453786,1.6480446927374302,-11.465173535898959
CH,Cdl_Au,Au,low,5.0,5.097013221817409,1.6759776536312847,-11.143579513680711
CH,Cdl_Au,Au,low,5.0,5.181963442181033,1.7039106145251395,-10.83106904908434
CH,Cdl_Au,Au,low,5.0,5.266913662544656,1.7318435754189943,-10.52738297613017
CH,Cdl_Au,Au,low,5.0,5.35186388290828,1.759776536312849,-10.232269641805559
CH,Cdl_Au,Au,low,5.0,5.436814103271903,1.7877094972067038,-9.94548468194863
CH,Cdl_Au,Au,low,5.0,5.521764323635527,1.8156424581005586,-9.66679080422275
CH,Cdl_Au,Au,low,5.0,5.606714543999151,1.8435754189944134,-9.395957577926593
CH,Cdl_Au,Au,low,5.0,5.691664764362774,1.8715083798882681,-9.132761230396717
CH,Cdl_Au,Au,low,5.0,5.776614984726398,1.899441340782123,-8.876984449770461
CH,Cdl_Au,Au,low,5.0,5.86156520509002,1.9273743016759775,-8.628416193887057
CH,Cdl_Au,Au,low,5.0,5.9465154254536445,1.9553072625698322,-8.386851505114937
CH,Cdl_Au,Au,low,5.0,6.031465645817268,1.983240223463687,-8.152091330901797
CH,Cdl_Au,Au,low,5.0,6.116415866180892,2.011173184357542,-7.923942349852789
CH,Cdl_Au,Au,low,5.0,6.201366086544515,2.0391061452513966,-7.702216803150216
CH,Cdl_Au,Au,low,5.0,6.286316306908137,2.067039106145251,-7.486732331135566
CH,Cdl_Au,Au,low,5.0,6.371266527271762,2.094972067039106,-7.277311814882144
CH,Cdl_Au,Au,low,5.0,6.456216747635385,2.1229050279329607,-7.073783222593129
CH,Cdl_Au,Au,low,5.0,6.541166967999009,2.1508379888268156,-6.875979460666289
CH,Cdl_Au,Au,low,5.0,6.626117188362632,2.17877094972067,-6.6837382292729774
CH,Cdl_Au,Au,low,5.0,6.711067408726256,2.206703910614525,-6.49690188230447
CH,Cdl_Au,Au,low,5.0,6.796017629089879,2.2346368715083798,-6.31531729154454
CH,Cdl_Au,Au,low,5.0,6.880967849453502,2.2625698324022343,-6.138835714932132
CH,Cdl_Au,Au,low,5.0,6.965918069817127,2.2905027932960893,-5.967312668783197
CH,Cdl_Au,Au,low,5.0,7.05086829018075,2.318435754189944,-5.800607803845386
CH,Cdl_Au,Au,low,5.0,7.135818510544373,2.346368715083799,-5.638584785063959
CH,Cdl_Au,Au,low,5.0,7.220768730907997,2.3743016759776534,-5.4811111749414785
CH,Cdl_Au,Au,low,5.0,7.30571895127162,2.4022346368715084,-5.3280583203781084
CH,Cdl_Au,Au,low,5.0,7.390669171635244,2.430167597765363,-5.179301242883274
CH,Cdl_Au,Au,low,5.0,7.475619391998867,2.4581005586592175,-5.034718532053218
CH,Cdl_Au,Au,low,5.0,7.5605696123624915,2.4860335195530725,-4.894192242212666
CH,Cdl_Au,Au,low,5.0,7.645519832726114,2.513966480446927,-4.757607792122234
CH,Cdl_Au,Au,low,5.0,7.730470053089738,2.541899441340782,-4.624853867656666
CH,Cdl_Au,Au,low,5.0,7.815420273453361,2.5698324022346366,-4.495822327362118
CH,Cdl_Au,Au,low,5.0,7.900370493816986,2.5977653631284916,-4.37040811080372
CH,Cdl_Au,Au,low,5.0,7.985320714180609,2.625698324022346,-4.248509149617826
CH,Cdl_Au,Au,low,5.0,8.070270934544233,2.653631284916201,-4.130026281185943
CH,Cdl_Au,Au,low,5.0,8.155221154907856,2.6815642458100557,-4.01486316485028
CH,Cdl_Au,Au,low,5.0,8.240171375271478,2.7094972067039103,-3.902926200593351
CH,Cdl_Au,Au,low,5.0,8.325121595635103,2.7374301675977653,-3.794124450106647
CH,Cdl_Au,Au,low,5.0,8.410071815998725,2.76536312849162,-3.688369560175828
CH,Cdl_Au,Au,low,5.0,8.49502203636235,2.793296089385475,-3.585575688312273
CH,Cdl_Au,Au,low,5.0,8.579972256725974,2.8212290502793294,-3.4856594305629844
CH,Cdl_Au,Au,low,5.0,8.664922477089597,2.8491620111731844,-3.388539751433099
CH,Cdl_Au,Au,low,5.0,8.74987269745322,2.877094972067039,-3.2941379158573714
CH,Cdl_Au,Au,low,5.0,8.834822917816844,2.905027932960894,-3.202377423158964
CH,Cdl_Au,Au,low,5.0,8.919773138180467,2.9329608938547485,-3.113183942935864
CH,Cdl_Au,Au,low,5.0,9.004723358544089,2.960893854748603,-3.0264852528171264
CH,Cdl_Au,Au,low,5.0,9.089673578907714,2.988826815642458,-2.942211178032986
CH,Cdl_Au,Au,low,5.0,9.174623799271338,3.0167597765363126,-2.8602935327445707
CH,Cdl_Au,Au,low,5.0,9.259574019634961,3.0446927374301676,-2.780666063080736
CH,Cdl_Au,Au,low,5.0,9.344524239998584,3.072625698324022,-2.703264391831121
CH,Cdl_Au,Au,low,5.0,9.429474460362208,3.100558659217877,-2.628025964746086
CH,Cdl_Au,Au,low,5.0,9.514424680725831,3.1284916201117317,-2.5548899983958173
CH,Cdl_Au,Au,low,5.0,9.599374901089455,3.156424581005586,-2.4837974295422396
CH,Cdl_Au,Au,low,5.0,9.684325121453078,3.184357541899441,-2.4146908659789177
CH,Cdl_Au,Au,low,5.0,9.769275341816702,3.2122905027932958,-2.34751453879544
CH,Cdl_Au,Au,low,5.0,9.854225562180325,3.2402234636871508,-2.282214256024105
CH,Cdl_Au,Au,low,5.0,9.939175782543948,3.2681564245810053,-2.218737357628126
CH,Cdl_Au,Au,low,5.0,10.024126002907572,3.2960893854748603,-2.1570326717916455
CH,Cdl_Au,Au,low,5.0,10.109076223271195,3.324022346368715,-2.0970504724732546
CH,Cdl_Au,Au,low,5.0,10.194026443634819,3.3519553072625694,-2.03874243818571
CH,Cdl_Au,Au,low,5.0,10.278976663998442,3.3798882681564244,-1.9820616119658012
CH,Cdl_Au,Au,low,5.0,10.363926884362066,3.407821229050279,-1.9269623624993437
CH,Cdl_Au,Au,low,5.0,10.448877104725689,3.435754189944134,-1.8734003463673463
CH,Cdl_Au,Au,low,5.0,10.533827325089312,3.4636871508379885,-1.8213324713804664
CH,Cdl_Au,Au,low,5.0,10.618777545452938,3.4916201117318435,-1.7707168609697814
CH,Cdl_Au,Au,low,5.0,10.70372776581656,3.519553072625698,-1.7215128196029872
CH,Cdl_Au,Au,low,5.0,10.788677986180184,3.547486033519553,-1.6736807991959208
CH,Cdl_Au,Au,low,5.0,10.873628206543806,3.5754189944134076,-1.6271823664903327
CH,Cdl_Au,Au,low,5.0,10.95857842690743,3.603351955307262,-1.5819801713696413
CH,Cdl_Au,Au,low,5.0,11.043528647271055,3.631284916201117,-1.538037916085262
CH,Cdl_Au,Au,low,5.0,11.128478867634676,3.6592178770949717,-1.4953203253669345
CH,Cdl_Au,Au,low,5.0,11.213429087998302,3.6871508379888267,-1.4537931173912455
CH,Cdl_Au,Au,low,5.0,11.298379308361923,3.7150837988826813,-1.4134229755833547
CH,Cdl_Au,Au,low,5.0,11.383329528725548,3.7430167597765363,-1.3741775212276128
CH,Cdl_Au,Au,low,5.0,11.468279749089172,3.770949720670391,-1.3360252868635614
CH,Cdl_Au,Au,low,5.0,11.553229969452795,3.798882681564246,-1.2989356904444342
CH,Cdl_Au,Au,low,5.0,11.638180189816419,3.8268156424581004,-1.2628790102360075
CH,Cdl_Au,Au,low,5.0,11.72313041018004,3.854748603351955,-1.2278263604342803
CH,Cdl_Au,Au,low,5.0,11.808080630543666,3.88268156424581,-1.1937496674811148
CH,Cdl_Au,Au,low,5.0,11.893030850907289,3.9106145251396645,-1.1606216470575774
CH,Cdl_Au,Au,low,5.0,11.977981071270912,3.9385474860335195,-1.1284157817353226
CH,Cdl_Au,Au,low,5.0,12.062931291634536,3.966480446927374,-1.0971062992669638
CH,Cdl_Au,Au,low,5.0,12.14788151199816,3.994413407821229,-1.0666681514968837
CH,Cdl_Au,Au,low,5.0,12.232831732361785,4.022346368715084,-1.0370769938745619
CH,Cdl_Au,Au,low,5.0,12.317781952725404,4.050279329608938,-1.0083091655529488
CH,Cdl_Au,Au,low,5.0,12.40273217308903,4.078212290502793,-0.9803416700549893
CH,Cdl_Au,Au,low,5.0,12.487682393452655,4.106145251396648,-0.953152156491863
CH,Cdl_Au,Au,low,5.0,12.572632613816275,4.134078212290502,-0.9267189013169991
CH,Cdl_Au,Au,low,5.0,12.6575828341799,4.162011173184357,-0.9010207906003985
CH,Cdl_Au,Au,low,5.0,12.742533054543523,4.189944134078212,-0.8760373028082531
CH,Cdl_Au,Au,low,5.0,12.827483274907149,4.217877094972067,-0.8517484920732681
CH,Cdl_Au,Au,low,5.0,12.91243349527077,4.245810055865921,-0.828134971941556
CH,Cdl_Au,Au,low,5.0,12.997383715634394,4.273743016759776,-0.8051778995823579
CH,Cdl_Au,Au,low,5.0,13.082333935998019,4.301675977653631,-0.7828589604472689
CH,Cdl_Au,Au,low,5.0,13.16728415636164,4.329608938547485,-0.7611603533660167
CH,Cdl_Au,Au,low,5.0,13.252234376725264,4.35754189944134,-0.7400647760662319
CH,Cdl_Au,Au,low,5.0,13.337184597088887,4.385474860335195,-0.7195554111050223
CH,Cdl_Au,Au,low,5.0,13.422134817452513,4.41340782122905,-0.6996159122004982
CH,Cdl_Au,Au,low,5.0,13.507085037816136,4.4413407821229045,-0.6802303909517656
CH,Cdl_Au,Au,low,5.0,13.592035258179758,4.4692737430167595,-0.6613834039362196
CH,Cdl_Au,Au,low,5.0,13.676985478543383,4.4972067039106145,-0.6430599401733074
CH,Cdl_Au,Au,low,5.0,13.761935698907005,4.525139664804469,-0.6252454089442473
CH,Cdl_Au,Au,low,5.0,13.84688591927063,4.553072625698324,-0.6079256279574803
CH,Cdl_Au,Au,low,5.0,13.931836139634253,4.581005586592179,-0.5910868118499473
CH,Cdl_Au,Au,low,5.0,14.016786359997877,4.608938547486034,-0.5747155610145666
CH,Cdl_Au,Au,low,5.0,14.1017365803615,4.636871508379888,-0.5587988507445553
CH,Cdl_Au,Au,low,5.0,14.186686800725123,4.664804469273743,-0.543324020685531
CH,Cdl_Au,Au,low,5.0,14.271637021088747,4.692737430167598,-0.5282787645865702
CH,Cdl_Au,Au,low,5.0,14.35658724145237,4.720670391061452,-0.513651120341675
CH,Cdl_Au,Au,low,5.0,14.441537461815994,4.748603351955307,-0.4994294603133349
CH,Cdl_Au,Au,low,5.0,14.526487682179619,4.776536312849162,-0.48560248193012173
CH,Cdl_Au,Au,low,5.0,14.61143790254324,4.804469273743017,-0.472159198550474
CH,Cdl_Au,Au,low,5.0,14.696388122906864,4.832402234636871,-0.4590889305850759
CH,Cdl_Au,Au,low,5.0,14.781338343270487,4.860335195530726,-0.44638129687042766
CH,Cdl_Au,Au,low,5.0,14.866288563634113,4.888268156424581,-0.4340262062864581
CH,Cdl_Au,Au,low,5.0,14.951238783997734,4.916201117318435,-0.4220138496111842
CH,Cdl_Au,Au,low,5.0,15.036189004361356,4.94413407821229,-0.41033469160567415
CH,Cdl_Au,Au,low,5.0,15.121139224724983,4.972067039106145,-0.39897946332273937
CH,Cdl_Au,Au,low,5.0,15.206089445088605,5.0,-0.38793915463296813
CH,Cdl_Au,Au,base,20.0,0.0,0.0,-150.2862036697022
CH,Cdl_Au,Au,base,20.0,0.08495022036362349,0.027932960893854747,-145.93819119568462
CH,Cdl_Au,Au,base,20.0,0.16990044072724697,0.055865921787709494,-141.72500913600913
CH,Cdl_Au,Au,base,20.0,0.2548506610908705,0.08379888268156424,-137.6411454982075
CH,Cdl_Au,Au,base,20.0,0.33980088145449394,0.11173184357541899,-133.68155099445588
CH,Cdl_Au,Au,base,20.0,0.4247511018181174,0.13966480446927373,-129.84156084891953
CH,Cdl_Au,Au,base,20.0,0.509701322181741,0.16759776536312848,-126.11683402424744
CH,Cdl_Au,Au,base,20.0,0.5946515425453645,0.19553072625698323,-122.50330560786303
CH,Cdl_Au,Au,base,20.0,0.6796017629089879,0.22346368715083798,-118.9971491886555
CH,Cdl_Au,Au,base,20.0,0.7645519832726115,0.25139664804469275,-115.59474685748373
CH,Cdl_Au,Au,base,20.0,0.8495022036362349,0.27932960893854747,-112.29266505779017
CH,Cdl_Au,Au,base,20.0,0.9344524239998584,0.3072625698324022,-109.08763495175288
CH,Cdl_Au,Au,base,20.0,1.019402644363482,0.33519553072625696,-105.97653629360184
CH,Cdl_Au,Au,base,20.0,1.1043528647271055,0.36312849162011174,-102.956384044853
CH,Cdl_Au,Au,base,20.0,1.189303085090729,0.39106145251396646,-100.02431714800218
CH,Cdl_Au,Au,base,20.0,1.2742533054543523,0.4189944134078212,-97.17758901166063
CH,Cdl_Au,Au,base,20.0,1.3592035258179758,0.44692737430167595,-94.41355936288156
CH,Cdl_Au,Au,base,20.0,1.4441537461815994,0.4748603351955307,-91.72968720015729
CH,Cdl_Au,Au,base,20.0,1.529103966545223,0.5027932960893855,-89.12352463958435
CH,Cdl_Au,Au,base,20.0,1.6140541869088463,0.5307262569832402,-86.59271149171862
CH,Cdl_Au,Au,base,20.0,1.6990044072724697,0.5586592178770949,-84.13497044112619
CH,Cdl_Au,Au,base,20.0,1.7839546276360934,0.5865921787709497,-81.74810272718877
CH,Cdl_Au,Au,base,20.0,1.8689048479997168,0.6145251396648044,-79.42998424525648
CH,Cdl_Au,Au,base,20.0,1.9538550683633402,0.6424581005586592,-77.17856200320017
CH,Cdl_Au,Au,base,20.0,2.038805288726964,0.6703910614525139,-74.99185088089479
CH,Cdl_Au,Au,base,20.0,2.1237555090905875,0.6983240223463687,-72.86793064995715
CH,Cdl_Au,Au,base,20.0,2.208705729454211,0.7262569832402235,-70.80494321880373
CH,Cdl_Au,Au,base,20.0,2.2936559498178344,0.7541899441340781,-68.80109007423457
CH,Cdl_Au,Au,base,20.0,2.378606170181458,0.7821229050279329,-66.85462989565947
CH,Cdl_Au,Au,base,20.0,2.4635563905450812,0.8100558659217877,-64.96387632201774
CH,Cdl_Au,Au,base,20.0,2.5485066109087047,0.8379888268156424,-63.12719585462742
CH,Cdl_Au,Au,base,20.0,2.633456831272328,0.8659217877094971,-61.34300588178089
CH,Cdl_Au,Au,base,20.0,2.7184070516359515,0.8938547486033519,-59.60977281301311
CH,Cdl_Au,Au,base,20.0,2.8033572719995754,0.9217877094972067,-57.92601031270121
CH,Cdl_Au,Au,base,20.0,2.888307492363199,0.9497206703910615,-56.29027762408518
CH,Cdl_Au,Au,base,20.0,2.9732577127268223,0.9776536312849161,-54.70117797598347
CH,Cdl_Au,Au,base,20.0,3.058207933090446,1.005586592178771,-53.157357065472745
CH,Cdl_Au,Au,base,20.0,3.1431581534540687,1.0335195530726256,-51.65750161062887
CH,Cdl_Au,Au,base,20.0,3.2281083738176926,1.0614525139664803,-50.20033796813011
CH,Cdl_Au,Au,base,20.0,3.313058594181316,1.089385474860335,-48.78463081111676
CH,Cdl_Au,Au,base,20.0,3.3980088145449394,1.1173184357541899,-47.40918186320844
CH,Cdl_Au,Au,base,20.0,3.4829590349085633,1.1452513966480447,-46.07282868501544
CH,Cdl_Au,Au,base,20.0,3.5679092552721867,1.1731843575418994,-44.77444350985053
CH,Cdl_Au,Au,base,20.0,3.65285947563581,1.2011173184357542,-43.51293212567412
CH,Cdl_Au,Au,base,20.0,3.7378096959994336,1.2290502793296088,-42.28723280058204
CH,Cdl_Au,Au,base,20.0,3.822759916363057,1.2569832402234635,-41.096315249391466
CH,Cdl_Au,Au,base,20.0,3.9077101367266804,1.2849162011173183,-39.93917963909339
CH,Cdl_Au,Au,base,20.0,3.9926603570903043,1.312849162011173,-38.81485563112781
CH,Cdl_Au,Au,base,20.0,4.077610577453928,1.3407821229050279,-37.722401458604146
CH,Cdl_Au,Au,base,20.0,4.162560797817552,1.3687150837988826,-36.66090303673569
CH,Cdl_Au,Au,base,20.0,4.247511018181175,1.3966480446927374,-35.62947310488805
CH,Cdl_Au,Au,base,20.0,4.3324612385447985,1.4245810055865922,-34.6272503987579
CH,Cdl_Au,Au,base,20.0,4.417411458908422,1.452513966480447,-33.65339885130319
CH,Cdl_Au,Au,base,20.0,4.5023616792720444,1.4804469273743015,-32.707106821139206
CH,Cdl_Au,Au,base,20.0,4.587311899635669,1.5083798882681563,-31.787586347200616
CH,Cdl_Au,Au,base,20.0,4.672262119999292,1.536312849162011,-30.894072428545005
CH,Cdl_Au,Au,base,20.0,4.757212340362916,1.5642458100558658,-30.025822328243922
CH,Cdl_Au,Au,base,20.0,4.842162560726539,1.5921787709497206,-29.18211490037046
CH,Cdl_Au,Au,base,20.0,4.9271127810901625,1.6201117318435754,-28.362249939149574
CH,Cdl_Au,Au,base,20.0,5.012063001453786,1.6480446927374302,-27.56554754939116
CH,Cdl_Au,Au,base,20.0,5.097013221817409,1.6759776536312847,-26.79134753737352
CH,Cdl_Au,Au,base,20.0,5.181963442181033,1.7039106145251395,-26.03900882139014
CH,Cdl_Au,Au,base,20.0,5.266913662544656,1.7318435754189943,-25.307908861213324
CH,Cdl_Au,Au,base,20.0,5.35186388290828,1.759776536312849,-24.59744310576672
CH,Cdl_Au,Au,base,20.0,5.436814103271903,1.7877094972067038,-23.907024458333616
CH,Cdl_Au,Au,base,20.0,5.521764323635527,1.8156424581005586,-23.236082758660675
CH,Cdl_Au,Au,base,20.0,5.606714543999151,1.8435754189944134,-22.584064281347793
CH,Cdl_Au,Au,base,20.0,5.691664764362774,1.8715083798882681,-21.950431249942042
CH,Cdl_Au,Au,base,20.0,5.776614984726398,1.899441340782123,-21.33466136618136
CH,Cdl_Au,Au,base,20.0,5.86156520509002,1.9273743016759775,-20.736247353857575
CH,Cdl_Au,Au,base,20.0,5.9465154254536445,1.9553072625698322,-20.15469651679201
CH,Cdl_Au,Au,base,20.0,6.031465645817268,1.983240223463687,-19.589530310438793
CH,Cdl_Au,Au,base,20.0,6.116415866180892,2.011173184357542,-19.040283926651263
CH,Cdl_Au,Au,base,20.0,6.201366086544515,2.0391061452513966,-18.5065058911664
CH,Cdl_Au,Au,base,20.0,6.286316306908137,2.067039106145251,-17.987757673380475
CH,Cdl_Au,Au,base,20.0,6.371266527271762,2.094972067039106,-17.483613308006113
CH,Cdl_Au,Au,base,20.0,6.456216747635385,2.1229050279329607,-16.9936590282178
CH,Cdl_Au,Au,base,20.0,6.541166967999009,2.1508379888268156,-16.517492909907347
CH,Cdl_Au,Au,base,20.0,6.626117188362632,2.17877094972067,-16.054724526686535
CH,Cdl_Au,Au,base,20.0,6.711067408726256,2.206703910614525,-15.6049746152873
CH,Cdl_Au,Au,base,20.0,6.796017629089879,2.2346368715083798,-15.167874751023385
CH,Cdl_Au,Au,base,20.0,6.880967849453502,2.2625698324022343,-14.743067032989702
CH,Cdl_Au,Au,base,20.0,6.965918069817127,2.2905027932960893,-14.330203778687755
CH,Cdl_Au,Au,base,20.0,7.05086829018075,2.318435754189944,-13.928947227776908
CH,Cdl_Au,Au,base,20.0,7.135818510544373,2.346368715083799,-13.538969254661906
CH,Cdl_Au,Au,base,20.0,7.220768730907997,2.3743016759776534,-13.159951089637632
CH,Cdl_Au,Au,base,20.0,7.30571895127162,2.4022346368715084,-12.791583048322085
CH,Cdl_Au,Au,base,20.0,7.390669171635244,2.430167597765363,-12.433564269117486
CH,Cdl_Au,Au,base,20.0,7.475619391998867,2.4581005586592175,-12.08560245844941
CH,Cdl_Au,Au,base,20.0,7.5605696123624915,2.4860335195530725,-11.747413643541517
CH,Cdl_Au,Au,base,20.0,7.645519832726114,2.513966480446927,-11.418721932492552
CH,Cdl_Au,Au,base,20.0,7.730470053089738,2.541899441340782,-11.099259281429653
CH,Cdl_Au,Au,base,20.0,7.815420273453361,2.5698324022346366,-10.788765268520281
CH,Cdl_Au,Au,base,20.0,7.900370493816986,2.5977653631284916,-10.486986874631725
CH,Cdl_Au,Au,base,20.0,7.985320714180609,2.625698324022346,-10.193678270434726
CH,Cdl_Au,Au,base,20.0,8.070270934544233,2.653631284916201,-9.908600609754298
CH,Cdl_Au,Au,base,20.0,8.155221154907856,2.6815642458100557,-9.631521828977354
CH,Cdl_Au,Au,base,20.0,8.240171375271478,2.7094972067039103,-9.362216452332902
CH,Cdl_Au,Au,base,20.0,8.325121595635103,2.7374301675977653,-9.100465402866961
CH,Cdl_Au,Au,base,20.0,8.410071815998725,2.76536312849162,-8.846055818939544
CH,Cdl_Au,Au,base,20.0,8.49502203636235,2.793296089385475,-8.598780876077196
CH,Cdl_Au,Au,base,20.0,8.579972256725974,2.8212290502793294,-8.358439614019671
CH,Cdl_Au,Au,base,20.0,8.664922477089597,2.8491620111731844,-8.124836768804451
CH,Cdl_Au,Au,base,20.0,8.74987269745322,2.877094972067039,-7.897782609738022
CH,Cdl_Au,Au,base,20.0,8.834822917816844,2.905027932960894,-7.67709278110738
CH,Cdl_Au,Au,base,20.0,8.919773138180467,2.9329608938547485,-7.462588148490098
CH,Cdl_Au,Au,base,20.0,9.004723358544089,2.960893854748603,-7.254094649525641
CH,Cdl_Au,Au,base,20.0,9.089673578907714,2.988826815642458,-7.051443149014879
CH,Cdl_Au,Au,base,20.0,9.174623799271338,3.0167597765363126,-6.8544692982191116
CH,Cdl_Au,Au,base,20.0,9.259574019634961,3.0446927374301676,-6.663013398233674
CH,Cdl_Au,Au,base,20.0,9.344524239998584,3.072625698324022,-6.4769202673153865
CH,Cdl_Au,Au,base,20.0,9.429474460362208,3.100558659217877,-6.296039112046567
CH,Cdl_Au,Au,base,20.0,9.514424680725831,3.1284916201117317,-6.1202234022221305
CH,Cdl_Au,Au,base,20.0,9.599374901089455,3.156424581005586,-5.9493307493497944
CH,Cdl_Au,Au,base,20.0,9.684325121453078,3.184357541899441,-5.783222788656713
CH,Cdl_Au,Au,base,20.0,9.769275341816702,3.2122905027932958,-5.6217650644992005
CH,Cdl_Au,Au,base,20.0,9.854225562180325,3.2402234636871508,-5.4648269190753265
CH,Cdl_Au,Au,base,20.0,9.939175782543948,3.2681564245810053,-5.312281384343352
CH,Cdl_Au,Au,base,20.0,10.024126002907572,3.2960893854748603,-5.164005077051667
CH,Cdl_Au,Au,base,20.0,10.109076223271195,3.324022346368715,-5.01987809678909
CH,Cdl_Au,Au,base,20.0,10.194026443634819,3.3519553072625694,-4.879783926966912
CH,Cdl_Au,Au,base,20.0,10.278976663998442,3.3798882681564244,-4.743609338646838
CH,Cdl_Au,Au,base,20.0,10.363926884362066,3.407821229050279,-4.611244297131622
CH,Cdl_Au,Au,base,20.0,10.448877104725689,3.435754189944134,-4.482581871237534
CH,Cdl_Au,Au,base,20.0,10.533827325089312,3.4636871508379885,-4.357518145170527
CH,Cdl_Au,Au,base,20.0,10.618777545452938,3.4916201117318435,-4.235952132929979
CH,Cdl_Au,Au,base,20.0,10.70372776581656,3.519553072625698,-4.1177856951663925
CH,Cdl_Au,Au,base,20.0,10.788677986180184,3.547486033519553,-4.00292345842166
CH,Cdl_Au,Au,base,20.0,10.873628206543806,3.5754189944134076,-3.891272736682398
CH,Cdl_Au,Au,base,20.0,10.95857842690743,3.603351955307262,-3.7827434551792667
CH,Cdl_Au,Au,base,20.0,11.043528647271055,3.631284916201117,-3.67724807636688
CH,Cdl_Au,Au,base,20.0,11.128478867634676,3.6592178770949717,-3.5747015280210843
CH,Cdl_Au,Au,base,20.0,11.213429087998302,3.6871508379888267,-3.475021133392123
CH,Cdl_Au,Au,base,20.0,11.298379308361923,3.7150837988826813,-3.3781265433541328
CH,Cdl_Au,Au,base,20.0,11.383329528725548,3.7430167597765363,-3.2839396704930772
CH,Cdl_Au,Au,base,20.0,11.468279749089172,3.770949720670391,-3.1923846250770658
CH,Cdl_Au,Au,base,20.0,11.553229969452795,3.798882681564246,-3.103387652854512
CH,Cdl_Au,Au,base,20.0,11.638180189816419,3.8268156424581004,-3.01687707462738
CH,Cdl_Au,Au,base,20.0,11.72313041018004,3.854748603351955,-2.932783227548115
CH,Cdl_Au,Au,base,20.0,11.808080630543666,3.88268156424581,-2.85103840809059
CH,Cdl_Au,Au,base,20.0,11.893030850907289,3.9106145251396645,-2.771576816646672
CH,Cdl_Au,Au,base,20.0,11.977981071270912,3.9385474860335195,-2.6943345037015436
CH,Cdl_Au,Au,base,20.0,12.062931291634536,3.966480446927374,-2.619249317542307
CH,Cdl_Au,Au,base,20.0,12.14788151199816,3.994413407821229,-2.546260853455609
CH,Cdl_Au,Au,base,20.0,12.232831732361785,4.022346368715084,-2.4753104043714904
CH,Cdl_Au,Au,base,20.0,12.317781952725404,4.050279329608938,-2.406340912911794
CH,Cdl_Au,Au,base,20.0,12.40273217308903,4.078212290502793,-2.339296924802716
CH,Cdl_Au,Au,base,20.0,12.487682393452655,4.106145251396648,-2.274124543612322
CH,Cdl_Au,Au,base,20.0,12.572632613816275,4.134078212290502,-2.21077138677492
CH,Cdl_Au,Au,base,20.0,12.6575828341799,4.162011173184357,-2.149186542865305
CH,Cdl_Au,Au,base,20.0,12.742533054543523,4.189944134078212,-2.0893205300870563
CH,Cdl_Au,Au,base,20.0,12.827483274907149,4.217877094972067,-2.031125255939994
CH,Cdl_Au,Au,base,20.0,12.91243349527077,4.245810055865921,-1.9745539780329762
CH,Cdl_Au,Au,base,20.0,12.997383715634394,4.273743016759776,-1.9195612660092272
CH,Cdl_Au,Au,base,20.0,13.082333935998019,4.301675977653631,-1.8661029645522802
CH,Cdl_Au,Au,base,20.0,13.16728415636164,4.329608938547485,-1.8141361574416153
CH,Cdl_Au,Au,base,20.0,13.252234376725264,4.35754189944134,-1.7636191326278825
CH,Cdl_Au,Au,base,20.0,13.337184597088887,4.385474860335195,-1.71451134829859
CH,Cdl_Au,Au,base,20.0,13.422134817452513,4.41340782122905,-1.666773399905869
CH,Cdl_Au,Au,base,20.0,13.507085037816136,4.4413407821229045,-1.6203669881288172
CH,Cdl_Au,Au,base,20.0,13.592035258179758,4.4692737430167595,-1.5752548877437096
CH,Cdl_Au,Au,base,20.0,13.676985478543383,4.4972067039106145,-1.5314009173761263
CH,Cdl_Au,Au,base,20.0,13.761935698907005,4.525139664804469,-1.4887699101097973
CH,Cdl_Au,Au,base,20.0,13.84688591927063,4.553072625698324,-1.447327684927702
CH,Cdl_Au,Au,base,20.0,13.931836139634253,4.581005586592179,-1.4070410189616773
CH,Cdl_Au,Au,base,20.0,14.016786359997877,4.608938547486034,-1.3678776205274468
CH,Cdl_Au,Au,base,20.0,14.1017365803615,4.636871508379888,-1.3298061029226695
CH,Cdl_Au,Au,base,20.0,14.186686800725123,4.664804469273743,-1.2927959589662548
CH,Cdl_Au,Au,base,20.0,14.271637021088747,4.692737430167598,-1.2568175362578091
