segment_id,material,x_nm,phi_RP_V,sigma_C_per_m2
Au,Au,0.87,-0.18507613507882656,-0.07366169815681263
Au,Au,0.875,-0.1849728323532835,-0.07371334951958416
Au,Au,0.88,-0.18486723398574925,-0.07376614870335128
Au,Au,0.885,-0.18475974680776552,-0.07381989229234315
Au,Au,0.89,-0.184651878189411,-0.0738738266015204
Au,Au,0.895,-0.18454465011867027,-0.07392744063689077
Au,Au,0.9,-0.1844375129191363,-0.07398100923665776
Au,Au,0.905,-0.18432890714273714,-0.07403531212485734
Au,Au,0.91,-0.18421789389932391,-0.07409081874656395
Au,Au,0.915,-0.1841051434868082,-0.07414719395282181
Au,Au,0.92,-0.18399223542183193,-0.07420364798530994
Au,Au,0.925,-0.18387999461503013,-0.07425976838871085
Au,Au,0.93,-0.183767609937403,-0.07431596072752442
Au,Au,0.935,-0.1836534703960594,-0.07437303049819621
Au,Au,0.94,-0.18353685103499812,-0.07443134017872685
Au,Au,0.945,-0.18341867811983845,-0.07449042663630669
Au,Au,0.95,-0.18330055959936342,-0.0745494858965442
Au,Au,0.955,-0.1831830889777775,-0.07460822120733716
Au,Au,0.96,-0.18306520485410363,-0.0746671632691741
Au,Au,0.965,-0.18294528998405482,-0.0747271207041985
Au,Au,0.97,-0.18282286540388654,-0.07478833299428264
Au,Au,0.975,-0.18269909832059472,-0.07485021653592855
Au,Au,0.98,-0.18257557834567142,-0.0749119765233902
Au,Au,0.985,-0.18245263790296662,-0.0749734467447426
Au,Au,0.99,-0.18232898404293416,-0.07503527367475883
Au,Au,0.995,-0.18220304110178168,-0.07509824514533507
Au,Au,1.0,-0.18207460299035053,-0.07516246420105065
Au,Au,1.005,-0.1819450552987169,-0.07522723804686746
Au,Au,1.01,-0.1818159205185295,-0.07529180543696117
Au,Au,1.015,-0.1816872459792803,-0.07535614270658576
Au,Au,1.02,-0.1815575333641848,-0.07542099901413352
Au,Au,1.025,-0.18142529786579173,-0.07548711676333004
Au,Au,1.03,-0.18129062700901388,-0.07555445219171897
Au,Au,1.035,-0.1811550948493115,-0.07562221827157016
Au,Au,1.04,-0.18102010710220082,-0.0756897121451255
Au,Au,1.045,-0.18088540856920274,-0.07575706141162454
Au,Au,1.05,-0.18074932894154674,-0.07582510122545254
Au,Au,1.055,-0.18061052380589449,-0.07589450379327867
Au,Au,1.06,-0.1804693880266898,-0.07596507168288101
Au,Au,1.065,-0.18032764720018665,-0.07603594209613258
Au,Au,1.07,-0.18018654095150263,-0.0761064952204746
Au,Au,1.075,-0.18004550151378523,-0.07617701493933329
Au,Au,1.08,-0.17990272671107346,-0.07624840234068918
Au,Au,1.085,-0.17975706107654235,-0.07632123515795473
Au,Au,1.09,-0.17960921277279907,-0.07639515930982638
Au,Au,1.095,-0.17946101553708596,-0.07646925792768293
Au,Au,1.1,-0.17931349520063877,-0.07654301809590652
Au,Au,1.105,-0.1791657694645516,-0.07661688096395011
Au,Au,1.11,-0.1790159505379624,-0.07669179042724471
Au,Au,1.115,-0.17886311817926093,-0.07676820660659545
Au,Au,1.12,-0.17870829142708183,-0.07684561998268499
Au,Au,1.125,-0.17855336299071203,-0.07692308420086989
Au,Au,1.13,-0.17839910011142618,-0.07700021564051282
Au,Au,1.135,-0.17824431260622325,-0.07707760939311428
Au,Au,1.14,-0.17808707865605458,-0.07715622636819862
Au,Au,1.145,-0.17792675594586344,-0.07723638772329419
Au,Au,1.15,-0.1777646631301462,-0.07731743413115282
Au,Au,1.155,-0.1776026978238727,-0.07739841678428956
Au,Au,1.16,-0.1774413280878875,-0.07747910165228215
Au,Au,1.165,-0.1772790714845698,-0.077560229953941
Au,Au,1.17,-0.1771140281343475,-0.07764275162905215
Au,Au,1.175,-0.17694587148018856,-0.07772682995613163
Au,Au,1.18,-0.1767761994082988,-0.0778116659920765
Au,Au,1.185,-0.1766068565002714,-0.07789633744609022
Au,Au,1.19,-0.17643797652464,-0.07798077743390591
Au,Au,1.195,-0.1762678095920465,-0.07806586090020266
Au,Au,1.2,-0.1760945370114765,-0.07815249719048765
Au,Au,1.205,-0.17591817969077786,-0.07824067585083698
Au,Au,1.21,-0.1757405851359738,-0.07832947312823901
Au,Au,1.215,-0.17556348424489043,-0.07841802357378069
Au,Au,1.22,-0.17538664808167156,-0.07850644165539013
Au,Au,1.225,-0.17520809328634432,-0.07859571905305375
Au,Au,1.23,-0.17502614365921937,-0.07868669386661623
Au,Au,1.235,-0.17484119196421094,-0.07877916971412044
Au,Au,1.24,-0.17465529657264275,-0.07887211740990453
Au,Au,1.245,-0.1744700126151824,-0.0789647593886347
Au,Au,1.25,-0.17428472788319846,-0.07905740175462668
Au,Au,1.255,-0.17409726851857046,-0.07915113143694068
Au,Au,1.26,-0.17390616283441898,-0.07924668427901642
Au,Au,1.265,-0.173712191423266,-0.07934366998459291
Au,Au,1.27,-0.17351757590062905,-0.07944097774591138
Au,Au,1.275,-0.17332363348625604,-0.07953794895309789
Au,Au,1.28,-0.17312935701698715,-0.07963508718773234
Au,Au,1.285,-0.1729324337218217,-0.07973354883531505
Au,Au,1.29,-0.17273165774818444,-0.07983393682213369
Au,Au,1.295,-0.17252820407818625,-0.07993566365713278
Au,Au,1.3,-0.17232440154778433,-0.08003756492233374
Au,Au,1.305,-0.17212126870361014,-0.08013913134442084
Au,Au,1.31,-0.17191740155399327,-0.08024106491922928
Au,Au,1.315,-0.17171040804806534,-0.08034456167219324
Au,Au,1.32,-0.17149940731207944,-0.08045006204018619
Au,Au,1.325,-0.17128596500279306,-0.08055678319482938
Au,Au,1.33,-0.17107245339368765,-0.08066353899938208
Au,Au,1.335,-0.17085953446214902,-0.0807699984651514
Au,Au,1.34,-0.17064541610413209,-0.08087705764415987
Au,Au,1.345,-0.17042769392861093,-0.08098591873192044
Au,Au,1.35,-0.1702058674995123,-0.08109683194646976
Au,Au,1.355,-0.1699818784354937,-0.08120882647847906
Au,Au,1.36,-0.1697580717144374,-0.0813207298390072
Au,Au,1.365,-0.16953469921391154,-0.08143241608927014
Au,Au,1.37,-0.1693096006552383,-0.08154496536860675
Au,Au,1.375,-0.16908043265271278,-0.08165954936986952
Au,Au,1.38,-0.1688471254673689,-0.08177620296254146
Au,Au,1.385,-0.16861197039788664,-0.08189378049728259
Au,Au,1.39,-0.16837720839752007,-0.08201116149746587
Au,Au,1.395,-0.16814263356593592,-0.08212844891325795
Au,Au,1.4,-0.16790574908400402,-0.0822468911542239
Au,Au,1.405,-0.1676643512837566,-0.08236759005434761
Au,Au,1.41,-0.16741884469029386,-0.08249034335107898
Au,Au,1.415,-0.1671718320111556,-0.08261384969064811
Au,Au,1.42,-0.1669253685230872,-0.08273708143468231
Au,Au,1.425,-0.16667875017033387,-0.08286039061105897
Au,Au,1.43,-0.16642918724410458,-0.08298517207417362
Au,Au,1.435,-0.1661746987249641,-0.08311241633374386
Au,Au,1.44,-0.16591619882737754,-0.08324166628253714
Au,Au,1.445,-0.16565655112958835,-0.08337149013143173
Au,Au,1.45,-0.16539753981520347,-0.08350099578862417
Au,Au,1.455,-0.16513793098153773,-0.08363080020545705
Au,Au,1.46,-0.16487469787489226,-0.08376241675877978
Au,Au,1.465,-0.1646061680501188,-0.08389668167116651
Au,Au,1.47,-0.16433379130833684,-0.08403287004205749
Au,Au,1.475,-0.16406062913726482,-0.0841694511275935
Au,Au,1.48,-0.16378810664732785,-0.08430571237256199
Au,Au,1.485,-0.1635144383867524,-0.08444254650284971
Au,Au,1.49,-0.1632364286545117,-0.08458155136897005
Au,Au,1.495,-0.16295280124459774,-0.08472336507392704
Au,Au,1.5,-0.1626655566028283,-0.08486698739481176
Au,Au,1.505,-0.16237787867103326,-0.08501082636070928
Au,Au,1.51,-0.16209074413592905,-0.08515439362826138
Au,Au,1.515,-0.16180180549195225,-0.08529886295024978
Au,Au,1.52,-0.16150777842239603,-0.0854458764850279
Au,Au,1.525,-0.1612078711274413,-0.08559583013250525
Au,Au,1.53,-0.1609046376826391,-0.08574744685490636
Au,Au,1.535,-0.16060129649017849,-0.08589911745113667
Au,Au,1.54,-0.16029828621221526,-0.08605062259011828
Au,Au,1.545,-0.159992699091198,-0.0862034161506269
Au,Au,1.55,-0.15968125472735228,-0.08635913833254977
Au,Au,1.555,-0.15936373324141218,-0.08651789907551982
Au,Au,1.56,-0.1590432320819338,-0.08667814965525901
Au,Au,1.565,-0.15872290347310722,-0.0868383139596723
Au,Au,1.57,-0.15840255916650367,-0.08699848611297407
Au,Au,1.575,-0.15807874628045726,-0.08716039255599728
Au,Au,1.58,-0.15774829311360056,-0.08732561913942563
Au,Au,1.585,-0.15741163757520296,-0.08749394690862443
Au,Au,1.59,-0.15707239584996818,-0.08766356777124182
Au,Au,1.595,-0.15673354039864182,-0.087832995496905
Au,Au,1.6,-0.15639416859210475,-0.08800268140017353
Au,Au,1.605,-0.15605031183782264,-0.08817460977731459
Au,Au,1.61,-0.1556990244352465,-0.08835025347860266
Au,Au,1.615,-0.15534148557475608,-0.08852902290884787
Au,Au,1.62,-0.15498178998318637,-0.08870887070463272
Au,Au,1.625,-0.1546226031212458,-0.08888846413560302
Au,Au,1.63,-0.15426222220989813,-0.08906865459127684
Au,Au,1.635,-0.1538962076021906,-0.0892516618951306
Au,Au,1.64,-0.15352197013634533,-0.08943878062805324
Au,Au,1.645,-0.15314151107896107,-0.08962901015674538
Au,Au,1.65,-0.1527593466077672,-0.08982009239234232
Au,Au,1.655,-0.15237769286833966,-0.09001091926205608
Au,Au,1.66,-0.15199396250726344,-0.09020278444259419
Au,Au,1.665,-0.15160330578430742,-0.0903981128040722
Au,Au,1.67,-0.1512036353494746,-0.09059794802148861
Au,Au,1.675,-0.15079785293614423,-0.0908008392281538
Au,Au,1.68,-0.15039082046369043,-0.0910043554643807
Au,Au,1.685,-0.14998414469591234,-0.09120769334826974
Au,Au,1.69,-0.14957426927340245,-0.09141263105952468
Au,Au,1.695,-0.14915601297458236,-0.09162175920893473
Au,Au,1.7,-0.14872795311133577,-0.09183578914055802
Au,Au,1.705,-0.1482939691026425,-0.09205278114490466
Au,Au,1.71,-0.147859171797158,-0.09227017979764691
Au,Au,1.715,-0.14742437595317745,-0.09248757771963718
Au,Au,1.72,-0.14698496882054793,-0.09270728128595195
Au,Au,1.725,-0.14653553590130403,-0.0929319977455739
Au,Au,1.73,-0.1460755047323158,-0.09316201333006802
Au,Au,1.735,-0.145609811181441,-0.0933948601055054
Au,Au,1.74,-0.1451436931654884,-0.09362791911348171
Au,Au,1.745,-0.14467695973109562,-0.0938612858306781
Au,Au,1.75,-0.1442038457780285,-0.09409784280721166
Au,Au,1.755,-0.14371882441673556,-0.09434035348785813
Au,Au,1.76,-0.14322239082931104,-0.09458857028157039
Au,Au,1.765,-0.142720622815455,-0.09483945428849841
Au,Au,1.77,-0.14221873171827018,-0.09509039983709082
Au,Au,1.775,-0.1417152608150171,-0.09534213528871736
Au,Au,1.78,-0.14120317771962132,-0.09559817683641525
Au,Au,1.785,-0.14067699195048095,-0.09586126972098544
Au,Au,1.79,-0.14013853205799523,-0.0961304996672283
Au,Au,1.795,-0.13959511949743902,-0.0964022059475064
Au,Au,1.8,-0.1390517414030138,-0.09667389499471901
Au,Au,1.805,-0.13850534065539757,-0.09694709536852712
Au,Au,1.81,-0.1379474640347447,-0.09722603367885356
Au,Au,1.815,-0.13737284349659376,-0.09751334394792903
Au,Au,1.82,-0.1367849855607115,-0.09780727291587016
Au,Au,1.825,-0.1361925911359006,-0.09810347012827561
Au,Au,1.83,-0.13560015786784047,-0.09839968676230568
Au,Au,1.835,-0.13500256393145887,-0.09869848373049647
Au,Au,1.84,-0.1343897038308518,-0.09900491378080001
Au,Au,1.845,-0.13375677256281018,-0.09932137941482082
Au,Au,1.85,-0.13310943834538178,-0.09964504652353502
Au,Au,1.855,-0.1324579867719541,-0.09997077231024885
Au,Au,1.86,-0.1318060432827537,-0.10029674405484906
Au,Au,1.865,-0.13114571014056642,-0.1006269106259427
Au,Au,1.87,-0.13046483365573203,-0.1009673488683599
Au,Au,1.875,-0.12975940102060066,-0.10132006518592558
Au,Au,1.88,-0.12903799484247813,-0.10168076827498684
Au,Au,1.885,-0.1283128372534254,-0.10204334706951321
Au,Au,1.89,-0.12758606333280276,-0.10240673402982453
Au,Au,1.895,-0.12684575803930867,-0.10277688667657157
Au,Au,1.9,-0.12607693786294355,-0.10316129676475413
Au,Au,1.905,-0.1252768698643071,-0.10356133076407235
Au,Au,1.91,-0.12445839268270892,-0.10397056935487145
Au,Au,1.915,-0.12363635881471373,-0.10438158628886904
Au,Au,1.92,-0.12281022436237941,-0.1047946535150362
Au,Au,1.925,-0.12196145037353101,-0.1052190405094604
Au,Au,1.93,-0.12107034323113446,-0.10566459408065867
Au,Au,1.935,-0.12013623597915622,-0.10613164770664779
Au,Au,1.94,-0.11917912630790307,-0.10661020254227438
Au,Au,1.945,-0.11821815745106443,-0.1070906869706937
Au,Au,1.95,-0.1172470543310873,-0.10757623853068227
Au,Au,1.955,-0.11623320793506332,-0.10808316172869425
Au,Au,1.96,-0.1151457563499336,-0.10862688752125911
Au,Au,1.965,-0.11398712293624808,-0.10920620422810187
Au,Au,1.97,-0.11279318442677592,-0.10980317348283794
Au,Au,1.975,-0.11159304582886141,-0.1104032427817952
Au,Au,1.98,-0.11035997276985347,-0.11101977931129917
Au,Au,1.985,-0.10900212323778204,-0.1116987040773349
Au,Au,1.99,-0.10741461719272419,-0.11249245709986382
Au,Au,1.995,-0.10556218877250499,-0.1134186713099734
C,C,2.0,-0.10352913206942138,0.040225920135393924
C,C,2.01,-0.09962775555932936,0.039445644833375516
C,C,2.02,-0.09664378287852624,0.038848850297214896
C,C,2.03,-0.09416038380272711,0.038352170482055074
C,C,2.04,-0.09174708339781819,0.03786951040107328
C,C,2.05,-0.08957594086680963,0.037435281894871573
C,C,2.06,-0.08756764314516342,0.037033622350542326
C,C,2.07,-0.08559353913999292,0.03663880154950823
C,C,2.08,-0.08376509430756347,0.03627311258302234
C,C,2.09,-0.08202398510020761,0.03592489074155117
C,C,2.1,-0.08030772209196872,0.03558163813990339
C,C,2.11,-0.0786969526796892,0.03525948425744748
C,C,2.12,-0.07714011163717051,0.034948116048943746
C,C,2.13,-0.07560474826516259,0.034641043374542164
C,C,2.14,-0.07415216740112895,0.03435052720173544
C,C,2.15,-0.07273484052739623,0.0340670618269889
C,C,2.16,-0.0713378355137947,0.03378766082426859
C,C,2.17,-0.07000852231511145,0.03352179818453194
C,C,2.18,-0.06870275765522017,0.03326064525255368
C,C,2.19,-0.06741713797805118,0.03300352131711989
C,C,2.2,-0.0661881119138266,0.03275771610427497
C,C,2.21,-0.06497484433566311,0.03251506258864227
C,C,2.22,-0.06378199088082487,0.03227649189767462
C,C,2.23,-0.06263698986067259,0.03204749169364417
C,C,2.24,-0.06150242138861873,0.03182057799923339
C,C,2.25,-0.06038870939848744,0.03159783560120714
C,C,2.26,-0.05931563166596329,0.03138322005470231
C,C,2.27,-0.05824933968381018,0.031169961658271683
C,C,2.28,-0.05720436355851747,0.03096096643321314
C,C,2.29,-0.05619386558776863,0.03075886683906337
C,C,2.3,-0.055187717158046316,0.030557637153118912
C,C,2.31,-0.05420326502497131,0.030360746726503907
C,C,2.32,-0.053247928376793485,0.030169679396868345
C,C,2.33,-0.05229541226042627,0.029979176173594902
C,C,2.34,-0.05136483304406129,0.029793060330321905
C,C,2.35,-0.050458637990734245,0.029611821319656496
C,C,2.36,-0.04955443085874731,0.02943097989325911
C,C,2.37,-0.048672223098556955,0.029254538341221038
C,C,2.38,-0.047810199536894686,0.029082133628888587
C,C,2.39,-0.046949871853203345,0.028910068092150316
C,C,2.4,-0.04611140551122178,0.028742374823754004
C,C,2.41,-0.04528939209119907,0.02857797213974946
C,C,2.42,-0.04446920156485289,0.028413934034480226
C,C,2.43,-0.04367052351610701,0.02825419842473105
C,C,2.44,-0.04288499580935427,0.028097092883380505
C,C,2.45,-0.04210173807926335,0.027940441337362315
C,C,2.46,-0.04133943237132036,0.02778798019577372
C,C,2.47,-0.0405873767253075,0.027637569066571145
C,C,2.48,-0.03983827479436408,0.027487748680382465
C,C,2.49,-0.03910935993929499,0.027341965709368643
C,C,2.5,-0.03838817850920527,0.027197729423350706
C,C,2.51,-0.03767079922782734,0.027054253567075116
C,C,2.52,-0.036972651222120886,0.026914623965933828
C,C,2.53,-0.03628008885169747,0.026776111491849143
C,C,2.54,-0.03559227879691654,0.026638549480892955
C,C,2.55,-0.03492257242333264,0.026504608206176172
C,C,2.56,-0.03425665919955857,0.026371425561421358
C,C,2.57,-0.03359649479600278,0.026239392680710207
C,C,2.58,-0.03295315816042578,0.0261107253535948
C,C,2.59,-0.032312163452874965,0.02598252641208464
C,C,2.6,-0.031677911774534405,0.02585567607641653
C,C,2.61,-0.031059090570339738,0.025731911835577593
C,C,2.62,-0.03044148565378701,0.02560839085226705
C,C,2.63,-0.029831573386753397,0.02548640839886033
C,C,2.64,-0.02923560239530767,0.025367214200571184
C,C,2.65,-0.028640029610627362,0.02524809964363512
C,C,2.66,-0.028053018353598733,0.025130697392229395
C,C,2.67,-0.02747839837761687,0.025015773397033023
C,C,2.68,-0.02690364536817027,0.024900822795143704
C,C,2.69,-0.026338211923001408,0.02478773610610993
C,C,2.7,-0.025783590826643513,0.02467681188683835
C,C,2.71,-0.025228568790557248,0.0245658074796211
