L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
15.0,0.1,Au,0.0,-185.71724920756336,-8.58582983789808
15.0,0.1,Au,0.005,-185.71717628536925,-8.585833484007786
15.0,0.1,Au,0.01,-185.71556284116576,-8.58591415621796
15.0,0.1,Au,0.015,-185.71380224111806,-8.586002186220346
15.0,0.1,Au,0.02,-185.71050350118495,-8.586167123217
15.0,0.1,Au,0.025,-185.707053674963,-8.586339614528098
15.0,0.1,Au,0.03,-185.70207046517555,-8.58658877501747
15.0,0.1,Au,0.035,-185.69692963141833,-8.586845816705333
15.0,0.1,Au,0.04,-185.69026252877535,-8.58717917183748
15.0,0.1,Au,0.045,-185.68342867680272,-8.587520864436113
15.0,0.1,Au,0.05,-185.67507800527977,-8.587938398012259
15.0,0.1,Au,0.055,-185.66654889869636,-8.58836485334143
15.0,0.1,Au,0.06,-185.6565147250415,-8.588866562024174
15.0,0.1,Au,0.065,-185.64628790521596,-8.589377903015452
15.0,0.1,Au,0.07,-185.63457003470208,-8.589963796541145
15.0,0.1,Au,0.075,-185.6226428241094,-8.590560157070778
15.0,0.1,Au,0.08,-185.60924079624507,-8.591230258463995
15.0,0.1,Au,0.085,-185.5956103016623,-8.591911783193133
15.0,0.1,Au,0.09,-185.58052338588274,-8.592666128982112
15.0,0.1,Au,0.095,-185.56518650142866,-8.593432973204816
15.0,0.1,Au,0.1,-185.5484136927614,-8.594271613638178
15.0,0.1,Au,0.105,-185.5313671027695,-8.595123943137772
15.0,0.1,Au,0.11,-185.5129071174963,-8.596046942401433
15.0,0.1,Au,0.115,-185.49414729921094,-8.596984933315701
15.0,0.1,Au,0.12,-185.47399857052793,-8.597992369749852
15.0,0.1,Au,0.125,-185.45352179661324,-8.599016208445585
15.0,0.1,Au,0.13,-185.43168247029982,-8.600108174761258
15.0,0.1,Au,0.135,-185.40948481115228,-8.601218057718635
15.0,0.1,Au,0.14,-185.38595274125683,-8.602394661213406
15.0,0.1,Au,0.145,-185.36203006710957,-8.60359079492077
15.0,0.1,Au,0.15,-185.3368028116618,-8.604852157693157
15.0,0.1,Au,0.155,-185.3111507944759,-8.606134758552454
15.0,0.1,Au,0.16,-185.28422561122994,-8.60748101771475
15.0,0.1,Au,0.165,-185.25683972635466,-8.608850311958516
15.0,0.1,Au,0.17,-185.2282135685742,-8.610281619847537
15.0,0.1,Au,0.175,-185.19908909617743,-8.611737843467376
15.0,0.1,Au,0.18,-185.16875860846943,-8.613254367852777
15.0,0.1,Au,0.185,-185.13789063471583,-8.614797766540457
15.0,0.1,Au,0.19,-185.10585214891896,-8.6163996908303
15.0,0.1,Au,0.195,-185.07323556690048,-8.618030519931224
15.0,0.1,Au,0.2,-185.03948509803402,-8.619718043374547
15.0,0.1,Au,0.205,-185.00511460843353,-8.621436567854571
15.0,0.1,Au,0.21,-184.9696478507149,-8.623209905740502
15.0,0.1,Au,0.215,-184.93351796219827,-8.625016400166336
15.0,0.1,Au,0.22,-184.8963302851345,-8.626875784019523
15.0,0.1,Au,0.225,-184.85843531446324,-8.628770532553085
15.0,0.1,Au,0.23,-184.81952175902094,-8.6307162103252
15.0,0.1,Au,0.235,-184.77985583087542,-8.632699506732477
15.0,0.1,Au,0.24,-184.73921110573426,-8.634731742989535
15.0,0.1,Au,0.245,-184.6977681522381,-8.636803890664343
15.0,0.1,Au,0.25,-184.65538663013663,-8.638922966769416
15.0,0.1,Au,0.255,-184.61216039007863,-8.641084278772317
15.0,0.1,Au,0.26,-184.5680361042475,-8.643290493063873
15.0,0.1,Au,0.265,-184.5230201219901,-8.645541292176743
15.0,0.1,Au,0.27,-184.47714676268592,-8.647834960141951
15.0,0.1,Au,0.275,-184.43033438675488,-8.650175578938505
