L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
1.0,0.5,Au,0.0,-196.64759683758862,-6.0724001363511455
1.0,0.5,Au,0.005,-196.6476446094558,-6.072397747757787
1.0,0.5,Au,0.01,-196.64691440570618,-6.072434257945266
1.0,0.5,Au,0.015,-196.64626595644805,-6.072466680408175
1.0,0.5,Au,0.02,-196.64486678436742,-6.072536639012204
1.0,0.5,Au,0.025,-196.64350885915192,-6.072604535272981
1.0,0.5,Au,0.03,-196.6414530098847,-6.072707327736341
1.0,0.5,Au,0.035,-196.6393737082624,-6.072811292817456
1.0,0.5,Au,0.04,-196.63667151991615,-6.072946402234769
1.0,0.5,Au,0.045,-196.633861024608,-6.073086927000176
1.0,0.5,Au,0.05,-196.63052021630216,-6.073253967415469
1.0,0.5,Au,0.055,-196.62697138541844,-6.073431408959655
1.0,0.5,Au,0.06,-196.62299654750095,-6.073630150855529
1.0,0.5,Au,0.065,-196.618705333253,-6.0738447115679275
1.0,0.5,Au,0.07,-196.6140976054837,-6.074075097956391
1.0,0.5,Au,0.075,-196.60906327321922,-6.074326814569615
1.0,0.5,Au,0.08,-196.60382023105996,-6.074588966677578
1.0,0.5,Au,0.085,-196.59804536482469,-6.074877709989342
1.0,0.5,Au,0.09,-196.59216112106256,-6.075171922177448
1.0,0.5,Au,0.095,-196.58565141514674,-6.075497407473239
1.0,0.5,Au,0.1,-196.57911693070469,-6.0758241316953425
1.0,0.5,Au,0.105,-196.5718807799214,-6.076185939234506
1.0,0.5,Au,0.11,-196.56468436469632,-6.076545759995761
1.0,0.5,Au,0.115,-196.55673227865645,-6.076943364297755
1.0,0.5,Au,0.12,-196.54886025140536,-6.077336965660309
1.0,0.5,Au,0.125,-196.54020412901116,-6.0777697717800185
1.0,0.5,Au,0.13,-196.53164159537906,-6.078197898461624
1.0,0.5,Au,0.135,-196.52229390449426,-6.078665283005863
1.0,0.5,Au,0.14,-196.51302560487156,-6.079128697986999
1.0,0.5,Au,0.145,-196.5029985180743,-6.079630052326862
1.0,0.5,Au,0.15,-196.49300969256527,-6.080129493602312
1.0,0.5,Au,0.155,-196.48231423270326,-6.080664266595413
1.0,0.5,Au,0.16,-196.47159144932914,-6.08120040576412
1.0,0.5,Au,0.165,-196.46023669806954,-6.0817681433271
1.0,0.5,Au,0.17,-196.44876859251283,-6.082341548604934
1.0,0.5,Au,0.175,-196.43676101126573,-6.0829419276672905
1.0,0.5,Au,0.18,-196.4245388918655,-6.083553033637301
1.0,0.5,Au,0.185,-196.41188179756728,-6.084185888352213
1.0,0.5,Au,0.19,-196.39890007754445,-6.084834974353353
1.0,0.5,Au,0.195,-196.38559330625296,-6.085500312917929
1.0,0.5,Au,0.2,-196.3718497357984,-6.086187491440656
