L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
6.0,0.9,Au,0.0,-201.21699428360535,-5.371781051893068
6.0,0.9,Au,0.005,-201.21703497415842,-5.371779017365413
6.0,0.9,Au,0.01,-201.21669769186752,-5.371795881479959
6.0,0.9,Au,0.015,-201.21643454175816,-5.371809038985427
6.0,0.9,Au,0.02,-201.2158077607021,-5.371840378038232
6.0,0.9,Au,0.025,-201.2152338180583,-5.371869075170421
6.0,0.9,Au,0.03,-201.21432402933246,-5.371914564606713
6.0,0.9,Au,0.035,-201.21343307115345,-5.371959112515663
6.0,0.9,Au,0.04,-201.2122457529473,-5.372018478425971
6.0,0.9,Au,0.045,-201.21103266879518,-5.3720791326335755
6.0,0.9,Au,0.05,-201.20957193591178,-5.372152169277747
6.0,0.9,Au,0.055,-201.20803303951973,-5.372229114097349
6.0,0.9,Au,0.06,-201.20630137532504,-5.372315697307083
6.0,0.9,Au,0.065,-201.20443462465252,-5.37240903484071
6.0,0.9,Au,0.07,-201.20243271220568,-5.372509130463052
6.0,0.9,Au,0.075,-201.20023782417255,-5.372618874864708
6.0,0.9,Au,0.08,-201.19796448711836,-5.372732541717418
6.0,0.9,Au,0.085,-201.1954429397888,-5.372858619083895
6.0,0.9,Au,0.09,-201.1928951967581,-5.372986006235431
6.0,0.9,Au,0.095,-201.19005011876996,-5.373128260134838
6.0,0.9,Au,0.1,-201.1872233479603,-5.3732695986753205
6.0,0.9,Au,0.105,-201.18405930200834,-5.373427800972919
6.0,0.9,Au,0.11,-201.18094750575494,-5.373583390785589
6.0,0.9,Au,0.115,-201.17747017954517,-5.373757257096076
6.0,0.9,Au,0.12,-201.17406633244488,-5.373927449451091
6.0,0.9,Au,0.125,-201.170282156315,-5.374116658257584
6.0,0.9,Au,0.13,-201.16657861524726,-5.374301835310972
6.0,0.9,Au,0.135,-201.16249433023717,-5.374506049561477
6.0,0.9,Au,0.14,-201.15848328074887,-5.374706602035892
6.0,0.9,Au,0.145,-201.1541054840074,-5.374925491872966
6.0,0.9,Au,0.15,-201.14977939522626,-5.375141796312022
6.0,0.9,Au,0.155,-201.14511409109733,-5.3753750615184686
6.0,0.9,Au,0.16,-201.14046615077618,-5.375607458534526
6.0,0.9,Au,0.165,-201.1355183355773,-5.37585484929447
6.0,0.9,Au,0.17,-201.13054283807375,-5.376103624169648
6.0,0.9,Au,0.175,-201.12531614451956,-5.376364958847358
6.0,0.9,Au,0.18,-201.12000880740501,-5.3766303257030845
6.0,0.9,Au,0.185,-201.11450523095192,-5.376905504525739
6.0,0.9,Au,0.19,-201.1088634203564,-5.377187595055514
6.0,0.9,Au,0.195,-201.1030831446652,-5.377476608840076
6.0,0.9,Au,0.2,-201.09710599512144,-5.377775466317264
6.0,0.9,Au,0.205,-201.09104732769208,-5.3780783996887305
6.0,0.9,Au,0.21,-201.084735748789,-5.378393978633886
6.0,0.9,Au,0.215,-201.07839517096517,-5.3787110075250775
6.0,0.9,Au,0.22,-201.07175174016567,-5.379043179065052
6.0,0.9,Au,0.225,-201.06512406858985,-5.379374562643843
6.0,0.9,Au,0.23,-201.05815281665895,-5.379723125240387
6.0,0.9,Au,0.235,-201.05123146630362,-5.380069192758154
6.0,0.9,Au,0.24,-201.04393756849652,-5.38043388764851
6.0,0.9,Au,0.245,-201.03671490103966,-5.380795021021352
6.0,0.9,Au,0.25,-201.0291042931062,-5.381175551418026
6.0,0.9,Au,0.255,-201.02157202907077,-5.381552164619798
6.0,0.9,Au,0.26,-201.01365097185806,-5.381948217480432
6.0,0.9,Au,0.265,-201.00580064090116,-5.382340734028277
6.0,0.9,Au,0.27,-200.99757526058883,-5.382752003043893
6.0,0.9,Au,0.275,-200.98939866189465,-5.383160832978602
6.0,0.9,Au,0.28,-200.98087449449093,-5.383587041348789
6.0,0.9,Au,0.285,-200.97236413851016,-5.384012559147827
6.0,0.9,Au,0.29,-200.96354570703764,-5.3844534807214535
6.0,0.9,Au,0.295,-200.95469521091832,-5.384896005527419
6.0,0.9,Au,0.3,-200.94558566174817,-5.385351482985927
6.0,0.9,Au,0.305,-200.93639007360122,-5.385811262393274
6.0,0.9,Au,0.31,-200.92699089478273,-5.386281221334199
6.0,0.9,Au,0.315,-200.91744692630095,-5.386758419758288
6.0,0.9,Au,0.32,-200.90775776569188,-5.387242877788741
6.0,0.9,Au,0.325,-200.89786391828744,-5.387737570158962
6.0,0.9,Au,0.33,-200.8878825131042,-5.388236640418126
6.0,0.9,Au,0.335,-200.87763908932732,-5.38874881160697
6.0,0.9,Au,0.34,-200.86736131183403,-5.389262700481634
6.0,0.9,Au,0.345,-200.85677031096415,-5.389792250525128
6.0,0.9,Au,0.35,-200.846190327783,-5.3903212496841855
6.0,0.9,Au,0.355,-200.83525523169018,-5.390868004488826
6.0,0.9,Au,0.36,-200.82436576713027,-5.3914124777168215
6.0,0.9,Au,0.365,-200.813091229375,-5.391976204604585
6.0,0.9,Au,0.37,-200.80188391665277,-5.392536570240697
6.0,0.9,Au,0.375,-200.79027537386045,-5.393116997380313
6.0,0.9,Au,0.38,-200.77874117254393,-5.393693707446139
6.0,0.9,Au,0.385,-200.7668044020109,-5.3942905459727895
6.0,0.9,Au,0.39,-200.75493405582188,-5.394884063282242
6.0,0.9,Au,0.395,-200.7426747067382,-5.395497030736425
6.0,0.9,Au,0.4,-200.73045921322245,-5.396107805412213
6.0,0.9,Au,0.405,-200.7178823406466,-5.396736649041005
6.0,0.9,Au,0.41,-200.70531340338138,-5.3973650959042665
6.0,0.9,Au,0.415,-200.69242303404343,-5.398009614371163
6.0,0.9,Au,0.42,-200.67949346901818,-5.398656092622427
