L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
1.0,0.1,Au,0.0,-194.7676157130447,-6.743775452840654
1.0,0.1,Au,0.005,-194.76767338512408,-6.743772569236686
1.0,0.1,Au,0.01,-194.76658321612538,-6.74382707768662
1.0,0.1,Au,0.015,-194.76558844837365,-6.743876816074207
1.0,0.1,Au,0.02,-194.763485240063,-6.7439819764897395
1.0,0.1,Au,0.025,-194.76141884743691,-6.744085296121044
1.0,0.1,Au,0.03,-194.75832034827494,-6.744240221079142
1.0,0.1,Au,0.035,-194.75516508879954,-6.744397984052913
1.0,0.1,Au,0.04,-194.7510862096904,-6.744601928008369
1.0,0.1,Au,0.045,-194.74682783796658,-6.744814846594561
1.0,0.1,Au,0.05,-194.74177968947077,-6.745067254019352
1.0,0.1,Au,0.055,-194.7364078129204,-6.74533584784687
1.0,0.1,Au,0.06,-194.73039696802462,-6.745636390091658
1.0,0.1,Au,0.065,-194.72390565250603,-6.745960955867589
1.0,0.1,Au,0.07,-194.71693368091104,-6.746309554447338
1.0,0.1,Au,0.075,-194.70932176786567,-6.746690150099606
1.0,0.1,Au,0.08,-194.70138507092778,-6.7470869849465
1.0,0.1,Au,0.085,-194.69265618607847,-6.747523429188966
1.0,0.1,Au,0.09,-194.68374614290317,-6.747968931347731
1.0,0.1,Au,0.095,-194.6739083956558,-6.7484608187101
1.0,0.1,Au,0.1,-194.66401181153316,-6.748955647916233
1.0,0.1,Au,0.105,-194.6530772034141,-6.749502378322184
1.0,0.1,Au,0.11,-194.64217703300682,-6.750047386842549
1.0,0.1,Au,0.115,-194.6301606115553,-6.750648207915125
1.0,0.1,Au,0.12,-194.618236912163,-6.75124439288474
1.0,0.1,Au,0.125,-194.60515572252902,-6.751898452366439
1.0,0.1,Au,0.13,-194.59218677839576,-6.752546899573102
1.0,0.1,Au,0.135,-194.5780586775308,-6.75325330461635
1.0,0.1,Au,0.14,-194.56402222546487,-6.753955127219646
1.0,0.1,Au,0.145,-194.54886463241226,-6.754713006872278
1.0,0.1,Au,0.15,-194.5337391125644,-6.755469282864669
1.0,0.1,Au,0.155,-194.51756777245325,-6.756277849870227
1.0,0.1,Au,0.16,-194.50133352640938,-6.75708956217242
1.0,0.1,Au,0.165,-194.48416136503658,-6.757948170241061
1.0,0.1,Au,0.17,-194.46680170648327,-6.758816153168727
1.0,0.1,Au,0.175,-194.44863784690236,-6.759724346147772
1.0,0.1,Au,0.18,-194.43013993788426,-6.760649241598676
1.0,0.1,Au,0.185,-194.41098894050546,-6.761606791467617
1.0,0.1,Au,0.19,-194.39134441820678,-6.76258901758255
1.0,0.1,Au,0.195,-194.37120579216693,-6.763595948884543
1.0,0.1,Au,0.2,-194.35041110650212,-6.764635683167784
