L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
6.0,0.5,Au,0.0,-193.63380687173316,-6.889454325776412
6.0,0.5,Au,0.005,-193.63391189308444,-6.889449074708848
6.0,0.5,Au,0.01,-193.63284007787567,-6.889502665469285
6.0,0.5,Au,0.015,-193.63195641780783,-6.889546848472677
6.0,0.5,Au,0.02,-193.62993921361553,-6.8896477086822925
6.0,0.5,Au,0.025,-193.62804586902712,-6.889742375911713
6.0,0.5,Au,0.03,-193.62510285223397,-6.889889526751371
6.0,0.5,Au,0.035,-193.62218100773228,-6.890035618976455
6.0,0.5,Au,0.04,-193.61832868567524,-6.890228235079307
6.0,0.5,Au,0.045,-193.61436287165824,-6.890426525780156
6.0,0.5,Au,0.05,-193.60961362469212,-6.8906639881284635
6.0,0.5,Au,0.055,-193.6045926580078,-6.8909150364626806
6.0,0.5,Au,0.06,-193.59895393019883,-6.891196972853128
6.0,0.5,Au,0.065,-193.59287157863557,-6.891501090431292
6.0,0.5,Au,0.07,-193.58634536764527,-6.891827400980806
6.0,0.5,Au,0.075,-193.57920069668188,-6.8921846345289755
6.0,0.5,Au,0.08,-193.57178337478413,-6.892555500623862
6.0,0.5,Au,0.085,-193.56358075476564,-6.8929656316247865
6.0,0.5,Au,0.09,-193.55526323235824,-6.893381507745157
6.0,0.5,Au,0.095,-193.54601200540884,-6.893844069092628
6.0,0.5,Au,0.1,-193.53678022703946,-6.894305658011096
6.0,0.5,Au,0.105,-193.52649405419254,-6.894819966653443
6.0,0.5,Au,0.11,-193.51632979642415,-6.895328179541862
6.0,0.5,Au,0.115,-193.50502572537417,-6.895893383094361
6.0,0.5,Au,0.12,-193.4939076469767,-6.896449287014233
6.0,0.5,Au,0.125,-193.48160495829654,-6.897064421448242
6.0,0.5,Au,0.13,-193.4695098374956,-6.89766917748829
6.0,0.5,Au,0.135,-193.4562287410076,-6.898333232312689
6.0,0.5,Au,0.14,-193.44313282279276,-6.898988028223431
6.0,0.5,Au,0.145,-193.42889308519057,-6.899700015103541
6.0,0.5,Au,0.15,-193.41477345474092,-6.900405996626023
6.0,0.5,Au,0.155,-193.39959304395308,-6.9011650171654155
6.0,0.5,Au,0.16,-193.384428940483,-6.90192322233892
6.0,0.5,Au,0.165,-193.36832277132353,-6.902728530796892
6.0,0.5,Au,0.17,-193.35209676026088,-6.903539831350026
6.0,0.5,Au,0.175,-193.33507561973653,-6.904390888376242
6.0,0.5,Au,0.18,-193.31777454981173,-6.9052559418724835
6.0,0.5,Au,0.185,-193.2998442693878,-6.90615245589368
6.0,0.5,Au,0.19,-193.28145995450097,-6.907071671638021
6.0,0.5,Au,0.195,-193.2626208813505,-6.908013625295545
6.0,0.5,Au,0.2,-193.24315046411397,-6.90898714615737
6.0,0.5,Au,0.205,-193.2233972648497,-6.909974806120585
6.0,0.5,Au,0.21,-193.20284323844342,-6.911002507440898
6.0,0.5,Au,0.215,-193.18216504818162,-6.912036416953988
6.0,0.5,Au,0.22,-193.16053493438932,-6.913117922643604
6.0,0.5,Au,0.225,-193.13891584250123,-6.914198877238007
6.0,0.5,Au,0.23,-193.11622154521734,-6.915333592102202
6.0,0.5,Au,0.235,-193.09364138813854,-6.916462599956143
6.0,0.5,Au,0.24,-193.0698982618714,-6.917649756269499
6.0,0.5,Au,0.245,-193.04633367413211,-6.918827985656463
6.0,0.5,Au,0.25,-193.0215593648852,-6.920066701118809
6.0,0.5,Au,0.255,-192.99698502332475,-6.9212954181968325
6.0,0.5,Au,0.26,-192.97119815354714,-6.922584761685712
6.0,0.5,Au,0.265,-192.94558813747147,-6.923865262489495
6.0,0.5,Au,0.27,-192.918806916658,-6.925204323530168
6.0,0.5,Au,0.275,-192.89213609928356,-6.926537864398891
6.0,0.5,Au,0.28,-192.8643769466507,-6.927925822030534
6.0,0.5,Au,0.285,-192.83662233097672,-6.929313552814233
6.0,0.5,Au,0.29,-192.807898596125,-6.93074973955682
6.0,0.5,Au,0.295,-192.77904051161082,-6.932192643782528
6.0,0.5,Au,0.3,-192.74936137321598,-6.933676600702271
6.0,0.5,Au,0.305,-192.71938445805188,-6.935175446460476
6.0,0.5,Au,0.31,-192.68875406976952,-6.936706965874594
6.0,0.5,Au,0.315,-192.65764797665886,-6.938262270530126
6.0,0.5,Au,0.32,-192.62606491424188,-6.939841423650975
6.0,0.5,Au,0.325,-192.59382469463625,-6.941453434631256
6.0,0.5,Au,0.33,-192.56128173965539,-6.9430805823803
6.0,0.5,Au,0.335,-192.52790788127535,-6.944749275299301
6.0,0.5,Au,0.34,-192.49439215598187,-6.946425061563975
6.0,0.5,Au,0.345,-192.45989026995485,-6.948150155865326
6.0,0.5,Au,0.35,-192.42538371598292,-6.949875483563924
6.0,0.5,Au,0.355,-192.3897638917656,-6.951656474774789
6.0,0.5,Au,0.36,-192.35424406392488,-6.953432466166825
6.0,0.5,Au,0.365,-192.3175199309132,-6.955268672817409
6.0,0.5,Au,0.37,-192.28096105757228,-6.957096616484455
6.0,0.5,Au,0.375,-192.24314861073782,-6.958987238826178
6.0,0.5,Au,0.38,-192.20552285550357,-6.96086852658789
6.0,0.5,Au,0.385,-192.1666391173078,-6.962812713497679
6.0,0.5,Au,0.39,-192.12791796390079,-6.964748771168031
6.0,0.5,Au,0.395,-192.08797956521354,-6.966745691102393
6.0,0.5,Au,0.4,-192.04813523944586,-6.968737907390777
6.0,0.5,Au,0.405,-192.00715700758968,-6.970786818983584
6.0,0.5,Au,0.41,-191.96616384767512,-6.972836476979313
6.0,0.5,Au,0.415,-191.92415748961753,-6.974936794882193
6.0,0.5,Au,0.42,-191.88199317888817,-6.977045010418662
6.0,0.5,Au,0.425,-191.83896614206407,-6.9791963622598665
6.0,0.5,Au,0.43,-191.79561272635283,-6.981364033045429
6.0,0.5,Au,0.435,-191.75156730888094,-6.983566303919023
6.0,0.5,Au,0.44,-191.70701193389493,-6.985794072668322
6.0,0.5,Au,0.445,-191.66194470073953,-6.988047434326093
6.0,0.5,Au,0.45,-191.6161800218991,-6.990335668268114
6.0,0.5,Au,0.455,-191.57008156470997,-6.992640591127571
6.0,0.5,Au,0.46,-191.52310580209615,-6.994989379258261
6.0,0.5,Au,0.465,-191.47596085923539,-6.9973466264013
6.0,0.5,Au,0.47,-191.42777749227693,-6.999755794749222
6.0,0.5,Au,0.475,-191.37956542315413,-7.002166398205363
6.0,0.5,Au,0.48,-191.33018254209142,-7.004635542258499
6.0,0.5,Au,0.485,-191.28087812782692,-7.007100762971723
6.0,0.5,Au,0.49,-191.23030748046233,-7.009629295339953
6.0,0.5,Au,0.495,-191.17988200240478,-7.01215056924283
6.0,0.5,Au,0.5,-191.12813779382827,-7.0147377796716555
6.0,0.5,Au,0.505,-191.07656032388394,-7.017316653168873
6.0,0.5,Au,0.51,-191.02365784256105,-7.019961777235016
6.0,0.5,Au,0.515,-190.9708966657187,-7.022599836077134
6.0,0.5,Au,0.52,-190.91685082053544,-7.025302128336297
6.0,0.5,Au,0.525,-190.8628749012984,-7.02800092429815
6.0,0.5,Au,0.53,-190.80769876017706,-7.030759731354216
6.0,0.5,Au,0.535,-190.7524791613586,-7.0335207112951394
6.0,0.5,Au,0.54,-190.69618258247104,-7.036335540239517
6.0,0.5,Au,0.545,-190.63969374724948,-7.039159982000595
6.0,0.5,Au,0.55,-190.58228218860316,-7.042030559932912
6.0,0.5,Au,0.555,-190.52450300471392,-7.044919519127374
6.0,0.5,Au,0.56,-190.46597658728612,-7.047845839998764
6.0,0.5,Au,0.565,-190.40689116530356,-7.050800111097891
6.0,0.5,Au,0.57,-190.34724404954713,-7.053782466885712
6.0,0.5,Au,0.575,-190.28684216459598,-7.05680256113327
6.0,0.5,Au,0.58,-190.22606228097098,-7.059841555314521
6.0,0.5,Au,0.585,-190.16433944785223,-7.062927696970458
6.0,0.5,Au,0.59,-190.10240860025075,-7.066024239350531
6.0,0.5,Au,0.595,-190.03936577459513,-7.069176380633313
6.0,0.5,Au,0.6,-189.9762601123844,-7.0723316637438485
6.0,0.5,Au,0.605,-189.9119030337013,-7.075549517678005
6.0,0.5,Au,0.61,-189.84759386512346,-7.078764976106896
6.0,0.5,Au,0.615,-189.78193208000678,-7.08204806536273
6.0,0.5,Au,0.62,-189.71638697820225,-7.085325320452957
6.0,0.5,Au,0.625,-189.64943260214463,-7.088673039255839
6.0,0.5,Au,0.63,-189.58261673649554,-7.092013832538292
6.0,0.5,Au,0.635,-189.5143830294315,-7.095425517891493
6.0,0.5,Au,0.64,-189.4462606403961,-7.098831637343264
6.0,0.5,Au,0.645,-189.37676048323394,-7.102306645201373
6.0,0.5,Au,0.65,-189.30729640930824,-7.105779848897657
6.0,0.5,Au,0.655,-189.23654077549122,-7.109317630588509
6.0,0.5,Au,0.66,-189.16570193700298,-7.112859572512921
6.0,0.5,Au,0.665,-189.09369845413386,-7.116459746656377
6.0,0.5,Au,0.67,-189.02145520054898,-7.1200719093356195
6.0,0.5,Au,0.675,-188.94820689221297,-7.12373432475242
6.0,0.5,Au,0.68,-188.87453412740277,-7.127417962992931
6.0,0.5,Au,0.685,-188.80003841476838,-7.13114274862465
6.0,0.5,Au,0.69,-188.72491642784698,-7.134898847970721
6.0,0.5,Au,0.695,-188.64916445506256,-7.138686446609942
6.0,0.5,Au,0.7,-188.5725794021615,-7.142515699254995
6.0,0.5,Au,0.705,-188.49555572988893,-7.146366882868622
6.0,0.5,Au,0.71,-188.41749973351043,-7.150269682687547
6.0,0.5,Au,0.715,-188.33918242236385,-7.154185548244876
6.0,0.5,Au,0.72,-188.25965327849707,-7.158162005438216
6.0,0.5,Au,0.725,-188.18001436002456,-7.162143951361842
6.0,0.5,Au,0.73,-188.09901486752835,-7.166193925986651
6.0,0.5,Au,0.735,-188.01802117622728,-7.1702436105517044
6.0,0.5,Au,0.74,-187.93555812661126,-7.1743667630325065
6.0,0.5,Au,0.745,-187.85317244372735,-7.178486047176702
6.0,0.5,Au,0.75,-187.76925533093421,-7.182681902816358
6.0,0.5,Au,0.755,-187.68543777094337,-7.1868727808159
6.0,0.5,Au,0.76,-187.6000772986592,-7.19114080443011
6.0,0.5,Au,0.765,-187.51478685359925,-7.195405326683107
6.0,0.5,Au,0.77,-187.42799333090358,-7.199745002817891
6.0,0.5,Au,0.775,-187.34118947710104,-7.204085195508017
6.0,0.5,Au,0.78,-187.2529712010419,-7.208496109310975
6.0,0.5,Au,0.785,-187.16461546801568,-7.212913895962285
6.0,0.5,Au,0.79,-187.074977193376,-7.21739580969427
6.0,0.5,Au,0.795,-186.98503459608787,-7.221892939558676
6.0,0.5,Au,0.8,-186.8939761881301,-7.226445859956565
6.0,0.5,Au,0.805,-186.8024164313104,-7.231023847797549
6.0,0.5,Au,0.81,-186.70993178677767,-7.235648080024186
6.0,0.5,Au,0.815,-186.61673016333478,-7.240308161196331
6.0,0.5,Au,0.82,-186.5228064691087,-7.245004345907634
6.0,0.5,Au,0.825,-186.4279443928803,-7.249747449719054
6.0,0.5,Au,0.83,-186.3325617713449,-7.254516580795824
6.0,0.5,Au,0.835,-186.23602690658828,-7.259343324033655
6.0,0.5,Au,0.84,-186.1391584731643,-7.264186745704855
6.0,0.5,Au,0.845,-186.0409444478653,-7.269097446969805
6.0,0.5,Au,0.85,-185.94255678075683,-7.274016830325228
6.0,0.5,Au,0.855,-185.84266249657878,-7.27901154453413
6.0,0.5,Au,0.86,-185.742716493124,-7.28400884470687
6.0,0.5,Au,0.865,-185.64114507000903,-7.2890874158626175
6.0,0.5,Au,0.87,-185.5395971396702,-7.294164812379559
6.0,0.5,Au,0.875,-185.43635455621774,-7.299326941552183
6.0,0.5,Au,0.88,-185.33315807874484,-7.304486765425827
6.0,0.5,Au,0.885,-185.22825158904723,-7.309732089910708
6.0,0.5,Au,0.89,-185.12335854905103,-7.314976741910517
6.0,0.5,Au,0.895,-185.0167949714179,-7.320304920792174
6.0,0.5,Au,0.9,-184.91015766861065,-7.325636785932536
6.0,0.5,Au,0.905,-184.80194165062818,-7.33104758683166
6.0,0.5,Au,0.91,-184.69351437910487,-7.336468950407826
6.0,0.5,Au,0.915,-184.58364674609336,-7.341962332058401
6.0,0.5,Au,0.92,-184.47338733671378,-7.34747530252738
6.0,0.5,Au,0.925,-184.3618636266725,-7.353051488029445
6.0,0.5,Au,0.93,-184.24973475383447,-7.358657931671346
6.0,0.5,Au,0.935,-184.136544031542,-7.364317467785969
6.0,0.5,Au,0.94,-184.022514199084,-7.37001895940887
6.0,0.5,Au,0.945,-183.90763822574164,-7.375762758075988
6.0,0.5,Au,0.95,-183.7916823655939,-7.381560551083374
6.0,0.5,Au,0.955,-183.67509517919882,-7.387389910403128
6.0,0.5,Au,0.96,-183.5571948196052,-7.393284928382809
6.0,0.5,Au,0.965,-183.43886275635316,-7.399201531545412
6.0,0.5,Au,0.97,-183.3190057426631,-7.405194382229914
6.0,0.5,Au,0.975,-183.1988879026242,-7.4112002742318595
6.0,0.5,Au,0.98,-183.07706768118067,-7.417291285304035
6.0,0.5,Au,0.985,-182.95511681390397,-7.42338882866787
6.0,0.5,Au,0.99,-182.83133131677715,-7.429578103524212
6.0,0.5,Au,0.995,-182.70749507602287,-7.4357699155619255
6.0,0.5,Au,1.0,-182.58174526957615,-7.4420574058842615
6.0,0.5,Au,1.005,-182.4559677627626,-7.448346281224939
6.0,0.5,Au,1.01,-182.3282559446837,-7.454731872128885
6.0,0.5,Au,1.015,-182.2004794832907,-7.461120695198534
6.0,0.5,Au,1.02,-182.07080742941568,-7.467604297892286
6.0,0.5,Au,1.025,-181.94097437278998,-7.474095950723571
6.0,0.5,Au,1.03,-181.80934144570597,-7.480677597077771
6.0,0.5,Au,1.035,-181.67739602339282,-7.487274868193429
6.0,0.5,Au,1.04,-181.54379735865624,-7.493954801430258
6.0,0.5,Au,1.045,-181.40968735605193,-7.500660301560473
6.0,0.5,Au,1.05,-181.27411223862052,-7.507439057432043
6.0,0.5,Au,1.055,-181.13779043752302,-7.514255147486919
6.0,0.5,Au,1.06,-181.0002209707471,-7.521133620825713
6.0,0.5,Au,1.065,-180.86164624995058,-7.528062356865541
6.0,0.5,Au,1.07,-180.72205640274228,-7.535041849225956
6.0,0.5,Au,1.075,-180.58119442345964,-7.542084948190088
6.0,0.5,Au,1.08,-180.4395495190073,-7.549167193412703
6.0,0.5,Au,1.085,-180.29637294443114,-7.556326022141513
6.0,0.5,Au,1.09,-180.15262962733473,-7.5635131879963335
6.0,0.5,Au,1.095,-180.00711785369302,-7.570788776678418
6.0,0.5,Au,1.1,-179.86122454323748,-7.578083442201194
6.0,0.5,Au,1.105,-179.71336294952062,-7.585476521887038
