L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
3.0,0.9,Au,0.0,-200.49872901162482,-5.382389673280395
3.0,0.9,Au,0.005,-200.49871788947365,-5.382390229387954
3.0,0.9,Au,0.01,-200.49848221211988,-5.382402013255643
3.0,0.9,Au,0.015,-200.49804076616226,-5.382424085553524
3.0,0.9,Au,0.02,-200.497575333883,-5.382447357167488
3.0,0.9,Au,0.025,-200.49686838341916,-5.382482704690679
3.0,0.9,Au,0.03,-200.4959757992714,-5.382527333898067
3.0,0.9,Au,0.035,-200.49505404422865,-5.3825734216502035
3.0,0.9,Au,0.04,-200.49387606188287,-5.382632320767493
3.0,0.9,Au,0.045,-200.49253341954957,-5.382699452884158
3.0,0.9,Au,0.05,-200.491153102774,-5.382768468722936
3.0,0.9,Au,0.055,-200.48950447877735,-5.3828508999227695
3.0,0.9,Au,0.06,-200.48771247500468,-5.382940500111403
3.0,0.9,Au,0.065,-200.48587117735207,-5.383032564994034
3.0,0.9,Au,0.07,-200.48375243343762,-5.383138502189756
3.0,0.9,Au,0.075,-200.481511353552,-5.383250556184035
3.0,0.9,Au,0.08,-200.4792065227735,-5.383365797722963
3.0,0.9,Au,0.085,-200.47661828812903,-5.383495209455185
3.0,0.9,Au,0.09,-200.47392798368844,-5.383629724677215
3.0,0.9,Au,0.095,-200.47115698140752,-5.383768274791261
3.0,0.9,Au,0.1,-200.4680999625201,-5.383921125735632
3.0,0.9,Au,0.105,-200.46495983529488,-5.384078132096892
3.0,0.9,Au,0.11,-200.46171998289057,-5.384240124717107
3.0,0.9,Au,0.115,-200.45819492784923,-5.384416377469174
3.0,0.9,Au,0.12,-200.45460392053948,-5.3845959278346625
3.0,0.9,Au,0.125,-200.45089254291804,-5.384781496715735
3.0,0.9,Au,0.13,-200.44690020085596,-5.384981113818839
3.0,0.9,Au,0.135,-200.44285679482343,-5.385183284120465
3.0,0.9,Au,0.14,-200.43867126109333,-5.38539256080697
3.0,0.9,Au,0.145,-200.43421233755117,-5.385615506984077
3.0,0.9,Au,0.15,-200.42971455771504,-5.385840395975884
3.0,0.9,Au,0.155,-200.42505231780672,-5.3860735079713
3.0,0.9,Au,0.16,-200.4201274268983,-5.386319752516721
