L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
3.0,0.5,Au,0.0,-194.75718757212448,-6.645386857795059
3.0,0.5,Au,0.005,-194.75692476165656,-6.645399998318455
3.0,0.5,Au,0.01,-194.75625574850736,-6.645433448975916
3.0,0.5,Au,0.015,-194.75516120593784,-6.645488176104392
3.0,0.5,Au,0.02,-194.75354369695157,-6.645569051553705
3.0,0.5,Au,0.025,-194.7515360730544,-6.645669432748563
3.0,0.5,Au,0.03,-194.74908147585987,-6.64579216260829
3.0,0.5,Au,0.035,-194.74611173513887,-6.64594064964434
3.0,0.5,Au,0.04,-194.74276376401355,-6.646108048200607
3.0,0.5,Au,0.045,-194.73894648475246,-6.64629891216366
3.0,0.5,Au,0.05,-194.73462663751116,-6.646514904525726
3.0,0.5,Au,0.055,-194.72993548051545,-6.64674946237551
3.0,0.5,Au,0.06,-194.7247530621754,-6.6470085832925125
3.0,0.5,Au,0.065,-194.71908473190686,-6.64729199980594
3.0,0.5,Au,0.07,-194.71304652894932,-6.647593909953817
3.0,0.5,Au,0.075,-194.70649675185902,-6.647921398808332
3.0,0.5,Au,0.08,-194.69948090097108,-6.648272191352729
3.0,0.5,Au,0.085,-194.69209087856376,-6.648641692473095
3.0,0.5,Au,0.09,-194.68417179472078,-6.649037646665244
3.0,0.5,Au,0.095,-194.67580857305992,-6.6494558077482875
3.0,0.5,Au,0.1,-194.66706117499874,-6.649893177651347
3.0,0.5,Au,0.105,-194.65777110795932,-6.650357681003317
3.0,0.5,Au,0.11,-194.6480597159973,-6.650843250601418
3.0,0.5,Au,0.115,-194.63794875095144,-6.651348798853711
3.0,0.5,Au,0.12,-194.62728626087556,-6.6518819233575055
3.0,0.5,Au,0.125,-194.61622483373733,-6.652434994714416
3.0,0.5,Au,0.13,-194.60474363323954,-6.653009054739306
3.0,0.5,Au,0.135,-194.592707448144,-6.653610863994082
3.0,0.5,Au,0.14,-194.58029296581435,-6.654231588110565
3.0,0.5,Au,0.145,-194.5674345456224,-6.654874509120163
3.0,0.5,Au,0.15,-194.5540234613479,-6.655545063333888
3.0,0.5,Au,0.155,-194.54025168929212,-6.656233651936677
3.0,0.5,Au,0.16,-194.526008906857,-6.656945791058434
3.0,0.5,Au,0.165,-194.51122165958117,-6.657685153422224
3.0,0.5,Au,0.17,-194.49608712276944,-6.658441880262811
3.0,0.5,Au,0.175,-194.48045282360349,-6.659223595221109
3.0,0.5,Au,0.18,-194.46428793994784,-6.660031839403892
3.0,0.5,Au,0.185,-194.44778393186203,-6.660857039808181
3.0,0.5,Au,0.19,-194.43075107796315,-6.661708682503126
3.0,0.5,Au,0.195,-194.41320670873452,-6.662585900964557
3.0,0.5,Au,0.2,-194.39532533545088,-6.66347996962874
3.0,0.5,Au,0.205,-194.37688710957275,-6.664401880922647
3.0,0.5,Au,0.21,-194.35796085395387,-6.665348193703589
3.0,0.5,Au,0.215,-194.33869311190503,-6.666311580806032
3.0,0.5,Au,0.22,-194.31884299237657,-6.667304086782455
3.0,0.5,Au,0.225,-194.29853171987898,-6.668319650407334
3.0,0.5,Au,0.23,-194.27786760441745,-6.66935285618041
3.0,0.5,Au,0.235,-194.2565994063383,-6.670416266084368
3.0,0.5,Au,0.24,-194.2348990840341,-6.6715012821995785
3.0,0.5,Au,0.245,-194.21282772455476,-6.6726048501735455
3.0,0.5,Au,0.25,-194.19013560452143,-6.673739456175213
3.0,0.5,Au,0.255,-194.16704113697728,-6.674894179552419
3.0,0.5,Au,0.26,-194.14355095314056,-6.676068688744255
3.0,0.5,Au,0.265,-194.11942937611082,-6.677274767595742
3.0,0.5,Au,0.27,-194.09493446503768,-6.6784995131494
3.0,0.5,Au,0.275,-194.07001333760917,-6.679745569520825
3.0,0.5,Au,0.28,-194.0444570060508,-6.681023386098743
3.0,0.5,Au,0.285,-194.01855403599006,-6.68231853460178
3.0,0.5,Au,0.29,-193.99218948505032,-6.683636762148767
3.0,0.5,Au,0.295,-193.9651932320739,-6.6849865747975885
3.0,0.5,Au,0.3,-193.93787318748426,-6.68635257702707
3.0,0.5,Au,0.305,-193.9100525502602,-6.687743608888273
3.0,0.5,Au,0.31,-193.8816111999582,-6.689165676403373
3.0,0.5,Au,0.315,-193.8528636178494,-6.690603055508813
3.0,0.5,Au,0.32,-193.82357421823872,-6.692067525489347
3.0,0.5,Au,0.325,-193.7936824178669,-6.693562115507938
3.0,0.5,Au,0.33,-193.76349537874898,-6.695071467463834
3.0,0.5,Au,0.335,-193.73272468072622,-6.696610002364972
3.0,0.5,Au,0.34,-193.70137671061897,-6.698177400870335
3.0,0.5,Au,0.345,-193.66973686899968,-6.699759392951298
3.0,0.5,Au,0.35,-193.63747260653716,-6.701372606074425
3.0,0.5,Au,0.355,-193.6046621746997,-6.703013127666297
3.0,0.5,Au,0.36,-193.57155482873705,-6.70466849496443
3.0,0.5,Au,0.365,-193.53778510562353,-6.7063569811201065
3.0,0.5,Au,0.37,-193.50350513473188,-6.708070979664689
3.0,0.5,Au,0.375,-193.4689143330198,-6.709800519750293
3.0,0.5,Au,0.38,-193.43362768698512,-6.711564852052026
3.0,0.5,Au,0.385,-193.3978701020207,-6.713352731300248
3.0,0.5,Au,0.39,-193.36177878389128,-6.715157297206719
3.0,0.5,Au,0.395,-193.3249642107114,-6.7169980258657125
3.0,0.5,Au,0.4,-193.28771973565208,-6.71886024961868
3.0,0.5,Au,0.405,-193.2501098998792,-6.720740741407323
3.0,0.5,Au,0.41,-193.2117568346219,-6.722658394670189
3.0,0.5,Au,0.415,-193.1730148064451,-6.7245954960790275
3.0,0.5,Au,0.42,-193.13386770191582,-6.726552851305493
3.0,0.5,Au,0.425,-193.09396595610158,-6.728547938596203
3.0,0.5,Au,0.43,-193.05371416389383,-6.730560528206592
3.0,0.5,Au,0.435,-193.0130104947052,-6.732595711666023
3.0,0.5,Au,0.44,-192.9715501498745,-6.734668728907558
3.0,0.5,Au,0.445,-192.92977470602648,-6.736757501099959
3.0,0.5,Au,0.45,-192.88749484263337,-6.738871494269614
3.0,0.5,Au,0.455,-192.84446610254005,-6.741022931274281
3.0,0.5,Au,0.46,-192.8011513519186,-6.743188668805352
3.0,0.5,Au,0.465,-192.75727553942187,-6.745382459430189
3.0,0.5,Au,0.47,-192.7126685447743,-6.747612809162569
3.0,0.5,Au,0.475,-192.66779701639732,-6.749856385581417
3.0,0.5,Au,0.48,-192.62230557086377,-6.752130957858095
3.0,0.5,Au,0.485,-192.5761101821141,-6.754440727295578
3.0,0.5,Au,0.49,-192.52966258628786,-6.756763107086891
3.0,0.5,Au,0.495,-192.4825360701481,-6.759119432893879
