L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
15.0,0.9,Au,0.36,-201.06546304494518,-5.387167680480638
15.0,0.9,Au,0.365,-201.05432695653053,-5.387724484901371
15.0,0.9,Au,0.37,-201.04312772328214,-5.38828444656379
15.0,0.9,Au,0.375,-201.03166171343815,-5.38885774705599
15.0,0.9,Au,0.38,-201.02013933531623,-5.3894338659620855
15.0,0.9,Au,0.385,-201.0083418713963,-5.390023739158082
15.0,0.9,Au,0.39,-200.99649442704825,-5.3906161113754845
15.0,0.9,Au,0.395,-200.9843639366093,-5.391222635897433
15.0,0.9,Au,0.4,-200.97218943593356,-5.391831360931219
15.0,0.9,Au,0.405,-200.95972430545024,-5.392454617455386
15.0,0.9,Au,0.41,-200.94722068946092,-5.393079798254852
15.0,0.9,Au,0.415,-200.93441926296157,-5.393719869579819
15.0,0.9,Au,0.42,-200.92158440367547,-5.394361612544124
15.0,0.9,Au,0.425,-200.9084449813057,-5.395018583662613
15.0,0.9,Au,0.43,-200.8952766816471,-5.395676998645543
15.0,0.9,Au,0.435,-200.88179751815946,-5.396350956819925
15.0,0.9,Au,0.44,-200.86829351188084,-5.397026157133855
15.0,0.9,Au,0.445,-200.85447281504938,-5.397717191975429
15.0,0.9,Au,0.45,-200.8406307666731,-5.398409294394243
15.0,0.9,Au,0.455,-200.82646669563604,-5.399117497946096
15.0,0.9,Au,0.46,-200.81228420039977,-5.399826622707909
15.0,0.9,Au,0.465,-200.79777486393434,-5.400552089531181
15.0,0.9,Au,0.47,-200.78324944775062,-5.401278360340367
15.0,0.9,Au,0.475,-200.76839290247742,-5.402021187604027
15.0,0.9,Au,0.48,-200.75352202189498,-5.402764731633149
15.0,0.9,Au,0.485,-200.73831627041318,-5.403525019207238
15.0,0.9,Au,0.49,-200.72309731258133,-5.40428596709883
15.0,0.9,Au,0.495,-200.70754030154367,-5.405063817650714
15.0,0.9,Au,0.5,-200.69197058417544,-5.405842303519126
15.0,0.9,Au,0.505,-200.67606020229263,-5.406637822613265
15.0,0.9,Au,0.51,-200.66013697362277,-5.407433984046758
15.0,0.9,Au,0.515,-200.64387104960787,-5.408247280247504
15.0,0.9,Au,0.52,-200.62759148833905,-5.4090612583109445
15.0,0.9,Au,0.525,-200.61096778879525,-5.409892443288135
15.0,0.9,Au,0.53,-200.5943290040326,-5.410724382526268
15.0,0.9,Au,0.535,-200.57734523127738,-5.411573571164029
15.0,0.9,Au,0.54,-200.5603442624471,-5.412423619605542
15.0,0.9,Au,0.545,-200.5429980522809,-5.4132909301138525
15.0,0.9,Au,0.55,-200.52563186902242,-5.414159239276777
15.0,0.9,Au,0.555,-200.50792078844606,-5.4150447933055945
15.0,0.9,Au,0.56,-200.49018629048305,-5.415931518203745
15.0,0.9,Au,0.565,-200.4721078353579,-5.4168354409600035
15.0,0.9,Au,0.57,-200.45400185233348,-5.417740740111224
15.0,0.9,Au,0.575,-200.43555344499597,-5.418663160478099
15.0,0.9,Au,0.58,-200.41707273627333,-5.419587195914231
15.0,0.9,Au,0.585,-200.3982517230972,-5.420528246573038
15.0,0.9,Au,0.59,-200.37939297752519,-5.421471183851638
15.0,0.9,Au,0.595,-200.36019662643625,-5.422431001406085
15.0,0.9,Au,0.6,-200.34095646206052,-5.4233930096248715
15.0,0.9,Au,0.605,-200.3213819600133,-5.424371734727232
15.0,0.9,Au,0.61,-200.30175692374172,-5.425352986540812
15.0,0.9,Au,0.615,-200.28180137414626,-5.426350764020585
15.0,0.9,Au,0.62,-200.26178794136231,-5.427351435659782
15.0,0.9,Au,0.625,-200.24144836147332,-5.428368414654232
15.0,0.9,Au,0.63,-200.22104293557936,-5.42938868594893
15.0,0.9,Au,0.635,-200.20031625384854,-5.430425020035471
15.0,0.9,Au,0.64,-200.17951516575124,-5.431465074440335
15.0,0.9,Au,0.645,-200.15839821913767,-5.432520921771014
15.0,0.9,Au,0.65,-200.13719772665925,-5.433580946394935
15.0,0.9,Au,0.655,-200.11568725790764,-5.434656469832516
15.0,0.9,Au,0.66,-200.0940835451179,-5.435736655472002
15.0,0.9,Au,0.665,-200.07217620000412,-5.436832022727692
15.0,0.9,Au,0.67,-200.05016537647214,-5.43793256390429
15.0,0.9,Au,0.675,-200.02785770101227,-5.439047947677284
15.0,0.9,Au,0.68,-200.0054358009712,-5.4401690426793365
15.0,0.9,Au,0.685,-199.98272423860058,-5.441304620797868
15.0,0.9,Au,0.69,-199.9598872200159,-5.442446471727102
15.0,0.9,Au,0.695,-199.93676810874098,-5.443602427290848
15.0,0.9,Au,0.7,-199.91351185228197,-5.4447652401137985
15.0,0.9,Au,0.705,-199.8899814217988,-5.445941761637957
15.0,0.9,Au,0.71,-199.86630172970172,-5.447125746242812
15.0,0.9,Au,0.715,-199.84235609849003,-5.448323027803396
15.0,0.9,Au,0.72,-199.8182486933165,-5.449528398062073
15.0,0.9,Au,0.725,-199.79388386570105,-5.450746639442845
15.0,0.9,Au,0.73,-199.76934438897072,-5.451973613279361
15.0,0.9,Au,0.735,-199.74455625216214,-5.45321302011979
15.0,0.9,Au,0.74,-199.71958026287228,-5.454461819584283
15.0,0.9,Au,0.745,-199.69436458397215,-5.455722603529291
15.0,0.9,Au,0.75,-199.6689475569844,-5.456993454878678
15.0,0.9,Au,0.755,-199.6432999799692,-5.458275833729437
15.0,0.9,Au,0.76,-199.61743730426178,-5.459568967514808
15.0,0.9,Au,0.765,-199.5913533469376,-5.460873165381017
15.0,0.9,Au,0.77,-199.56504032371876,-5.462188816541959
15.0,0.9,Au,0.775,-199.53851537464524,-5.463515063995636
15.0,0.9,Au,0.78,-199.51174721532166,-5.464853471961814
15.0,0.9,Au,0.785,-199.48477653070822,-5.466202006192486
15.0,0.9,Au,0.79,-199.4575483547003,-5.467563414992884
15.0,0.9,Au,0.795,-199.43012705527195,-5.468934479964299
15.0,0.9,Au,0.8,-199.40243388767087,-5.470319138344354
15.0,0.9,Au,0.805,-199.37455695549727,-5.471712984953034
15.0,0.9,Au,0.81,-199.34639372456272,-5.473121146499762
15.0,0.9,Au,0.815,-199.31805599985992,-5.474538032734902
15.0,0.9,Au,0.82,-199.28941753433946,-5.475969956010925
15.0,0.9,Au,0.825,-199.2606137122269,-5.477410147116553
15.0,0.9,Au,0.83,-199.2314947385101,-5.478866095802393
15.0,0.9,Au,0.835,-199.20221936573276,-5.480329864441259
15.0,0.9,Au,0.84,-199.17261450481524,-5.481810107487135
15.0,0.9,Au,0.845,-199.14286197641965,-5.483297733906915
15.0,0.9,Au,0.85,-199.11276574068447,-5.484802545693674
15.0,0.9,Au,0.855,-199.0825302966502,-5.486314317895388
15.0,0.9,Au,0.86,-199.05193708645092,-5.487843978405352
15.0,0.9,Au,0.865,-199.02121280826927,-5.489380192314434
15.0,0.9,Au,0.87,-198.99011690831705,-5.490934987312045
15.0,0.9,Au,0.875,-198.9588977155165,-5.492495946952072
15.0,0.9,Au,0.88,-198.9272932910564,-5.494076168175077
15.0,0.9,Au,0.885,-198.8955729376617,-5.495662185844812
15.0,0.9,Au,0.89,-198.86345403043998,-5.497268131205899
15.0,0.9,Au,0.895,-198.83122610137286,-5.498879527659255
15.0,0.9,Au,0.9,-198.79858662538234,-5.500511501458781
15.0,0.9,Au,0.905,-198.76584453278312,-5.502148606088742
15.0,0.9,Au,0.91,-198.73267826978133,-5.503806919238831
15.0,0.9,Au,0.915,-198.69941524925198,-5.5054700702652974
15.0,0.9,Au,0.92,-198.66571584405216,-5.50715504052529
15.0,0.9,Au,0.925,-198.63192495081515,-5.50884458518714
15.0,0.9,Au,0.93,-198.59768590632834,-5.51055653741148
15.0,0.9,Au,0.935,-198.56336001129017,-5.51227283216339
15.0,0.9,Au,0.94,-198.52857468332837,-5.514012098561478
15.0,0.9,Au,0.945,-198.49370646903535,-5.515755509276129
15.0,0.9,Au,0.95,-198.45836806085782,-5.517522429685007
15.0,0.9,Au,0.955,-198.4229500173427,-5.519293331860761
15.0,0.9,Au,0.96,-198.38705157393935,-5.52108825403093
15.0,0.9,Au,0.965,-198.35107599444336,-5.5228870330057305
15.0,0.9,Au,0.97,-198.31461039655062,-5.524710312900366
15.0,0.9,Au,0.975,-198.27806937311345,-5.526537364072224
15.0,0.9,Au,0.98,-198.24102933094863,-5.528389366180465
15.0,0.9,Au,0.985,-198.2039147498497,-5.530245095235413
15.0,0.9,Au,0.99,-198.16629279656524,-5.532126192899635
15.0,0.9,Au,0.995,-198.1285963336088,-5.534011016047456
15.0,0.9,Au,1.0,-198.0903848184443,-5.535921591805682
15.0,0.9,Au,1.005,-198.05209793407406,-5.537835936024195
15.0,0.9,Au,1.01,-198.01328901521043,-5.539776381967377
15.0,0.9,Au,1.015,-197.97440294943468,-5.5417206852561645
15.0,0.9,Au,1.02,-197.93498858652887,-5.5436914034014535
15.0,0.9,Au,1.025,-197.89549435365078,-5.545666115045359
15.0,0.9,Au,1.03,-197.85546630004978,-5.547667517725408
15.0,0.9,Au,1.035,-197.81535468317693,-5.549673098569051
15.0,0.9,Au,1.04,-197.77470447779294,-5.55170560883825
15.0,0.9,Au,1.045,-197.73396602311257,-5.553742531572269
15.0,0.9,Au,1.05,-197.69268498195157,-5.555806583630318
15.0,0.9,Au,1.055,-197.65130999275854,-5.557875333089971
15.0,0.9,Au,1.06,-197.60938920009218,-5.559971372723288
15.0,0.9,Au,1.065,-197.56736773053794,-5.562072446201001
15.0,0.9,Au,1.07,-197.52479802969785,-5.564200931243005
15.0,0.9,Au,1.075,-197.48211987825647,-5.566334838815074
15.0,0.9,Au,1.08,-197.4388918620448,-5.568496239625658
15.0,0.9,Au,1.085,-197.39554656465555,-5.57066350449512
15.0,0.9,Au,1.09,-197.35165056535274,-5.57285830446026
15.0,0.9,Au,1.095,-197.30762738823313,-5.575059463316241
15.0,0.9,Au,1.1,-197.26305346718652,-5.577288159368571
15.0,0.9,Au,1.105,-197.21834139927984,-5.579523762763905
15.0,0.9,Au,1.11,-197.17307933605574,-5.58178686592511
15.0,0.9,Au,1.115,-197.1276670810928,-5.584057478673257
15.0,0.9,Au,1.12,-197.08170636217582,-5.586355514619107
15.0,0.9,Au,1.125,-197.03558233031805,-5.588661716211996
15.0,0.9,Au,1.13,-196.98891213733575,-5.590995225861111
15.0,0.9,Au,1.135,-196.9420644363767,-5.593337610909062
15.0,0.9,Au,1.14,-196.8946736338235,-5.595707151036724
15.0,0.9,Au,1.145,-196.84709005990993,-5.598086329732401
15.0,0.9,Au,1.15,-196.79896718235722,-5.600492473610037
15.0,0.9,Au,1.155,-196.7506352102044,-5.602909072217678
15.0,0.9,Au,1.16,-196.70176844895948,-5.605352410279924
15.0,0.9,Au,1.165,-196.6526752215174,-5.6078070716520285
15.0,0.9,Au,1.17,-196.60305241071148,-5.610288212192323
15.0,0.9,Au,1.175,-196.5531847282495,-5.612781596315422
15.0,0.9,Au,1.18,-196.50279333032282,-5.615301166211757
15.0,0.9,Au,1.185,-196.45213763889203,-5.617833950783297
15.0,0.9,Au,1.19,-196.40096472944276,-5.620392596255759
15.0,0.9,Au,1.195,-196.3495071086676,-5.6229654772945175
15.0,0.9,Au,1.2,-196.29753936063125,-5.6255638646963355
15.0,0.9,Au,1.205,-196.24526551079686,-5.628177557188055
15.0,0.9,Au,1.21,-196.19248917791273,-5.6308163738322605
15.0,0.9,Au,1.215,-196.13938440628397,-5.6334716124136985
15.0,0.9,Au,1.22,-196.08578530581948,-5.636151567436923
15.0,0.9,Au,1.225,-196.03183451215062,-5.638849107120366
15.0,0.9,Au,1.23,-195.9773980068241,-5.641570932386693
15.0,0.9,Au,1.235,-195.92258566799828,-5.644311549327983
15.0,0.9,Au,1.24,-195.86729664706024,-5.647076000374886
15.0,0.9,Au,1.245,-195.81160680080194,-5.6498604926878
15.0,0.9,Au,1.25,-195.75544966021795,-5.652668349717
15.0,0.9,Au,1.255,-195.698865887812,-5.655497538337298
15.0,0.9,Au,1.26,-195.64182450949352,-5.658349607253221
15.0,0.9,Au,1.265,-195.58432991744172,-5.661224336855811
15.0,0.9,Au,1.27,-195.52638764745495,-5.66412145035515
15.0,0.9,Au,1.275,-195.46796484799887,-5.667042590327955
15.0,0.9,Au,1.28,-195.40910447368927,-5.669985609043435
15.0,0.9,Au,1.285,-195.34973556411526,-5.672954054522135
15.0,0.9,Au,1.29,-195.2899392900711,-5.675943868224342
15.0,0.9,Au,1.295,-195.22960583071696,-5.678960541192049
15.0,0.9,Au,1.3,-195.16885525348613,-5.6819980700535915
15.0,0.9,Au,1.305,-195.10753824435326,-5.685063920510235
15.0,0.9,Au,1.31,-195.0458143258276,-5.688150116436518
15.0,0.9,Au,1.315,-194.98349418169815,-5.691266123642991
15.0,0.9,Au,1.32,-194.92077722107055,-5.69440197167437
15.0,0.9,Au,1.325,-194.85743374502377,-5.6975691454767095
15.0,0.9,Au,1.33,-194.7937033492002,-5.700755665267887
15.0,0.9,Au,1.335,-194.72931570441054,-5.70397504750737
15.0,0.9,Au,1.34,-194.66455075677393,-5.7072132948892005
15.0,0.9,Au,1.345,-194.59909743645707,-5.710485960905045
15.0,0.9,Au,1.35,-194.53327606384482,-5.713777029535656
15.0,0.9,Au,1.355,-194.4667348592228,-5.7171040897667575
15.0,0.9,Au,1.36,-194.3998343969791,-5.720449112878943
15.0,0.9,Au,1.365,-194.33218236310427,-5.723831714572684
15.0,0.9,Au,1.37,-194.2641793180563,-5.727231866825082
15.0,0.9,Au,1.375,-194.19539273733693,-5.730671195861051
15.0,0.9,Au,1.38,-194.1262627485199,-5.734127695301902
15.0,0.9,Au,1.385,-194.0563170917589,-5.7376249781399515
15.0,0.9,Au,1.39,-193.98603488870887,-5.741139088292453
15.0,0.9,Au,1.395,-193.91490477346682,-5.744695594054557
15.0,0.9,Au,1.4,-193.84344413186957,-5.7482686261344185
15.0,0.9,Au,1.405,-193.77110327792727,-5.751885668831534
15.0,0.9,Au,1.41,-193.69843697240225,-5.755518984107785
15.0,0.9,Au,1.415,-193.6248581540929,-5.759197925023253
15.0,0.9,Au,1.42,-193.55095790785367,-5.762892937335214
15.0,0.9,Au,1.425,-193.47611290299733,-5.766635187578031
15.0,0.9,Au,1.43,-193.4009493341224,-5.770393366021777
15.0,0.9,Au,1.435,-193.3248088692761,-5.774200389264092
15.0,0.9,Au,1.44,-193.2483514332715,-5.778023261064323
15.0,0.9,Au,1.445,-193.1708851249756,-5.7818965764791175
15.0,0.9,Au,1.45,-193.09310205329743,-5.785785730063026
15.0,0.9,Au,1.455,-193.01427834496747,-5.789726915479525
15.0,0.9,Au,1.46,-192.93513657912408,-5.793684003771693
15.0,0.9,Au,1.465,-192.85492267319063,-5.797694699068366
15.0,0.9,Au,1.47,-192.77438779400077,-5.8017214430278585
15.0,0.9,Au,1.475,-192.6927495788718,-5.805803353784307
15.0,0.9,Au,1.48,-192.61078573041334,-5.8099015462072305
15.0,0.9,Au,1.485,-192.5276877017659,-5.814056447639603
15.0,0.9,Au,1.49,-192.4442575094912,-5.818227957253337
15.0,0.9,Au,1.495,-192.35966268535486,-5.822457698460154
15.0,0.9,Au,1.5,-192.27472716778772,-5.826704474338512
15.0,0.9,Au,1.505,-192.18859699681627,-5.831010982887083
15.0,0.9,Au,1.51,-192.10211547017084,-5.835335059219355
15.0,0.9,Au,1.515,-192.0144097324242,-5.839720346106687
15.0,0.9,Au,1.52,-191.9263397074106,-5.844123847357367
15.0,0.9,Au,1.525,-191.83701640688278,-5.848590012383759
15.0,0.9,Au,1.53,-191.7473134768734,-5.853075158884229
15.0,0.9,Au,1.535,-191.65632872491065,-5.8576243964823655
15.0,0.9,Au,1.54,-191.56494644451976,-5.862193510501909
15.0,0.9,Au,1.545,-191.47225433316262,-5.866828116069767
15.0,0.9,Au,1.55,-191.37914408618983,-5.871483628418406
15.0,0.9,Au,1.555,-191.28469655033638,-5.876206005211078
15.0,0.9,Au,1.56,-191.189807405868,-5.880950462434498
15.0,0.9,Au,1.565,-191.09355407302306,-5.885763129076745
15.0,0.9,Au,1.57,-190.99683262832016,-5.89059920131189
15.0,0.9,Au,1.575,-190.8987206545031,-5.895504800002742
15.0,0.9,Au,1.58,-190.80011086312905,-5.900435289571444
15.0,0.9,Au,1.585,-190.70008475333645,-5.905436595061076
15.0,0.9,Au,1.59,-190.59952773672816,-5.910464445891489
15.0,0.9,Au,1.595,-190.49752914808744,-5.915564375323526
15.0,0.9,Au,1.6,-190.3949629885342,-5.920692683301187
15.0,0.9,Au,1.605,-190.2909305140352,-5.925894307026137
15.0,0.9,Au,1.61,-190.18629002671005,-5.931126331392394
15.0,0.9,Au,1.615,-190.080158957055,-5.936432884875146
15.0,0.9,Au,1.62,-189.97337543838194,-5.9417720608088
15.0,0.9,Au,1.625,-189.86507749912977,-5.947186957771409
15.0,0.9,Au,1.63,-189.7560784483343,-5.952636910311182
15.0,0.9,Au,1.635,-189.6455415090442,-5.958163757275687
15.0,0.9,Au,1.64,-189.5342503192305,-5.963728316766373
15.0,0.9,Au,1.645,-189.4213980707885,-5.9693709291884725
15.0,0.9,Au,1.65,-189.30773368526044,-5.975054148464876
15.0,0.9,Au,1.655,-189.1924852809009,-5.980816568682852
15.0,0.9,Au,1.66,-189.07636180971576,-5.986622742242109
15.0,0.9,Au,1.665,-188.95863146448562,-5.992509259503616
15.0,0.9,Au,1.67,-188.83995775532864,-5.998442944961465
15.0,0.9,Au,1.675,-188.71965429779397,-6.004458117838199
15.0,0.9,Au,1.68,-188.59833345418716,-6.010524160018539
15.0,0.9,Au,1.685,-188.47535982302253,-6.016672841576772
15.0,0.9,Au,1.69,-188.35128866155915,-6.02287639964994
15.0,0.9,Au,1.695,-188.225541338275,-6.029163765814147
15.0,0.9,Au,1.7,-188.09860977493685,-6.035510343981056
15.0,0.9,Au,1.705,-187.9699781422494,-6.041941925615428
15.0,0.9,Au,1.71,-187.84006849588073,-6.048437407933862
15.0,0.9,Au,1.715,-187.7084341091095,-6.0550191272724225
15.0,0.9,Au,1.72,-187.57542030760428,-6.061669817347684
15.0,0.9,Au,1.725,-187.44065606379675,-6.06840802953806
15.0,0.9,Au,1.73,-187.30440273544662,-6.075220695955568
15.0,0.9,Au,1.735,-187.16637192159567,-6.0821222366481145
15.0,0.9,Au,1.74,-187.02673335009885,-6.089104165222955
15.0,0.9,Au,1.745,-186.8852885475659,-6.096176405349603
15.0,0.9,Au,1.75,-186.74210746417106,-6.103335459519345
15.0,0.9,Au,1.755,-186.5970892810324,-6.1105863686762785
15.0,0.9,Au,1.76,-186.45019546085936,-6.1179310596849295
15.0,0.9,Au,1.765,-186.30143105692602,-6.125369279881597
15.0,0.9,Au,1.77,-186.1506396781509,-6.132908848820352
15.0,0.9,Au,1.775,-185.99794103836612,-6.140543780809591
15.0,0.9,Au,1.78,-185.84305075203335,-6.148288295126229
15.0,0.9,Au,1.785,-185.68621265208657,-6.156130200123569
15.0,0.9,Au,1.79,-185.52700329586216,-6.164090667934789
15.0,0.9,Au,1.795,-185.3658008880803,-6.172150788323884
15.0,0.9,Au,1.8,-185.2020307579023,-6.180339294832783
15.0,0.9,Au,1.805,-185.03621668429275,-6.188629998513259
15.0,0.9,Au,1.81,-184.86761925164166,-6.197059870145814
15.0,0.9,Au,1.815,-184.69692016212977,-6.205594824621409
15.0,0.9,Au,1.82,-184.52320008855,-6.214280828300398
15.0,0.9,Au,1.825,-184.34731240257386,-6.223075212599204
15.0,0.9,Au,1.83,-184.16814065268184,-6.232033800093806
15.0,0.9,Au,1.835,-183.98672534639553,-6.24110456540812
15.0,0.9,Au,1.84,-183.8017331290256,-6.250354176276618
15.0,0.9,Au,1.845,-183.61440925045343,-6.259720370205225
15.0,0.9,Au,1.85,-183.4231804139711,-6.269281812029343
15.0,0.9,Au,1.855,-183.22951691209897,-6.27896498712295
15.0,0.9,Au,1.86,-183.03157826673325,-6.288861919391235
15.0,0.9,Au,1.865,-182.8310835473427,-6.2988866553607625
15.0,0.9,Au,1.87,-182.62589235558127,-6.309146214948834
15.0,0.9,Au,1.875,-182.41800071244828,-6.319540797105485
15.0,0.9,Au,1.88,-182.20492822823832,-6.330194421315982
15.0,0.9,Au,1.885,-181.9889818840873,-6.340991738523533
15.0,0.9,Au,1.89,-181.76729124430585,-6.352076270512605
15.0,0.9,Au,1.895,-181.5425160653239,-6.3633150294617025
15.0,0.9,Au,1.9,-181.3113318791596,-6.374874238769918
15.0,0.9,Au,1.905,-181.0768037009201,-6.386600647681892
15.0,0.9,Au,1.91,-180.83506902750293,-6.398687381352751
15.0,0.9,Au,1.915,-180.5896655564998,-6.410957554902907
15.0,0.9,Au,1.92,-180.3360789595117,-6.423636884752312
15.0,0.9,Au,1.925,-180.078408574281,-6.436520404013847
15.0,0.9,Au,1.93,-179.8113281759073,-6.449874423932532
15.0,0.9,Au,1.935,-179.53961981067522,-6.463459842194136
15.0,0.9,Au,1.94,-179.25690937760615,-6.477595363847589
15.0,0.9,Au,1.945,-178.96883255242108,-6.491999205106843
15.0,0.9,Au,1.95,-178.6675978495762,-6.5070609402490875
15.0,0.9,Au,1.955,-178.3599466302504,-6.522443501215378
15.0,0.9,Au,1.96,-178.03604245603825,-6.538638709925985
15.0,0.9,Au,1.965,-177.70412342088264,-6.555234661683766
15.0,0.9,Au,1.97,-177.35111052052028,-6.572885306701884
15.0,0.9,Au,1.975,-176.98737576745415,-6.591072044355189
15.0,0.9,Au,1.98,-176.5938512917369,-6.610748268141052
15.0,0.9,Au,1.985,-176.1840401154544,-6.631238826955179
15.0,0.9,Au,1.99,-175.72401422443227,-6.654240121506285
15.0,0.9,Au,1.995,-175.22895382331666,-6.6789931415620645
15.0,0.9,Au,2.0,-174.56604157789423,-6.712138753833186
15.0,0.9,C,2.0,-174.56604157789423,-2.084855501533274
15.0,0.9,C,2.009993337775,-173.40349213890914,-2.1081064903129754
15.0,0.9,C,2.01998667555,-172.52292063688003,-2.125717920353558
15.0,0.9,C,2.029980013324,-171.75089379398253,-2.1411584572115077
15.0,0.9,C,2.039973351099,-171.0480595494611,-2.1552151421019365
15.0,0.9,C,2.049966688874,-170.39602155961387,-2.1682559018988816
15.0,0.9,C,2.059960026649,-169.7840356304582,-2.1804956204819947
15.0,0.9,C,2.069953364424,-169.20504249388034,-2.1920754832135514
15.0,0.9,C,2.079946702199,-168.6540467630329,-2.2030953978305003
15.0,0.9,C,2.089940039973,-168.12732708180684,-2.213629791455022
15.0,0.9,C,2.099933377748,-167.62200427727933,-2.223736247545572
15.0,0.9,C,2.109926715523,-167.1357850388738,-2.2334606323136827
15.0,0.9,C,2.119920053298,-166.6668000742756,-2.242840331605646
15.0,0.9,C,2.129913391073,-166.21349685250755,-2.2519063960410075
15.0,0.9,C,2.139906728847,-165.7745656974513,-2.2606850191421324
15.0,0.9,C,2.149900066622,-165.348887199999,-2.2691985890911783
15.0,0.9,C,2.159893404397,-164.93549377860532,-2.2774664575190524
15.0,0.9,C,2.169886742172,-164.5335409294817,-2.285505514501525
