L_support_nm,pzc_support_V,material,x_nm,phi_RP_mV,sigma_uC_per_cm2
15.0,0.5,Au,0.0,-193.23094426263415,-6.967518823594296
15.0,0.5,Au,0.005,-193.23090813314806,-6.9675206300686
15.0,0.5,Au,0.01,-193.22995334165788,-6.96756836964311
15.0,0.5,Au,0.015,-193.22892549055072,-6.967619762198467
15.0,0.5,Au,0.02,-193.2269804372133,-6.967717014865338
15.0,0.5,Au,0.025,-193.22495992476303,-6.9678180404878525
15.0,0.5,Au,0.03,-193.2220251247037,-6.967964780490819
15.0,0.5,Au,0.035,-193.2190108744916,-6.968115493001423
15.0,0.5,Au,0.04,-193.21508669629867,-6.9683117019110705
15.0,0.5,Au,0.045,-193.21107749753003,-6.968512161849502
15.0,0.5,Au,0.05,-193.2061641606889,-6.968757828691559
15.0,0.5,Au,0.055,-193.20115867043992,-6.969008103204007
15.0,0.5,Au,0.06,-193.19525624272953,-6.969303224589527
15.0,0.5,Au,0.065,-193.18925298812127,-6.969603387319941
15.0,0.5,Au,0.07,-193.18236138299267,-6.9699479675763705
15.0,0.5,Au,0.075,-193.17535876328034,-6.970298098561986
15.0,0.5,Au,0.08,-193.16747773721187,-6.9706921498654095
15.0,0.5,Au,0.085,-193.1594740257868,-6.971092335436663
15.0,0.5,Au,0.09,-193.15060317562984,-6.971535877944511
15.0,0.5,Au,0.095,-193.1415965219229,-6.971986210629858
15.0,0.5,Au,0.1,-193.13173528224183,-6.972479272613912
15.0,0.5,Au,0.105,-193.12172371352503,-6.972979851049751
15.0,0.5,Au,0.11,-193.1108713539336,-6.973522469029324
15.0,0.5,Au,0.115,-193.09985277701588,-6.974073397875209
15.0,0.5,Au,0.12,-193.08800839952104,-6.9746656167499514
15.0,0.5,Au,0.125,-193.07598060232465,-6.975267006609771
15.0,0.5,Au,0.13,-193.06314313868046,-6.975908879791981
15.0,0.5,Au,0.135,-193.05010379169846,-6.976560847141081
15.0,0.5,Au,0.14,-193.03627200077824,-6.977252436687091
15.0,0.5,Au,0.145,-193.02221865840343,-6.977955103805831
15.0,0.5,Au,0.15,-193.00739112358892,-6.9786964805465574
15.0,0.5,Au,0.155,-192.99232122530745,-6.97944997546063
15.0,0.5,Au,0.16,-192.9764963519086,-6.9802412191305745
15.0,0.5,Au,0.165,-192.96040722335684,-6.981045675558162
15.0,0.5,Au,0.17,-192.94358323605962,-6.981886874923022
15.0,0.5,Au,0.175,-192.92647208993242,-6.982742432229383
15.0,0.5,Au,0.18,-192.908647030285,-6.983633685211752
15.0,0.5,Au,0.185,-192.89051096709224,-6.984540488371392
15.0,0.5,Au,0.19,-192.87168269102986,-6.98548190217451
15.0,0.5,Au,0.195,-192.85251869969608,-6.9864401017411994
15.0,0.5,Au,0.2,-192.83268487511123,-6.987431792970441
15.0,0.5,Au,0.205,-192.81248983341308,-6.988441545055349
15.0,0.5,Au,0.21,-192.7916479377731,-6.989483639837349
15.0,0.5,Au,0.215,-192.77041861260793,-6.990545106095607
15.0,0.5,Au,0.22,-192.74856593062395,-6.991637740194806
15.0,0.5,Au,0.225,-192.72629897810302,-6.992751087820853
15.0,0.5,Au,0.23,-192.70343259945673,-6.993894406753166
15.0,0.5,Au,0.235,-192.68012456482288,-6.995059808484861
15.0,0.5,Au,0.24,-192.65624138194894,-6.996253967628556
15.0,0.5,Au,0.245,-192.63188869930846,-6.99747160176058
15.0,0.5,Au,0.25,-192.6069854052388,-6.998716766464064
15.0,0.5,Au,0.255,-192.5815843971071,-6.999986816870648
15.0,0.5,Au,0.26,-192.55565748338023,-7.001283162556991
15.0,0.5,Au,0.265,-192.5292043600318,-7.002605818724414
15.0,0.5,Au,0.27,-192.502250114664,-7.003953530992803
15.0,0.5,Au,0.275,-192.47474097329075,-7.005328988061466
15.0,0.5,Au,0.28,-192.44675547881965,-7.006728262785021
15.0,0.5,Au,0.285,-192.41818630248397,-7.008156721601805
15.0,0.5,Au,0.29,-192.38916543407566,-7.009607765022221
15.0,0.5,Au,0.295,-192.35953209046164,-7.011089432202922
15.0,0.5,Au,0.3,-192.32947151409144,-7.012592461021431
15.0,0.5,Au,0.305,-192.29876975404747,-7.01412754902363
15.0,0.5,Au,0.31,-192.26766492474906,-7.01568279048855
15.0,0.5,Au,0.315,-192.2358903806186,-7.017271517695073
15.0,0.5,Au,0.32,-192.20373654080552,-7.0188792096857275
15.0,0.5,Au,0.325,-192.1708847245465,-7.020521800498678
15.0,0.5,Au,0.33,-192.13767690240155,-7.022182191605926
15.0,0.5,Au,0.335,-192.10374320348345,-7.023878876551831
15.0,0.5,Au,0.34,-192.06947621142118,-7.025592226154945
15.0,0.5,Au,0.345,-192.0344558945119,-7.027343242000408
15.0,0.5,Au,0.35,-191.9991243277052,-7.029109820340743
15.0,0.5,Au,0.355,-191.96301253012834,-7.0309154102195865
15.0,0.5,Au,0.36,-191.92661076510834,-7.032735498470586
15.0,0.5,Au,0.365,-191.88940249408057,-7.034595912021975
15.0,0.5,Au,0.37,-191.8519246873987,-7.036469802356068
15.0,0.5,Au,0.375,-191.81361481704454,-7.038385295873777
