model_id,L_Au_nm,L_support_nm,L_Pd_nm,L_total_nm,C_H_Au_uF_per_cm2,C_H_C_uF_per_cm2,C_H_Pd_uF_per_cm2,PZC_Au_SHE_V,PZC_Pd_SHE_V,PZC_Au_RHE_V,PZC_Pd_RHE_V,PZC_difference_V,N_modes,coefficient_grid_Nx,gl_order,root_xtol_V,profile_grid_kind,profile_grid_points,Ny_2d,lambda_D_nm,E_mix_with_V,E_mix_no_V,i_mix_abs_with_A,i_mix_abs_no_A,i_mix_avg_with_A_per_m2,i_mix_avg_no_A_per_m2,relative_balance_with,relative_balance_no,max_abs_phi_tilde_with,debye_huckel_threshold,debye_huckel_threshold_exceeded,phi_2d_surface_max_error
legacy_Au_C_Pd_linear_PB_piecewise_Robin,2.0,1.0,2.0,5.0,50.0,20.0,50.0,0.51,0.21,0.923885500110236,0.6238855001102359,0.30000000000000004,960,4,128,1e-13,piecewise-uniform,901,320,3.0412178890177213,0.5811563626802385,0.4670000000000001,1.2164317052945408e-12,4.7024141631489785e-12,0.030410792632363518,0.11756035407872445,1.9082828075410797e-15,1.7950514385510672e-15,8.013723253986674,1.0,True,1.887379141862766e-14
