segment_id,material,x_nm,phi_RP_V,sigma_C_per_m2
Au,Au,0.225,-0.19600959507771568,-0.05453998606768794
Au,Au,0.23,-0.19600047793799297,-0.05454454463754929
Au,Au,0.235,-0.19599101204551303,-0.05454927758378926
Au,Au,0.24,-0.19598139184948707,-0.05455408768180224
Au,Au,0.245,-0.19597161723050618,-0.05455897499129268
Au,Au,0.25,-0.1959614923052444,-0.054564037453923575
Au,Au,0.255,-0.19595133300869488,-0.05456911710219833
Au,Au,0.26,-0.19594082254057454,-0.0545743723362585
Au,Au,0.265,-0.19593015603284247,-0.05457970559012454
Au,Au,0.27,-0.1959193333520622,-0.05458511693051467
Au,Au,0.275,-0.1959081577696361,-0.05459070472172772
Au,Au,0.28,-0.19589694647528302,-0.05459631036890426
Au,Au,0.285,-0.1958853813196007,-0.05460209294674542
Au,Au,0.29,-0.19587365819767838,-0.054607954507706585
Au,Au,0.295,-0.19586177696159424,-0.05461389512574866
Au,Au,0.3,-0.19584953995348234,-0.054620013629804606
Au,Au,0.305,-0.19583726575090604,-0.054626150731092754
Au,Au,0.31,-0.19582463471987152,-0.054632466246610015
Au,Au,0.315,-0.19581184360050088,-0.05463886180629533
Au,Au,0.32,-0.19579889222987437,-0.05464533749160859
Au,Au,0.325,-0.19578558193492446,-0.054651992639083546
Au,Au,0.33,-0.1957722328169933,-0.05465866719804913
Au,Au,0.335,-0.19575852361894516,-0.054665521797073194
Au,Au,0.34,-0.19574465200953645,-0.05467245760177755
Au,Au,0.345,-0.19573061781028236,-0.05467947470140459
Au,Au,0.35,-0.1957162212448417,-0.054686672984124926
Au,Au,0.355,-0.19570178407739344,-0.054693891567849054
Au,Au,0.36,-0.19568698328570672,-0.05470129196369242
Au,Au,0.365,-0.19567201755266478,-0.054708774830213386
Au,Au,0.37,-0.1956568866835896,-0.05471634026475097
Au,Au,0.375,-0.19564138970844208,-0.054724088752324734
Au,Au,0.38,-0.1956258501967479,-0.05473185850817182
Au,Au,0.385,-0.19560994321548208,-0.05473981199880473
Au,Au,0.39,-0.19559386854923685,-0.05474784933192735
Au,Au,0.395,-0.19557762598644757,-0.05475597061332199
Au,Au,0.4,-0.19556101327037612,-0.05476427697135772
Au,Au,0.405,-0.1955443559221999,-0.054772605645445824
Au,Au,0.41,-0.19552732694829286,-0.054781120132399344
Au,Au,0.415,-0.19551012732483683,-0.05478971994412736
Au,Au,0.42,-0.19549275682262054,-0.0547984051952355
