condition,C_tot_M,E_V,I_Au_A,I_Pd_A,I_Au_1e_minus_3_uA,I_Pd_1e_minus_3_uA,j_Au_A_per_m2,j_Pd_A_per_m2
with EDL,0.01,0.4713242961418144,1.1140191098153596e-14,-2.6742412244480116e-10,1.1140191098153596e-05,-0.2674241224448012,0.0005570095549076797,-13.371206122240057
with EDL,0.01,0.4715745568300313,1.1232110923040483e-14,-2.652356132078395e-10,1.1232110923040483e-05,-0.2652356132078395,0.0005616055461520241,-13.261780660391974
with EDL,0.01,0.4718248175182482,1.1324789195797146e-14,-2.630650139957345e-10,1.1324789195797146e-05,-0.2630650139957345,0.0005662394597898573,-13.153250699786724
with EDL,0.01,0.4720750782064651,1.1418232174520514e-14,-2.6091217823885475e-10,1.1418232174520513e-05,-0.26091217823885476,0.0005709116087260257,-13.045608911942736
with EDL,0.01,0.472325338894682,1.1512446168944153e-14,-2.5877696056704716e-10,1.1512446168944153e-05,-0.2587769605670472,0.0005756223084472076,-12.938848028352357
with EDL,0.01,0.47257559958289885,1.1607437540864552e-14,-2.566592167998193e-10,1.1607437540864552e-05,-0.25665921679981935,0.0005803718770432275,-12.832960839990966
with EDL,0.01,0.4728258602711158,1.1703212704570555e-14,-2.5455880393660075e-10,1.1703212704570555e-05,-0.25455880393660074,0.0005851606352285277,-12.727940196830037
with EDL,0.01,0.47307612095933266,1.17997781272765e-14,-2.5247558014709334e-10,1.17997781272765e-05,-0.2524755801470933,0.000589988906363825,-12.623779007354665
with EDL,0.01,0.47332638164754953,1.1897140329558931e-14,-2.5040940476168715e-10,1.1897140329558932e-05,-0.25040940476168716,0.0005948570164779465,-12.520470238084357
with EDL,0.01,0.47357664233576646,1.1995305885796962e-14,-2.4836013826196673e-10,1.1995305885796962e-05,-0.24836013826196673,0.0005997652942898481,-12.418006913098335
with EDL,0.01,0.47382690302398334,1.2094281424616024e-14,-2.463276422712893e-10,1.2094281424616024e-05,-0.24632764227128928,0.0006047140712308011,-12.316382113564462
with EDL,0.01,0.4740771637122002,1.2194073629335722e-14,-2.443117795454389e-10,1.2194073629335722e-05,-0.2443117795454389,0.0006097036814667861,-12.215588977271944
with EDL,0.01,0.4743274244004171,1.2294689238420928e-14,-2.4231241396335975e-10,1.2294689238420927e-05,-0.24231241396335976,0.0006147344619210464,-12.115620698167987
with EDL,0.01,0.474577685088634,1.2396135045936902e-14,-2.4032941051796617e-10,1.2396135045936903e-05,-0.24032941051796616,0.000619806752296845,-12.016470525898306
with EDL,0.01,0.4748279457768509,1.2498417902007976e-14,-2.3836263530702457e-10,1.2498417902007976e-05,-0.23836263530702456,0.0006249208951003987,-11.918131765351228
with EDL,0.01,0.4750782064650678,1.2601544713280244e-14,-2.364119555241121e-10,1.2601544713280245e-05,-0.23641195552411212,0.0006300772356640121,-11.820597776205606
with EDL,0.01,0.4753284671532847,1.2705522443387669e-14,-2.344772394496503e-10,1.2705522443387669e-05,-0.23447723944965027,0.0006352761221693834,-11.723861972482513
with EDL,0.01,0.47557872784150157,1.2810358113422642e-14,-2.325583564420086e-10,1.2810358113422642e-05,-0.2325583564420086,0.000640517905671132,-11.627917822100429
with EDL,0.01,0.47582898852971844,1.2916058802409858e-14,-2.306551769286828e-10,1.2916058802409857e-05,-0.2306551769286828,0.0006458029401204929,-11.532758846434138
with EDL,0.01,0.4760792492179354,1.3022631647784409e-14,-2.2876757239754796e-10,1.3022631647784409e-05,-0.22876757239754797,0.0006511315823892204,-11.438378619877398
with EDL,0.01,0.47632950990615225,1.3130083845873646e-14,-2.268954153881788e-10,1.3130083845873645e-05,-0.2268954153881788,0.0006565041922936822,-11.344770769408939
with EDL,0.01,0.4765797705943692,1.323842265238329e-14,-2.2503857948324242e-10,1.3238422652383289e-05,-0.22503857948324243,0.0006619211326191645,-11.25192897416212
with EDL,0.01,0.47683003128258605,1.3347655382887107e-14,-2.2319693929996587e-10,1.3347655382887106e-05,-0.22319693929996587,0.0006673827691443553,-11.159846964998293
with EDL,0.01,0.4770802919708029,1.3457789413321195e-14,-2.213703704816635e-10,1.3457789413321195e-05,-0.2213703704816635,0.0006728894706660597,-11.068518524083174
with EDL,0.01,0.4773305526590198,1.3568832180481814e-14,-2.195587496893438e-10,1.3568832180481813e-05,-0.2195587496893438,0.0006784416090240906,-10.977937484467189
with EDL,0.01,0.47758081334723673,1.368079118252768e-14,-2.1776195459338053e-10,1.368079118252768e-05,-0.21776195459338052,0.000684039559126384,-10.888097729669026
with EDL,0.01,0.4778310740354536,1.3793673979486199e-14,-2.1597986386525294e-10,1.3793673979486199e-05,-0.21597986386525295,0.0006896836989743099,-10.798993193262646
with EDL,0.01,0.47808133472367054,1.3907488193764072e-14,-2.1421235716935046e-10,1.3907488193764073e-05,-0.21421235716935047,0.0006953744096882035,-10.710617858467522
with EDL,0.01,0.4783315954118874,1.4022241510661771e-14,-2.124593151548507e-10,1.4022241510661771e-05,-0.2124593151548507,0.0007011120755330885,-10.622965757742534
with EDL,0.01,0.4785818561001043,1.413794167889275e-14,-2.1072061944765616e-10,1.413794167889275e-05,-0.21072061944765616,0.0007068970839446374,-10.536030972382807
with EDL,0.01,0.47883211678832116,1.4254596511106554e-14,-2.0899615264240465e-10,1.4254596511106555e-05,-0.20899615264240465,0.0007127298255553276,-10.449807632120232
with EDL,0.01,0.4790823774765381,1.437221388441637e-14,-2.072857982945396e-10,1.437221388441637e-05,-0.2072857982945396,0.0007186106942208185,-10.36428991472698
with EDL,0.01,0.47933263816475496,1.4490801740930926e-14,-2.0558944091244778e-10,1.4490801740930927e-05,-0.2055894409124478,0.0007245400870465462,-10.279472045622388
with EDL,0.01,0.4795828988529719,1.4610368088290827e-14,-2.0390696594966e-10,1.4610368088290827e-05,-0.20390696594966,0.0007305184044145412,-10.195348297483
with EDL,0.01,0.47983315954118877,1.4730921000209113e-14,-2.0223825979711847e-10,1.4730921000209113e-05,-0.20223825979711846,0.0007365460500104557,-10.111912989855922
with EDL,0.01,0.48008342022940564,1.485246861701671e-14,-2.0058320977550158e-10,1.485246861701671e-05,-0.20058320977550156,0.0007426234308508354,-10.029160488775078
with EDL,0.01,0.4803336809176225,1.4975019146211898e-14,-1.9894170412761894e-10,1.4975019146211898e-05,-0.19894170412761894,0.0007487509573105948,-9.947085206380946
with EDL,0.01,0.48058394160583945,1.509858086301457e-14,-1.973136320108631e-10,1.5098580863014568e-05,-0.1973136320108631,0.0007549290431507284,-9.865681600543153
with EDL,0.01,0.4808342022940563,1.5223162110925013e-14,-1.956988834897253e-10,1.5223162110925012e-05,-0.19569888348972528,0.0007611581055462505,-9.784944174486263
with EDL,0.01,0.4810844629822732,1.534877130228734e-14,-1.9409734952837236e-10,1.5348771302287338e-05,-0.19409734952837238,0.0007674385651143669,-9.704867476418617
with EDL,0.01,0.4813347236704901,1.547541691885757e-14,-1.925089219832825e-10,1.547541691885757e-05,-0.1925089219832825,0.0007737708459428785,-9.625446099164124
with EDL,0.01,0.481584984358707,1.5603107512376085e-14,-1.9093349359594618e-10,1.5603107512376087e-05,-0.19093349359594616,0.0007801553756188042,-9.546674679797308
with EDL,0.01,0.4818352450469239,1.5731851705145504e-14,-1.8937095798562017e-10,1.5731851705145503e-05,-0.18937095798562018,0.0007865925852572751,-9.468547899281008
with EDL,0.01,0.4820855057351408,1.5861658190612637e-14,-1.878212096421459e-10,1.5861658190612638e-05,-0.18782120964214588,0.0007930829095306318,-9.391060482107294
with EDL,0.01,0.4823357664233577,1.5992535733955534e-14,-1.862841439188244e-10,1.5992535733955535e-05,-0.1862841439188244,0.0007996267866977766,-9.314207195941218
with EDL,0.01,0.48258602711157456,1.6124493172675436e-14,-1.8475965702535018e-10,1.6124493172675437e-05,-0.1847596570253502,0.0008062246586337717,-9.237982851267509
with EDL,0.01,0.4828362877997915,1.6257539417193482e-14,-1.832476460208026e-10,1.6257539417193483e-05,-0.1832476460208026,0.000812876970859674,-9.162382301040129
with EDL,0.01,0.48308654848800836,1.639168345145226e-14,-1.8174800880669606e-10,1.639168345145226e-05,-0.18174800880669606,0.0008195841725726129,-9.087400440334802
with EDL,0.01,0.48333680917622523,1.6526934333522716e-14,-1.8026064412008283e-10,1.6526934333522715e-05,-0.18026064412008283,0.0008263467166761357,-9.01303220600414
with EDL,0.01,0.4835870698644421,1.666330119621562e-14,-1.7878545152671842e-10,1.666330119621562e-05,-0.17878545152671843,0.0008331650598107809,-8.93927257633592
with EDL,0.01,0.48383733055265904,1.6800793247698258e-14,-1.7732233141427815e-10,1.680079324769826e-05,-0.17732233141427817,0.0008400396623849128,-8.866116570713906
with EDL,0.01,0.4840875912408759,1.6939419772116236e-14,-1.7587118498563124e-10,1.6939419772116235e-05,-0.17587118498563123,0.0008469709886058117,-8.79355924928156
with EDL,0.01,0.48433785192909284,1.7079190130220516e-14,-1.7443191425216905e-10,1.7079190130220514e-05,-0.17443191425216906,0.0008539595065110257,-8.721595712608451
with EDL,0.01,0.4845881126173097,1.722011375999919e-14,-1.7300442202718977e-10,1.7220113759999187e-05,-0.17300442202718977,0.0008610056879999593,-8.650221101359488
with EDL,0.01,0.4848383733055266,1.7362200177315105e-14,-1.7158861191933435e-10,1.7362200177315104e-05,-0.17158861191933436,0.0008681100088657552,-8.579430595966716
with EDL,0.01,0.48508863399374347,1.7505458976548304e-14,-1.7018438832607754e-10,1.7505458976548305e-05,-0.17018438832607755,0.000875272948827415,-8.509219416303877
with EDL,0.01,0.4853388946819604,1.764989983124385e-14,-1.6879165642727417e-10,1.764989983124385e-05,-0.16879165642727417,0.0008824949915621924,-8.439582821363707
with EDL,0.01,0.4855891553701773,1.779553249476504e-14,-1.6741032217875488e-10,1.779553249476504e-05,-0.16741032217875487,0.0008897766247382519,-8.370516108937743
with EDL,0.01,0.4858394160583942,1.7942366800952077e-14,-1.6604029230597583e-10,1.7942366800952078e-05,-0.16604029230597583,0.0008971183400476037,-8.302014615298791
with EDL,0.01,0.4860896767466111,1.8090412664785877e-14,-1.646814742977218e-10,1.809041266478588e-05,-0.16468147429772179,0.0009045206332392937,-8.234073714886089
with EDL,0.01,0.48633993743482795,1.8239680083057922e-14,-1.6333377639985764e-10,1.8239680083057923e-05,-0.16333377639985763,0.000911984004152896,-8.166688819992881
with EDL,0.01,0.4865901981230448,1.8390179135045058e-14,-1.6199710760913257e-10,1.8390179135045056e-05,-0.16199710760913258,0.0009195089567522528,-8.099855380456628
with EDL,0.01,0.48684045881126176,1.8541919983190126e-14,-1.606713776670369e-10,1.8541919983190127e-05,-0.1606713776670369,0.0009270959991595062,-8.033568883351844
with EDL,0.01,0.48709071949947863,1.8694912873788203e-14,-1.5935649705370583e-10,1.8694912873788203e-05,-0.15935649705370583,0.00093474564368941,-7.967824852685291
with EDL,0.01,0.48734098018769556,1.8849168137678576e-14,-1.5805237698187488e-10,1.8849168137678577e-05,-0.15805237698187488,0.0009424584068839288,-7.902618849093743
with EDL,0.01,0.48759124087591244,1.9004696190942045e-14,-1.567589293908856e-10,1.9004696190942043e-05,-0.1567589293908856,0.0009502348095471022,-7.837946469544279
with EDL,0.01,0.4878415015641293,1.916150753560467e-14,-1.5547606694073773e-10,1.916150753560467e-05,-0.15547606694073773,0.0009580753767802334,-7.7738033470368855
with EDL,0.01,0.4880917622523462,1.9319612760346585e-14,-1.5420370300619185e-10,1.9319612760346586e-05,-0.15420370300619185,0.0009659806380173291,-7.7101851503095915
with EDL,0.01,0.4883420229405631,1.947902254121722e-14,-1.5294175167092087e-10,1.9479022541217222e-05,-0.15294175167092086,0.0009739511270608609,-7.647087583546043
with EDL,0.01,0.48859228362878,1.9639747642356028e-14,-1.5169012772170862e-10,1.9639747642356027e-05,-0.15169012772170862,0.0009819873821178013,-7.58450638608543
with EDL,0.01,0.4888425443169969,1.9801798916719547e-14,-1.5044874664269423e-10,1.9801798916719546e-05,-0.15044874664269423,0.0009900899458359772,-7.522437332134711
with EDL,0.01,0.4890928050052138,1.9965187306813847e-14,-1.4921752460966762e-10,1.9965187306813847e-05,-0.1492175246096676,0.0009982593653406922,-7.460876230483381
with EDL,0.01,0.48934306569343067,2.012992384543394e-14,-1.479963784844063e-10,2.012992384543394e-05,-0.1479963784844063,0.0010064961922716968,-7.399818924220314
with EDL,0.01,0.48959332638164754,2.029601965640843e-14,-1.4678522580906406e-10,2.029601965640843e-05,-0.14678522580906406,0.0010148009828204213,-7.339261290453202
with EDL,0.01,0.4898435870698645,2.0463485955350772e-14,-1.4558398480060188e-10,2.0463485955350772e-05,-0.1455839848006019,0.0010231742977675384,-7.279199240030093
with EDL,0.01,0.49009384775808135,2.063233405041647e-14,-1.4439257434526555e-10,2.063233405041647e-05,-0.14439257434526556,0.0010316167025208234,-7.219628717263277
with EDL,0.01,0.4903441084462983,2.080257534306693e-14,-1.4321091399310846e-10,2.0802575343066932e-05,-0.14321091399310845,0.0010401287671533465,-7.160545699655422
with EDL,0.01,0.49059436913451515,2.097422132883892e-14,-1.420389239525603e-10,2.097422132883892e-05,-0.1420389239525603,0.0010487110664419458,-7.101946197628014
with EDL,0.01,0.490844629822732,2.1147283598121296e-14,-1.4087652508503664e-10,2.1147283598121298e-05,-0.14087652508503665,0.0010573641799060647,-7.043826254251831
with EDL,0.01,0.4910948905109489,2.132177383693729e-14,-1.3972363889959774e-10,2.132177383693729e-05,-0.13972363889959774,0.0010660886918468643,-6.9861819449798865
with EDL,0.01,0.49134515119916583,2.1497703827733775e-14,-1.3858018754764709e-10,2.1497703827733773e-05,-0.1385801875476471,0.0010748851913866886,-6.929009377382354
with EDL,0.01,0.4915954118873827,2.167508545017676e-14,-1.3744609381767485e-10,2.167508545017676e-05,-0.13744609381767484,0.001083754272508838,-6.872304690883742
with EDL,0.01,0.4918456725755996,2.18539306819537e-14,-1.363212811300444e-10,2.18539306819537e-05,-0.1363212811300444,0.001092696534097685,-6.81606405650222
with EDL,0.01,0.4920959332638165,2.203425159958223e-14,-1.352056735318211e-10,2.203425159958223e-05,-0.1352056735318211,0.0011017125799791113,-6.7602836765910554
with EDL,0.01,0.4923461939520334,2.2216060379225413e-14,-1.3409919569164367e-10,2.2216060379225412e-05,-0.13409919569164366,0.0011108030189612705,-6.704959784582183
with EDL,0.01,0.49259645464025026,2.2399369297514367e-14,-1.3300177289463726e-10,2.2399369297514366e-05,-0.13300177289463727,0.0011199684648757183,-6.650088644731862
with EDL,0.01,0.4928467153284672,2.258419073237698e-14,-1.3191333103736838e-10,2.258419073237698e-05,-0.13191333103736838,0.001129209536618849,-6.595666551868418
with EDL,0.01,0.49309697601668406,2.2770537163873687e-14,-1.3083379662284205e-10,2.277053716387369e-05,-0.13083379662284206,0.0011385268581936843,-6.541689831142102
with EDL,0.01,0.49334723670490094,2.2958421175040287e-14,-1.2976309675553662e-10,2.2958421175040288e-05,-0.12976309675553663,0.0011479210587520142,-6.488154837776831
with EDL,0.01,0.49359749739311787,2.314785545273771e-14,-1.2870115913648365e-10,2.314785545273771e-05,-0.12870115913648364,0.0011573927726368854,-6.435057956824182
with EDL,0.01,0.49384775808133474,2.3338852788508297e-14,-1.276479120583856e-10,2.3338852788508297e-05,-0.12764791205838558,0.0011669426394254148,-6.382395602919279
with EDL,0.01,0.4940980187695516,2.3531426079440108e-14,-1.2660328440077285e-10,2.3531426079440107e-05,-0.12660328440077284,0.0011765713039720053,-6.330164220038642
with EDL,0.01,0.4943482794577685,2.372558832903736e-14,-1.2556720562520158e-10,2.372558832903736e-05,-0.12556720562520157,0.001186279416451868,-6.2783602812600785
with EDL,0.01,0.4945985401459854,2.3921352648098736e-14,-1.2453960577049115e-10,2.3921352648098735e-05,-0.12453960577049115,0.0011960676324049367,-6.226980288524557
with EDL,0.01,0.4948488008342023,2.4118732255602517e-14,-1.2352041544800034e-10,2.4118732255602516e-05,-0.12352041544800034,0.0012059366127801258,-6.176020772400016
with EDL,0.01,0.4950990615224192,2.431774047959941e-14,-1.2250956583694046e-10,2.431774047959941e-05,-0.12250956583694046,0.0012158870239799705,-6.125478291847022
with EDL,0.01,0.4953493222106361,2.451839075811216e-14,-1.2150698867972943e-10,2.451839075811216e-05,-0.12150698867972944,0.0012259195379056079,-6.075349433986471
with EDL,0.01,0.495599582898853,2.472069664004334e-14,-1.2051261627738237e-10,2.4720696640043338e-05,-0.12051261627738237,0.0012360348320021668,-6.025630813869118
with EDL,0.01,0.49584984358706985,2.492467178609009e-14,-1.1952638148493967e-10,2.4924671786090088e-05,-0.11952638148493967,0.0012462335893045043,-5.976319074246983
with EDL,0.01,0.4961001042752868,2.5130329969666534e-14,-1.1854821770693382e-10,2.5130329969666535e-05,-0.11854821770693383,0.0012565164984833265,-5.92741088534669
with EDL,0.01,0.49635036496350365,2.5337685077833794e-14,-1.1757805889289272e-10,2.5337685077833795e-05,-0.11757805889289272,0.0012668842538916896,-5.8789029446446355
with EDL,0.01,0.4966006256517206,2.5546751112237868e-14,-1.166158395328786e-10,2.554675111223787e-05,-0.1166158395328786,0.0012773375556118932,-5.83079197664393
with EDL,0.01,0.49685088633993746,2.575754219005474e-14,-1.1566149465306517e-10,2.575754219005474e-05,-0.11566149465306517,0.0012878771095027367,-5.783074732653258
with EDL,0.01,0.49710114702815433,2.5970072544944143e-14,-1.147149598113503e-10,2.5970072544944143e-05,-0.1147149598113503,0.001298503627247207,-5.735747990567514
with EDL,0.01,0.4973514077163712,2.6184356528010362e-14,-1.1377617109300385e-10,2.618435652801036e-05,-0.11377617109300385,0.001309217826400518,-5.688808554650191
with EDL,0.01,0.49760166840458814,2.6400408608771318e-14,-1.1284506510635272e-10,2.6400408608771318e-05,-0.11284506510635273,0.0013200204304385657,-5.642253255317636
with EDL,0.01,0.497851929092805,2.6618243376135647e-14,-1.1192157897850041e-10,2.6618243376135646e-05,-0.11192157897850041,0.0013309121688067822,-5.59607894892502
with EDL,0.01,0.49810218978102194,2.6837875539387983e-14,-1.1100565035108033e-10,2.6837875539387983e-05,-0.11100565035108033,0.001341893776969399,-5.550282517554016
with EDL,0.01,0.4983524504692388,2.7059319929181773e-14,-1.1009721737604674e-10,2.7059319929181772e-05,-0.11009721737604673,0.0013529659964590884,-5.504860868802337
with EDL,0.01,0.4986027111574557,2.7282591498541187e-14,-1.0919621871149641e-10,2.7282591498541188e-05,-0.10919621871149642,0.0013641295749270593,-5.45981093557482
with EDL,0.01,0.49885297184567257,2.7507705323870632e-14,-1.0830259351752865e-10,2.750770532387063e-05,-0.10830259351752865,0.0013753852661935314,-5.415129675876432
with EDL,0.01,0.4991032325338895,2.7734676605972743e-14,-1.0741628145213488e-10,2.7734676605972742e-05,-0.10741628145213487,0.001386733830298637,-5.370814072606743
with EDL,0.01,0.49935349322210637,2.7963520671074842e-14,-1.0653722266712719e-10,2.796352067107484e-05,-0.10653722266712719,0.001398176033553742,-5.326861133356359
with EDL,0.01,0.4996037539103233,2.8194252971863924e-14,-1.0566535780409308e-10,2.8194252971863924e-05,-0.10566535780409309,0.0014097126485931961,-5.2832678902046535
with EDL,0.01,0.4998540145985402,2.8426889088529805e-14,-1.0480062799039106e-10,2.8426889088529804e-05,-0.10480062799039105,0.00142134445442649,-5.240031399519553
with EDL,0.01,0.500104275286757,2.866144472981765e-14,-1.0394297483517227e-10,2.866144472981765e-05,-0.10394297483517227,0.0014330722364908823,-5.197148741758613
with EDL,0.01,0.5003545359749739,2.889793573408838e-14,-1.0309234042543964e-10,2.889793573408838e-05,-0.10309234042543963,0.001444896786704419,-5.1546170212719815
with EDL,0.01,0.5006047966631908,2.913637807038817e-14,-1.0224866732213671e-10,2.913637807038817e-05,-0.10224866732213671,0.0014568189035194083,-5.112433366106835
with EDL,0.01,0.5008550573514077,2.9376787839526874e-14,-1.0141189855626834e-10,2.9376787839526874e-05,-0.10141189855626834,0.0014688393919763435,-5.070594927813416
with EDL,0.01,0.5011053180396247,2.9619181275165286e-14,-1.0058197762505478e-10,2.9619181275165288e-05,-0.10058197762505477,0.001480959063758264,-5.029098881252739
with EDL,0.01,0.5013555787278415,2.9863574744910825e-14,-9.97588484881171e-11,2.9863574744910825e-05,-0.0997588484881171,0.001493178737245541,-4.987942424405855
with EDL,0.01,0.5016058394160584,3.0109984751423536e-14,-9.894245556369042e-11,3.0109984751423535e-05,-0.09894245556369043,0.0015054992375711767,-4.947122778184521
with EDL,0.01,0.5018561001042753,3.0358427933529843e-14,-9.813274372487324e-11,3.0358427933529842e-05,-0.09813274372487324,0.001517921396676492,-4.906637186243661
with EDL,0.01,0.5021063607924922,3.0608921067346337e-14,-9.73296582959041e-11,3.060892106734634e-05,-0.0973296582959041,0.0015304460533673166,-4.8664829147952045
with EDL,0.01,0.5023566214807091,3.0861481067412657e-14,-9.653314504846878e-11,3.086148106741266e-05,-0.09653314504846879,0.0015430740533706327,-4.826657252423439
with EDL,0.01,0.502606882168926,3.111612498783307e-14,-9.574315019804094e-11,3.111612498783307e-05,-0.09574315019804094,0.0015558062493916535,-4.7871575099020465
with EDL,0.01,0.5028571428571429,3.137287002342896e-14,-9.495962040024747e-11,3.1372870023428955e-05,-0.09495962040024747,0.0015686435011714476,-4.747981020012373
with EDL,0.01,0.5031074035453598,3.163173351089916e-14,-9.418250274726831e-11,3.163173351089916e-05,-0.0941825027472683,0.001581586675544958,-4.709125137363415
with EDL,0.01,0.5033576642335766,3.189273292999103e-14,-9.341174476426267e-11,3.189273292999103e-05,-0.09341174476426267,0.0015946366464995511,-4.670587238213133
with EDL,0.01,0.5036079249217935,3.2155885904680575e-14,-9.264729440582692e-11,3.2155885904680574e-05,-0.09264729440582692,0.0016077942952340287,-4.632364720291346
with EDL,0.01,0.5038581856100104,3.2421210204362576e-14,-9.188910005247889e-11,3.2421210204362577e-05,-0.09188910005247888,0.0016210605102181287,-4.594455002623944
with EDL,0.01,0.5041084462982274,3.26887237450505e-14,-9.113711050717306e-11,3.26887237450505e-05,-0.09113711050717306,0.0016344361872525249,-4.556855525358652
with EDL,0.01,0.5043587069864442,3.295844459058598e-14,-9.039127499184418e-11,3.2958444590585984e-05,-0.09039127499184418,0.0016479222295292988,-4.5195637495922085
with EDL,0.01,0.5046089676746611,3.323039095385912e-14,-8.965154314397669e-11,3.323039095385912e-05,-0.08965154314397669,0.001661519547692956,-4.482577157198834
with EDL,0.01,0.504859228362878,3.3504581198037975e-14,-8.891786501320537e-11,3.3504581198037976e-05,-0.08891786501320538,0.0016752290599018984,-4.445893250660268
with EDL,0.01,0.5051094890510949,3.378103383780844e-14,-8.819019105794159e-11,3.3781033837808444e-05,-0.0881901910579416,0.001689051691890422,-4.409509552897079
with EDL,0.01,0.5053597497393119,3.405976754062487e-14,-8.746847214202861e-11,3.405976754062487e-05,-0.08746847214202862,0.0017029883770312434,-4.37342360710143
with EDL,0.01,0.5056100104275287,3.434080112796981e-14,-8.675265953142438e-11,3.434080112796981e-05,-0.08675265953142439,0.0017170400563984902,-4.337632976571219
with EDL,0.01,0.5058602711157456,3.4624153576625905e-14,-8.604270489090859e-11,3.46241535766259e-05,-0.0860427048909086,0.001731207678831295,-4.302135244545429
with EDL,0.01,0.5061105318039625,3.4909844019956587e-14,-8.53385602808208e-11,3.490984401995659e-05,-0.08533856028082079,0.001745492200997829,-4.2669280140410395
with EDL,0.01,0.5063607924921794,3.5197891749198385e-14,-8.464017815382274e-11,3.5197891749198385e-05,-0.08464017815382274,0.001759894587459919,-4.232008907691137
with EDL,0.01,0.5066110531803962,3.548831621476343e-14,-8.394751135168716e-11,3.5488316214763436e-05,-0.08394751135168715,0.0017744158107381716,-4.197375567584357
with EDL,0.01,0.5068613138686131,3.578113702755298e-14,-8.326051310211423e-11,3.5781137027552975e-05,-0.08326051310211423,0.0017890568513776487,-4.163025655105711
with EDL,0.01,0.5071115745568301,3.607637396028143e-14,-8.257913701557277e-11,3.6076373960281434e-05,-0.08257913701557278,0.0018038186980140715,-4.128956850778638
with EDL,0.01,0.507361835245047,3.6374046948811445e-14,-8.190333708216831e-11,3.6374046948811444e-05,-0.0819033370821683,0.0018187023474405721,-4.095166854108415
with EDL,0.01,0.5076120959332638,3.6674176093500555e-14,-8.123306766853548e-11,3.6674176093500555e-05,-0.08123306766853548,0.0018337088046750274,-4.061653383426774
with EDL,0.01,0.5078623566214807,3.697678166055806e-14,-8.056828351475736e-11,3.697678166055806e-05,-0.08056828351475737,0.0018488390830279028,-4.0284141757378675
with EDL,0.01,0.5081126173096976,3.728188408341348e-14,-7.990893973130854e-11,3.7281884083413476e-05,-0.07990893973130854,0.0018640942041706736,-3.995446986565427
with EDL,0.01,0.5083628779979145,3.758950396409657e-14,-7.925499179602491e-11,3.758950396409657e-05,-0.07925499179602491,0.0018794751982048282,-3.962749589801245
with EDL,0.01,0.5086131386861314,3.7899662074628336e-14,-7.860639555109627e-11,3.7899662074628334e-05,-0.07860639555109628,0.0018949831037314167,-3.930319777554813
with EDL,0.01,0.5088633993743483,3.821237935842335e-14,-7.796310720008603e-11,3.821237935842335e-05,-0.07796310720008603,0.001910618967921167,-3.8981553600043015
with EDL,0.01,0.5091136600625652,3.852767693170465e-14,-7.732508330497223e-11,3.8527676931704646e-05,-0.07732508330497223,0.0019263838465852323,-3.8662541652486113
with EDL,0.01,0.5093639207507821,3.8845576084929025e-14,-7.669228078321495e-11,3.8845576084929026e-05,-0.07669228078321495,0.001942278804246451,-3.8346140391607473
with EDL,0.01,0.509614181438999,3.916609828422493e-14,-7.606465690484772e-11,3.916609828422493e-05,-0.07606465690484772,0.0019583049142112463,-3.803232845242386
with EDL,0.01,0.5098644421272158,3.9489265172841946e-14,-7.544216928959176e-11,3.9489265172841944e-05,-0.07544216928959176,0.001974463258642097,-3.7721084644795875
with EDL,0.01,0.5101147028154327,3.9815098572611986e-14,-7.48247759039939e-11,3.9815098572611984e-05,-0.0748247759039939,0.001990754928630599,-3.7412387951996946
with EDL,0.01,0.5103649635036497,4.0143620485423404e-14,-7.421243505858874e-11,4.01436204854234e-05,-0.07421243505858874,0.00200718102427117,-3.7106217529294363
with EDL,0.01,0.5106152241918666,4.047485309470577e-14,-7.360510540508426e-11,4.047485309470577e-05,-0.07360510540508426,0.0020237426547352884,-3.6802552702542126
with EDL,0.01,0.5108654848800834,4.080881876692879e-14,-7.300274593356782e-11,4.080881876692879e-05,-0.07300274593356783,0.0020404409383464393,-3.6501372966783907
with EDL,0.01,0.5111157455683003,4.114554005311201e-14,-7.240531596973876e-11,4.114554005311201e-05,-0.07240531596973876,0.0020572770026556003,-3.6202657984869377
with EDL,0.01,0.5113660062565172,4.148503969034761e-14,-7.181277517216115e-11,4.148503969034761e-05,-0.07181277517216116,0.00207425198451738,-3.590638758608057
with EDL,0.01,0.5116162669447342,4.182734060333613e-14,-7.122508352953966e-11,4.1827340603336135e-05,-0.07122508352953966,0.0020913670301668063,-3.5612541764769827
with EDL,0.01,0.511866527632951,4.2172465905933496e-14,-7.064220135801839e-11,4.21724659059335e-05,-0.07064220135801838,0.0021086232952966747,-3.532110067900919
with EDL,0.01,0.5121167883211679,4.252043890271306e-14,-7.00640892985005e-11,4.252043890271306e-05,-0.0700640892985005,0.002126021945135653,-3.5032044649250245
with EDL,0.01,0.5123670490093848,4.287128309053845e-14,-6.949070831399054e-11,4.287128309053845e-05,-0.06949070831399054,0.0021435641545269222,-3.4745354156995267
with EDL,0.01,0.5126173096976017,4.322502216015022e-14,-6.892201968695914e-11,4.322502216015022e-05,-0.06892201968695914,0.002161251108007511,-3.4461009843479564
with EDL,0.01,0.5128675703858185,4.3581679997765885e-14,-6.835798501672804e-11,4.358167999776589e-05,-0.06835798501672803,0.002179083999888294,-3.4178992508364017
with EDL,0.01,0.5131178310740354,4.3941280686692604e-14,-6.779856621687722e-11,4.39412806866926e-05,-0.06779856621687722,0.00219706403433463,-3.3899283108438607
