param,value,mode,E_mix,i_mix,residual,converged,method
pzc_C,0.16099999999999998,MEAN,0.3600110982194163,0.07560250642459775,1.249000902703301e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.18957142857142856,MEAN,0.3713781725905071,0.07466296213204,-1.1102230246251565e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.2181428571428571,MEAN,0.3827452469615975,0.07373509395340204,-2.636779683484747e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.2467142857142857,MEAN,0.39411232133268886,0.07281875678468419,-3.3306690738754696e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.27528571428571424,MEAN,0.40547939570378005,0.07191380732515318,-1.942890293094024e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.3038571428571428,MEAN,0.41684647007487097,0.0710201040549339,1.1102230246251565e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.3324285714285714,MEAN,0.4282135444459617,0.07013750721288073,-3.885780586188048e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.361,MEAN,0.43958061881705296,0.06926587877471807,-4.163336342344337e-17,True,closed_form(D5-6/D5-8)
pzc_C,0.38957142857142857,MEAN,0.4509476931881449,0.0684050824314569,-2.636779683484747e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.4181428571428571,MEAN,0.46231476755923623,0.06755498356807556,-1.3877787807814457e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.4467142857142857,MEAN,0.4736818419303268,0.06671544924247014,-9.71445146547012e-17,True,closed_form(D5-6/D5-8)
pzc_C,0.47528571428571426,MEAN,0.48504891630141816,0.06588634816466873,-2.0816681711721685e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.5038571428571428,MEAN,0.49641599067250924,0.06506755067629003,-9.71445146547012e-17,True,closed_form(D5-6/D5-8)
pzc_C,0.5324285714285715,MEAN,0.5077830650435993,0.06425892873027471,-1.5265566588595902e-16,True,closed_form(D5-6/D5-8)
pzc_C,0.5609999999999999,MEAN,0.5191501394146919,0.06346035587086249,-2.7755575615628914e-16,True,closed_form(D5-6/D5-8)
