param,value,mode,E_mix,i_mix,residual,converged,method
epsilon_r,58.5,MEAN,0.44173539240571136,0.08228672626382631,9.71445146547012e-17,True,closed_form(D5-6/D5-8)
epsilon_r,61.357142857142854,MEAN,0.4413755107690552,0.08003564429925814,-4.3021142204224816e-16,True,closed_form(D5-6/D5-8)
epsilon_r,64.21428571428571,MEAN,0.44103567994437226,0.07793856868772,-3.885780586188048e-16,True,closed_form(D5-6/D5-8)
epsilon_r,67.07142857142857,MEAN,0.4407140704395183,0.07597921889248052,5.551115123125783e-17,True,closed_form(D5-6/D5-8)
epsilon_r,69.92857142857143,MEAN,0.4404090839131815,0.07414360655137249,-5.551115123125783e-17,True,closed_form(D5-6/D5-8)
epsilon_r,72.78571428571429,MEAN,0.4401193162703949,0.0724196370671118,-4.163336342344337e-17,True,closed_form(D5-6/D5-8)
epsilon_r,75.64285714285714,MEAN,0.4398435278017757,0.07079679279945905,-6.938893903907228e-17,True,closed_form(D5-6/D5-8)
epsilon_r,78.5,MEAN,0.43958061881705296,0.06926587877471807,-4.163336342344337e-17,True,closed_form(D5-6/D5-8)
epsilon_r,81.35714285714286,MEAN,0.4393296096063319,0.06781881681047386,-3.0531133177191805e-16,True,closed_form(D5-6/D5-8)
epsilon_r,84.21428571428572,MEAN,0.43908962384109185,0.06644847750825832,-8.326672684688674e-17,True,closed_form(D5-6/D5-8)
epsilon_r,87.07142857142857,MEAN,0.43885987473210003,0.06514854213718048,-6.106226635438361e-16,True,closed_form(D5-6/D5-8)
epsilon_r,89.92857142857143,MEAN,0.43863965341420263,0.06391338831302244,-1.6653345369377348e-16,True,closed_form(D5-6/D5-8)
epsilon_r,92.78571428571428,MEAN,0.4384283191428893,0.06273799477017353,-2.7755575615628914e-17,True,closed_form(D5-6/D5-8)
epsilon_r,95.64285714285714,MEAN,0.43822529097492796,0.06161786156611217,6.938893903907228e-17,True,closed_form(D5-6/D5-8)
epsilon_r,98.5,MEAN,0.43803004067236545,0.060548942845699144,-1.5959455978986625e-16,True,closed_form(D5-6/D5-8)
