param,value,mode,E_mix,i_mix,residual,converged,method
L_gap,0.0,MEAN,0.49143442993747366,0.06544347006998442,-1.942890293094024e-16,True,closed_form(D5-6/D5-8)
L_gap,0.0007142857142857143,MEAN,0.41852928379834486,0.047261727958312794,-7.632783294297951e-17,True,closed_form(D5-6/D5-8)
L_gap,0.0014285714285714286,MEAN,0.4185271780872858,0.047259385210747094,-1.5959455978986625e-16,True,closed_form(D5-6/D5-8)
L_gap,0.002142857142857143,MEAN,0.4185264794907769,0.047258609481220085,-6.245004513516506e-17,True,closed_form(D5-6/D5-8)
L_gap,0.002857142857142857,MEAN,0.4185261308101196,0.04725822258451721,-2.498001805406602e-16,True,closed_form(D5-6/D5-8)
L_gap,0.0035714285714285713,MEAN,0.41852592179917375,0.047257990755964985,-2.2898349882893854e-16,True,closed_form(D5-6/D5-8)
L_gap,0.004285714285714286,MEAN,0.418525782540414,0.04725783633182079,-3.0531133177191805e-16,True,closed_form(D5-6/D5-8)
L_gap,0.005,MEAN,0.4185256831101861,0.04725772609205639,-3.7470027081099033e-16,True,closed_form(D5-6/D5-8)
L_gap,0.005714285714285714,MEAN,0.4185256085594914,0.04725764344666645,-2.2898349882893854e-16,True,closed_form(D5-6/D5-8)
L_gap,0.0064285714285714285,MEAN,0.4185255505886382,0.047257579187316906,-2.498001805406602e-16,True,closed_form(D5-6/D5-8)
L_gap,0.007142857142857143,MEAN,0.4185255042198445,0.047257527792118684,-1.5265566588595902e-16,True,closed_form(D5-6/D5-8)
L_gap,0.007857142857142858,MEAN,0.41852546628772763,0.0472574857510237,-1.3877787807814457e-17,True,closed_form(D5-6/D5-8)
L_gap,0.008571428571428572,MEAN,0.4185254346810966,0.04725745072214361,8.326672684688674e-17,True,closed_form(D5-6/D5-8)
L_gap,0.009285714285714286,MEAN,0.41852540793966997,0.04725742108646639,6.245004513516506e-17,True,closed_form(D5-6/D5-8)
L_gap,0.01,MEAN,0.41852538501975434,0.04725739568634853,2.0816681711721685e-16,True,closed_form(D5-6/D5-8)
