run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,do_ofat,do_heatmaps,do_sensitivities,ofat_n,heatmap_nx,heatmap_ny,scan_mode,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,residual,converged,method,iterations,a1,b1,a2,b2,phi2_1_meanV,phi2_2_meanV
baseline:FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,FULL,0.4401661726734199,0.0708974415120123,8.049116928532385e-16,True,brentq,16,0.7005080678431168,-0.25310932560849864,0.36014017502575846,-0.13002112958814988,0.055230629540858424,0.028500392878873772
baseline:MEAN,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.43958061881705296,0.06926587877471807,-4.163336342344337e-17,True,closed_form(D5-6/D5-8),0,0.7005080678431168,-0.25310932560849864,0.36014017502575846,-0.13002112958814988,,
ofat:C_tot,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.01,9.617175390145177e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.016603910962771896,138.3659246897658,0.005216395360804171,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.42552128592247523,0.01752265064664818,-3.8163916471489756e-17,True,closed_form(D5-6/D5-8),0,0.8937145379093715,-0.32287580926785336,0.7076692470224675,-0.25548569482362526,,
ofat:C_tot,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.013894954943731374,8.158662443397325e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.014085809948344432,117.38174956953694,0.004425291958771543,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.42684953517519153,0.021208454042068864,-1.3877787807814457e-17,True,closed_form(D5-6/D5-8),0,0.8761154223664875,-0.31652133994239184,0.6651726750727388,-0.24014357303913678,,
ofat:C_tot,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.019306977288832496,6.921343343026749e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.0119495968356937,99.57997363078083,0.0037541650058804375,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4283830364264893,0.02574467627817237,-1.3877787807814457e-17,True,closed_form(D5-6/D5-8),0,0.8557715134979718,-0.3091756716612756,0.6188973894682985,-0.22343729031866785,,
ofat:C_tot,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.02682695795279726,5.871672471365626e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.010137355612440583,84.47796343700486,0.0031848192215750836,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4301399250779696,0.03133200541124216,3.469446951953614e-17,True,closed_form(D5-6/D5-8),0,0.832313414152517,-0.3007053628420393,0.5694032406617268,-0.20556896484825538,,
ofat:C_tot,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.0372759372031494,4.981191641898249e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.008599953640788655,71.66628033990546,0.0027018187688144357,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4321341492792142,0.038205573980202495,-1.1102230246251565e-16,True,closed_form(D5-6/D5-8),0,0.805364242805427,-0.29097425194551996,0.5175541495260263,-0.18685048422694908,,
ofat:C_tot,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.0517947467923121,4.225758554197109e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.007295709596391309,60.79757996992757,0.0022920687648662692,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.4343735636181371,0.046630029439805806,-1.1796119636642288e-16,True,closed_form(D5-6/D5-8),0,0.774573592376982,-0.2798557170703806,0.46449235307512693,-0.1676942064335233,,
ofat:C_tot,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.07196856730011521,3.5848922591472546e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.00618926342374969,51.57719519791409,0.001944460258961361,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.43685841863590735,0.056888465083953045,1.3877787807814457e-17,True,closed_form(D5-6/D5-8),0,0.7396671718253104,-0.26725059950384894,0.41155521744250123,-0.14858292850808252,,
ofat:C_tot,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-07,3.7e-08,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,True,False,False,15,25,25,MEAN,0.0,0.01,MEAN,0.43958061881705296,0.06926587877471807,-4.163336342344337e-17,True,closed_form(D5-6/D5-8),0,0.7005080678431168,-0.25310932560849864,0.36014017502575846,-0.13002112958814988,,
