param,value,mode,E_mix,i_mix,residual,converged,method
T,268.0,MEAN,0.4356440572483504,0.14604215269998147,-6.38378239159465e-16,True,closed_form(D5-6/D5-8)
T,272.2857142857143,MEAN,0.4362061553666858,0.13001765818451813,-5.273559366969494e-16,True,closed_form(D5-6/D5-8)
T,276.57142857142856,MEAN,0.4367683649964779,0.11615341691145756,-1.3877787807814457e-16,True,closed_form(D5-6/D5-8)
T,280.85714285714283,MEAN,0.4373306719362922,0.10411161413132933,-3.608224830031759e-16,True,closed_form(D5-6/D5-8)
T,285.14285714285717,MEAN,0.43789306287955365,0.09361382058314334,-2.7755575615628914e-17,True,closed_form(D5-6/D5-8)
T,289.42857142857144,MEAN,0.43845552535243487,0.08442949329050194,-2.914335439641036e-16,True,closed_form(D5-6/D5-8)
T,293.7142857142857,MEAN,0.4390180476566983,0.07636689391671098,-1.5265566588595902e-16,True,closed_form(D5-6/D5-8)
T,298.0,MEAN,0.43958061881705296,0.06926587877471807,-4.163336342344337e-17,True,closed_form(D5-6/D5-8)
T,302.2857142857143,MEAN,0.4401432285326148,0.06299214587756187,-3.0531133177191805e-16,True,closed_form(D5-6/D5-8)
T,306.57142857142856,MEAN,0.4407058671321047,0.05743262230151081,2.0816681711721685e-17,True,closed_form(D5-6/D5-8)
T,310.85714285714283,MEAN,0.44126852553245954,0.05249174855821473,2.0122792321330962e-16,True,closed_form(D5-6/D5-8)
T,315.1428571428571,MEAN,0.4418311952005552,0.048088472068909524,1.5959455978986625e-16,True,closed_form(D5-6/D5-8)
T,319.42857142857144,MEAN,0.44239386811777254,0.04415380386435656,-4.163336342344337e-17,True,closed_form(D5-6/D5-8)
T,323.7142857142857,MEAN,0.4429565367471723,0.040628824696855186,-1.1796119636642288e-16,True,closed_form(D5-6/D5-8)
T,328.0,MEAN,0.4435191940030561,0.03746305133737683,-1.1102230246251565e-16,True,closed_form(D5-6/D5-8)
