param,value,mode,E_mix,i_mix,residual,converged,method
lambda_D,3.0412178890177225e-09,MEAN,0.4820894760102276,0.6881333525120854,-1.7763568394002505e-15,True,closed_form(D5-6/D5-8)
lambda_D,4.225758554197105e-09,MEAN,0.4780368534110234,0.5055322272570351,-2.7755575615628914e-15,True,closed_form(D5-6/D5-8)
lambda_D,5.8716724713656395e-09,MEAN,0.472788506726062,0.3731477715455084,-5.551115123125783e-16,True,closed_form(D5-6/D5-8)
lambda_D,8.158662443397333e-09,MEAN,0.4664721902663617,0.27556616395008565,-4.440892098500626e-16,True,closed_form(D5-6/D5-8)
lambda_D,1.1336424705211914e-08,MEAN,0.4595013324084398,0.20179252354535399,-9.992007221626409e-16,True,closed_form(D5-6/D5-8)
lambda_D,1.5751911050192293e-08,MEAN,0.4524128280935013,0.14494554482519478,-6.38378239159465e-16,True,closed_form(D5-6/D5-8)
lambda_D,2.1887209432008604e-08,MEAN,0.44566474958871144,0.10142398090277588,1.3877787807814457e-17,True,closed_form(D5-6/D5-8)
lambda_D,3.0412178890177224e-08,MEAN,0.4395806188170538,0.06926587877471832,-2.914335439641036e-16,True,closed_form(D5-6/D5-8)
lambda_D,4.225758554197105e-08,MEAN,0.4343735636181362,0.0466300294398051,5.551115123125783e-17,True,closed_form(D5-6/D5-8)
lambda_D,5.8716724713656274e-08,MEAN,0.4301399250779715,0.031332005411243334,4.163336342344337e-17,True,closed_form(D5-6/D5-8)
lambda_D,8.158662443397332e-08,MEAN,0.4268495351751924,0.02120845404206909,-6.938893903907228e-17,True,closed_form(D5-6/D5-8)
lambda_D,1.1336424705211915e-07,MEAN,0.4243778773711879,0.01452103799876925,3.469446951953614e-18,True,closed_form(D5-6/D5-8)
lambda_D,1.5751911050192292e-07,MEAN,0.4225619305861196,0.010057992020513872,-4.163336342344337e-17,True,closed_form(D5-6/D5-8)
lambda_D,2.1887209432008605e-07,MEAN,0.42124446458489584,0.007035536509095934,-5.117434254131581e-17,True,closed_form(D5-6/D5-8)
lambda_D,3.0412178890177227e-07,MEAN,0.4202946884128853,0.004959269707317043,-2.2551405187698492e-17,True,closed_form(D5-6/D5-8)
