param,value,mode,E_mix,i_mix,residual,converged,method
alpha2,0.16999999999999998,MEAN,0.3754935381395572,0.008297187592111408,-2.6020852139652106e-17,True,closed_form(D5-6/D5-8)
alpha2,0.19857142857142857,MEAN,0.3853997010767208,0.01151818472427947,-1.214306433183765e-17,True,closed_form(D5-6/D5-8)
alpha2,0.22714285714285715,MEAN,0.3950387000747014,0.015848759833895686,-1.734723475976807e-17,True,closed_form(D5-6/D5-8)
alpha2,0.2557142857142857,MEAN,0.40442119923468833,0.021623101989798135,0.0,True,closed_form(D5-6/D5-8)
alpha2,0.2842857142857143,MEAN,0.41355730255333156,0.029261559933445674,1.734723475976807e-17,True,closed_form(D5-6/D5-8)
alpha2,0.31285714285714283,MEAN,0.4224565902187198,0.0392890459918376,-2.0816681711721685e-17,True,closed_form(D5-6/D5-8)
alpha2,0.3414285714285714,MEAN,0.4311281521200021,0.05235651587708491,2.0816681711721685e-17,True,closed_form(D5-6/D5-8)
alpha2,0.37,MEAN,0.43958061881705296,0.06926587877471807,-4.163336342344337e-17,True,closed_form(D5-6/D5-8)
alpha2,0.3985714285714286,MEAN,0.44782219019198827,0.09099870891548262,-4.718447854656915e-16,True,closed_form(D5-6/D5-8)
alpha2,0.42714285714285716,MEAN,0.45586066198247793,0.11874914444555923,-2.7755575615628914e-17,True,closed_form(D5-6/D5-8)
alpha2,0.45571428571428574,MEAN,0.46370345037732724,0.15396137154752612,-5.551115123125783e-17,True,closed_form(D5-6/D5-8)
alpha2,0.4842857142857143,MEAN,0.47135761483744276,0.1983721011366458,-6.106226635438361e-16,True,closed_form(D5-6/D5-8)
alpha2,0.5128571428571429,MEAN,0.4788298792897874,0.2540584518150247,-2.7755575615628914e-16,True,closed_form(D5-6/D5-8)
alpha2,0.5414285714285715,MEAN,0.48612665182806597,0.32349165589821216,3.3306690738754696e-16,True,closed_form(D5-6/D5-8)
alpha2,0.5700000000000001,MEAN,0.4932540430414644,0.40959700506407515,-1.1102230246251565e-15,True,closed_form(D5-6/D5-8)
