model_id,L_Au_nm,L_support_nm,L_Pd_nm,L_total_nm,C_H_Au_uF_per_cm2,C_H_C_uF_per_cm2,C_H_Pd_uF_per_cm2,N_modes,coefficient_grid_Nx,gl_order,root_xtol_V,profile_grid_kind,profile_grid_points,Ny_2d,lambda_D_nm,E_mix_with_V,E_mix_no_V,i_mix_abs_with_A,i_mix_abs_no_A,i_mix_avg_with_A_per_m2,i_mix_avg_no_A_per_m2,relative_balance_with,relative_balance_no,max_abs_phi_tilde_with,debye_huckel_threshold,debye_huckel_threshold_exceeded,phi_2d_surface_max_error
legacy_Au_C_Pd_linear_PB_piecewise_Robin,2.0,0.0,2.0,4.0,50.0,20.0,50.0,960,4,128,1e-13,piecewise-uniform,801,320,3.0412178890177213,0.6249104327869085,0.4670000000000001,2.659997595132321e-12,4.7024141631489785e-12,0.06649993987830802,0.11756035407872445,5.309790236404263e-13,1.7950514385510672e-15,7.641197443876678,1.0,True,7.993605777301127e-15
legacy_Au_C_Pd_linear_PB_piecewise_Robin,2.0,1.0,2.0,5.0,50.0,20.0,50.0,960,4,128,1e-13,piecewise-uniform,901,320,3.0412178890177213,0.6119044004353885,0.4670000000000001,2.4148518662157226e-12,4.7024141631489785e-12,0.06037129665539306,0.11756035407872445,2.3681901988809874e-14,1.7950514385510672e-15,7.6581217377914115,1.0,True,2.220446049250313e-14
legacy_Au_C_Pd_linear_PB_piecewise_Robin,2.0,2.0,2.0,6.000000000000001,50.0,20.0,50.0,960,4,128,1e-13,piecewise-uniform,1001,320,3.0412178890177213,0.6057057326070008,0.4670000000000002,2.344774770345296e-12,4.7024141631489906e-12,0.05861936925863239,0.11756035407872475,1.2239834892002476e-14,4.308123452522561e-15,7.616703357840368,1.0,True,1.7319479184152442e-14
legacy_Au_C_Pd_linear_PB_piecewise_Robin,2.0,3.0,2.0,7.0,50.0,20.0,50.0,960,4,128,1e-13,piecewise-uniform,1102,320,3.0412178890177213,0.6023350752719744,0.46699999999999964,2.3103732360807736e-12,4.7024141631489405e-12,0.05775933090201933,0.1175603540787235,6.393720961921073e-16,6.0134223191460756e-15,7.5845009722811,1.0,True,2.1316282072803006e-14
legacy_Au_C_Pd_linear_PB_piecewise_Robin,2.0,10.0,2.0,14.0,50.0,20.0,50.0,960,4,128,1e-13,piecewise-uniform,1801,320,3.0412178890177213,0.5976004686075482,0.46699999999999964,2.260639417214313e-12,4.7024141631489405e-12,0.056515985430357824,0.1175603540787235,2.893797796348427e-15,6.0134223191460756e-15,7.527735131811358,1.0,True,1.865174681370263e-14
legacy_Au_C_Pd_linear_PB_piecewise_Robin,2.0,1000.0,2.0,1004.0,50.0,20.0,50.0,7680,4,128,1e-13,nonuniform-boundary-layer,1521,320,3.0412178890177213,0.5973613862344098,0.4670000000000165,2.2600488540425678e-12,4.702414163150486e-12,0.05650122135106419,0.11756035407876213,4.015026462861269e-15,3.033636931151246e-13,7.528284332243354,1.0,True,2.398081733190338e-14
