L_support_nm,x_nm,material,sigma_C_per_m2,sigma_uC_per_cm2,phi_RP_with_V,phi_RP_no_V,i1_with_A_per_m2,i2_with_A_per_m2,i1_no_A_per_m2,i2_no_A_per_m2,c_R1_over_bulk,c_O2_over_bulk
10.0,0.0,Au,-0.06954999741104101,-6.954999741104101,-0.1932995365703698,0.0,0.06935530029522177,0.0,0.235120708157447,0.0,0.0005379552757623071,1858.890590082892
10.0,0.005,Au,-0.06955039918749191,-6.955039918749191,-0.193298733017468,0.0,0.06935638547339287,0.0,0.235120708157447,0.0,0.0005379721102907968,1858.8324206239192
10.0,0.01,Au,-0.06955131256744992,-6.955131256744992,-0.19329690625755197,0.0,0.06935885253031701,0.0,0.235120708157447,0.0,0.0005380103830876127,1858.700187645178
10.0,0.015,Au,-0.0695521680457076,-6.95521680457076,-0.19329519530103662,0.0,0.06936116327321591,0.0,0.235120708157447,0.0,0.0005380462321345921,1858.5763458145552
10.0,0.02,Au,-0.06955271616596133,-6.955271616596133,-0.19329409906052916,0.0,0.06936264384807435,0.0,0.235120708157447,0.0,0.0005380692025171125,1858.497002470972
10.0,0.025,Au,-0.06955328934450622,-6.9553289344506215,-0.19329295270343938,0.0,0.0693641921438472,0.0,0.235120708157447,0.0,0.0005380932240804085,1858.4140354284923
10.0,0.03,Au,-0.06955445314741522,-6.955445314741522,-0.19329062509762138,0.0,0.0693673359671564,0.0,0.235120708157447,0.0,0.000538142001650052,1858.2455874728198
10.0,0.035,Au,-0.069556412864709,-6.955641286470899,-0.19328670566303383,0.0,0.06937263014505014,0.0,0.235120708157447,0.0,0.0005382241477543813,1857.9619739699046
10.0,0.04,Au,-0.06955879804994085,-6.955879804994085,-0.19328193529257012,0.0,0.06937907427009857,0.0,0.235120708157447,0.0,0.0005383241452547376,1857.6168444512093
10.0,0.045,Au,-0.06956105120137668,-6.956105120137668,-0.19327742898969846,0.0,0.06938516222537551,0.0,0.235120708157447,0.0,0.000538418624379608,1857.2908787326005
10.0,0.05,Au,-0.0695630128562617,-6.95630128562617,-0.19327350567992843,0.0,0.0693904629997349,0.0,0.235120708157447,0.0,0.0005385008939763393,1857.0071306955679
10.0,0.055,Au,-0.06956508915108664,-6.956508915108664,-0.19326935309027854,0.0,0.06939607399473763,0.0,0.235120708157447,0.0,0.0005385879851371852,1856.7068475270337
10.0,0.06,Au,-0.06956782587057997,-6.956782587057997,-0.19326387965129188,0.0,0.06940347041955484,0.0,0.235120708157447,0.0,0.0005387027996390176,1856.3111249284311
10.0,0.065,Au,-0.06957133578548222,-6.957133578548222,-0.19325685982148738,0.0,0.0694129576832777,0.0,0.235120708157447,0.0,0.0005388500880905816,1855.8037237100689
