L_support_nm,x_nm,material,sigma_C_per_m2,sigma_uC_per_cm2,phi_RP_with_V,phi_RP_no_V,i1_with_A_per_m2,i2_with_A_per_m2,i1_no_A_per_m2,i2_no_A_per_m2,c_R1_over_bulk,c_O2_over_bulk
2.0,0.0,Au,-0.06435516180945829,-6.435516180945829,-0.1955839437740827,0.0,0.07767896176470257,0.0,0.2351207081574495,0.0,0.0004921644526738359,2031.8411753778437
2.0,0.005,Au,-0.0643550884475424,-6.4355088447542395,-0.19558409049791448,0.0,0.07767873983932193,0.0,0.2351207081574495,0.0,0.0004921616404934209,2031.8527851895194
2.0,0.01,Au,-0.06435550834833224,-6.435550834833224,-0.19558325069633478,0.0,0.07768001007974977,0.0,0.2351207081574495,0.0,0.0004921777367567116,2031.7863351350852
2.0,0.015,Au,-0.06435602599149512,-6.435602599149512,-0.19558221541000903,0.0,0.07768157602887944,0.0,0.2351207081574495,0.0,0.0004921975805509192,2031.7044201653632
2.0,0.02,Au,-0.06435664138542409,-6.435664138542409,-0.1955809846221511,0.0,0.07768343772998472,0.0,0.2351207081574495,0.0,0.000492221172651049,2031.60704082295
2.0,0.025,Au,-0.06435775014010484,-6.435775014010484,-0.1955787671127896,0.0,0.07768679206777908,0.0,0.2351207081574495,0.0,0.0004922636813704679,2031.431604330403
2.0,0.03,Au,-0.06435871219924535,-6.435871219924535,-0.19557684299450856,0.0,0.07768970272197225,0.0,0.2351207081574495,0.0,0.0004923005688812376,2031.2793915158763
2.0,0.035,Au,-0.0643601677354113,-6.436016773541129,-0.19557393192217667,0.0,0.07769410656962158,0.0,0.2351207081574495,0.0,0.0004923563826654116,2031.049124592268
2.0,0.04,Au,-0.06436172115986095,-6.436172115986095,-0.19557082507327736,0.0,0.07769880686192382,0.0,0.2351207081574495,0.0,0.0004924159570403472,2030.8034004634476
2.0,0.045,Au,-0.06436337249782358,-6.436337249782357,-0.19556752239735212,0.0,0.07770380372899524,0.0,0.2351207081574495,0.0,0.0004924792943372768,2030.542220756078
2.0,0.05,Au,-0.06436551760715123,-6.436551760715123,-0.1955632321786968,0.0,0.07771029520367052,0.0,0.2351207081574495,0.0,0.0004925615824686452,2030.2029951019506
2.0,0.055,Au,-0.06436751610591031,-6.436751610591031,-0.19555923518117865,0.0,0.07771634349718869,0.0,0.2351207081574495,0.0,0.0004926382588718057,2029.887005305083
2.0,0.06,Au,-0.06437000860887496,-6.437000860887496,-0.19555425017524936,0.0,0.07772388751382593,0.0,0.2351207081574495,0.0,0.0004927339054613114,2029.492975653404
2.0,0.065,Au,-0.06437259930067396,-6.4372599300673965,-0.19554906879165135,0.0,0.07773172949309833,0.0,0.2351207081574495,0.0,0.0004928333396025343,2029.083504793915
2.0,0.07,Au,-0.0643752882235211,-6.437528822352109,-0.19554369094595708,0.0,0.07773986965284463,0.0,0.2351207081574495,0.0,0.0004929365652015541,2028.658595434314
2.0,0.075,Au,-0.06437847164181722,-6.437847164181722,-0.19553732410936484,0.0,0.07774950789766757,0.0,0.2351207081574495,0.0,0.0004930588020367249,2028.1556598710029
2.0,0.08,Au,-0.06438150859148276,-6.4381508591482755,-0.19553125021003376,0.0,0.0777587038019437,0.0,0.2351207081574495,0.0,0.0004931754430241119,2027.6759805153335
2.0,0.085,Au,-0.06438504038659171,-6.438504038659171,-0.19552418661981585,0.0,0.07776939946953253,0.0,0.2351207081574495,0.0,0.0004933111243850235,2027.118284118628
2.0,0.09,Au,-0.06438867082644847,-6.4388670826448475,-0.19551692574010232,0.0,0.07778039540569237,0.0,0.2351207081574495,0.0,0.0004934506342989768,2026.5451708673047
2.0,0.095,Au,-0.06439239997049952,-6.439239997049952,-0.19550946745200024,0.0,0.07779169191745912,0.0,0.2351207081574495,0.0,0.0004935939782781358,2025.9566445450212
2.0,0.1,Au,-0.06439662464915952,-6.439662464915951,-0.19550101809468023,0.0,0.07780449150990368,0.0,0.2351207081574495,0.0,0.0004937564203424386,2025.2901203926874
2.0,0.105,Au,-0.0644007030585754,-6.44007030585754,-0.19549286127584847,0.0,0.07781684994541702,0.0,0.2351207081574495,0.0,0.0004939132889598117,2024.6468810466993
2.0,0.11,Au,-0.06440527747063417,-6.440527747063417,-0.19548371245173093,0.0,0.07783071370856182,0.0,0.2351207081574495,0.0,0.0004940892947176446,2023.9256561336072
2.0,0.115,Au,-0.06440995113982897,-6.440995113982898,-0.19547436511334132,0.0,0.07784488084324435,0.0,0.2351207081574495,0.0,0.0004942691842836489,2023.1890471774277
2.0,0.12,Au,-0.06441472414319066,-6.441472414319066,-0.19546481910661795,0.0,0.07785935174778523,0.0,0.2351207081574495,0.0,0.0004944529648203171,2022.4370590302708
2.0,0.125,Au,-0.06441999403771469,-6.441999403771469,-0.1954542793175699,0.0,0.07787533226343404,0.0,0.2351207081574495,0.0,0.000494655957115056,2021.6071101866908
2.0,0.13,Au,-0.06442511792050715,-6.4425117920507144,-0.19544403155198498,0.0,0.07789087315559755,0.0,0.2351207081574495,0.0,0.0004948534050543931,2020.800483104855
2.0,0.135,Au,-0.06443073928172238,-6.443073928172238,-0.1954327888295545,0.0,0.07790792648259579,0.0,0.2351207081574495,0.0,0.0004950701139033568,2019.9159107293863
2.0,0.14,Au,-0.06443646067044756,-6.443646067044756,-0.19542134605210415,0.0,0.07792528709343884,0.0,0.2351207081574495,0.0,0.0004952907763590953,2019.0159957167887
2.0,0.145,Au,-0.06444228218175059,-6.444228218175059,-0.1954097030294981,0.0,0.07794295548043448,0.0,0.2351207081574495,0.0,0.0004955154012919282,2018.1007439784087
2.0,0.15,Au,-0.06444860226120419,-6.444860226120419,-0.1953970628705909,0.0,0.07796214156573984,0.0,0.2351207081574495,0.0,0.0004957593789753725,2017.1075776050548
2.0,0.155,Au,-0.06445477664544187,-6.445477664544187,-0.19538471410211553,0.0,0.0779808899197015,0.0,0.2351207081574495,0.0,0.000495997848307349,2016.1377784452445
2.0,0.16,Au,-0.06446145030581266,-6.446145030581266,-0.19537136678137396,0.0,0.0780011593826457,0.0,0.2351207081574495,0.0,0.000496255729863391,2015.0900832425239
2.0,0.165,Au,-0.06446822492396499,-6.4468224923965,-0.19535781754506928,0.0,0.07802174086669401,0.0,0.2351207081574495,0.0,0.000496517649736533,2014.0270955738022
2.0,0.17,Au,-0.06447510061356425,-6.447510061356425,-0.19534406616587077,0.0,0.07804263496149284,0.0,0.2351207081574495,0.0,0.0004967836185764018,2012.94882239803
