L_support_nm,x_nm,material,sigma_C_per_m2,sigma_uC_per_cm2,phi_RP_with_V,phi_RP_no_V,i1_with_A_per_m2,i2_with_A_per_m2,i1_no_A_per_m2,i2_no_A_per_m2,c_R1_over_bulk,c_O2_over_bulk
1.0,0.0,Au,-0.06072400136351146,-6.0724001363511455,-0.19664759683758862,0.0,0.08584744666755775,0.0,0.23512070815744887,0.0,0.0004721943600385819,2117.772012182213
1.0,0.005,Au,-0.060723977477577865,-6.072397747757787,-0.1966476446094558,0.0,0.08584736681240988,0.0,0.23512070815744887,0.0,0.0004721934815702206,2117.7759520835075
1.0,0.01,Au,-0.06072434257945267,-6.072434257945266,-0.1966469144057062,0.0,0.08584858742444038,0.0,0.23512070815744887,0.0,0.00047220690933540935,2117.715730605073
1.0,0.015,Au,-0.06072466680408174,-6.072466680408175,-0.19664626595644805,0.0,0.08584967138982677,0.0,0.23512070815744887,0.0,0.00047221883403194225,2117.6622530315194
1.0,0.02,Au,-0.06072536639012205,-6.072536639012204,-0.19664486678436743,0.0,0.0858520103304937,0.0,0.23512070815744887,0.0,0.0004722445652167551,2117.5468679899172
1.0,0.025,Au,-0.06072604535272981,-6.072604535272981,-0.1966435088591519,0.0,0.08585428038133983,0.0,0.23512070815744887,0.0,0.0004722695392003248,2117.434890451034
1.0,0.03,Au,-0.0607270732773634,-6.072707327736341,-0.19664145300988473,0.0,0.0858577172697828,0.0,0.23512070815744887,0.0,0.0004723073514142874,2117.2653718083748
1.0,0.035,Au,-0.060728112928174566,-6.072811292817456,-0.1966393737082624,0.0,0.08586119350490386,0.0,0.23512070815744887,0.0,0.000472345598055196,2117.0939331653194
1.0,0.04,Au,-0.06072946402234769,-6.072946402234769,-0.19663667151991615,0.0,0.08586571130993262,0.0,0.23512070815744887,0.0,0.00047239530669243015,2116.871158186772
1.0,0.045,Au,-0.060730869270001764,-6.073086927000176,-0.196633861024608,0.0,0.08587041044622439,0.0,0.23512070815744887,0.0,0.0004724470132616361,2116.6394789889605
1.0,0.05,Au,-0.06073253967415469,-6.073253967415469,-0.19663052021630215,0.0,0.08587599659814425,0.0,0.23512070815744887,0.0,0.00047250848371739574,2116.364117174441
1.0,0.055,Au,-0.06073431408959655,-6.073431408959655,-0.19662697138541843,0.0,0.08588193098181082,0.0,0.23512070815744887,0.0,0.0004725737905231327,2116.071648605425
1.0,0.06,Au,-0.06073630150855529,-6.073630150855529,-0.19662299654750096,0.0,0.08588857822476806,0.0,0.23512070815744887,0.0,0.00047264694757336153,2115.7441196524087
1.0,0.065,Au,-0.06073844711567927,-6.0738447115679275,-0.19661870533325299,0.0,0.08589575513108698,0.0,0.23512070815744887,0.0,0.00047272594025573277,2115.3905780144523
1.0,0.07,Au,-0.06074075097956391,-6.074075097956391,-0.1966140976054837,0.0,0.08590346206293249,0.0,0.23512070815744887,0.0,0.0004728107740182922,2115.0110254495
1.0,0.075,Au,-0.06074326814569615,-6.074326814569615,-0.19660906327321923,0.0,0.0859118833282484,0.0,0.23512070815744887,0.0,0.00047290347948187564,2114.5964100235083
1.0,0.08,Au,-0.060745889666775785,-6.074588966677578,-0.19660382023105996,0.0,0.08592065459420652,0.0,0.23512070815744887,0.0,0.00047300004758807216,2114.164692158516
1.0,0.085,Au,-0.06074877709989342,-6.074877709989342,-0.1965980453648247,0.0,0.08593031660336925,0.0,0.23512070815744887,0.0,0.00047310643382959025,2113.6892853167014
1.0,0.09,Au,-0.06075171922177448,-6.075171922177448,-0.19659216112106256,0.0,0.0859401627311793,0.0,0.23512070815744887,0.0,0.00047321485966758924,2113.2049841005673
1.0,0.095,Au,-0.06075497407473239,-6.075497407473239,-0.19658565141514675,0.0,0.08595105676168255,0.0,0.23512070815744887,0.0,0.0004733348395162953,2112.669333662209
1.0,0.1,Au,-0.060758241316953426,-6.0758241316953425,-0.19657911693070468,0.0,0.0859619936480474,0.0,0.23512070815744887,0.0,0.0004734553066498072,2112.131780877162
1.0,0.105,Au,-0.06076185939234506,-6.076185939234506,-0.1965718807799214,0.0,0.08597410655008099,0.0,0.23512070815744887,0.0,0.0004735887451976325,2111.5366658105268
1.0,0.11,Au,-0.060765457599957606,-6.076545759995761,-0.19656468436469632,0.0,0.08598615462986071,0.0,0.23512070815744887,0.0,0.00047372148829926514,2110.944984974521
1.0,0.115,Au,-0.060769433642977544,-6.076943364297755,-0.19655673227865644,0.0,0.08599946980069,0.0,0.23512070815744887,0.0,0.0004738682135703173,2110.291366592391
1.0,0.12,Au,-0.060773369656603085,-6.077336965660309,-0.19654886025140536,0.0,0.08601265294994367,0.0,0.23512070815744887,0.0,0.0004740135064242895,2109.644527944948
1.0,0.125,Au,-0.060777697717800186,-6.0777697717800185,-0.19654020412901116,0.0,0.08602715154277137,0.0,0.23512070815744887,0.0,0.00047417332263312544,2108.933489650817
1.0,0.13,Au,-0.060781978984616236,-6.078197898461624,-0.19653164159537906,0.0,0.08604149578331852,0.0,0.23512070815744887,0.0,0.00047433146394399947,2108.2303747787264
1.0,0.135,Au,-0.06078665283005863,-6.078665283005863,-0.19652229390449427,0.0,0.08605715807617317,0.0,0.23512070815744887,0.0,0.0004745041665312548,2107.463054139761
1.0,0.14,Au,-0.06079128697986999,-6.079128697986999,-0.19651302560487155,0.0,0.08607269016177345,0.0,0.23512070815744887,0.0,0.0004746754644125779,2106.702526193393
