run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm,pzc_Au_V,pzc_Pd_V
ofat_compare:it0_2:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0020086002806058633,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5401160540710273,1.6869633923073324,1.6869633923073324,5.13042324680308e-09,5.13042324680308e-09,9.977203507816057e-10,9.977203507816057e-10,3.034284979034055e-18,3.034284979034055e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0020086002806058633,without_edl,0.01,,,it0_2,0.0020086002806058633,,,,,,,
ofat_compare:it0_2:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0027909410398984638,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4966114974835292,0.652467239393962,0.652467239393962,1.984295040442925e-09,1.984295040442925e-09,-9.992007221626409e-16,-9.992007221626409e-16,-3.0387871109604492e-24,-3.0387871109604492e-24,True,brentq,19,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,3.046816896743735,False,0.0,0.1,0.834,8.85e-05,0.0027909410398984638,with_edl_FULL,0.01,,,it0_2,0.0027909410398984638,,,,,,,
ofat_compare:it0_2:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0027909410398984638,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5498248389494302,2.038015414402951,2.038015414402951,6.19804893637612e-09,6.19804893637612e-09,3.97015753605956e-13,3.97015753605956e-13,1.2074114120882852e-21,1.2074114120882852e-21,True,brentq,17,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0027909410398984638,without_edl,0.01,,,it0_2,0.0027909410398984638,,,,,,,
ofat_compare:it0_2:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.003877999999999998,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5022278391805833,0.7678921171563314,0.7678921171563314,2.335327243531527e-09,2.335327243531527e-09,-2.0299317782246362e-12,-2.0299317782246362e-12,-6.173464837422317e-21,-6.173464837422317e-21,True,brentq,20,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,3.182990377930931,False,0.0,0.1,0.834,8.85e-05,0.003877999999999998,with_edl_FULL,0.01,,,it0_2,0.003877999999999998,,,,,,,
ofat_compare:it0_2:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.003877999999999998,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5595336238452788,2.4621203101947735,2.4621203101947735,7.487844332278206e-09,7.487844332278206e-09,6.394884621840902e-14,6.394884621840902e-14,1.9448237510146875e-22,1.9448237510146875e-22,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.003877999999999998,without_edl,0.01,,,it0_2,0.003877999999999998,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.3,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4150392699030616,1.011717990851299,1.011717990851299,3.0768548524180376e-09,3.0768548524180376e-09,9.616307750093256e-12,9.616307750093256e-12,2.924528715588336e-20,2.924528715588336e-20,True,brentq,18,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,1.9094473423415081,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.3,,,,,,,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.3,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4183810773315659,1.881955505016647,1.881955505016647,5.723436748192007e-09,5.723436748192007e-09,1.1089829055066502e-09,1.1089829055066502e-09,3.372658650841674e-18,3.372658650841674e-18,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,alpha1,0.3,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.32857142857142857,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4215032911650622,0.835653503028489,0.835653503028489,2.541404382430565e-09,2.541404382430565e-09,6.139533326177116e-14,6.139533326177116e-14,1.8671658581790315e-22,1.8671658581790315e-22,True,brentq,18,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,1.7833390161273837,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.32857142857142857,,,,,,,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.32857142857142857,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.42711581195031506,1.6593935448981911,1.6593935448981911,5.04657733366491e-09,5.04657733366491e-09,9.498690722864467e-11,9.498690722864467e-11,2.8887588148622086e-19,2.8887588148622086e-19,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,alpha1,0.32857142857142857,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.35714285714285715,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.42808646798100264,0.6878043508368895,0.6878043508368895,2.0917628959093693e-09,2.0917628959093693e-09,-1.4432899320127035e-15,-1.4432899320127035e-15,-4.3893591602762045e-24,-4.3893591602762045e-24,True,brentq,17,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,1.6549060522214258,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.35714285714285715,,,,,,,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.35714285714285715,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4363433383790755,1.4527994413740954,1.4527994413740954,4.4182796502618515e-09,4.4182796502618515e-09,1.1117773368596318e-12,1.1117773368596318e-12,3.381157125461993e-21,3.381157125461993e-21,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,alpha1,0.35714285714285715,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.3857142857142857,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.43479221174888877,0.5640685270266679,0.5640685270266679,1.7154552950253783e-09,1.7154552950253783e-09,8.215650382226158e-15,8.215650382226158e-15,2.4985582912341472e-23,2.4985582912341472e-23,True,brentq,18,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,1.5479787751853333,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.3857142857142857,,,,,,,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.3857142857142857,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44610657023925065,1.262146044680658,1.262146044680658,3.838461129635778e-09,3.838461129635778e-09,-1.1169529745558293e-09,-1.1169529745558293e-09,-3.3968973674107436e-18,-3.3968973674107436e-18,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,alpha1,0.3857142857142857,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.41428571428571426,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44162406266704174,0.4608735650628655,0.4608735650628655,1.4016169306445591e-09,1.4016169306445591e-09,1.8885448760386225e-12,1.8885448760386225e-12,5.743476461221414e-21,5.743476461221414e-21,True,brentq,20,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,1.7136165893858504,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.41428571428571426,,,,,,,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.41428571428571426,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.45645355293096807,1.0873280200659399,1.0873280200659399,3.306801425854756e-09,3.306801425854756e-09,4.04520861252422e-12,4.04520861252422e-12,1.2302360797217215e-20,1.2302360797217215e-20,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,alpha1,0.41428571428571426,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.44285714285714284,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.448585695438159,0.3751178288084817,0.3751178288084817,1.1408150514618416e-09,1.1408150514618416e-09,1.73749903353837e-14,1.73749903353837e-14,5.284113142947892e-23,5.284113142947892e-23,True,brentq,19,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,1.8824009567979996,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.44285714285714284,,,,,,,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.44285714285714284,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46743825409977013,0.9281557369943052,0.9281557369943052,2.8227238311415083e-09,2.8227238311415083e-09,3.1086244689504383e-15,3.1086244689504383e-15,9.454004345210287e-24,9.454004345210287e-24,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,alpha1,0.44285714285714284,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.4714285714285714,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.45568092526192144,0.30411707021175505,0.30411707021175505,9.248862742836478e-10,9.248862742836478e-10,5.0959236830294685e-14,5.0959236830294685e-14,1.549781426589829e-22,1.549781426589829e-22,True,brentq,18,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,2.054424376708347,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.4714285714285714,,,,,,,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.4714285714285714,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4791215054126171,0.7843497477439445,0.7843497477439445,2.385378484085421e-09,2.385378484085421e-09,-2.711801894150767e-10,-2.711801894150767e-10,-8.247180431963454e-19,-8.247180431963454e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,alpha1,0.4714285714285714,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46291371413215676,0.24555592125755663,0.24555592125755663,7.467890604827082e-10,7.467890604827082e-10,9.556327951187882e-12,9.556327951187882e-12,2.9062875518472654e-20,2.9062875518472654e-20,True,brentq,17,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,2.229786088025575,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.5,,,,,,,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,7.088740705540886e-11,7.088740705540886e-11,2.1558405044299045e-19,2.1558405044299045e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,alpha1,0.5,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5285714285714286,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4702881774556869,0.19744399434862273,0.19744399434862273,6.004702076921453e-10,6.004702076921453e-10,1.63202784619898e-14,1.63202784619898e-14,4.963352281235401e-23,4.963352281235401e-23,True,brentq,17,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,2.408584892146818,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.5285714285714286,,,,,,,
ofat_compare:alpha1:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5285714285714286,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5048682969622256,0.541242982017925,0.541242982017925,1.6460378392182102e-09,1.6460378392182102e-09,2.6645352591003757e-15,2.6645352591003757e-15,8.103432295894532e-24,8.103432295894532e-24,True,brentq,17,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,alpha1,0.5285714285714286,,,,,,,
ofat_compare:alpha1:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.1e-08,1e-08,3.7e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5571428571428572,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.477808591026349,0.15807627418271541,0.15807627418271541,4.807443928737443e-10,4.807443928737443e-10,-5.273559366969494e-16,-5.273559366969494e-16,-1.6038043085624594e-24,-1.6038043085624594e-24,True,brentq,19,1.0,0.4910012319373047,-0.24931004846041058,0.6184771087435317,-0.22942835316725485,2.5909227637257146,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,alpha1,0.5571428571428572,,,,,,,
