L_support_nm,case_label,E_V,I_Au_abs_A,I_Pd_abs_A,I_total_abs_A,I_Au_current_1e_minus_3_uA,I_Pd_current_1e_minus_3_uA,I_total_current_1e_minus_3_uA,E_mix_with_V,i_mix_abs_with_A,i_mix_current_1e_minus_3_uA,i_mix_avg_with_A_per_m2,E_mix_no_V,i_mix_abs_no_A,i_mix_current_no_1e_minus_3_uA,i_mix_avg_no_A_per_m2
0.0,0 nm,0.5588294880928298,1.2286510544120755e-11,-1.544065370997033e-10,-1.4212002655558255e-10,0.012286510544120754,-0.1544065370997033,-0.14212002655558253,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5590003946848318,1.2346856822927018e-11,-1.5356988751138008e-10,-1.4122303068845305e-10,0.012346856822927016,-0.15356988751138007,-0.14122303068845304,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5591713012768338,1.2407499524852417e-11,-1.5273777147938484e-10,-1.4033027195453239e-10,0.012407499524852416,-0.15273777147938483,-0.14033027195453238,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5593422078688357,1.2468440106075473e-11,-1.519101644367559e-10,-1.3944172433068042e-10,0.012468440106075472,-0.1519101644367559,-0.13944172433068042,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5595131144608377,1.2529680029929001e-11,-1.5108704194966095e-10,-1.3855736191973194e-10,0.012529680029929,-0.15108704194966094,-0.13855736191973195,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5596840210528397,1.2591220766935016e-11,-1.5026837971667964e-10,-1.376771589497446e-10,0.012591220766935016,-0.15026837971667964,-0.13767715894974458,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5598549276448417,1.265306379484034e-11,-1.4945415356808177e-10,-1.3680108977324144e-10,0.01265306379484034,-0.14945415356808175,-0.13680108977324143,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5600258342368436,1.2715210598651741e-11,-1.4864433946511807e-10,-1.3592912886646632e-10,0.01271521059865174,-0.14864433946511807,-0.1359291288664663,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5601967408288456,1.2777662670672009e-11,-1.4783891349930614e-10,-1.3506125082863413e-10,0.012777662670672008,-0.14783891349930614,-0.13506125082863413,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5603676474208475,1.2840421510535453e-11,-1.470378518917281e-10,-1.3419743038119266e-10,0.012840421510535452,-0.14703785189172808,-0.13419743038119264,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5605385540128496,1.2903488625244242e-11,-1.4624113099232505e-10,-1.333376423670808e-10,0.012903488625244241,-0.14624113099232502,-0.1333376423670808,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5607094606048515,1.2966865529204229e-11,-1.4544872727920238e-10,-1.3248186174999815e-10,0.012966865529204228,-0.14544872727920236,-0.13248186174999813,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5608803671968535,1.303055374426173e-11,-1.4466061735793168e-10,-1.3163006361366995e-10,0.01303055374426173,-0.14466061735793168,-0.13163006361366994,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5610512737888554,1.309455479973976e-11,-1.4387677796086323e-10,-1.307822231611235e-10,0.01309455479973976,-0.1438767779608632,-0.13078222316112348,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5612221803808575,1.3158870232475025e-11,-1.4309718594643537e-10,-1.2993831571396035e-10,0.013158870232475025,-0.14309718594643536,-0.12993831571396033,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5613930869728594,1.3223501586854594e-11,-1.4232181829849524e-10,-1.2909831671164068e-10,0.013223501586854593,-0.14232181829849525,-0.12909831671164068,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5615639935648614,1.3288450414853285e-11,-1.4155065212561498e-10,-1.2826220171076172e-10,0.013288450414853284,-0.14155065212561496,-0.12826220171076172,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5617349001568633,1.3353718276070546e-11,-1.407836646604199e-10,-1.2742994638434934e-10,0.013353718276070545,-0.1407836646604199,-0.12742994638434935,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5619058067488654,1.3419306737768404e-11,-1.400208332589122e-10,-1.266015265211438e-10,0.013419306737768403,-0.14002083325891218,-0.1266015265211438,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5620767133408673,1.348521737490869e-11,-1.3926213539980631e-10,-1.2577691802489764e-10,0.013485217374908688,-0.1392621353998063,-0.12577691802489763,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5622476199328693,1.3551451770191195e-11,-1.385075486838598e-10,-1.249560969136686e-10,0.013551451770191195,-0.1385075486838598,-0.12495609691366859,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5624185265248712,1.3618011514091404e-11,-1.3775705083321628e-10,-1.2413903931912485e-10,0.013618011514091404,-0.13775705083321627,-0.12413903931912484,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5625894331168733,1.3684898204899023e-11,-1.3701061969074294e-10,-1.2332572148584392e-10,0.013684898204899022,-0.13701061969074294,-0.1233257214858439,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5627603397088752,1.375211344875595e-11,-1.362682332193815e-10,-1.2251611977062555e-10,0.01375211344875595,-0.1362682332193815,-0.12251611977062554,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5629312463008772,1.3819658859695341e-11,-1.3552986950149215e-10,-1.2171021064179681e-10,0.01381965885969534,-0.13552986950149212,-0.12171021064179681,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5631021528928791,1.388753605967998e-11,-1.347955067382109e-10,-1.209079706785309e-10,0.013887536059679979,-0.1347955067382109,-0.1209079706785309,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5632730594848812,1.395574667864158e-11,-1.340651232488023e-10,-1.2010937657016072e-10,0.013955746678641578,-0.1340651232488023,-0.12010937657016071,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5634439660768831,1.402429235451954e-11,-1.333386974700227e-10,-1.1931440511550316e-10,0.01402429235451954,-0.1333386974700227,-0.11931440511550315,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5636148726688851,1.4093174733300718e-11,-1.3261620795548012e-10,-1.185230332221794e-10,0.014093174733300717,-0.1326162079554801,-0.1185230332221794,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.563785779260887,1.4162395469058625e-11,-1.318976333750042e-10,-1.1773523790594556e-10,0.014162395469058625,-0.13189763337500418,-0.11773523790594555,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.563956685852889,1.4231956223993452e-11,-1.3118295251401304e-10,-1.1695099629001958e-10,0.014231956223993451,-0.13118295251401302,-0.11695099629001957,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.564127592444891,1.4301858668471696e-11,-1.3047214427289033e-10,-1.1617028560441865e-10,0.014301858668471695,-0.13047214427289033,-0.11617028560441864,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.564298499036893,1.4372104481066641e-11,-1.2976518766635892e-10,-1.1539308318529227e-10,0.01437210448106664,-0.12976518766635892,-0.11539308318529226,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
0.0,0 nm,0.5644694056288949,1.4442695348598206e-11,-1.2906206182286437e-10,-1.1461936647426617e-10,0.014442695348598204,-0.12906206182286437,-0.11461936647426617,0.600693745661775,4.080221265731136e-11,0.040802212657311356,0.08160442531462271,0.4670000000000001,5.878017703936221e-11,0.05878017703936221,0.11756035407872442
