scan,side,reactant,sweep_index,is_baseline,parameter_value_SI,parameter_value_display,parameter_display_unit,sigma_C_per_m2,sigma_mC_per_m2,sigma_uC_per_cm2,phi_RP_mean_V,phi_RP_mean_mV,reactant_mean,log10_reactant_mean,eta_mean_V,eta_mean_mV,bv_exp_mean,log10_bv_exp_mean,bv_conc_exp_mean,log10_bv_conc_exp_mean,side_current_avg_A_per_m2,E_mix_with_V,E_mix_no_V,i_mix_avg_with_A_per_m2,i_mix_avg_no_A_per_m2,i_mix_abs_with_A,i_mix_abs_no_A,max_abs_phi_tilde,debye_huckel_ok
Cdl_Pd,Pd,O2,10,False,0.1414213562373095,14.142135623730951,$\mu$F cm$^{-2}$,-0.017730100044717964,-17.730100044717965,-1.7730100044717965,-0.0730143311978462,-73.0143311978462,17.653974583407006,1.2468424969939258,-0.1793707397273597,-179.3707397273597,33.236582654762735,1.5216163637740732,569.0622842193391,2.7551598027964976,-0.05271149633889028,0.5816149290747941,0.4670000000000001,0.052711496338652915,0.11756035407872442,2.6355748169326457e-11,5.878017703936221e-11,6.334818918859289,False
Cdl_Pd,Pd,O2,11,False,0.15691681957935014,15.691681957935014,$\mu$F cm$^{-2}$,-0.018746895872130454,-18.746895872130455,-1.8746895872130453,-0.07720221828307947,-77.20221828307946,20.805232745579804,1.3181725785550948,-0.17347027681535734,-173.47027681535735,29.649050291769075,1.4720107867508778,597.3827588899328,2.7762526842423063,-0.055334784928403026,0.5833275049015632,0.4670000000000001,0.05533478492808214,0.11756035407872442,2.766739246404107e-11,5.878017703936221e-11,6.303828443013943,False
Cdl_Pd,Pd,O2,12,False,0.1741101126592248,17.41101126592248,$\mu$F cm$^{-2}$,-0.019769344084598756,-19.769344084598757,-1.9769344084598757,-0.08140831448733989,-81.40831448733988,24.5326810541418,1.3897450126741078,-0.1675450651467447,-167.5450651467447,26.43472096810717,1.4221747305667063,627.2285429311077,2.7974258133170444,-0.058099360933252645,0.5850466203659154,0.4670000000000001,0.05809936093324899,0.11756035407872442,2.9049680466624496e-11,5.878017703936221e-11,6.272725507460862,False
Cdl_Pd,Pd,O2,13,False,0.19318726578496911,19.31872657849691,$\mu$F cm$^{-2}$,-0.0207921199348535,-20.792119934853503,-2.0792119934853504,-0.08561023460539811,-85.61023460539812,28.918200958745906,1.461171271402847,-0.16162676230428438,-161.62676230428437,23.570521848589603,1.3723691978596648,658.5139014535972,2.8185649474995675,-0.060997282842594015,0.5867630030903175,0.4670000000000001,0.060997282842584925,0.11756035407872442,3.0498641421292465e-11,5.878017703936221e-11,6.241678510209912,False
Cdl_Pd,Pd,O2,14,False,0.21435469250725864,21.435469250725863,$\mu$F cm$^{-2}$,-0.021809913021089995,-21.809913021089994,-2.1809913021089993,-0.08978570811313029,-89.78570811313028,34.04602804264632,1.5320664525254533,-0.15574684195612573,-155.74684195612573,21.030714558708723,1.3228540289218003,691.1251541413615,2.839556699807325,-0.06401802059718951,0.588467449930744,0.4670000000000001,0.06401802059717715,0.11756035407872442,3.200901029858858e-11,5.878017703936221e-11,6.210854534210631,False
Cdl_Pd,Pd,O2,15,False,0.23784142300054426,23.784142300054427,$\mu$F cm$^{-2}$,-0.022817537951588612,-22.817537951588612,-2.281753795158861,-0.0939130468708609,-93.9130468708609,39.99977545142387,1.602057553315931,-0.14993592934203215,-149.93592934203215,18.7880886719139,1.2738826012042086,724.9214730977728,2.8602909642987266,-0.06714852949285936,0.5901510237871069,0.4670000000000001,0.06714852949285098,0.11756035407872442,3.3574264746425496e-11,5.878017703936221e-11,6.180415762657505,False
Cdl_Pd,Pd,O2,16,False,0.2639015821545789,26.390158215457888,$\mu$F cm$^{-2}$,-0.023810038938321933,-23.810038938321934,-2.3810038938321934,-0.0979715858460105,-97.9715858460105,46.858802583127606,1.6707911865617435,-0.14422317617018046,-144.22317617018047,16.814998706257242,1.225696838236122,759.7368441331645,2.880663188423136,-0.07037343185198641,0.591805237983809,0.4670000000000001,0.07037343185198382,0.11756035407872442,3.518671592599191e-11,5.878017703936221e-11,6.1505161181938615,False
Cdl_Pd,Pd,O2,17,False,0.2928171391891251,29.281713918912512,$\mu$F cm$^{-2}$,-0.024782783943675987,-24.782783943675987,-2.4782783943675986,-0.10194207833056564,-101.94207833056564,54.69409094529545,1.737940408445421,-0.13863570135376965,-138.63570135376966,15.08421543800111,1.1785227265224263,795.3831655245602,2.900576394800377,-0.07367530405758352,0.5934222203156647,0.4670000000000001,0.07367530405758328,0.11756035407872442,3.6837652028791644e-11,5.878017703936221e-11,6.121298269296089,False
Cdl_Pd,Pd,O2,18,False,0.3249009585424943,32.49009585424943,$\mu$F cm$^{-2}$,-0.025731544798230442,-25.73154479823044,-2.573154479823044,-0.1058070305425595,-105.80703054255949,63.56387947400327,1.8032103955009853,-0.1331981190626895,-133.1981190626895,13.569582968579835,1.1325665007748729,831.6543704779274,2.919942874149892,-0.07703505841158953,0.594994850394751,0.4670000000000001,0.07703505838023465,0.11756035407872442,3.8517529190117326e-11,5.878017703936221e-11,6.09289111915677,False
Cdl_Pd,Pd,O2,19,False,0.3605001850443321,36.05001850443321,$\mu$F cm$^{-2}$,-0.02665256070840969,-26.65256070840969,-2.665256070840969,-0.10955096479042117,-109.55096479042118,73.50938522132485,1.8663427906437293,-0.12793216928621573,-127.93216928621572,12.246489404092372,1.0880116110730707,868.3313764840117,2.9386854942020766,-0.08043240158723752,0.5965168659233631,0.4670000000000001,0.08043240158644997,0.11756035407872442,4.021620079322499e-11,5.878017703936221e-11,6.065407856279256,False
Cdl_Pd,Pd,O2,20,True,0.4,40.0,$\mu$F cm$^{-2}$,-0.02754258371574001,-27.54258371574001,-2.754258371574001,-0.11316060526764861,-113.1606052676486,84.55097701011347,1.9271186303565817,-0.12285645928934996,-122.85645928934996,11.092170487676082,1.0450165361030777,905.1876042896921,2.9567385980605896,-0.08384634584416462,0.5979829354430014,0.4670000000000001,0.08384634584416407,0.11756035407872442,4.192317292208204e-11,5.878017703936221e-11,6.038944611092431,False
Cdl_Pd,Pd,O2,21,False,0.41875209399074625,41.87520939907463,$\mu$F cm$^{-2}$,-0.027924209446216056,-27.924209446216057,-2.7924209446216057,-0.11470562503207019,-114.70562503207019,89.76429199875122,1.9531036098079277,-0.1206843458144787,-120.6843458144787,10.631664453706897,1.0266012613692952,921.4258843567509,2.9644604081287382,-0.08535047652377704,0.5986100291534511,0.4670000000000001,0.08535047652186306,0.11756035407872442,4.267523826093153e-11,5.878017703936221e-11,6.027628411251019,False
Cdl_Pd,Pd,O2,22,False,0.4383832905540869,43.83832905540869,$\mu$F cm$^{-2}$,-0.028299086579009133,-28.299086579009135,-2.8299086579009134,-0.11622161568137375,-116.22161568137375,95.18822351784743,1.9785832217292525,-0.11855329659860207,-118.55329659860207,10.19822343048733,1.008524522591719,937.6352020728002,2.9720339038990384,-0.08685192445863285,0.5992250877200241,0.4670000000000001,0.08685192445863343,0.11756035407872442,4.342596222931672e-11,5.878017703936221e-11,6.016531534007457,False
Cdl_Pd,Pd,O2,23,False,0.45893480222519406,45.89348022251941,$\mu$F cm$^{-2}$,-0.028667038029994204,-28.667038029994202,-2.8667038029994205,-0.1177078716580617,-117.70787165806169,100.81991216630749,2.003546314747593,-0.11646429316538867,-116.46429316538867,9.790276657165494,0.9907949644264991,953.7964220604445,2.9794556889488444,-0.08834891716370968,0.5998278351765496,0.4670000000000001,0.08834891716415541,0.11756035407872442,4.4174458582077707e-11,5.878017703936221e-11,6.005659564302299,False
Cdl_Pd,Pd,O2,24,False,0.48044977359257246,48.044977359257246,$\mu$F cm$^{-2}$,-0.029027907293691018,-29.02790729369102,-2.902790729369102,-0.11916377483218883,-119.16377483218884,106.65550057703902,2.0279832583663504,-0.1144181933038167,-114.4181933038167,9.406330312492292,0.9734202253534938,969.8907431135423,2.9867228143328752,-0.08983971310783222,0.6004180318639945,0.4670000000000001,0.08983971311615388,0.11756035407872442,4.491985655807694e-11,5.878017703936221e-11,5.995015855139469,False
Cdl_Pd,Pd,O2,25,False,0.5029733718731741,50.29733718731742,$\mu$F cm$^{-2}$,-0.02938155817728387,-29.38155817728387,-2.938155817728387,-0.12058879323687478,-120.58879323687478,112.6901389947892,2.051885914559698,-0.11241573295990002,-112.41573295990003,9.044966221331185,0.9564069493144766,985.8997826562725,2.993832770872844,-0.09132260953700491,0.6009954738032252,0.4670000000000001,0.09132260958045686,0.11756035407872442,4.5661304790228436e-11,5.878017703936221e-11,5.984603996607145,False
Cdl_Pd,Pd,O2,26,False,0.526552881733695,52.6552881733695,$\mu$F cm$^{-2}$,-0.029727874438606656,-29.727874438606655,-2.9727874438606654,-0.12198247939760146,-121.98247939760145,118.91800163999484,2.075247602483664,-0.11045752871150656,-110.45752871150655,8.704840182287919,0.9397608020371966,1001.8056564183591,3.000783479484006,-0.09279594985462457,0.6015599918908919,0.4670000000000001,0.09279594994110922,0.11756035407872442,4.6397974970554616e-11,5.878017703936221e-11,5.974426935437682,False
Cdl_Pd,Pd,O2,27,False,0.5512378045571164,55.12378045571163,$\mu$F cm$^{-2}$,-0.030066759332891956,-30.066759332891955,-3.0066759332891957,-0.12334446827643457,-123.34446827643457,125.33231361160311,2.098063056740003,-0.10854408076573882,-108.54408076573883,8.38467998322977,0.9234864916088146,1017.5910519553711,3.0075732794133283,-0.09425813043156901,0.6021114509578266,0.4670000000000001,0.0942581305410069,0.11756035407872442,4.712906527050345e-11,5.878017703936221e-11,5.964486991528576,False
Cdl_Pd,Pd,O2,28,False,0.5770799623628854,57.70799623628854,$\mu$F cm$^{-2}$,-0.03039813508244363,-30.39813508244363,-3.039813508244363,-0.12467447489196044,-124.67447489196044,131.92538804896824,2.120328380296785,-0.10667577643482333,-106.67577643482333,8.083283168612011,0.9075877930026293,1033.2392965612012,3.0142009150730447,-0.09570760689684173,0.6026497486732162,0.4670000000000001,0.0957076068968653,0.11756035407872442,4.785380344843265e-11,5.878017703936221e-11,5.954785877250913,False
Cdl_Pd,Pd,O2,29,False,0.6041336065988983,60.413360659889825,$\mu$F cm$^{-2}$,-0.03072194226062812,-30.72194226062812,-3.0721942260628117,-0.12597229157902437,-125.97229157902437,138.6886726027642,2.1420409915202536,-0.10485289400400008,-104.85289400400008,7.7995146094523555,0.8920675758961532,1048.7344155302264,3.0206655201542634,-0.09714289953431983,0.6031748144169755,0.4670000000000001,0.09714289953449985,0.11756035407872442,4.857144976724993e-11,5.878017703936221e-11,5.945324717321373,False
Cdl_Pd,Pd,O2,30,False,0.6324555320336759,63.245553203367585,$\mu$F cm$^{-2}$,-0.03103813914616228,-31.03813914616228,-3.103813914616228,-0.1272377851265563,-127.23778512655632,145.61280549506452,2.1631995694227517,-0.1030756070175533,-103.07560701755331,7.532303938862056,0.8769278360800787,1064.0611901079892,3.026966603299379,-0.09856259865064951,0.6036866078558903,0.4670000000000001,0.09856259865157835,0.11756035407872442,4.928129932578918e-11,5.878017703936221e-11,5.936104074051331,False
Cdl_Pd,Pd,O2,31,False,0.6621051959878331,66.2105195987833,$\mu$F cm$^{-2}$,-0.03134670099111932,-31.346700991119317,-3.134670099111932,-0.12847089355379834,-128.47089355379833,152.68767887757227,2.183803993105049,-0.10134398881185538,-101.34398881185538,7.280642878310481,0.8621697290624668,1079.2052014651235,3.03310402984598,-0.09996536864849385,0.6041851176343462,0.4670000000000001,0.09996536865217445,0.11756035407872442,4.998268432608723e-11,5.878017703936221e-11,5.927123970505075,False
Cdl_Pd,Pd,O2,32,False,0.6931448431551465,69.31448431551465,$\mu$F cm$^{-2}$,-0.03164761926072361,-31.647619260723612,-3.164761926072361,-0.12967162277203462,-129.67162277203462,159.90250951547443,2.2038552796322293,-0.09965801732963318,-99.65801732963318,7.043582507425163,0.8477936062255498,1094.1528706840584,3.0390780041330423,-0.10134995173044893,0.6046703598983322,0.4670000000000001,0.10134995174245055,0.11756035407872442,5.067497587122528e-11,5.878017703936221e-11,5.918383916687834,False
Cdl_Pd,Pd,O2,33,False,0.7256396362752624,72.56396362752623,$\mu$F cm$^{-2}$,-0.03194090083413013,-31.940900834130126,-3.1940900834130126,-0.13084004308638963,-130.84004308638964,167.24591527983785,2.2233555196052444,-0.09801758012845606,-98.01758012845606,6.820230504776958,0.8337990528472411,1108.8914907917062,3.044889050877745,-0.10271517086618971,0.6051423767851543,0.4670000000000001,0.10271517089974665,0.11756035407872442,5.135758544987333e-11,5.878017703936221e-11,5.909882936359935,False
Cdl_Pd,Pd,O2,34,False,0.7596577929323739,75.96577929323739,$\mu$F cm$^{-2}$,-0.032226567177468794,-32.226567177468795,-3.2226567177468795,-0.13197628558599547,-131.97628558599547,174.7059963319167,2.2423078112746984,-0.09642247953920172,-96.42247953920172,6.609748388928443,0.8201849276581408,1123.4092515534358,3.050537996077476,-0.10405993208910329,0.6056012348748028,0.4670000000000001,0.10405993217181653,0.11756035407872442,5.2029966085908264e-11,5.878017703936221e-11,5.901619594556804,False
Cdl_Pd,Pd,O2,35,False,0.7952707287670507,79.52707287670508,$\mu$F cm$^{-2}$,-0.032504653506021955,-32.50465350602195,-3.2504653506021954,-0.13308053849440016,-133.08053849440014,182.27042005287166,2.2607161944358163,-0.09487243793873257,-94.87243793873257,6.411348785102751,0.8069494036697553,1137.6952591571187,3.0560259483595513,-0.10538322631959678,0.6060470235668672,0.4670000000000001,0.10538322617145697,0.11756035407872442,5.269161308572849e-11,5.878017703936221e-11,5.8935920264775135,False
Cdl_Pd,Pd,O2,36,False,0.8325532074018732,83.25532074018732,$\mu$F cm$^{-2}$,-0.03277520788926477,-32.77520788926476,-3.2775207889264766,-0.13415304328472746,-134.15304328472746,189.92650688371526,2.2785855807979827,-0.09336710302461679,-93.36710302461678,6.224292728687934,0.7940900093454408,1151.7395394905209,3.061354276525173,-0.10668412966867749,0.6064798536906557,0.4670000000000001,0.10668412966867712,0.11756035407872442,5.3342064834338564e-11,5.878017703936221e-11,5.885797962152058,False
Cdl_Pd,Pd,O2,37,False,0.8715834973956161,87.15834973956161,$\mu$F cm$^{-2}$,-0.03303829044463617,-33.038290444636175,-3.303829044463617,-0.13519409117738312,-135.19409117738311,197.66132001124475,2.2959216913207334,-0.09190605322766898,-91.90605322766898,6.0478870443891966,0.7816036713065471,1165.5330552601663,3.066524594899511,-0.10796180502365114,0.6068998555949479,0.4670000000000001,0.10796180502365177,0.11756035407872442,5.398090251182589e-11,5.878017703936221e-11,5.878234760603107,False
Cdl_Pd,Pd,O2,38,False,0.9124435365554809,91.2443536555481,$\mu$F cm$^{-2}$,-0.0332939724213034,-33.2939724213034,-3.32939724213034,-0.1362040191793332,-136.2040191793332,205.46175160183586,2.312730986239767,-0.09048880296416999,-90.48880296416999,5.88148178077624,0.7694867560323142,1179.067693180803,3.0715387397269307,-0.10921550086149881,0.6073071778564968,0.4670000000000001,0.10921550086150036,0.11756035407872442,5.460775043075019e-11,5.878017703936221e-11,5.870899432788445,False
Cdl_Pd,Pd,O2,39,False,0.955219103952324,95.5219103952324,$\mu$F cm$^{-2}$,-0.03354233536377245,-33.54233536377245,-3.354233536377245,-0.13718320646877807,-137.18320646877808,213.3146099783258,2.3290206014207184,-0.08911480792729881,-89.11480792729881,5.724467740175152,0.757735112278122,1192.3362612992878,3.076398751907833,-0.11044455100099153,0.6077019856039231,0.4670000000000001,0.11044455100099526,0.11756035407872442,5.5222275500497636e-11,5.878017703936221e-11,5.8637886715848815,False
Cdl_Pd,Pd,O2,40,False,1.0,100.0,$\mu$F cm$^{-2}$,-0.03378347025998175,-33.78347025998175,-3.378347025998175,-0.13813207072172656,-138.13207072172656,221.20670369635752,2.3447982841797725,-0.08778347025998175,-87.78347025998174,5.576274095351171,0.7463441128612749,1205.3324752490118,3.0811068579066014,-0.11164837332945617,0.6080844590182917,0.4670000000000001,0.11164837332946381,0.11756035407872442,5.582418666473191e-11,5.878017703936221e-11,5.85689887861165,False
pzc_Au,Au,R1,0,False,0.63,0.63,V,-0.00830765401793825,-8.30765401793825,-0.830765401793825,-0.03397803285375409,-33.97803285375409,0.2688654576865421,-0.570464989891767,0.4884617299103088,488.4617299103088,13535.260876928705,4.131466630724829,3605.327436500745,3.5569447135513594,0.33395677281673464,0.5544836970565546,0.4670000000000001,0.33395677281673464,0.11756035407872442,1.6697838640836732e-10,5.878017703936221e-11,5.5918644659586985,False
pzc_Au,Au,R1,1,False,0.645,0.645,V,-0.00970759153488836,-9.70759153488836,-0.9707591534888361,-0.03978481742129131,-39.78481742129131,0.21510475645293112,-0.6673499862725905,0.4964620423255581,496.46204232555806,15824.943573454762,4.199342170140835,3362.611191149203,3.5266766540228454,0.31147428393454085,0.5566772249042669,0.4670000000000001,0.31147428393454085,0.11756035407872442,1.5573714196727044e-10,5.878017703936221e-11,5.537626223664198,False
pzc_Au,Au,R1,2,False,0.66,0.66,V,-0.011107698816509016,-11.107698816509016,-1.1107698816509015,-0.04559233287647878,-45.59233287647878,0.1721762279612548,-0.7640268109423506,0.504461505917455,504.461505917455,18502.67268147259,4.26723446607753,3136.393571555458,3.4964305550423647,0.2905200412133483,0.5588691730409762,0.4670000000000001,0.2905200412133483,0.11756035407872442,1.4526002060667415e-10,5.878017703936221e-11,5.483427142729283,False
pzc_Au,Au,R1,3,False,0.675,0.675,V,-0.012507981620301823,-12.507981620301823,-1.2507981620301822,-0.05140060400708294,-51.40060400708294,0.13788572693432252,-0.8604806869385699,0.512460091898491,512.460091898491,21634.28492805029,4.335142545158309,2925.547516758352,3.4662071563173105,0.2709896464679755,0.561059487891408,0.4670000000000001,0.2709896464679755,0.11756035407872442,1.3549482323398777e-10,5.878017703936221e-11,5.429268551296024,False
pzc_Au,Au,R1,4,False,0.6900000000000001,0.6900000000000001,V,-0.01390844590819329,-13.90844590819329,-1.390844590819329,-0.057209656480978935,-57.209656480978936,0.11048521286922683,-0.9566958432370685,0.5204577704590336,520.4577704590337,25296.792083186112,4.403065451258727,2729.0231753947055,3.436007223798625,0.2527858533374861,0.5632481139780546,0.4670000000000001,0.2527858533374861,0.11756035407872442,1.2639292666874307e-10,5.878017703936221e-11,5.375160333958423,False
pzc_Au,Au,R1,5,False,0.7050000000000001,0.7050000000000001,V,-0.015309097852638632,-15.309097852638633,-1.5309097852638631,-0.06301951687243129,-63.01951687243129,0.08858180503088553,-1.0526554743451606,0.5284545107368069,528.4545107368069,29580.277528596493,4.471002244325262,2545.8426066375537,3.405831550463852,0.23581807644001626,0.5654349938643756,0.4670000000000001,0.23581807644001626,0.11756035407872442,1.1790903822000813e-10,5.878017703936221e-11,5.321102170621836,False
pzc_Au,Au,R1,6,False,0.72,0.72,V,-0.016709943842764252,-16.709943842764254,-1.6709943842764252,-0.06883021268854,-68.83021268854,0.0710654149419323,-1.148341703829469,0.5364502807861785,536.4502807861785,34590.11446856668,4.538951999221202,2375.0948453012325,3.37568095710552,0.22000193425990278,0.5676200680976387,0.4670000000000001,0.22000193425990278,0.11756035407872442,1.100009671299514e-10,5.878017703936221e-11,5.267088769814199,False
pzc_Au,Au,R1,7,False,0.735,0.735,V,-0.01811099049053502,-18.11099049053502,-1.811099049053502,-0.07464177239578736,-74.64177239578736,0.057051155759701544,-1.243735553086669,0.5444450475473249,544.445047547325,40449.56025804161,4.606913804599859,2215.931306061165,3.3455562931227325,0.20525882344656354,0.5698032751515375,0.4670000000000001,0.20525882344656354,0.11756035407872442,1.0262941172328178e-10,5.878017703936221e-11,5.213121656785889,False
pzc_Au,Au,R1,8,False,0.75,0.75,V,-0.01951224463689969,-19.51224463689969,-1.9512244636899692,-0.08045422544650588,-80.45422544650587,0.045833506381522025,-1.3388169168356012,0.5524387768155017,552.4387768155017,47302.79053120033,4.674886761806607,2067.561503475931,3.3154584373166918,0.19151552236572966,0.5719845513689957,0.4670000000000001,0.19151552236572966,0.11756035407872442,9.575776118286484e-11,5.878017703936221e-11,5.159202409609602,False
pzc_Au,Au,R1,9,False,0.765,0.765,V,-0.02091371335807184,-20.91371335807184,-2.091371335807184,-0.08626760230590862,-86.26760230590861,0.03684982697470124,-1.4335645469937737,0.5604314332096408,560.4314332096409,55318.44757298125,4.742869983802637,1929.2490659967457,3.2853882986679768,0.1787038218823481,0.5741638309037322,0.4670000000000001,0.1787038218823481,0.11756035407872442,8.935191094117405e-11,5.878017703936221e-11,5.105332660628838,False
pzc_Au,Au,R1,10,False,0.78,0.78,V,-0.022315403971454664,-22.315403971454664,-2.2315403971454666,-0.0920819344776033,-92.0819344776033,0.029651314639433605,-1.5279560467181088,0.5684229801427267,568.4229801427267,64693.7899520141,4.810862594130642,1800.3080239963274,3.255346817146239,0.16676018152554326,0.5763410456651235,0.4670000000000001,0.16676018152554326,0.11756035407872442,8.338009076277163e-11,5.878017703936221e-11,5.051514097824819,False
pzc_Au,Au,R1,11,False,0.795,0.795,V,-0.02371732404187328,-23.71732404187328,-2.3717324041873282,-0.09789725453042429,-97.89725453042429,0.023879879082589213,-1.6219678766170917,0.5764133797906337,576.4133797906337,75659.54511873906,4.878863725893873,1680.099352602653,3.2253349644706746,0.15562540925582044,0.5785161252602093,0.4670000000000001,0.15562540925582044,0.11756035407872442,7.781270462791023e-11,5.878017703936221e-11,4.9977484662543255,False
pzc_Au,Au,R1,12,False,0.81,0.81,V,-0.02511948138751474,-25.119481387514742,-2.511948138751474,-0.10371359612400348,-103.71359612400347,0.019249729221395645,-1.7155753751674694,0.5844025930624264,584.4025930624264,88485.58384092874,4.946872520773308,1568.0277521240384,3.195353744883925,0.14524436324004714,0.5806889969384229,0.4670000000000001,0.14524436324004714,0.11756035407872442,7.262218162002357e-11,5.878017703936221e-11,4.944037569419486,False
pzc_Au,Au,R1,13,False,0.8250000000000001,0.8250000000000001,V,-0.026521884085803495,-26.521884085803496,-2.6521884085803493,-0.10953099403406458,-109.53099403406458,0.015532708947513107,-1.8087527955038964,0.5923905795709827,592.3905795709827,103487.55539542246,5.014888128072711,1463.5386495881478,3.1654041959062797,0.13556567410792458,0.5828595855369181,0.4670000000000001,0.13556567410792458,0.11756035407872442,6.778283705396229e-11,5.878017703936221e-11,4.890383270623516,False
pzc_Au,Au,R1,14,False,0.8400000000000001,0.8400000000000001,V,-0.027924540479135576,-27.924540479135576,-2.792454047913558,-0.11534948417712147,-115.34948417712147,0.012546616953733703,-1.9014733607478043,0.6003772976043222,600.3772976043223,121034.64585702769,5.082909703794225,1366.1154062157073,3.1354873890714123,0.1265414862839256,0.5850278134272008,0.4670000000000001,0.1265414862839256,0.11756035407872442,6.32707431419628e-11,5.878017703936221e-11,4.836787494293569,False
pzc_Au,Au,R1,15,False,0.855,0.855,V,-0.029327459180442973,-29.327459180442972,-2.932745918044297,-0.12116910363441694,-121.16910363441694,0.010145901927284234,-1.9937093399927064,0.6083627040977853,608.3627040977852,141558.64918144606,5.1509364097450545,1275.2767166701856,3.1056044306395285,0.11812721708318769,0.5871936004633682,0.4670000000000001,0.11812721708318769,0.11756035407872442,5.906360854159385e-11,5.878017703936221e-11,4.871904465367111,False
pzc_Au,Au,R1,16,False,0.8700000000000001,0.8700000000000001,V,-0.03073064907854253,-30.73064907854253,-3.0730649078542527,-0.12698989067496616,-126.98989067496616,0.008214248801640364,-2.085432146923921,0.6163467546072875,616.3467546072875,165564.57272903642,5.218967412676554,1190.5741868987432,3.0757564622834614,0.110281332350083,0.5893568639323213,0.4670000000000001,0.110281332350083,0.11756035407872442,5.5140666175041505e-11,5.878017703936221e-11,5.105213960626928,False
pzc_Au,Au,R1,17,False,0.885,0.885,V,-0.03213411934457668,-32.13411934457668,-3.2134119344576684,-0.13281188478327613,-132.81188478327613,0.006658670690973659,-2.1766124629013324,0.6243294032771166,624.3294032771166,193643.03616238944,5.287001883399934,1111.5900778933972,3.045944661589161,0.10296513746576165,0.5915175184938405,0.4670000000000001,0.10296513746576165,0.11756035407872442,5.148256873288083e-11,5.878017703936221e-11,5.338570897020835,False
pzc_Au,Au,R1,18,False,0.9000000000000001,0.9000000000000001,V,-0.0335378794302456,-33.5378794302456,-3.3537879430245603,-0.13863512665174552,-138.6351266517455,0.005404799836846618,-2.2672203852190274,0.6323106028487723,632.3106028487723,226484.76641859478,5.355038996270116,1037.9352066611025,3.0161702434278217,0.09614258291775006,0.5936754761970267,0.4670000000000001,0.09614258291775006,0.11756035407872442,4.807129145887503e-11,5.878017703936221e-11,5.571976873873718,False
pzc_Au,Au,R1,19,False,0.915,0.915,V,-0.034941939085094464,-34.94193908509446,-3.4941939085094464,-0.144459658255078,-144.459658255078,0.004393133456353668,-2.357225603363952,0.6402903045745277,640.2903045745277,264897.5416436927,5.423077927887518,969.2469857161242,2.9864344590587786,0.08978008270069013,0.5958306463194497,0.4670000000000001,0.08978008270069013,0.11756035407872442,4.489004135034507e-11,5.878017703936221e-11,5.805433540908698,False
pzc_Au,Au,R1,20,True,0.93,0.93,V,-0.03634630834836119,-36.34630834836119,-3.634630834836119,-0.1502855228151927,-150.2855228151927,0.0035760402606696638,-2.446597600365984,0.6482684582581941,648.2684582581941,309825.9977071044,5.4911178568932355,905.1876042896865,2.956738598060587,0.08384634584416407,0.5979829354430014,0.4670000000000001,0.08384634584416407,0.11756035407872442,4.192317292208204e-11,5.878017703936221e-11,6.038944611092431,False
pzc_Au,Au,R1,21,False,0.9450000000000001,0.9450000000000001,V,-0.0377509975600713,-37.750997560071305,-3.77509975600713,-0.1561127648489936,-156.1127648489936,0.002915372937777359,-2.5353058819138874,0.6562450121996436,656.2450121996436,362374.77855862264,5.559157962972788,845.4423289320832,2.927083987947013,0.07831221899968592,0.60013224735065,0.4670000000000001,0.07831221899968592,0.11756035407872442,3.915610949984296e-11,5.878017703936221e-11,6.272509931050319,False
pzc_Au,Au,R1,22,False,0.9600000000000001,0.9600000000000001,V,-0.039156017354079836,-39.156017354079836,-3.9156017354079835,-0.16194143013839993,-161.94143013839994,0.0023805635016743657,-2.6233202292035696,0.664219913229601,664.2199132296009,423835.59438019444,5.627197426640408,789.7179250115587,2.8974719957378428,0.07315054022620487,0.602278483091201,0.4670000000000001,0.07315054022620487,0.11756035407872442,3.657527011310244e-11,5.878017703936221e-11,6.5061311887174895,False
pzc_Au,Au,R1,23,False,0.9750000000000001,0.9750000000000001,V,-0.04056137867688621,-40.56137867688621,-4.056137867688621,-0.16777156581136787,-167.77156581136788,0.0019471034386586352,-2.710610976242993,0.6721931066155691,672.193106615569,495718.84364707925,5.695235427955788,737.7411806902045,2.867904026439741,0.06833600226791964,0.6044215408042012,0.4670000000000001,0.06833600226791964,0.11756035407872442,3.416800113395982e-11,5.878017703936221e-11,6.739810236347221,False
pzc_Au,Au,R1,24,False,0.99,0.99,V,-0.04196709278327011,-41.96709278327011,-4.1967092783270115,-0.1736032203230876,-173.60322032308758,0.001595330599302261,-2.797149304722828,0.6801645360836494,680.1645360836493,579790.5683173062,5.763271146236182,689.2575373944259,2.838381524042822,0.06384502569654588,0.6065613157605618,0.4670000000000001,0.06384502569654588,0.11756035407872442,3.1922512848272943e-11,5.878017703936221e-11,6.973548978356643,False
pzc_Au,Au,R1,25,False,1.0050000000000001,1.0050000000000001,V,-0.04337317122220639,-43.37317122220639,-4.337317122220639,-0.17943644339534645,-179.43644339534646,0.0013094606346758764,-2.882907552908865,0.6881341438889681,688.1341438889681,678115.6387088236,5.831303760195664,644.0298153343235,2.8089059734707438,0.05965564085784074,0.6086977004936217,0.4670000000000001,0.05965564085784074,0.11756035407872442,2.982782042892037e-11,5.878017703936221e-11,7.207349368943481,False
