scan,case,parameter_value_display,E_V,I_Au_avg_A_per_m2,I_Pd_avg_A_per_m2,I_Au_current_1e_minus_3_uA,I_Pd_current_1e_minus_3_uA,delta_I_Au_vs_base,delta_I_Pd_vs_base,rel_delta_I_Au_vs_base,rel_delta_I_Pd_vs_base
Cdl_Au,low,5.0,0.4813513001430726,0.03434231215673125,-3.413980122662885,0.01717115607836563,-1.7069900613314424,0.031286770965390176,0.0015370109376555696,10.239354996768476,0.0004500082644982362
Cdl_Au,low,5.0,0.4818667418666459,0.03475341895028225,-3.358499503418821,0.017376709475141125,-1.6792497517094105,0.03165283438323593,0.0015108571885504851,10.208666688097791,0.0004496584910164906
Cdl_Au,low,5.0,0.48238218359021917,0.03516944761956116,-3.3039205484576515,0.01758472380978058,-1.6519602742288255,0.03202315557495224,0.001485146938526416,10.178062023779091,0.0004493085192522517
Cdl_Au,low,5.0,0.4828976253137925,0.03559045709762566,-3.2502286032880936,0.017795228548812828,-1.6251143016440466,0.03239778368100284,0.0014598726896868364,10.147540776429576,0.00044895834901523084
Cdl_Au,low,5.0,0.48341306703736575,0.03601650702326739,-3.1974092516058787,0.018008253511633696,-1.5987046258029391,0.03277676840316833,0.0014350270705532076,10.117102719282375,0.0004486079801130459
Cdl_Au,low,5.0,0.483928508760939,0.03644765774946455,-3.145448311422161,0.01822382887473227,-1.5727241557110807,0.03316016001086881,0.001410602833948893,10.086747626184906,0.00044825741235442304
Cdl_Au,low,5.0,0.48444395048451233,0.036883970351935705,-3.094331831254905,0.01844198517596785,-1.5471659156274522,0.03354800934755609,0.0013865928549003925,10.05647527159719,0.0004479066455467818
Cdl_Au,low,5.0,0.4849593922080856,0.0373255066377955,-3.0440460863821897,0.01866275331889775,-1.5220230431910946,0.033940367837176084,0.0013629901285869828,10.026285430590226,0.0004475556794979427
Cdl_Au,low,5.0,0.48547483393165886,0.037772329154314485,-2.9945775751563373,0.018886164577157243,-1.4972887875781684,0.03433728749070289,0.0013397877683183346,9.996177878844337,0.000447204514015839
Cdl_Au,low,5.0,0.4859902756552322,0.0382245011977843,-2.945913015378058,0.01911225059889215,-1.4729565076890287,0.034738820912745334,0.0013169790035441054,9.966152392647512,0.000446853148907518
Cdl_Au,low,5.0,0.48650571737880544,0.038682086822487874,-2.8980393407294853,0.019341043411243937,-1.4490196703647424,0.03514502130822539,0.0012945571779034992,9.93620874889378,0.00044650158398032506
Cdl_Au,low,5.0,0.48702115910237875,0.03914515084977804,-2.850943697265163,0.019572575424889025,-1.4254718486325815,0.03555594248913102,0.0012725157473010285,9.906346725081567,0.0004461498190408988
Cdl_Au,low,5.0,0.487536600825952,0.039613758877264656,-2.8046134399601406,0.019806879438632324,-1.4023067199800703,0.035971638881343325,0.0012508482780186903,9.876566099312093,0.0004457978538955336
Cdl_Au,low,5.0,0.4880520425495253,0.04008797728811182,-2.7590361293141026,0.02004398864405591,-1.3795180646570513,0.03639216553153892,0.0012295484448618943,9.846866650287701,0.0004454456883513307
Cdl_Au,low,5.0,0.4885674842730986,0.04056787326044608,-2.714199528010759,0.020283936630223032,-1.3570997640053792,0.03681757811416801,0.0012086100293293711,9.81724815731028,0.0004450933222148015
Cdl_Au,low,5.0,0.48908292599667186,0.04105351477687771,-2.670091597631514,0.020526757388438854,-1.335045798815757,0.037247932938509705,0.0011880269178172753,9.787710400279611,0.000444740755291654
Cdl_Au,low,5.0,0.4895983677202451,0.04154497063413623,-2.626700495422537,0.020772485317068115,-1.3133502477112684,0.037683286955805084,0.001167793099854375,9.758253159691785,0.00044438798738691987
Cdl_Au,low,5.0,0.49011380944381844,0.04204231045282064,-2.5840145711144094,0.021021155226410317,-1.2920072855572045,0.038123697766468234,0.001147902666373657,9.728876216637577,0.0004440350183077108
Cdl_Au,low,5.0,0.4906292511673917,0.04254560468726699,-2.5420223637934747,0.02127280234363349,-1.2710111818967373,0.038569223627377025,0.0011283498079928123,9.699579352800844,0.0004436818478582838
Cdl_Au,low,5.0,0.49114469289096496,0.043054924635534335,-2.500712598823996,0.021527462317767167,-1.250356299411998,0.03901992345924433,0.0011091288133475707,9.670362350456937,0.0004433284758442815
Cdl_Au,low,5.0,0.4916601346145383,0.04357034244950956,-2.460074184820398,0.021785171224754776,-1.2300370924101989,0.039475856854069506,0.0010902340674361355,9.641224992471095,0.0004429749020704586
Cdl_Au,low,5.0,0.49217557633811154,0.04409193114513381,-2.420096210668701,0.022045965572566904,-1.2100481053343506,0.039937084082672394,0.0010716600500013662,9.61216706229684,0.0004426211263423272
Cdl_Au,low,5.0,0.49269101806168486,0.04461976461275168,-2.380767942596363,0.022309882306375838,-1.1903839712981814,0.04040366610231025,0.0010534013339289494,9.583188343974422,0.0004422671484632472
Cdl_Au,low,5.0,0.4932064597852581,0.04515391762758331,-2.3420788212897796,0.022576958813791657,-1.1710394106448898,0.04087566456437743,0.0010354525836886452,9.554288622129222,0.0004419129682381685
Cdl_Au,low,5.0,0.4937219015088314,0.045694465860323046,-2.304018459058593,0.022847232930161523,-1.1520092295292965,0.041353141822190624,0.0010178085537870807,9.52546768197017,0.0004415585854713491
Cdl_Au,low,5.0,0.4942373432324047,0.046241485887864746,-2.2665766370461355,0.02312074294393237,-1.1332883185230676,0.04183616093885923,0.0010004640872534054,9.49672530928816,0.00044120399996690283
Cdl_Au,low,5.0,0.49475278495597796,0.046795055204154876,-2.229743302485216,0.023397527602077434,-1.114871651242608,0.042324785695241535,0.0009834141141462638,9.468061290454514,0.00044084921152754753
Cdl_Au,low,5.0,0.4952682266795512,0.047355252231176585,-2.19350856599847,0.02367762611558829,-1.096754282999235,0.04281908059798895,0.0009666536500954059,9.439475412419393,0.0004404942199576129
Cdl_Au,low,5.0,0.49578366840312454,0.04792215633006498,-2.1578626989426413,0.02396107816503249,-1.0789313494713204,0.04331911088767823,0.0009501777948539569,9.410967462710213,0.0004401390250598804
Cdl_Au,low,5.0,0.4962991101266978,0.04849584781235518,-2.1227961307960057,0.02424792390617759,-1.0613980653980026,0.04382494254703239,0.0009339817308862131,9.382537229430152,0.00043978362663743906
Cdl_Au,low,5.0,0.4968145518502711,0.04907640795136559,-2.088299446588265,0.024538203975682796,-1.0441497232941326,0.04433664230923221,0.0009180607219754222,9.354184501256515,0.00043942802449390626
Cdl_Au,low,5.0,0.4973299935738444,0.049663918993717346,-2.054363384372231,0.02483195949685867,-1.0271816921861152,0.04485427766631861,0.0009024101118488836,9.325909067439282,0.0004390722184307115
Cdl_Au,low,5.0,0.49784543529741765,0.050258464170992015,-2.020978832736577,0.025129232085496004,-1.0104894163682885,0.04537791687768721,0.0008870253228394631,9.297710717799458,0.0004387162082507435
Cdl_Au,low,5.0,0.49836087702099097,0.050860127711528244,-1.9881368283590486,0.02543006385576412,-0.9940684141795242,0.04590762897867535,0.0008719018545582102,9.269589242727614,0.0004383599937565752
Cdl_Au,low,5.0,0.49887631874456423,0.05146899485236038,-1.9558285535994357,0.02573449742618019,-0.9779142767997178,0.04644348378924354,0.0008570352825911787,9.241544433182309,0.0004380035747495104
Cdl_Au,low,5.0,0.4993917604681375,0.05208515185130024,-1.924045334131663,0.026042575925650117,-0.9620226670658315,0.046985551922752125,0.0008424212572231138,9.213576080688586,0.00043764695103113636
Cdl_Au,low,5.0,0.4999072021917108,0.052708685999162654,-1.8927786366143735,0.026354342999581327,-0.9463893183071868,0.047533904794832944,0.0008280555021793479,9.185683977336396,0.000437290122403296
Cdl_Au,low,5.0,0.5004226439152841,0.0533396856321383,-1.8620200663993982,0.02666984281606915,-0.931010033199699,0.04808861463235881,0.0008139338133881235,9.157867915779137,0.00043693308866766986
Cdl_Au,low,5.0,0.5009380856388573,0.05397824014431457,-1.8317613652774316,0.026989120072157285,-0.9158806826387157,0.0486497544825108,0.0008000520577633452,9.130127689232088,0.00043657584962513004
Cdl_Au,low,5.0,0.5014535273624307,0.05462444000034681,-1.8019944092603692,0.0273122200001734,-0.9009972046301846,0.04921739822194487,0.000786406172009757,9.102463091470904,0.00043621840507612975
Cdl_Au,low,5.0,0.501968969086004,0.055278376748279894,-1.7727112063997232,0.027639188374139947,-0.8863556031998615,0.04979162056605738,0.0007729921614489932,9.074873916830109,0.00043586075482156635
Cdl_Au,low,5.0,0.5024844108095772,0.055940143032525015,-1.7439038946404581,0.027970071516262504,-0.871951947320229,0.05037249707835313,0.0007598060988622812,9.047359960201604,0.00043550289866196276
Cdl_Au,low,5.0,0.5029998525331505,0.05660983260699169,-1.7155647397097018,0.028304916303495842,-0.8577823698548509,0.050960104179915346,0.0007468441233531298,9.01992101703311,0.0004351448363968946
Cdl_Au,low,5.0,0.5035152942567238,0.057287540348375784,-1.68768613303984,0.028643770174187892,-0.84384306651992,0.051554519158977914,0.0007341024392342188,8.992556883326744,0.0004347865678273654
Cdl_Au,low,5.0,0.504030735980297,0.05797336226960817,-1.6602605897253007,0.02898668113480408,-0.8301302948626503,0.0521558201806032,0.0007215773149227278,8.965267355637454,0.00043442809275221655
Cdl_Au,low,5.0,0.5045461777038703,0.0586673955334641,-1.6332807465125756,0.029333697766732048,-0.8166403732562877,0.05276408629646503,0.0007092650818654178,8.938052231071573,0.00043406941097107426
Cdl_Au,low,5.0,0.5050616194274437,0.05936973846633495,-1.6067393598229278,0.029684869233167474,-0.8033696799114638,0.053379397454737604,0.0006971621334765921,8.910911307285296,0.0004337105222843132
Cdl_Au,low,5.0,0.5055770611510169,0.06008049057216557,-1.58062930380723,0.030040245286082786,-0.7903146519036149,0.054001834510092814,0.0006852649240887132,8.883844382483248,0.00043335142648973253
Cdl_Au,low,5.0,0.5060925028745902,0.060799752546559005,-1.5549435684323851,0.030399876273279502,-0.7774717842161926,0.054631479233806526,0.0006735699679327745,8.856851255416931,0.0004329921233867507
Cdl_Au,low,5.0,0.5066079445981635,0.061527626291048736,-1.5296752575989256,0.030763813145524368,-0.7648376287994627,0.055268414323973815,0.000662073838124444,8.829931725383329,0.0004326326127735048
Cdl_Au,low,5.0,0.5071233863217367,0.06226421492754324,-1.5048175872891387,0.031132107463771617,-0.7524087936445693,0.05591272341583631,0.0006507731656759663,8.803085592223367,0.00043227289444951357
Cdl_Au,low,5.0,0.50763882804531,0.06300962281294348,-1.4803638837453243,0.03150481140647174,-0.740181941872662,0.05656449109222185,0.0006396646385149474,8.776312656320483,0.0004319129682119858
Cdl_Au,low,5.0,0.5081542697688833,0.06376395555393435,-1.456307581677672,0.03188197777696718,-0.7281537908388359,0.057223802894096586,0.0006287450005302286,8.749612718599145,0.0004315528338590883
Cdl_Au,low,5.0,0.5086697114924565,0.06452732002195452,-1.4326422225012592,0.03226366001097726,-0.7163211112506296,0.05789074533123274,0.0006180110506275316,8.722985580523424,0.00043119249118911553
Cdl_Au,low,5.0,0.5091851532160299,0.06529982436834557,-1.4093614526016784,0.032649912184172784,-0.7046807263008392,0.0585654058929923,0.0006074596417997569,8.696431044095478,0.00043083193999873007
Cdl_Au,low,5.0,0.5097005949396032,0.06608157803968144,-1.3864590216289183,0.03304078901984072,-0.6932295108144592,0.059247873059226616,0.000597087680219266,8.669948911854156,0.0004304711800856148
Cdl_Au,low,5.0,0.5102160366631765,0.06687269179328277,-1.3639287808189173,0.033436345896641385,-0.6819643904094587,0.059938236311295544,0.0005868921243399328,8.64353898687354,0.00043011021124734155
Cdl_Au,low,5.0,0.5107314783867497,0.06767327771291645,-1.3417646813424287,0.033836638856458226,-0.6708823406712142,0.060636586143205426,0.0005768699840142943,8.617201072761468,0.00042974903328013407
Cdl_Au,low,5.0,0.511246920110323,0.06848344922468382,-1.3199607726807099,0.03424172461234191,-0.6599803863403548,0.06134301407286845,0.0005670183196297973,8.590934973658117,0.00042938764598075125
Cdl_Au,low,5.0,0.5117623618338963,0.06930332111309814,-1.298511201027633,0.034651660556549065,-0.6492556005138165,0.062057612653483085,0.0005573342412563687,8.564740494234572,0.0004290260491460584
Cdl_Au,low,5.0,0.5122778035574695,0.07013300953735528,-1.2774102077177585,0.03506650476867764,-0.6387051038588791,0.06278047548503833,0.0005478149078075312,8.538617439691391,0.00042866424257194684
Cdl_Au,low,5.0,0.5127932452810429,0.07097263204780065,-1.2566521276799338,0.03548631602390032,-0.6283260638399668,0.0635116972259438,0.0005384575262177282,8.51256561575715,0.00042830222605384294
Cdl_Au,low,5.0,0.5133086870046162,0.07182230760258995,-1.236231387916083,0.035911153801294976,-0.6181156939580413,0.06425137360478264,0.0005292593506349696,8.486584828687063,0.00042793999938844305
Cdl_Au,low,5.0,0.5138241287281894,0.0726821565845536,-1.2161425060046762,0.0363410782922768,-0.6080712530023381,0.0649996014321952,0.0005202176816208048,8.460674885261524,0.00042757756237047105
Cdl_Au,low,5.0,0.5143395704517627,0.07355230081825999,-1.1963800886285278,0.03677615040913,-0.5981900443142639,0.06575647861288852,0.0005113298653716125,8.434835592784697,0.0004272149147957307
Cdl_Au,low,5.0,0.514855012175336,0.07443286358728522,-1.176938830126556,0.037216431793642604,-0.588469415063278,0.06652210415777741,0.0005025932929467736,8.40906675908312,0.00042685205645912456
Cdl_Au,low,5.0,0.5153704538989092,0.07532396965168778,-1.1578135110690608,0.03766198482584389,-0.5789067555345303,0.06729657819625509,0.0004940053995128313,8.383368192504282,0.0004264889871551086
Cdl_Au,low,5.0,0.5158858956224825,0.07622574526569542,-1.138998996856134,0.03811287263284772,-0.569499498428067,0.06808000198859884,0.00048556366360097414,8.357739701915195,0.00042612570667873
Cdl_Au,low,5.0,0.5164013373460559,0.07713831819560008,-1.1204902363389153,0.03856915909780004,-0.5602451181694577,0.0688724779385064,0.00047726560637451065,8.332181096701047,0.0004257622148244974
Cdl_Au,low,5.0,0.5169167790696291,0.07806181773787092,-1.102282260463203,0.03903090886893546,-0.5511411302316014,0.0696741096057708,0.000469108790909889,8.306692186763753,0.00042539851138628673
Cdl_Au,low,5.0,0.5174322207932024,0.07899637473748188,-1.0843701809351214,0.03949818736874093,-0.5421850904675607,0.07048500171908985,0.00046109082149037306,8.281272782520572,0.00042503459615775296
Cdl_Au,low,5.0,0.5179476625167757,0.07994212160645996,-1.0667491889085066,0.03997106080322998,-0.5333745944542533,0.07130526018901484,0.00045320934291193105,8.25592269490273,0.00042467046893307394
Cdl_Au,low,5.0,0.5184631042403489,0.08089919234265448,-1.0494145536936008,0.040449596171327235,-0.5247072768468003,0.07213499212103776,0.00044546203979822785,8.23064173535404,0.00042430612950531516
Cdl_Au,low,5.0,0.5189785459639222,0.08186772254873395,-1.0323616214867215,0.040933861274366976,-0.5161808107433608,0.07297430582882179,0.00043784663593093853,8.205429715829462,0.0004239415776683389
Cdl_Au,low,5.0,0.5194939876874956,0.08284784945140614,-1.0155858141206362,0.04142392472570306,-0.5077929070603181,0.07382331084757081,0.0004303608935871672,8.180286448793813,0.00042357681321475275
Cdl_Au,low,5.0,0.5200094294110689,0.08383971192087294,-0.9990826278351826,0.04191985596043647,-0.4995413139175913,0.07468211794754641,0.00042300261289152097,8.155211747220301,0.000423211835937223
Cdl_Au,low,5.0,0.5205248711346421,0.0848434504905146,-0.9828476320679179,0.04242172524525731,-0.49142381603395885,0.07555083914772745,0.00041576963117773147,8.130205424589223,0.00042284664562850053
Cdl_Au,low,5.0,0.5210403128582154,0.08585920737681338,-0.9668764682643896,0.04292960368840669,-0.48343823413219467,0.07642958772961958,0.00040865982236015785,8.10526729488655,0.00042248124208057477
Cdl_Au,low,5.0,0.5215557545817887,0.08688712649951158,-0.9511648487077861,0.04344356324975578,-0.475582424353893,0.07731847825120942,0.00040167109631839004,8.080397172602584,0.00042211562508638975
Cdl_Au,low,5.0,0.5220711963053619,0.08792735350201447,-0.9357085553675749,0.043963676751007236,-0.4678542776837874,0.07821762656107183,0.0003948013982876253,8.055594872730603,0.00042174979443682597
Cdl_Au,low,5.0,0.5225866380289352,0.08898003577203754,-0.9205034387668594,0.044490017886018765,-0.4602517193834297,0.07912714981262842,0.00038804870826580906,8.030860210765463,0.00042138374992448926
Cdl_Au,low,5.0,0.5231020797525086,0.09004532246249844,-0.9055454168681698,0.04502266123124921,-0.45277270843408485,0.08004716647855711,0.0003814110404233295,8.006193002702293,0.00042101749133961335
Cdl_Au,low,5.0,0.5236175214760818,0.09112336451266104,-0.8908304739773436,0.04556168225633052,-0.4454152369886718,0.0809777963653577,0.00037488644253047543,7.981593065035133,0.00042065101847441196
Cdl_Au,low,5.0,0.5241329631996551,0.09221431466953435,-0.8763546596652141,0.046107157334767175,-0.43817732983260704,0.08191916062807511,0.00036847299538711464,7.957060214755544,0.0004202843311193417
Cdl_Au,low,5.0,0.5246484049232284,0.09331832750952374,-0.862114087706861,0.04665916375476186,-0.43105704385343047,0.08287138178517704,0.00036216881226702746,7.9325942693513385,0.0004199174290648954
Cdl_Au,low,5.0,0.5251638466468016,0.09443555946034478,-0.8481049350380685,0.04721777973017239,-0.4240524675190342,0.08383458373359383,0.0003559720383707887,7.908195046805181,0.0004195503121026159
Cdl_Au,low,5.0,0.5256792883703749,0.09556616882320008,-0.8343234407287496,0.04778308441160004,-0.4171617203643748,0.08480889176391979,0.00034988085028409,7.883862365593266,0.00041918298002167594
Cdl_Au,low,5.0,0.5261947300939482,0.09671031579521765,-0.8207659049730841,0.048355157897608816,-0.410382952486542,0.08579443257577375,0.0003438934554512718,7.8595960446840065,0.0004188154326125756
Cdl_Au,low,5.0,0.5267101718175214,0.0978681624921632,-0.807428688096037,0.04893408124608159,-0.4037143440480184,0.08679133429332855,0.00033800809165240864,7.835395903536688,0.0004184476696645964
Cdl_Au,low,5.0,0.5272256135410948,0.099039872971421,-0.7943082095760354,0.04951993648571049,-0.39715410478801766,0.08779972648100336,0.00033222302649305036,7.8112617621001315,0.0004180796909678835
Cdl_Au,low,5.0,0.5277410552646681,0.10022561325525153,-0.7814009470835495,0.05011280662762577,-0.39070047354177473,0.08881974015932514,0.00032653655689973693,7.787193440811397,0.00041771149631209003
Cdl_Au,low,5.0,0.5282564969882413,0.10142555135432671,-0.7687034355352776,0.05071277567716335,-0.3843517177676388,0.08985150782095892,0.0003209470086246169,7.763190760594469,0.00041734308548571224
Cdl_Au,low,5.0,0.5287719387118146,0.10263985729154974,-0.7562122661637026,0.051319928645774865,-0.37810613308185126,0.09089516344691127,0.00031545273575972477,7.739253542858893,0.0004169744582771149
Cdl_Au,low,5.0,0.5292873804353879,0.1038687031261556,-0.7439240856017992,0.0519343515630778,-0.3719620428008996,0.0919508425229029,0.0003100521202596962,7.7153816094985235,0.0004166056144759756
Cdl_Au,low,5.0,0.5298028221589612,0.1051122629781056,-0.7318355949825871,0.0525561314890528,-0.3659177974912935,0.09301868205592052,0.00030474357146892395,7.691574782890182,0.00041623655386995706
Cdl_Au,low,5.0,0.5303182638825344,0.10637071305276931,-0.7199435490533455,0.053185356526384654,-0.3599717745266727,0.0940988205909411,0.0002995255256614815,7.667832885892376,0.0004158672762477567
Cdl_Au,low,5.0,0.5308337056061078,0.10764423166590725,-0.7082447553041924,0.05382211583295362,-0.35412237765209614,0.09519139822783863,0.0002943964455850434,7.644155741843958,0.00041549778139713913
Cdl_Au,low,5.0,0.5313491473296811,0.1089329992689469,-0.6967360731108746,0.05446649963447344,-0.34836803655543724,0.09629655663846606,0.00028935482001435364,7.6205431745628776,0.0004151280691054553
Cdl_Au,low,5.0,0.5318645890532543,0.1102371984745672,-0.6854144128914477,0.0551185992372836,-0.3427072064457238,0.09741443908392394,0.0002843991633124654,7.596995008344858,0.00041475813916059867
Cdl_Au,low,5.0,0.5323800307768276,0.11155701408258605,-0.6742767352766795,0.05577850704129302,-0.3371383676383397,0.09854519043200986,0.0002795280149976431,7.573511067962113,0.0004143879913494712
Cdl_Au,low,5.0,0.5328954725004009,0.11289263310615928,-0.6633200502939504,0.056446316553079634,-0.3316600251469751,0.09968895717485476,0.0002747399393194794,7.550091178662055,0.0004140176254592076
Cdl_Au,low,5.0,0.5334109142239741,0.11424424479829215,-0.652541416564399,0.05712212239914607,-0.3262707082821995,0.1008458874467455,0.00027003352484111787,7.526735166166039,0.0004136470412769322
Cdl_Au,low,5.0,0.5339263559475474,0.11561204067867183,-0.6419379405131183,0.05780602033933591,-0.32096897025655907,0.10201613104213983,0.00026540738402780484,7.503442856668016,0.0004132762385883917
Cdl_Au,low,5.0,0.5344417976711208,0.11699621456081606,-0.6315067755922109,0.058498107280408024,-0.31575338779610546,0.1031998394338683,0.0002608601528448773,7.480214076833361,0.0004129052171804272
Cdl_Au,low,5.0,0.534957239394694,0.11839696257955232,-0.6212451215164456,0.05919848128977616,-0.31062256075822275,0.10439716579153359,0.000256390490359637,7.457048653797495,0.0004125339768390292
Cdl_Au,low,5.0,0.5354726811182673,0.11981448321882272,-0.6111502235113507,0.05990724160941136,-0.3055751117556754,0.10560826500010248,0.0002519970783516623,7.433946415164676,0.00041216251735005
Cdl_Au,low,5.0,0.5359881228418406,0.12124897733982376,-0.601219371573532,0.06062448866991187,-0.300609685786766,0.10683329367869629,0.0002476786209287818,7.410907189006721,0.0004117908384984757
Cdl_Au,low,5.0,0.5365035645654138,0.12270064820948129,-0.5914498997430074,0.06135032410474064,-0.2957249498715037,0.10807241019957893,0.000243433844151264,7.3879308038617495,0.00041141894007059194
Cdl_Au,low,5.0,0.5370190062889871,0.12416970152927068,-0.5818391853873617,0.06208485076463534,-0.29091959269368084,0.10932577470734955,0.00023926149565900445,7.365017088732888,0.00041104682185060947
Cdl_Au,low,5.0,0.5375344480125605,0.1256563454643762,-0.5723846484975583,0.0628281727321881,-0.28619232424877916,0.11059354913833332,0.00023516034430937083,7.342165873087066,0.0004106744836246343
Cdl_Au,low,5.0,0.5380498897361337,0.12716079067320482,-0.5630837509951749,0.06358039533660241,-0.28154187549758747,0.11187589724018164,0.00023112917981604753,7.319376986853732,0.0004103019251759307
Cdl_Au,low,5.0,0.538565331459707,0.12868325033725256,-0.5539339960509062,0.06434162516862628,-0.27696699802545305,0.11317298459167896,0.00022716681239920433,7.296650260423607,0.0004099291462892347
Cdl_Au,low,5.0,0.5390807731832803,0.13022394019132652,-0.5449329274141504,0.06511197009566325,-0.2724664637070752,0.11448497862275703,0.00022327207243799663,7.273985524647448,0.0004095561467488905
Cdl_Au,low,5.0,0.5395962149068536,0.1317830785541304,-0.5360781287534846,0.0658915392770652,-0.2680390643767423,0.1158120486347218,0.000219443810130171,7.2513826108347965,0.0004091829263391658
Cdl_Au,low,5.0,0.5401116566304268,0.13336088635921653,-0.5273672230078628,0.06668044317960825,-0.2636836115039313,0.11715436582069418,0.00021568089515666689,7.228841350752755,0.00040880948484318865
Cdl_Au,low,5.0,0.5406270983540001,0.13495758718631068,-0.5187978717483519,0.06747879359315533,-0.25939893587417595,0.11851210328626799,0.00021198221635343462,7.2063615766247135,0.00040843582204481656
Cdl_Au,low,5.0,0.5411425400775735,0.13657340729300638,-0.510367774550261,0.06828670364650319,-0.2551838872751305,0.11988543607038102,0.00020834668138680623,7.183943121129172,0.0004080619377267735
Cdl_Au,low,5.0,0.5416579818011467,0.13820857564684566,-0.5020746683754551,0.06910428782342283,-0.25103733418772756,0.1212745411664118,0.00020477321643597168,7.161585817398469,0.0004076878316719017
Cdl_Au,low,5.0,0.54217342352472,0.13986332395777984,-0.4939163269647158,0.0699316619788899,-0.2469581634823579,0.12267959754349494,0.00020126076588056208,7.1392894990175675,0.0004073135036640181
Cdl_Au,low,5.0,0.5426888652482933,0.1415378867110211,-0.4858905602399859,0.07076894335551054,-0.24294528011999292,0.12410078616806267,0.00019780829199106398,7.117054000022833,0.00040693895348382794
Cdl_Au,low,5.0,0.5432043069718665,0.1432325012002853,-0.4779952137163201,0.07161625060014265,-0.23899760685816004,0.12553829002561087,0.00019441477462983636,7.094879154900826,0.00040656418091576364
Cdl_Au,low,5.0,0.5437197486954398,0.14494740756143848,-0.4702281679233919,0.07247370378071924,-0.23511408396169592,0.12699229414269897,0.00019107921095001812,7.0727647985870625,0.000406189185740204
Cdl_Au,low,5.0,0.5442351904190131,0.14668284880653817,-0.4625873378364179,0.07334142440326909,-0.23129366891820893,0.1284629856091737,0.00018780061510609292,7.050710766464823,0.00040581396773924826
Cdl_Au,low,5.0,0.5447506321425863,0.14843907085829092,-0.4550706723163147,0.07421953542914546,-0.22753533615815733,0.1299505536006338,0.00018457801796550877,7.028716894363931,0.00040543852669459315
Cdl_Au,low,5.0,0.5452660738661597,0.15021632258491674,-0.4476761535589617,0.07510816129245838,-0.22383807677948084,0.1314551894011251,0.00018141046682618178,7.006783018559543,0.0004050628623875069
Cdl_Au,low,5.0,0.545781515589733,0.15201485583543478,-0.44040179655342004,0.07600742791771739,-0.22020089827671002,0.1329770864260775,0.00017829702513877388,6.984908975770964,0.00040468697459882435
Cdl_Au,low,5.0,0.5462969573133063,0.15383492547536828,-0.4332456485489535,0.07691746273768416,-0.2166228242744767,0.1345164402454787,0.00017523677223379996,6.9630946031604335,0.0004043108631092857
Cdl_Au,low,5.0,0.5468123990368795,0.155676789422882,-0.42620578853070745,0.07783839471144098,-0.2131028942653537,0.1360734486072954,0.00017222880305345356,6.941339738331927,0.00040393452770018395
