condition_order,condition_key,display_label,edl_condition,E_V,I_Au_A,I_Pd_A,I_Au_1e_minus_3_uA,I_Pd_1e_minus_3_uA,net_current_A
1,au_pd_independent,Independent Au/Pd,with EDL,0.4,2.14205639587968e-15,-5.563169735440446e-09,2.14205639587968e-06,-5.563169735440446,-5.56316759338405e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40025,2.159712421938695e-15,-5.517689851719864e-09,2.1597124219386954e-06,-5.517689851719863,-5.517687692007442e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4005,2.1775139788328403e-15,-5.472581773987881e-09,2.1775139788328405e-06,-5.472581773987881,-5.4725795964739015e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40075,2.195462266108609e-15,-5.427842462665657e-09,2.1954622661086092e-06,-5.427842462665657,-5.427840267203392e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.401,2.213558493199812e-15,-5.3834689030233806e-09,2.2135584931998116e-06,-5.38346890302338,-5.383466689464887e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40125,2.2318038795090924e-15,-5.339458104977238e-09,2.2318038795090924e-06,-5.339458104977238,-5.3394558731733586e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4015,2.2501996544900967e-15,-5.2958071028878575e-09,2.2501996544900965e-06,-5.295807102887857,-5.295804852688203e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40175,2.2687470577303085e-15,-5.252512955360502e-09,2.2687470577303083e-06,-5.252512955360502,-5.2525106866134445e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.402,2.287447339034601e-15,-5.2095727450467965e-09,2.287447339034601e-06,-5.209572745046796,-5.2095704575994576e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40225,2.3063017585094127e-15,-5.166983578448255e-09,2.306301758509413e-06,-5.166983578448255,-5.166981272146496e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4025,2.3253115866476993e-15,-5.124742585721221e-09,2.3253115866476993e-06,-5.124742585721221,-5.124740260409634e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40275,2.344478104414532e-15,-5.082846920483529e-09,2.344478104414532e-06,-5.0828469204835285,-5.082844576005424e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.403,2.3638026033334053e-15,-5.041293759622662e-09,2.3638026033334052e-06,-5.041293759622662,-5.041291395820058e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40325,2.3832863855732624e-15,-5.0000803031055405e-09,2.3832863855732623e-06,-5.00008030310554,-5.000077919819155e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4035,2.402930764036275e-15,-4.959203773789864e-09,2.402930764036275e-06,-4.959203773789864,-4.9592013708591e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40375,2.422737062446267e-15,-4.918661417236952e-09,2.422737062446267e-06,-4.918661417236952,-4.91865899449989e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.404,2.4427066154379582e-15,-4.878450501526127e-09,2.4427066154379583e-06,-4.878450501526127,-4.878448058819512e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40425,2.4628407686468332e-15,-4.838568317070639e-09,2.4628407686468334e-06,-4.838568317070639,-4.83856585422987e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4045,2.4831408787998974e-15,-4.799012176435098e-09,2.4831408787998975e-06,-4.799012176435098,-4.799009693294219e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40475,2.5036083138070376e-15,-4.759779414154367e-09,2.5036083138070378e-06,-4.759779414154368,-4.759776910546053e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.405,2.5242444528532276e-15,-4.720867386553932e-09,2.5242444528532275e-06,-4.720867386553932,-4.7208648623094795e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40525,2.5450506864914383e-15,-4.682273471571807e-09,2.5450506864914384e-06,-4.682273471571807,-4.682270926521121e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4055,2.5660284167363782e-15,-4.6439950685817896e-09,2.566028416736378e-06,-4.6439950685817895,-4.643992502553373e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40575,2.587179057158919e-15,-4.606029598218284e-09,2.587179057158919e-06,-4.606029598218284,-4.606027011039227e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.406,2.608504032981412e-15,-4.568374502202425e-09,2.608504032981412e-06,-4.568374502202425,-4.568371893698392e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40625,2.63000478117364e-15,-4.531027243169756e-09,2.63000478117364e-06,-4.531027243169756,-4.5310246131649746e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40650000000000003,2.6516827505497272e-15,-4.493985304499186e-09,2.651682750549727e-06,-4.493985304499185,-4.493982652816435e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40675,2.6735394018657284e-15,-4.4572461901434735e-09,2.6735394018657282e-06,-4.457246190143474,-4.457243516604071e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40700000000000003,2.6955762079180566e-15,-4.420807424460957e-09,2.6955762079180565e-06,-4.420807424460957,-4.420804728884749e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40725,2.7177946536427367e-15,-4.3846665520488425e-09,2.7177946536427367e-06,-4.384666552048842,-4.384663834254189e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40750000000000003,2.740196236215481e-15,-4.348821137577596e-09,2.740196236215481e-06,-4.348821137577596,-4.348818397381359e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40775,2.762782465152535e-15,-4.313268765627014e-09,2.7627824651525352e-06,-4.313268765627014,-4.313266002844549e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40800000000000003,2.785554862412464e-15,-4.278007040523311e-09,2.785554862412464e-06,-4.2780070405233115,-4.278004254968449e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40825,2.8085149624986095e-15,-4.243033586177801e-09,2.8085149624986095e-06,-4.243033586177801,-4.243030777662838e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40850000000000003,2.8316643125625886e-15,-4.208346045926675e-09,2.8316643125625888e-06,-4.208346045926675,-4.208343214262362e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40875,2.855004472508497e-15,-4.173942082372338e-09,2.8550044725084966e-06,-4.1739420823723385,-4.173939227367866e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40900000000000003,2.8785370150980327e-15,-4.139819377225771e-09,2.878537015098033e-06,-4.139819377225771,-4.139816498688756e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40925,2.902263526056458e-15,-4.105975631150413e-09,2.902263526056458e-06,-4.105975631150413,-4.105972728886887e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40950000000000003,2.9261856041794962e-15,-4.072408563607125e-09,2.9261856041794964e-06,-4.072408563607125,-4.0724056374215205e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.40975,2.950304861441012e-15,-4.039115912700644e-09,2.950304861441012e-06,-4.039115912700644,-4.039112962395782e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41000000000000003,2.9746229231016903e-15,-4.0060954350270386e-09,2.9746229231016902e-06,-4.006095435027039,-4.006092460404116e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41025,2.9991414278184898e-15,-3.9733449055226426e-09,2.99914142781849e-06,-3.9733449055226426,-3.9733419063812146e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41050000000000003,3.023862027755112e-15,-3.940862117314003e-09,3.023862027755112e-06,-3.940862117314003,-3.9408590934519755e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41075,3.0487863886933287e-15,-3.908644881569348e-09,3.0487863886933288e-06,-3.908644881569348,-3.908641832782959e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41100000000000003,3.07391619014519e-15,-3.876691027350886e-09,3.07391619014519e-06,-3.876691027350886,-3.876687953434696e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41125,3.099253125466231e-15,-3.844998401468689e-09,3.099253125466231e-06,-3.8449984014686893,-3.8449953022155636e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41150000000000003,3.1247989019695818e-15,-3.813564868335469e-09,3.124798901969582e-06,-3.813564868335469,-3.8135617435365666e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41175,3.150555241040985e-15,-3.782388309822826e-09,3.150555241040985e-06,-3.782388309822826,-3.782385159267585e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41200000000000003,3.1765238782548337e-15,-3.751466625118338e-09,3.1765238782548337e-06,-3.751466625118338,-3.75146344859446e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41225,3.2027065634910512e-15,-3.720797730584147e-09,3.2027065634910513e-06,-3.720797730584147,-3.7207945278775832e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41250000000000003,3.229105061053086e-15,-3.69037955961648e-09,3.2291050610530863e-06,-3.6903795596164803,-3.690376330511419e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41275,3.2557211497867553e-15,-3.660210062506421e-09,3.255721149786755e-06,-3.660210062506421,-3.660206806785271e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41300000000000003,3.282556623200109e-15,-3.6302872063017678e-09,3.282556623200109e-06,-3.6302872063017677,-3.6302839237451447e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41325,3.3096132895842825e-15,-3.600608974670057e-09,3.3096132895842823e-06,-3.600608974670057,-3.6006056650567674e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41350000000000003,3.336892972135393e-15,-3.5711733677627086e-09,3.3368929721353932e-06,-3.5711733677627087,-3.5711700308697363e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41375,3.36439750907731e-15,-3.5419784020802535e-09,3.36439750907731e-06,-3.5419784020802534,-3.5419750376827445e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41400000000000003,3.3921287537856386e-15,-3.5130221103386643e-09,3.3921287537856384e-06,-3.5130221103386643,-3.5130187182099104e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41425,3.4200885749124607e-15,-3.4843025413368047e-09,3.4200885749124607e-06,-3.4843025413368047,-3.48429912124823e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41450000000000004,3.4482788565123973e-15,-3.4558177598249588e-09,3.4482788565123974e-06,-3.4558177598249586,-3.455814311546102e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41475,3.4767014981694723e-15,-3.427565846374418e-09,3.4767014981694725e-06,-3.427565846374418,-3.42756236967292e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41500000000000004,3.5053584151251537e-15,-3.399544897248118e-09,3.5053584151251537e-06,-3.399544897248118,-3.399541391889703e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41525,3.5342515384073785e-15,-3.371753024272402e-09,3.5342515384073783e-06,-3.371753024272402,-3.3717494900208632e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41550000000000004,3.5633828149607276e-15,-3.344188354709737e-09,3.5633828149607274e-06,-3.344188354709737,-3.344184791326922e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41575,3.592754207777552e-15,-3.316849031132572e-09,3.5927542077775523e-06,-3.316849031132572,-3.3168454383783642e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41600000000000004,3.622367696030333e-15,-3.2897332112981272e-09,3.622367696030333e-06,-3.289733211298127,-3.289729588930431e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41625,3.652225275204937e-15,-3.2628390680243015e-09,3.6522252752049373e-06,-3.2628390680243013,-3.2628354157990265e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41650000000000004,3.682328957235175e-15,-3.2361647890665033e-09,3.682328957235175e-06,-3.2361647890665033,-3.2361611067375462e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41675,3.7126807706383495e-15,-3.209708576995579e-09,3.7126807706383494e-06,-3.209708576995579,-3.2097048643148085e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41700000000000004,3.743282760651914e-15,-3.1834686490766517e-09,3.7432827606519138e-06,-3.183468649076652,-3.183464905793891e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41725,3.7741369893713165e-15,-3.1574432371490337e-09,3.7741369893713166e-06,-3.1574432371490335,-3.1574394630120445e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41750000000000004,3.805245535888958e-15,-3.131630587507037e-09,3.805245535888958e-06,-3.131630587507037,-3.131626782261501e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41775,3.836610496434266e-15,-3.1060289607818435e-09,3.836610496434266e-06,-3.1060289607818437,-3.106025124171347e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41800000000000004,3.868233984514997e-15,-3.080636631824275e-09,3.868233984514997e-06,-3.0806366318242753,-3.080632763590291e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41825,3.900118131059566e-15,-3.0554518895885403e-09,3.900118131059566e-06,-3.0554518895885403,-3.0554479894704094e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41850000000000004,3.93226508456073e-15,-3.0304730370169465e-09,3.93226508456073e-06,-3.0304730370169466,-3.0304691047518618e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41875,3.964677011220325e-15,-3.0056983909255516e-09,3.964677011220325e-06,-3.0056983909255517,-3.00569442624854e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41900000000000004,3.997356095095216e-15,-2.9811262818907397e-09,3.997356095095216e-06,-2.98112628189074,-2.9811222845346446e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41925,4.0303045382444745e-15,-2.9567550541367117e-09,4.030304538244474e-06,-2.956755054136712,-2.9567510238321737e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41950000000000004,4.063524560877818e-15,-2.932583065423925e-09,4.063524560877818e-06,-2.9325830654239247,-2.9325790018993638e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.41975,4.097018401505121e-15,-2.908608686938442e-09,4.097018401505121e-06,-2.908608686938442,-2.9086045899200406e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42000000000000004,4.130788317087365e-15,-2.88483030318216e-09,4.130788317087365e-06,-2.88483030318216,-2.884826172393843e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42025,4.164836583188599e-15,-2.8612463118639627e-09,4.164836583188599e-06,-2.8612463118639626,-2.8612421470273794e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42050000000000004,4.199165494129388e-15,-2.8378551237917154e-09,4.199165494129388e-06,-2.8378551237917153,-2.8378509246262214e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42075,4.233777363141378e-15,-2.8146551627652365e-09,4.233777363141378e-06,-2.8146551627652365,-2.814650928987873e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42100000000000004,4.268674522523123e-15,-2.791644865470044e-09,4.2686745225231225e-06,-2.791644865470044,-2.791640596795521e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42125,4.303859323797303e-15,-2.768822681372036e-09,4.303859323797303e-06,-2.7688226813720362,-2.7688183775127123e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42150000000000004,4.3393341378691805e-15,-2.7461870726129692e-09,4.33933413786918e-06,-2.7461870726129693,-2.7461827332788315e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42175,4.375101355186306e-15,-2.7237365139068864e-09,4.375101355186306e-06,-2.7237365139068865,-2.7237321388055314e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42200000000000004,4.4111633858996965e-15,-2.7014694924373028e-09,4.411163385899696e-06,-2.701469492437303,-2.7014650812739166e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42225,4.447522660026102e-15,-2.6793845077552745e-09,4.447522660026102e-06,-2.6793845077552745,-2.6793800602326145e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42250000000000004,4.4841816276118884e-15,-2.657480071678282e-09,4.484181627611889e-06,-2.657480071678282,-2.6574755874966543e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42275,4.5211427588980515e-15,-2.635754708189957e-09,4.5211427588980515e-06,-2.635754708189957,-2.635750187047198e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42300000000000004,4.558408544486701e-15,-2.614206953340631e-09,4.558408544486701e-06,-2.614206953340631,-2.6142023949320863e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42325,4.595981495508854e-15,-2.592835355148681e-09,4.595981495508854e-06,-2.592835355148681,-2.5928307591671856e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42350000000000004,4.633864143793727e-15,-2.5716384735026744e-09,4.6338641437937265e-06,-2.5716384735026745,-2.5716338396385306e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42375,4.6720590420392155e-15,-2.5506148800643567e-09,4.672059042039216e-06,-2.550614880064357,-2.550610208005315e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42400000000000004,4.710568763984076e-15,-2.5297631581723707e-09,4.710568763984077e-06,-2.5297631581723707,-2.5297584476036066e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42425,4.749395904581147e-15,-2.5090819027468277e-09,4.749395904581148e-06,-2.5090819027468276,-2.5090771533509232e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42450000000000004,4.788543080172394e-15,-2.4885697201946114e-09,4.7885430801723945e-06,-2.4885697201946115,-2.4885649316515312e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42475,4.8280129286651176e-15,-2.468225228315463e-09,4.828012928665118e-06,-2.4682252283154633,-2.4682204003025344e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42500000000000004,4.8678081097097245e-15,-2.448047056208854e-09,4.8678081097097246e-06,-2.448047056208854,-2.448042188400744e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42525,4.907931304878928e-15,-2.428033844181614e-09,4.907931304878928e-06,-2.428033844181614,-2.428028936250309e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42550000000000004,4.948385217848484e-15,-2.408184243656298e-09,4.948385217848484e-06,-2.408184243656298,-2.40817929527108e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42575,4.9891725745793416e-15,-2.3884969170803255e-09,4.989172574579342e-06,-2.3884969170803254,-2.388491927907751e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42600000000000005,5.030296123501375e-15,-2.368970537835816e-09,5.030296123501375e-06,-2.3689705378358163,-2.3689655075396927e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42625,5.071758635698507e-15,-2.349603790150249e-09,5.071758635698507e-06,-2.349603790150249,-2.3495987183916134e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42650000000000005,5.113562905095501e-15,-2.330395369007763e-09,5.1135629050955005e-06,-2.330395369007763,-2.330390255444858e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42675,5.155711748646242e-15,-2.3113439800612374e-09,5.155711748646242e-06,-2.3113439800612374,-2.3113388243494887e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42700000000000005,5.1982080065234735e-15,-2.2924483395450436e-09,5.198208006523473e-06,-2.2924483395450435,-2.292443141337037e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42725,5.241054542310249e-15,-2.2737071741885817e-09,5.241054542310249e-06,-2.2737071741885817,-2.2737019331340395e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42750000000000005,5.28425424319289e-15,-2.255119221130456e-09,5.28425424319289e-06,-2.255119221130456,-2.2551139368762127e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42775,5.327810020155494e-15,-2.2366832278333856e-09,5.327810020155494e-06,-2.2366832278333857,-2.2366779000233653e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42800000000000005,5.37172480817617e-15,-2.21839795199979e-09,5.37172480817617e-06,-2.21839795199979,-2.218392580274982e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42825,5.416001566424658e-15,-2.2002621614881026e-09,5.416001566424658e-06,-2.2002621614881024,-2.2002567454865364e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42850000000000005,5.460643278461926e-15,-2.182274634229714e-09,5.460643278461926e-06,-2.182274634229714,-2.1822691735864355e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42875,5.505652952441087e-15,-2.1644341581466543e-09,5.5056529524410866e-06,-2.1644341581466544,-2.164428652493702e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42900000000000005,5.551033621310121e-15,-2.1467395310698888e-09,5.551033621310121e-06,-2.1467395310698887,-2.1467339800362674e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42925,5.5967883430162454e-15,-2.1291895606583376e-09,5.596788343016245e-06,-2.1291895606583378,-2.1291839638699944e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42950000000000005,5.642920200712051e-15,-2.1117830643185035e-09,5.642920200712051e-06,-2.1117830643185034,-2.111777421398303e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.42975,5.689432302963105e-15,-2.0945188691248115e-09,5.689432302963105e-06,-2.0945188691248116,-2.0945131796925086e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43000000000000005,5.736327783957618e-15,-2.0773958117405415e-09,5.7363277839576175e-06,-2.0773958117405416,-2.0773900754127574e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43025,5.783609803717423e-15,-2.06041273833948e-09,5.783609803717423e-06,-2.06041273833948,-2.0604069547296762e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4305,5.831281548311085e-15,-2.0435685045281117e-09,5.8312815483110855e-06,-2.043568504528112,-2.0435626732465636e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43075,5.879346230068519e-15,-2.0268619752685644e-09,5.879346230068519e-06,-2.0268619752685644,-2.0268560959223343e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43100000000000005,5.927807087797457e-15,-2.0102920248020775e-09,5.927807087797457e-06,-2.0102920248020775,-2.01028609699499e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43125,5.976667387001659e-15,-1.993857536573195e-09,5.976667387001659e-06,-1.9938575365731948,-1.9938515599058077e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4315,6.025930420101036e-15,-1.9775574031544573e-09,6.025930420101036e-06,-1.9775574031544574,-1.9775513772240373e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43175,6.075599506653457e-15,-1.9613905261718516e-09,6.075599506653457e-06,-1.9613905261718516,-1.961384450572345e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43200000000000005,6.12567799357844e-15,-1.9453558162307385e-09,6.125677993578439e-06,-1.9453558162307385,-1.945349690552745e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43225,6.1761692553826556e-15,-1.929452192842495e-09,6.176169255382656e-06,-1.9294521928424953,-1.92944601667324e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4325,6.227076694387374e-15,-1.9136785843516634e-09,6.227076694387374e-06,-1.9136785843516635,-1.913672357274969e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43275,6.278403740957698e-15,-1.898033927863757e-09,6.278403740957698e-06,-1.898033927863757,-1.898027649460016e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43300000000000005,6.330153853733734e-15,-1.8825171691736447e-09,6.330153853733734e-06,-1.8825171691736446,-1.882510839019791e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43325,6.382330519863565e-15,-1.8671272626945067e-09,6.3823305198635655e-06,-1.8671272626945066,-1.8671208803639866e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4335,6.4349372552383694e-15,-1.8518631713873708e-09,6.43493725523837e-06,-1.8518631713873708,-1.8518567364501155e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43375,6.487977604729241e-15,-1.8367238666912392e-09,6.48797760472924e-06,-1.836723866691239,-1.8367173787136344e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43400000000000005,6.541455142426088e-15,-1.8217083284537882e-09,6.541455142426088e-06,-1.8217083284537883,-1.8217017869986458e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43425,6.5953734718784315e-15,-1.806815544862615e-09,6.595373471878431e-06,-1.806815544862615,-1.8068089494891431e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4345,6.6497362263383054e-15,-1.792044512377055e-09,6.649736226338306e-06,-1.792044512377055,-1.7920378626408286e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43475,6.704547069005033e-15,-1.7773942356605626e-09,6.7045470690050325e-06,-1.7773942356605625,-1.7773875311134936e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43500000000000005,6.7598096932720504e-15,-1.7628637275136497e-09,6.7598096932720504e-06,-1.7628637275136496,-1.7628569677039563e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43525,6.815527822975811e-15,-1.7484520088073554e-09,6.8155278229758105e-06,-1.7484520088073554,-1.7484451932795325e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4355,6.871705212646711e-15,-1.734158108417263e-09,6.871705212646711e-06,-1.734158108417263,-1.7341512367120505e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43575,6.928345647762121e-15,-1.719981063158068e-09,6.928345647762122e-06,-1.7199810631580679,-1.7199741348124202e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43600000000000005,6.98545294500139e-15,-1.7059199177186792e-09,6.98545294500139e-06,-1.7059199177186792,-1.7059129322657341e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43625,7.0430309525030574e-15,-1.691973724597841e-09,7.043030952503058e-06,-1.691973724597841,-1.6919666815668885e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4365,7.1010835501242085e-15,-1.6781415440402791e-09,7.101083550124208e-06,-1.6781415440402792,-1.678134442956729e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43675,7.159614649701892e-15,-1.6644224439733838e-09,7.159614649701892e-06,-1.664422443973384,-1.6644152843587341e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.437,7.218628195316652e-15,-1.6508154999444063e-09,7.218628195316652e-06,-1.6508154999444062,-1.650808281316211e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43725,7.278128163558401e-15,-1.637319795058159e-09,7.278128163558401e-06,-1.637319795058159,-1.6373125169299953e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4375,7.338118563794277e-15,-1.6239344199152366e-09,7.338118563794277e-06,-1.6239344199152366,-1.6239270817966727e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43775000000000003,7.398603438438893e-15,-1.6106584725507166e-09,7.398603438438892e-06,-1.6106584725507165,-1.6106510739472782e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.438,7.459586863226704e-15,-1.5974910583734143e-09,7.459586863226704e-06,-1.5974910583734143,-1.5974835987865511e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43825000000000003,7.521072947486664e-15,-1.5844312901055776e-09,7.521072947486664e-06,-1.5844312901055777,-1.58442376903263e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.4385,7.583065834419058e-15,-1.5714782877231114e-09,7.5830658344190575e-06,-1.5714782877231115,-1.571470704657277e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.43875000000000003,7.645569701374778e-15,-1.5586311783962539e-09,7.645569701374778e-06,-1.5586311783962539,-1.5586235328265524e-09
1,au_pd_independent,Independent Au/Pd,with EDL,0.439,7.708588760136793e-15,-1.5458890964307961e-09,7.708588760136793e-06,-1.545889096430796,-1.545881387842036e-09
