run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_span,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,i_mix_avg_A_per_m2,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,residual_avg_A_per_m2,converged,method,iterations,out_of_plane_width_m,reactive_length_m,reactive_area_m2,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,scan_param,scan_value,scan_value_M,pzc_Au_V,pzc_Pd_V,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm
ofat_compare:epsilon_r:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,87.07142857142857,,10.0,3.2029528313358532e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8309141194602652,0.4154570597301326,1.6618282389205303,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5957915111782316,1.340679367366195,1.340679367366195,4.294132775619115e-09,4.294132775619115e-11,0.08588265551238229,-3.1883384821185246e-12,-3.1883384821185246e-12,-1.0212097768558585e-20,-1.0212097768558586e-22,-2.042419553711717e-13,True,brentq,17,0.01,5e-08,5e-10,0.4496068386981392,-0.41470421756400605,0.6177201919877511,-0.4802189921924158,5.910780277649685,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,epsilon_r,87.07142857142857,,,,,,,
ofat_compare:epsilon_r:without_edl,8.314,96485.0,298.0,8.8541878128e-12,87.07142857142857,,10.0,3.2029528313358532e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8309141194602652,0.4154570597301326,1.6618282389205303,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.8351870956166036,1.8351870956166036,5.878017703936222e-09,5.878017703936222e-11,0.11756035407872444,6.661338147750939e-15,6.661338147750939e-15,2.1335951880824398e-23,2.13359518808244e-25,4.267190376164879e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,epsilon_r,87.07142857142857,,,,,,,
ofat_compare:epsilon_r:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,89.92857142857143,,10.0,3.2550791649650154e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8176079894360408,0.4088039947180204,1.6352159788720817,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5951007748689904,1.3289830310842772,1.3289830310842772,4.325944975074484e-09,4.325944975074484e-11,0.08651889950148968,-1.0908607350756938e-11,-1.0908607350756938e-11,-3.5508380506233124e-20,-3.5508380506233124e-22,-7.101676101246624e-13,True,brentq,17,0.01,5e-08,5e-10,0.44554862519287874,-0.4108985867821262,0.613784808566972,-0.4771339351817637,5.87069724722533,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,epsilon_r,89.92857142857143,,,,,,,
ofat_compare:epsilon_r:without_edl,8.314,96485.0,298.0,8.8541878128e-12,89.92857142857143,,10.0,3.2550791649650154e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8176079894360408,0.4088039947180204,1.6352159788720817,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.8057986936853492,1.8057986936853492,5.878017703936222e-09,5.878017703936222e-11,0.11756035407872444,6.439293542825908e-15,6.439293542825908e-15,2.0960410248346372e-23,2.096041024834637e-25,4.192082049669274e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,epsilon_r,89.92857142857143,,,,,,,
ofat_compare:epsilon_r:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,92.78571428571428,,10.0,3.3063838102398705e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8049212929484784,0.4024606464742392,1.6098425858969567,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5944281235506228,1.3176893784713277,1.3176893784713277,4.3567868279026355e-09,4.3567868279026356e-11,0.0871357365580527,-3.0558000574387734e-11,-3.0558000574387734e-11,-1.0103647837245627e-19,-1.0103647837245627e-21,-2.020729567449125e-12,True,brentq,17,0.01,5e-08,5e-10,0.4416239367948323,-0.40721814866938894,0.6099566244734754,-0.4741331409185229,5.8318040811832645,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,epsilon_r,92.78571428571428,,,,,,,
ofat_compare:epsilon_r:without_edl,8.314,96485.0,298.0,8.8541878128e-12,92.78571428571428,,10.0,3.3063838102398705e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8049212929484784,0.4024606464742392,1.6098425858969567,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000003,1.7777783951554649,1.7777783951554649,5.878017703936248e-09,5.878017703936248e-11,0.11756035407872496,2.1760371282653068e-14,2.1760371282653068e-14,7.194813931377271e-23,7.194813931377271e-25,1.438962786275454e-15,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,epsilon_r,92.78571428571428,,,,,,,
ofat_compare:epsilon_r:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,95.64285714285714,,10.0,3.3569044417503623e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.7928074145996521,0.39640370729982605,1.5856148291993042,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5937726167353636,1.3067716678830945,1.3067716678830945,4.3867076162702895e-09,4.3867076162702896e-11,0.08773415232540578,-7.362799259169606e-11,-7.362799259169606e-11,-2.4716213536822727e-19,-2.4716213536822727e-21,-4.943242707364545e-12,True,brentq,17,0.01,5e-08,5e-10,0.43782497005097265,-0.4036555875454282,0.6062299842217084,-0.47121216674581407,5.79403388324841,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,epsilon_r,95.64285714285714,,,,,,,
ofat_compare:epsilon_r:without_edl,8.314,96485.0,298.0,8.8541878128e-12,95.64285714285714,,10.0,3.3569044417503623e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.7928074145996521,0.39640370729982605,1.5856148291993042,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.751023243566414,1.751023243566414,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,2.1616093095646718e-23,2.161609309564672e-25,4.323218619129344e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,epsilon_r,95.64285714285714,,,,,,,
ofat_compare:epsilon_r:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,98.5,,10.0,3.4066759401901285e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.781224506893855,0.3906122534469275,1.56244901378771,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5931333876131523,1.2962057567408702,1.2962057567408702,4.415752965025061e-09,4.415752965025061e-11,0.08831505930050121,-1.5744250347893285e-10,-1.5744250347893285e-10,-5.363555885649811e-19,-5.363555885649811e-21,-1.0727111771299621e-11,True,brentq,17,0.01,5e-08,5e-10,0.43414457797766476,-0.40020420294606407,0.6025996783053934,-0.46836691998546126,5.757325253706698,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,epsilon_r,98.5,,,,,,,
ofat_compare:epsilon_r:without_edl,8.314,96485.0,298.0,8.8541878128e-12,98.5,,10.0,3.4066759401901285e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.781224506893855,0.3906122534469275,1.56244901378771,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.725440813019675,1.725440813019675,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.217248937900877e-15,6.217248937900877e-15,2.1180152370919547e-23,2.1180152370919546e-25,4.2360304741839087e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,epsilon_r,98.5,,,,,,,
ofat_compare:T:with_edl_FULL,8.314,96485.0,268.0,8.8541878128e-12,78.5,,10.0,2.8840766697314613e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8298859469538069,0.41494297347690345,1.6597718939076138,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5959244169735256,3.1986042260971566,3.1986042260971566,9.225019824191266e-09,9.225019824191266e-11,0.1845003964838253,-1.5516699036766113e-10,-1.5516699036766113e-10,-4.475134968318179e-19,-4.475134968318179e-21,-8.950269936636357e-12,True,brentq,16,0.01,5e-08,5e-10,0.4496682126912677,-0.41509582851460247,0.618058410955637,-0.48062583209504633,6.566065555038978,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,T,268.0,,,,,,,
ofat_compare:T:without_edl,8.314,96485.0,268.0,8.8541878128e-12,78.5,,10.0,2.8840766697314613e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8298859469538069,0.41494297347690345,1.6597718939076138,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,4.535576770597401,4.535576770597401,1.3080951147855928e-08,1.308095114785593e-10,0.2616190229571186,2.398081733190338e-14,2.398081733190338e-14,6.916251578803441e-23,6.916251578803441e-25,1.3832503157606882e-15,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,T,268.0,,,,,,,
ofat_compare:T:with_edl_FULL,8.314,96485.0,272.2857142857143,8.8541878128e-12,78.5,,10.0,2.9070455220234783e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8364951775387128,0.4182475887693564,1.6729903550774257,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.596235138560422,2.8047501347206416,2.8047501347206416,8.153536319534389e-09,8.153536319534389e-11,0.16307072639068776,-3.4739322529731e-10,-3.4739322529731e-10,-1.0098879199818382e-18,-1.0098879199818383e-20,-2.0197758399636765e-11,True,brentq,16,0.01,5e-08,5e-10,0.4516087979132115,-0.4168665282728481,0.6198893176291673,-0.4820403304292679,6.484665451972656,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,T,272.2857142857143,,,,,,,
ofat_compare:T:without_edl,8.314,96485.0,272.2857142857143,8.8541878128e-12,78.5,,10.0,2.9070455220234783e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8364951775387128,0.4182475887693564,1.6729903550774257,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,3.970733570407948,3.970733570407948,1.1543103245002723e-08,1.1543103245002722e-10,0.23086206490005443,1.687538997430238e-14,1.687538997430238e-14,4.9057526857195634e-23,4.905752685719563e-25,9.811505371439126e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,T,272.2857142857143,,,,,,,
ofat_compare:T:with_edl_FULL,8.314,96485.0,276.57142857142856,8.8541878128e-12,78.5,,10.0,2.9298343122682206e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8430525957137125,0.42152629785685625,1.686105191427425,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5965400035519357,2.46926365927577,2.46926365927577,7.234533394983136e-09,7.234533394983136e-11,0.14469066789966273,-6.725975332244616e-10,-6.725975332244616e-10,-1.970599331187992e-18,-1.970599331187992e-20,-3.941198662375984e-11,True,brentq,16,0.01,5e-08,5e-10,0.45352046192344425,-0.4186105765077022,0.6216881158395925,-0.4834299237541121,6.405438020968742,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,T,276.57142857142856,,,,,,,
ofat_compare:T:without_edl,8.314,96485.0,276.57142857142856,8.8541878128e-12,78.5,,10.0,2.9298343122682206e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8430525957137125,0.42152629785685625,1.686105191427425,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,3.490166501153236,3.490166501153236,1.0225609570607874e-08,1.0225609570607874e-10,0.20451219141215746,1.5987211554602254e-14,1.5987211554602254e-14,4.683988097016464e-23,4.683988097016464e-25,9.367976194032928e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,T,276.57142857142856,,,,,,,
ofat_compare:T:with_edl_FULL,8.314,96485.0,280.85714285714283,8.8541878128e-12,78.5,,10.0,2.952447209955097e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8495594012390977,0.42477970061954884,1.6991188024781954,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5968392052034175,2.182231866363446,2.182231866363446,6.442924385319861e-09,6.442924385319861e-11,0.1288584877063972,-1.168380059368701e-09,-1.168380059368701e-09,-3.449580446450292e-18,-3.4495804464502925e-20,-6.899160892900584e-11,True,brentq,16,0.01,5e-08,5e-10,0.4554040202857185,-0.42032872754996126,0.6234558057540008,-0.48479538952980655,6.328294008503876,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,T,280.85714285714283,,,,,,,
ofat_compare:T:without_edl,8.314,96485.0,280.85714285714283,8.8541878128e-12,78.5,,10.0,2.952447209955097e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8495594012390977,0.42477970061954884,1.6991188024781954,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,3.079498525944843,3.079498525944843,9.092056830986687e-09,9.092056830986687e-11,0.18184113661973372,1.6431300764452317e-14,1.6431300764452317e-14,4.85125480979403e-23,4.85125480979403e-25,9.702509619588059e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,T,280.85714285714283,,,,,,,
ofat_compare:T:with_edl_FULL,8.314,96485.0,285.14285714285717,8.8541878128e-12,78.5,,10.0,2.9748882261017943e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8560167482753128,0.4280083741376564,1.7120334965506256,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5971329276381736,1.935618518174567,1.935618518174567,5.7582487399421216e-09,5.758248739942122e-11,0.11516497479884243,-1.865175125459473e-09,-1.865175125459473e-09,-5.548687520347323e-18,-5.548687520347323e-20,-1.1097375040694644e-10,True,brentq,16,0.01,5e-08,5e-10,0.45726025439977874,-0.4220217040786849,0.6251933426968581,-0.4861374703201518,6.253149090891391,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,T,285.14285714285717,,,,,,,
ofat_compare:T:without_edl,8.314,96485.0,285.14285714285717,8.8541878128e-12,78.5,,10.0,2.9748882261017943e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8560167482753128,0.4280083741376564,1.7120334965506256,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,2.7270826698657475,2.7270826698657475,8.11276612618986e-09,8.11276612618986e-11,0.16225532252379718,1.2878587085651816e-14,1.2878587085651816e-14,3.831235708993221e-23,3.831235708993221e-25,7.662471417986441e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,T,285.14285714285717,,,,,,,
ofat_compare:T:with_edl_FULL,8.314,96485.0,289.42857142857144,8.8541878128e-12,78.5,,10.0,2.997161221560582e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8624257477730741,0.43121287388653706,1.7248514955461483,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5974213464582673,1.7228752102069749,1.7228752102069749,5.1637347696203814e-09,5.1637347696203816e-11,0.10327469539240762,2.543957711154121e-09,2.543957711154121e-09,7.624651401161148e-18,7.624651401161148e-20,1.5249302802322294e-10,True,brentq,16,0.01,5e-08,5e-10,0.4590899133987377,-0.4236901988805768,0.6269016397677228,-0.48745687583085434,6.179923532843455,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,T,289.42857142857144,,,,,,,
ofat_compare:T:without_edl,8.314,96485.0,289.42857142857144,8.8541878128e-12,78.5,,10.0,2.997161221560582e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2,0.1,0.4,0.8624257477730741,0.43121287388653706,1.7248514955461483,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46699999999999986,2.4234351746175027,2.4234351746175027,7.263425928329477e-09,7.263425928329478e-11,0.14526851856658954,-1.021405182655144e-14,-1.021405182655144e-14,-3.061316004955001e-23,-3.0613160049550013e-25,-6.122632009910002e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,T,289.42857142857144,,,,,,,
