E_mix_with,i_mix_with,i_mix_norm_with,i_mix_phys_with,i_mix_abs_with,E_mix_no,i_mix_no,i_mix_norm_no,i_mix_phys_no,i_mix_abs_no,delta_E_mix,ratio_i_mix,pct_i_mix,ratio_i_mix_phys,pct_i_mix_phys,delta_i_mix_abs_A,ratio_i_mix_abs,pct_i_mix_abs,mode
0.44349454423603574,0.07038215501102128,0.07038215501102128,2.140474688871362e-09,2.140474688871362e-09,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,-0.048077585341459395,1.0736579227720902,7.365792277209025,1.0736579227720904,7.365792277209045,1.4684651040568797e-10,1.0736579227720904,7.365792277209045,FULL
