model_id,L_Au_nm,L_support_nm,L_Pd_nm,L_total_nm,C_H_Au_uF_per_cm2,C_H_C_uF_per_cm2,C_H_Pd_uF_per_cm2,N_modes,coefficient_grid_Nx,gl_order,root_xtol_V,profile_grid_kind,profile_grid_points,Ny_2d,lambda_D_nm,E_mix_with_V,E_mix_no_V,i_mix_abs_with_A,i_mix_abs_no_A,i_mix_avg_with_A_per_m2,i_mix_avg_no_A_per_m2,relative_balance_with,relative_balance_no,max_abs_phi_tilde_with,debye_huckel_threshold,debye_huckel_threshold_exceeded,phi_2d_surface_max_error
legacy_Au_C_Pd_linear_PB_piecewise_Robin,2.0,3.0,2.0,7.0,50.0,20.0,50.0,960,4,128,1e-13,piecewise-uniform,1102,320,3.0412178890177213,0.6023350752719744,0.46699999999999964,2.3103732360807736e-12,4.7024141631489405e-12,0.05775933090201933,0.1175603540787235,6.393720961921073e-16,6.0134223191460756e-15,7.5845009722811,1.0,True,2.1316282072803006e-14
