condition,C_tot_M,E_V,I_Au_A,I_Pd_A,I_Au_1e_minus_3_uA,I_Pd_1e_minus_3_uA,j_Au_A_per_m2,j_Pd_A_per_m2
with EDL,1.0,0.45555787278415016,7.322407098229338e-13,-1.0582709744167558e-11,0.0007322407098229338,-0.010582709744167558,0.03661203549114669,-0.5291354872083779
with EDL,1.0,0.45580813347236704,7.36461544386691e-13,-1.052205774216304e-11,0.000736461544386691,-0.01052205774216304,0.036823077219334546,-0.526102887108152
with EDL,1.0,0.45605839416058397,7.407067089886119e-13,-1.046175335106687e-11,0.0007407067089886119,-0.01046175335106687,0.03703533544943059,-0.5230876675533435
with EDL,1.0,0.45630865484880084,7.449763438736513e-13,-1.0401794578639102e-11,0.0007449763438736513,-0.010401794578639103,0.03724881719368256,-0.520089728931955
with EDL,1.0,0.4565589155370178,7.492705900951767e-13,-1.0342179444057713e-11,0.0007492705900951767,-0.010342179444057714,0.037463529504758834,-0.5171089722028857
with EDL,1.0,0.45680917622523465,7.535895895196217e-13,-1.0282905977853297e-11,0.0007535895895196217,-0.010282905977853297,0.03767947947598108,-0.5141452988926648
with EDL,1.0,0.4570594369134515,7.579334848311801e-13,-1.0223972221843901e-11,0.0007579334848311801,-0.010223972221843902,0.037896674241559,-0.511198611092195
with EDL,1.0,0.4573096976016684,7.623024195365147e-13,-1.0165376229070389e-11,0.0007623024195365148,-0.01016537622907039,0.038115120976825734,-0.5082688114535194
with EDL,1.0,0.4575599582898853,7.666965379695011e-13,-1.0107116063732087e-11,0.0007666965379695011,-0.010107116063732087,0.038334826898475054,-0.5053558031866043
with EDL,1.0,0.4578102189781022,7.711159852959919e-13,-1.004918980112291e-11,0.0007711159852959919,-0.01004918980112291,0.03855579926479959,-0.5024594900561454
with EDL,1.0,0.45806047966631913,7.755609075186185e-13,-9.991595527567633e-12,0.0007755609075186185,-0.009991595527567633,0.03877804537593092,-0.49957977637838163
with EDL,1.0,0.458310740354536,7.800314514816072e-13,-9.934331340358838e-12,0.0007800314514816072,-0.009934331340358838,0.03900157257408036,-0.4967165670179418
with EDL,1.0,0.4585610010427529,7.845277648756378e-13,-9.877395347693917e-12,0.0007845277648756378,-0.009877395347693918,0.039226388243781884,-0.4938697673846958
with EDL,1.0,0.45881126173096975,7.890499962427178e-13,-9.82078566861262e-12,0.0007890499962427178,-0.00982078566861262,0.03945249981213589,-0.4910392834306309
with EDL,1.0,0.4590615224191867,7.935982949810925e-13,-9.764500432934953e-12,0.0007935982949810926,-0.009764500432934952,0.03967991474905462,-0.4882250216467476
with EDL,1.0,0.45931178310740356,7.981728113501768e-13,-9.708537781199382e-12,0.0007981728113501768,-0.009708537781199383,0.039908640567508834,-0.48542688905996906
with EDL,1.0,0.45956204379562043,8.02773696475524e-13,-9.652895864601342e-12,0.000802773696475524,-0.009652895864601342,0.040138684823776194,-0.48264479323006704
with EDL,1.0,0.45981230448383736,8.074011023538177e-13,-9.59757284493221e-12,0.0008074011023538177,-0.00959757284493221,0.04037005511769088,-0.4798786422466104
with EDL,1.0,0.46006256517205424,8.120551818578843e-13,-9.542566894518596e-12,0.0008120551818578842,-0.009542566894518595,0.04060275909289421,-0.47712834472592974
with EDL,1.0,0.4603128258602711,8.167360887417602e-13,-9.487876196161915e-12,0.0008167360887417602,-0.009487876196161916,0.04083680443708801,-0.4743938098080957
with EDL,1.0,0.46056308654848804,8.214439776457562e-13,-9.433498943078358e-12,0.0008214439776457563,-0.009433498943078359,0.04107219888228781,-0.47167494715391783
with EDL,1.0,0.4608133472367049,8.261790041015719e-13,-9.379433338839279e-12,0.0008261790041015719,-0.009379433338839279,0.04130895020507859,-0.4689716669419639
with EDL,1.0,0.4610636079249218,8.309413245374382e-13,-9.325677597311733e-12,0.0008309413245374381,-0.009325677597311734,0.041547066226871904,-0.4662838798655866
with EDL,1.0,0.4613138686131387,8.357310962832769e-13,-9.27222994259953e-12,0.000835731096283277,-0.009272229942599531,0.041786554814163844,-0.46361149712997646
with EDL,1.0,0.4615641293013556,8.405484775759014e-13,-9.21908860898459e-12,0.0008405484775759014,-0.00921908860898459,0.042027423878795066,-0.46095443044922946
with EDL,1.0,0.46181438998957247,8.453936275642493e-13,-9.166251840868548e-12,0.0008453936275642492,-0.009166251840868549,0.04226968137821246,-0.45831259204342734
with EDL,1.0,0.4620646506777894,8.502667063146319e-13,-9.11371789271478e-12,0.0008502667063146318,-0.009113717892714781,0.042513335315731586,-0.455685894635739
with EDL,1.0,0.4623149113660063,8.551678748160289e-13,-9.061485028990801e-12,0.000855167874816029,-0.009061485028990802,0.04275839374080144,-0.45307425144954
with EDL,1.0,0.46256517205422315,8.600972949854032e-13,-9.009551524110808e-12,0.0008600972949854032,-0.009009551524110808,0.04300486474927016,-0.4504775762055404
with EDL,1.0,0.4628154327424401,8.650551296730532e-13,-8.957915662378757e-12,0.0008650551296730532,-0.008957915662378758,0.043252756483652656,-0.44789578311893785
with EDL,1.0,0.46306569343065695,8.700415426679853e-13,-8.906575737931683e-12,0.0008700415426679853,-0.008906575737931683,0.043502077133399264,-0.44532878689658406
with EDL,1.0,0.46331595411887383,8.750566987033365e-13,-8.855530054683292e-12,0.0008750566987033364,-0.008855530054683291,0.043752834935166816,-0.4427765027341646
with EDL,1.0,0.4635662148070907,8.801007634618055e-13,-8.804776926267971e-12,0.0008801007634618055,-0.00880477692626797,0.04400503817309027,-0.44023884631339855
with EDL,1.0,0.46381647549530763,8.851739035811346e-13,-8.754314675985076e-12,0.0008851739035811346,-0.008754314675985076,0.04425869517905672,-0.4377157337992537
with EDL,1.0,0.4640667361835245,8.902762866596096e-13,-8.704141636743529e-12,0.0008902762866596096,-0.008704141636743528,0.044513814332980475,-0.4352070818371764
with EDL,1.0,0.46431699687174144,8.954080812616006e-13,-8.654256151006713e-12,0.0008954080812616006,-0.008654256151006713,0.04477040406308003,-0.4327128075503356
with EDL,1.0,0.4645672575599583,9.005694569231235e-13,-8.604656570737795e-12,0.0009005694569231235,-0.008604656570737796,0.04502847284615617,-0.43023282853688977
with EDL,1.0,0.4648175182481752,9.057605841574518e-13,-8.555341257345187e-12,0.0009057605841574518,-0.008555341257345188,0.04528802920787259,-0.4277670628672593
with EDL,1.0,0.46506777893639206,9.109816344607395e-13,-8.506308581628483e-12,0.0009109816344607394,-0.008506308581628484,0.04554908172303697,-0.4253154290814241
with EDL,1.0,0.465318039624609,9.162327803176938e-13,-8.457556923724563e-12,0.0009162327803176937,-0.008457556923724564,0.045811639015884684,-0.4228778461862281
with EDL,1.0,0.46556830031282587,9.215141952072695e-13,-8.409084673054194e-12,0.0009215141952072694,-0.008409084673054195,0.046075709760363466,-0.4204542336527096
with EDL,1.0,0.4658185610010428,9.26826053608403e-13,-8.360890228268687e-12,0.0009268260536084029,-0.008360890228268686,0.04634130268042014,-0.4180445114134343
with EDL,1.0,0.46606882168925967,9.321685310057705e-13,-8.312971997197103e-12,0.0009321685310057705,-0.008312971997197103,0.046608426550288524,-0.41564859985985514
with EDL,1.0,0.46631908237747655,9.375418038955939e-13,-8.26532839679358e-12,0.0009375418038955938,-0.00826532839679358,0.04687709019477969,-0.413266419839679
with EDL,1.0,0.4665693430656934,9.429460497914633e-13,-8.217957853085095e-12,0.0009429460497914633,-0.008217957853085095,0.04714730248957316,-0.4108978926542547
with EDL,1.0,0.46681960375391035,9.483814472302114e-13,-8.170858801119397e-12,0.0009483814472302114,-0.008170858801119398,0.04741907236151057,-0.40854294005596986
with EDL,1.0,0.4670698644421272,9.53848175777799e-13,-8.124029684913384e-12,0.000953848175777799,-0.008124029684913384,0.04769240878888994,-0.40620148424566915
with EDL,1.0,0.46732012513034416,9.593464160352616e-13,-8.077468957401627e-12,0.0009593464160352616,-0.008077468957401628,0.04796732080176307,-0.40387344787008134
with EDL,1.0,0.46757038581856103,9.648763496446582e-13,-8.031175080385322e-12,0.0009648763496446582,-0.008031175080385321,0.0482438174822329,-0.401558754019266
with EDL,1.0,0.4678206465067779,9.704381592950903e-13,-7.985146524481414e-12,0.0009704381592950904,-0.007985146524481415,0.04852190796475451,-0.3992573262240707
with EDL,1.0,0.4680709071949948,9.760320287287252e-13,-7.939381769072134e-12,0.0009760320287287252,-0.007939381769072135,0.048801601436436255,-0.3969690884536067
with EDL,1.0,0.4683211678832117,9.816581427468715e-13,-7.893879302254705e-12,0.0009816581427468715,-0.007893879302254705,0.04908290713734357,-0.3946939651127352
with EDL,1.0,0.4685714285714286,9.873166872160826e-13,-7.848637620791444e-12,0.0009873166872160825,-0.007848637620791445,0.04936583436080412,-0.39243188103957216
with EDL,1.0,0.4688216892596455,9.930078490742983e-13,-7.803655230060054e-12,0.0009930078490742982,-0.007803655230060054,0.04965039245371491,-0.39018276150300263
with EDL,1.0,0.4690719499478624,9.98731816337015e-13,-7.758930644004292e-12,0.000998731816337015,-0.0077589306440042916,0.04993659081685074,-0.3879465322002145
with EDL,1.0,0.46932221063607926,1.0044887781035073e-12,-7.714462385084831e-12,0.0010044887781035074,-0.007714462385084831,0.05022443890517536,-0.3857231192542415
with EDL,1.0,0.46957247132429614,1.0102789245630655e-12,-7.670248984230497e-12,0.0010102789245630655,-0.007670248984230498,0.050513946228153264,-0.38351244921152483
with EDL,1.0,0.46982273201251307,1.0161024470012842e-12,-7.62628898078968e-12,0.0010161024470012841,-0.0076262889807896805,0.05080512235006421,-0.38131444903948397
with EDL,1.0,0.47007299270072994,1.0219595378063807e-12,-7.582580922482137e-12,0.0010219595378063806,-0.007582580922482137,0.05109797689031903,-0.3791290461241068
with EDL,1.0,0.47032325338894687,1.0278503904755514e-12,-7.539123365350947e-12,0.0010278503904755513,-0.007539123365350947,0.05139251952377756,-0.37695616826754735
with EDL,1.0,0.47057351407716375,1.0337751996213584e-12,-7.495914873714908e-12,0.0010337751996213583,-0.007495914873714909,0.051688759981067915,-0.37479574368574536
with EDL,1.0,0.4708237747653806,1.0397341609781668e-12,-7.45295402012097e-12,0.0010397341609781668,-0.0074529540201209695,0.051986708048908335,-0.37264770100604844
with EDL,1.0,0.4710740354535975,1.0457274714086081e-12,-7.410239385297203e-12,0.001045727471408608,-0.007410239385297203,0.0522863735704304,-0.37051196926486013
with EDL,1.0,0.4713242961418144,1.0517553289100847e-12,-7.367769558105848e-12,0.0010517553289100846,-0.007367769558105848,0.052587766445504225,-0.3683884779052924
with EDL,1.0,0.4715745568300313,1.0578179326213041e-12,-7.325543135496711e-12,0.0010578179326213041,-0.0073255431354967105,0.05289089663106521,-0.36627715677483547
