E_mix_with,i_mix_with,E_mix_no,i_mix_no,delta_E_mix,ratio_i_mix,pct_i_mix,mode
0.44353453490118605,0.07029377483226835,0.49157212957749513,0.06555361211259984,-0.04803759467630908,1.0723097105850772,7.230971058507729,FULL
