material,condition,curve_source,C_tot_M,C_tot_mol_per_m3,E_mix_V,lambda_D_nm,distance_from_RP_nm,phi_bar_tilde,phi_bar_V,phi_bar_mV
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.283013796929351,-3.923524949354287,-0.10074950050081982,-100.74950050081982
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.330532826445253,-3.8626963331411215,-0.09918752427313172,-99.18752427313173
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.3780518559611548,-3.80281077721129,-0.09764976424228565,-97.64976424228566
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.4255708854770566,-3.743853660770283,-0.09613584497094835,-96.13584497094834
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.4730899149929586,-3.6858105896979985,-0.09464539684240296,-94.64539684240296
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.5206089445088604,-3.628667393034483,-0.09317805597030865,-93.17805597030865
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.5681279740247622,-3.572410119520152,-0.09173346410985939,-91.73346410985938
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.6156470035406643,-3.517025034189655,-0.09031126857032007,-90.31126857032007
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.663166033056566,-3.46249861501854,-0.08891112212891863,-88.91112212891863
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.7106850625724679,-3.4088175496219146,-0.08753268294607314,-87.53268294607314
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.75820409208837,-3.355968732004281,-0.08617561448193305,-86.17561448193305
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.8057231216042717,-3.3039392593597734,-0.08483958541421477,-84.83958541421477
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.8532421511201735,-3.2527164289219845,-0.08352426955731046,-83.52426955731046
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.9007611806360756,-3.20228773486265,-0.08222934578265145,-82.22934578265145
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.9482802101519774,-3.152640865238398,-0.08095449794030604,-80.95449794030604
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,1.9957992396678792,-3.1037636989848516,-0.07969941478179299,-79.69941478179298
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,2.0433182691837812,-3.0556443029573135,-0.07846378988409139,-78.46378988409138
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,2.0908372986996833,-3.0082709290173493,-0.07724732157482896,-77.24732157482896
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,2.138356328215585,-2.961632011164531,-0.07604971285863014,-76.04971285863014
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.6008249905513605,3.0412178890177213,2.185875357731487,-2.9157161627126422,-0.07487067134460576,-74.87067134460575
