condition,C_tot_M,E_V,I_Au_A,I_Pd_A,I_Au_1e_minus_3_uA,I_Pd_1e_minus_3_uA,j_Au_A_per_m2,j_Pd_A_per_m2
with EDL,0.01,0.40300312825860274,1.4067113400431251e-13,-2.1840618156304757e-08,0.0001406711340043125,-21.840618156304757,0.00056268453601725,-87.36247262521903
with EDL,0.01,0.4032533889468196,1.4168014095162347e-13,-2.166715081684015e-08,0.00014168014095162346,-21.66715081684015,0.0005667205638064938,-86.6686032673606
with EDL,0.01,0.40350364963503654,1.4269638531140662e-13,-2.1495061227659237e-08,0.0001426963853114066,-21.495061227659235,0.0005707855412456264,-85.98024491063694
with EDL,0.01,0.4037539103232534,1.4371991899622754e-13,-2.132433844609214e-08,0.00014371991899622753,-21.32433844609214,0.0005748796759849101,-85.29735378436855
with EDL,0.01,0.4040041710114703,1.447507942910107e-13,-2.115497161638009e-08,0.0001447507942910107,-21.154971616380088,0.0005790031771640428,-84.61988646552035
with EDL,0.01,0.4042544316996872,1.4578906385571034e-13,-2.0986949968985305e-08,0.00014578906385571033,-20.986949968985304,0.0005831562554228413,-83.94779987594121
with EDL,0.01,0.4045046923879041,1.468347807279996e-13,-2.082026281990638e-08,0.0001468347807279996,-20.820262819906382,0.0005873391229119984,-83.28105127962552
with EDL,0.01,0.40475495307612097,1.4788799832598162e-13,-2.0654899569998563e-08,0.00014788799832598162,-20.654899569998562,0.0005915519933039265,-82.61959827999425
with EDL,0.01,0.40500521376433785,1.4894877045091703e-13,-2.049084970430003e-08,0.00014894877045091702,-20.49084970430003,0.0005957950818036681,-81.96339881720012
with EDL,0.01,0.4052554744525548,1.500171512899727e-13,-2.0328102791363045e-08,0.0001500171512899727,-20.328102791363044,0.0006000686051598907,-81.31241116545218
with EDL,0.01,0.40550573514077165,1.510931954189888e-13,-2.0166648482591054e-08,0.00015109319541898878,-20.166648482591054,0.0006043727816759551,-80.66659393036421
with EDL,0.01,0.4057559958289885,1.5217695780526838e-13,-2.000647651158013e-08,0.00015217695780526838,-20.00647651158013,0.0006087078312210735,-80.02590604632051
with EDL,0.01,0.40600625651720545,1.5326849381038436e-13,-1.9847576693466556e-08,0.00015326849381038437,-19.847576693466557,0.0006130739752415374,-79.39030677386621
with EDL,0.01,0.40625651720542233,1.5436785919300666e-13,-1.9689938924279113e-08,0.00015436785919300665,-19.68993892427911,0.0006174714367720266,-78.75975569711645
with EDL,0.01,0.4065067778936392,1.5547511011175228e-13,-1.9533553180296503e-08,0.0001554751101117523,-19.533553180296504,0.000621900440447009,-78.134212721186
with EDL,0.01,0.40675703858185613,1.56590303128053e-13,-1.9378409517409915e-08,0.000156590303128053,-19.378409517409914,0.0006263612125122119,-77.51363806963965
with EDL,0.01,0.407007299270073,1.5771349520904445e-13,-1.922449807049102e-08,0.00015771349520904445,-19.22449807049102,0.0006308539808361778,-76.89799228196406
with EDL,0.01,0.4072575599582899,1.58844743730477e-13,-1.9071809052764335e-08,0.00015884474373047702,-19.071809052764333,0.000635378974921908,-76.28723621105733
with EDL,0.01,0.4075078206465068,1.5998410647964646e-13,-1.8920332755185045e-08,0.00015998410647964645,-18.920332755185047,0.0006399364259185858,-75.68133102074017
with EDL,0.01,0.4077580813347237,1.611316416583445e-13,-1.877005954582178e-08,0.0001611316416583445,-18.770059545821777,0.000644526566633378,-75.08023818328711
with EDL,0.01,0.40800834202294056,1.622874078858344e-13,-1.8620979869243827e-08,0.0001622874078858344,-18.620979869243826,0.0006491496315433376,-74.4839194769753
with EDL,0.01,0.4082586027111575,1.6345146420184387e-13,-1.847308424591371e-08,0.00016345146420184388,-18.473084245913707,0.0006538058568073754,-73.89233698365483
with EDL,0.01,0.40850886339937437,1.6462387006958042e-13,-1.8326363271584612e-08,0.00016462387006958043,-18.32636327158461,0.0006584954802783216,-73.30545308633845
with EDL,0.01,0.40875912408759124,1.6580468537877048e-13,-1.818080761670196e-08,0.00016580468537877047,-18.18080761670196,0.0006632187415150819,-72.72323046680783
with EDL,0.01,0.40900938477580817,1.6699397044871795e-13,-1.803640802581049e-08,0.00016699397044871796,-18.03640802581049,0.0006679758817948717,-72.14563210324197
with EDL,0.01,0.40925964546402505,1.6819178603138488e-13,-1.789315531696573e-08,0.00016819178603138488,-17.893155316965732,0.0006727671441255395,-71.57262126786291
with EDL,0.01,0.4095099061522419,1.69398193314496e-13,-1.7751040381149977e-08,0.000169398193314496,-17.751040381149977,0.000677592773257984,-71.00416152459991
with EDL,0.01,0.40976016684045885,1.7061325392466378e-13,-1.761005418169307e-08,0.00017061325392466378,-17.610054181693073,0.0006824530156986551,-70.44021672677228
with EDL,0.01,0.4100104275286757,1.7183702993053598e-13,-1.7470187753698063e-08,0.00017183702993053598,-17.470187753698063,0.0006873481197221439,-69.88075101479225
with EDL,0.01,0.4102606882168926,1.7306958384596739e-13,-1.7331432203470853e-08,0.00017306958384596737,-17.331432203470854,0.0006922783353838695,-69.32572881388342
with EDL,0.01,0.41051094890510953,1.7431097863321287e-13,-1.7193778707954776e-08,0.00017431097863321288,-17.193778707954777,0.0006972439145328514,-68.7751148318191
with EDL,0.01,0.4107612095933264,1.75561277706142e-13,-1.7057218514169703e-08,0.00017556127770614199,-17.057218514169705,0.0007022451108245679,-68.2288740566788
with EDL,0.01,0.4110114702815433,1.7682054493348127e-13,-1.6921742938655156e-08,0.00017682054493348126,-16.921742938655157,0.0007072821797339251,-67.68697175462061
with EDL,0.01,0.4112617309697602,1.7808884464207515e-13,-1.6787343366918467e-08,0.00017808884464207516,-16.787343366918467,0.0007123553785683005,-67.14937346767387
with EDL,0.01,0.4115119916579771,1.7936624162017105e-13,-1.665401125288688e-08,0.00017936624162017106,-16.65401125288688,0.0007174649664806841,-66.61604501154751
with EDL,0.01,0.41176225234619396,1.8065280112073112e-13,-1.652173811836402e-08,0.00018065280112073112,-16.52173811836402,0.0007226112044829245,-66.08695247345608
with EDL,0.01,0.4120125130344109,1.8194858886476437e-13,-1.6390515552490983e-08,0.00018194858886476438,-16.39051555249098,0.0007277943554590574,-65.56206220996393
with EDL,0.01,0.41226277372262776,1.83253671044683e-13,-1.6260335211211473e-08,0.000183253671044683,-16.260335211211473,0.0007330146841787319,-65.04134084484589
with EDL,0.01,0.41251303441084464,1.8456811432768554e-13,-1.613118881674113e-08,0.00018456811432768553,-16.13118881674113,0.0007382724573107421,-64.52475526696452
with EDL,0.01,0.41276329509906157,1.8589198585916143e-13,-1.600306815704114e-08,0.00018589198585916144,-16.003068157041138,0.0007435679434366456,-64.01227262816455
with EDL,0.01,0.41301355578727844,1.8722535326612055e-13,-1.587596508529632e-08,0.00018722535326612055,-15.875965085296318,0.0007489014130644821,-63.503860341185266
with EDL,0.01,0.4132638164754953,1.8856828466064862e-13,-1.5749871519396776e-08,0.0001885682846606486,-15.749871519396775,0.0007542731386425944,-62.9994860775871
with EDL,0.01,0.41351407716371225,1.8992084864338686e-13,-1.5624779441424135e-08,0.00018992084864338687,-15.624779441424135,0.0007596833945735474,-62.49911776569654
with EDL,0.01,0.4137643378519291,1.912831143070339e-13,-1.5500680897141793e-08,0.0001912831143070339,-15.500680897141793,0.0007651324572281355,-62.002723588567164
with EDL,0.01,0.414014598540146,1.9265515123987882e-13,-1.5377567995488856e-08,0.00019265515123987882,-15.377567995488857,0.0007706206049595153,-61.51027198195543
with EDL,0.01,0.4142648592283629,1.9403702952935326e-13,-1.5255432908078663e-08,0.00019403702952935326,-15.255432908078664,0.0007761481181174129,-61.021731632314655
with EDL,0.01,0.4145151199165798,1.9542881976561233e-13,-1.513426786870087e-08,0.00019542881976561234,-15.13426786870087,0.0007817152790624492,-60.537071474803476
with EDL,0.01,0.4147653806047967,1.968305930451413e-13,-1.501406517282752e-08,0.00019683059304514129,-15.01406517282752,0.0007873223721805651,-60.05626069131008
with EDL,0.01,0.4150156412930136,1.9824242097438682e-13,-1.4894817177123392e-08,0.0001982424209743868,-14.894817177123391,0.0007929696838975472,-59.579268708493565
with EDL,0.01,0.4152659019812305,1.9966437567341388e-13,-1.4776516298959816e-08,0.00019966437567341388,-14.776516298959816,0.0007986575026936555,-59.10606519583926
with EDL,0.01,0.41551616266944735,2.01096529779592e-13,-1.4659155015932445e-08,0.000201096529779592,-14.659155015932445,0.0008043861191183679,-58.63662006372978
with EDL,0.01,0.4157664233576642,2.0253895645130356e-13,-1.4542725865383014e-08,0.00020253895645130357,-14.542725865383014,0.0008101558258052142,-58.170903461532056
with EDL,0.01,0.41601668404588116,2.0399172937168256e-13,-1.442722144392492e-08,0.00020399172937168256,-14.427221443924921,0.0008159669174867303,-57.70888577569968
with EDL,0.01,0.41626694473409803,2.0545492275237765e-13,-1.431263440697236e-08,0.00020545492275237764,-14.312634406972359,0.0008218196910095106,-57.250537627889436
with EDL,0.01,0.4165172054223149,2.0692861133734372e-13,-1.4198957468273203e-08,0.00020692861133734373,-14.198957468273203,0.0008277144453493748,-56.795829873092806
with EDL,0.01,0.41676746611053184,2.0841287040665968e-13,-1.4086183399445784e-08,0.0002084128704066597,-14.086183399445785,0.0008336514816266387,-56.34473359778313
with EDL,0.01,0.4170177267987487,2.0990777578037278e-13,-1.397430502951938e-08,0.00020990777578037278,-13.97430502951938,0.000839631103121491,-55.89722011807752
with EDL,0.01,0.4172679874869656,2.114134038223739e-13,-1.3863315244478123e-08,0.0002114134038223739,-13.863315244478123,0.0008456536152894955,-55.453260977912485
with EDL,0.01,0.4175182481751825,2.1292983144429749e-13,-1.37532069868085e-08,0.0002129298314442975,-13.7532069868085,0.0008517193257771899,-55.012827947233994
with EDL,0.01,0.4177685088633994,2.144571361094497e-13,-1.3643973255050844e-08,0.0002144571361094497,-13.643973255050845,0.0008578285444377988,-54.575893020203374
with EDL,0.01,0.41801876955161626,2.1599539583676674e-13,-1.353560710335398e-08,0.00021599539583676673,-13.535607103353978,0.0008639815833470669,-54.142428413415914
with EDL,0.01,0.4182690302398332,2.1754468920479946e-13,-1.3428101641033595e-08,0.00021754468920479945,-13.428101641033596,0.0008701787568191978,-53.712406564134376
with EDL,0.01,0.41851929092805007,2.1910509535572699e-13,-1.3321450032134078e-08,0.000219105095355727,-13.321450032134077,0.0008764203814229078,-53.28580012853631
with EDL,0.01,0.41876955161626694,2.206766939994002e-13,-1.3215645494993842e-08,0.00022067669399940018,-13.215645494993842,0.0008827067759976007,-52.86258197997537
with EDL,0.01,0.4190198123044839,2.2225956541741395e-13,-1.311068130181407e-08,0.00022225956541741394,-13.11068130181407,0.0008890382616696558,-52.442725207256274
with EDL,0.01,0.41927007299270075,2.2385379046720709e-13,-1.3006550778231041e-08,0.00022385379046720708,-13.006550778231041,0.0008954151618688283,-52.02620311292416
with EDL,0.01,0.4195203336809176,2.254594505861934e-13,-1.290324730289148e-08,0.0002254594505861934,-12.90324730289148,0.0009018378023447735,-51.61298921156592
with EDL,0.01,0.41977059436913455,2.2707662779592212e-13,-1.2800764307031754e-08,0.00022707662779592212,-12.800764307031754,0.0009083065111836884,-51.203057228127015
with EDL,0.01,0.4200208550573514,2.2870540470626556e-13,-1.269909527406014e-08,0.00022870540470626557,-12.69909527406014,0.0009148216188250623,-50.79638109624055
with EDL,0.01,0.4202711157455683,2.3034586451964215e-13,-1.259823373914237e-08,0.00023034586451964214,-12.598233739142369,0.0009213834580785685,-50.392934956569476
with EDL,0.01,0.42052137643378523,2.3199809103526526e-13,-1.2498173288790559e-08,0.00023199809103526526,-12.498173288790559,0.0009279923641410609,-49.992693155162236
with EDL,0.01,0.4207716371220021,2.3366216865342305e-13,-1.2398907560455474e-08,0.00023366216865342305,-12.398907560455473,0.0009346486746136922,-49.595630241821894
with EDL,0.01,0.421021897810219,2.353381823797916e-13,-1.2300430242121952e-08,0.00023533818237979158,-12.300430242121951,0.0009413527295191662,-49.201720968487805
with EDL,0.01,0.4212721584984359,2.370262178297761e-13,-1.2202735071907458e-08,0.0002370262178297761,-12.202735071907458,0.0009481048713191043,-48.810940287629826
with EDL,0.01,0.4215224191866528,2.3872636123288376e-13,-1.210581583766391e-08,0.00023872636123288375,-12.105815837663911,0.000954905444931535,-48.42326335065564
with EDL,0.01,0.42177267987486966,2.4043869943713014e-13,-1.2009666376582774e-08,0.00024043869943713014,-12.009666376582775,0.0009617547977485204,-48.03866550633109
with EDL,0.01,0.4220229405630866,2.4216331991347487e-13,-1.1914280574803074e-08,0.00024216331991347485,-11.914280574803074,0.0009686532796538994,-47.6571222992123
with EDL,0.01,0.42227320125130346,2.439003107602899e-13,-1.1819652367022775e-08,0.00024390031076028992,-11.819652367022774,0.0009756012430411596,-47.2786094680911
with EDL,0.01,0.42252346193952034,2.4564976070785977e-13,-1.1725775736112874e-08,0.0002456497607078598,-11.725775736112874,0.000982599042831439,-46.90310294445149
with EDL,0.01,0.42277372262773727,2.47411759122915e-13,-1.1632644712734996e-08,0.000247411759122915,-11.632644712734997,0.00098964703649166,-46.53057885093998
with EDL,0.01,0.42302398331595414,2.491863960131941e-13,-1.1540253374961791e-08,0.00024918639601319406,-11.540253374961791,0.0009967455840527762,-46.161013499847165
with EDL,0.01,0.423274244004171,2.5097376203204614e-13,-1.1448595847900301e-08,0.0002509737620320461,-11.4485958479003,0.0010038950481281845,-45.7943833916012
with EDL,0.01,0.42352450469238795,2.527739484830587e-13,-1.1357666303318362e-08,0.0002527739484830587,-11.357666303318362,0.0010110957939322347,-45.43066521327344
with EDL,0.01,0.4237747653806048,2.545870473247216e-13,-1.1267458959274217e-08,0.0002545870473247216,-11.267458959274217,0.0010183481892988863,-45.06983583709687
with EDL,0.01,0.4240250260688217,2.5641315117512594e-13,-1.1177968079748571e-08,0.00025641315117512595,-11.17796807974857,0.0010256526047005038,-44.71187231899428
with EDL,0.01,0.4242752867570386,2.5825235331669515e-13,-1.1089187974280058e-08,0.0002582523533166952,-11.089187974280058,0.0010330094132667805,-44.356751897120226
with EDL,0.01,0.4245255474452555,2.601047477009471e-13,-1.1001112997603377e-08,0.0002601047477009471,-11.001112997603377,0.0010404189908037884,-44.0044519904135
with EDL,0.01,0.4247758081334724,2.61970428953298e-13,-1.091373754929025e-08,0.000261970428953298,-10.91373754929025,0.0010478817158131918,-43.654950197161
with EDL,0.01,0.42502606882168925,2.638494923778937e-13,-1.0827056073393312e-08,0.0002638494923778937,-10.827056073393312,0.0010553979695115748,-43.30822429357325
with EDL,0.01,0.4252763295099062,2.657420339624778e-13,-1.0741063058092916e-08,0.0002657420339624778,-10.741063058092916,0.001062968135849911,-42.96425223237166
with EDL,0.01,0.42552659019812306,2.6764815038329564e-13,-1.0655753035346574e-08,0.00026764815038329566,-10.655753035346574,0.0010705926015331824,-42.6230121413863
with EDL,0.01,0.42577685088634,2.695679390100335e-13,-1.0571120580541264e-08,0.0002695679390100335,-10.571120580541264,0.001078271756040134,-42.284482322165054
with EDL,0.01,0.42602711157455686,2.715014979107891e-13,-1.0487160312148573e-08,0.0002715014979107891,-10.487160312148573,0.0010860059916431564,-41.94864124859429
with EDL,0.01,0.42627737226277373,2.734489258570863e-13,-1.04038668913824e-08,0.0002734489258570863,-10.4038668913824,0.0010937957034283451,-41.6154675655296
with EDL,0.01,0.4265276329509906,2.7541032232891725e-13,-1.0321235021859484e-08,0.00027541032232891727,-10.321235021859485,0.0011016412893156689,-41.28494008743793
with EDL,0.01,0.42677789363920754,2.7738578751982516e-13,-1.0239259449262713e-08,0.0002773857875198252,-10.239259449262713,0.0011095431500793005,-40.95703779705085
with EDL,0.01,0.4270281543274244,2.7937542234202146e-13,-1.015793496100693e-08,0.00027937542234202144,-10.15793496100693,0.0011175016893680857,-40.63173984402772
with EDL,0.01,0.4272784150156413,2.813793284315422e-13,-1.0077256385907584e-08,0.00028137932843154217,-10.077256385907583,0.0011255173137261687,-40.309025543630334
with EDL,0.01,0.4275286757038582,2.8339760815343964e-13,-9.997218593851707e-09,0.0002833976081534396,-9.997218593851708,0.0011335904326137585,-39.98887437540683
with EDL,0.01,0.4277789363920751,2.854303646070086e-13,-9.91781649547199e-09,0.0002854303646070086,-9.917816495471989,0.0011417214584280343,-39.671265981887956
with EDL,0.01,0.42802919708029197,2.8747770163105743e-13,-9.839045041822875e-09,0.0002874777016310574,-9.839045041822875,0.0011499108065242296,-39.3561801672915
with EDL,0.01,0.4282794577685089,2.895397238092097e-13,-9.760899224059713e-09,0.0002895397238092097,-9.760899224059713,0.0011581588952368387,-39.043596896238846
with EDL,0.01,0.42852971845672577,2.91616536475247e-13,-9.683374073120217e-09,0.000291616536475247,-9.683374073120216,0.001166466145900988,-38.733496292480865
with EDL,0.01,0.42877997914494265,2.9370824571848994e-13,-9.606464659408452e-09,0.00029370824571848994,-9.606464659408452,0.0011748329828739597,-38.4258586376338
with EDL,0.01,0.4290302398331596,2.9581495838921837e-13,-9.530166092481337e-09,0.0002958149583892184,-9.530166092481338,0.0011832598335568734,-38.12066436992534
with EDL,0.01,0.42928050052137645,2.979367821041254e-13,-9.454473520737868e-09,0.0002979367821041254,-9.454473520737869,0.0011917471284165013,-37.81789408295147
with EDL,0.01,0.4295307612095933,3.000738252518213e-13,-9.379382131110346e-09,0.0003000738252518213,-9.379382131110345,0.0012002953010072852,-37.51752852444138
with EDL,0.01,0.42978102189781026,3.022261969983661e-13,-9.304887148758598e-09,0.00030222619699836614,-9.304887148758597,0.0012089047879934643,-37.21954859503439
with EDL,0.01,0.43003128258602713,3.043940072928458e-13,-9.230983836766156e-09,0.00030439400729284584,-9.230983836766157,0.0012175760291713831,-36.92393534706462
with EDL,0.01,0.430281543274244,3.0657736687299167e-13,-9.157667495839162e-09,0.00030657736687299166,-9.157667495839162,0.0012263094674919667,-36.63066998335665
with EDL,0.01,0.43053180396246093,3.087763872708355e-13,-9.08493346400746e-09,0.0003087763872708355,-9.08493346400746,0.001235105549083342,-36.33973385602984
with EDL,0.01,0.4307820646506778,3.1099118081840367e-13,-9.012777116328305e-09,0.00031099118081840364,-9.012777116328305,0.0012439647232736146,-36.05110846531322
with EDL,0.01,0.4310323253388947,3.13221860653462e-13,-8.941193864592121e-09,0.000313221860653462,-8.94119386459212,0.0012528874426138478,-35.76477545836848
with EDL,0.01,0.4312825860271116,3.154685407252905e-13,-8.870179157030836e-09,0.0003154685407252905,-8.870179157030837,0.0012618741629011618,-35.48071662812334
with EDL,0.01,0.4315328467153285,3.1773133580050544e-13,-8.799728478028418e-09,0.00031773133580050543,-8.799728478028417,0.0012709253432020217,-35.19891391211367
with EDL,0.01,0.43178310740354536,3.20010361468922e-13,-8.729837347833771e-09,0.00032001036146892204,-8.72983734783377,0.001280041445875688,-34.91934939133508
with EDL,0.01,0.4320333680917623,3.2230573414946e-13,-8.660501322275797e-09,0.00032230573414945997,-8.660501322275797,0.0012892229365978399,-34.64200528910319
with EDL,0.01,0.43228362877997917,3.246175710960861e-13,-8.591715992480959e-09,0.0003246175710960861,-8.591715992480959,0.0012984702843843443,-34.366863969923834
with EDL,0.01,0.43253388946819604,3.269459904038107e-13,-8.523476984592776e-09,0.0003269459904038107,-8.523476984592776,0.0013077839616152428,-34.0939079383711
with EDL,0.01,0.432784150156413,3.2929111101471576e-13,-8.455779959493788e-09,0.00032929111101471576,-8.455779959493789,0.001317164444058863,-33.82311983797515
with EDL,0.01,0.43303441084462985,3.316530527240319e-13,-8.38862061252962e-09,0.0003316530527240319,-8.388620612529621,0.0013266122108961276,-33.55448245011848
with EDL,0.01,0.4332846715328467,3.340319361862579e-13,-8.32199467323528e-09,0.0003340319361862579,-8.32199467323528,0.0013361277447450316,-33.28797869294112
with EDL,0.01,0.43353493222106365,3.364278829213248e-13,-8.25589790506354e-09,0.0003364278829213248,-8.25589790506354,0.0013457115316852992,-33.02359162025416
with EDL,0.01,0.4337851929092805,3.3884101532080007e-13,-8.190326105115696e-09,0.00033884101532080007,-8.190326105115696,0.0013553640612832003,-32.76130442046278
with EDL,0.01,0.4340354535974974,3.41271456654145e-13,-8.125275103874162e-09,0.000341271456654145,-8.125275103874161,0.00136508582661658,-32.501100415496644
with EDL,0.01,0.4342857142857143,3.4371933107500807e-13,-8.060740764937442e-09,0.0003437193310750081,-8.060740764937442,0.0013748773243000322,-32.24296305974977
with EDL,0.01,0.4345359749739312,3.4618476362756836e-13,-7.996718984757017e-09,0.0003461847636275684,-7.996718984757017,0.0013847390545102733,-31.986875939028064
with EDL,0.01,0.4347862356621481,3.486678802529217e-13,-7.93320569237656e-09,0.0003486678802529217,-7.93320569237656,0.0013946715210116866,-31.732822769506235
with EDL,0.01,0.435036496350365,3.511688077955171e-13,-7.87019684917288e-09,0.00035116880779551706,-7.87019684917288,0.0014046752311820683,-31.480787396691518
with EDL,0.01,0.4352867570385819,3.536876740096312e-13,-7.80768844859932e-09,0.0003536876740096312,-7.80768844859932,0.0014147506960385248,-31.23075379439728
with EDL,0.01,0.43553701772679876,3.562246075659003e-13,-7.74567651593084e-09,0.0003562246075659003,-7.74567651593084,0.0014248984302636012,-30.98270606372336
with EDL,0.01,0.43578727841501563,3.5877973805788946e-13,-7.684157108011355e-09,0.0003587797380578895,-7.684157108011355,0.0014351189522315577,-30.73662843204542
with EDL,0.01,0.43603753910323256,3.6135319600871364e-13,-7.623126313002929e-09,0.0003613531960087136,-7.6231263130029285,0.0014454127840348545,-30.49250525201171
with EDL,0.01,0.43628779979144944,3.6394511287770416e-13,-7.56258025013717e-09,0.00036394511287770416,-7.56258025013717,0.0014557804515108166,-30.250321000548677
with EDL,0.01,0.43653806047966637,3.6655562106712677e-13,-7.50251506946827e-09,0.0003665556210671268,-7.502515069468269,0.001466222484268507,-30.010060277873077
with EDL,0.01,0.43678832116788324,3.6918485392893956e-13,-7.442926951628399e-09,0.00036918485392893954,-7.442926951628399,0.0014767394157157582,-29.771707806513596
with EDL,0.01,0.4370385818561001,3.7183294577161177e-13,-7.3838121075846935e-09,0.0003718329457716118,-7.383812107584694,0.001487331783086447,-29.535248430338772
with EDL,0.01,0.437288842544317,3.7450003186698055e-13,-7.325166778398397e-09,0.00037450003186698057,-7.325166778398398,0.001498000127467922,-29.300667113593587
with EDL,0.01,0.4375391032325339,3.771862484571615e-13,-7.266987234985773e-09,0.0003771862484571615,-7.2669872349857725,0.001508744993828646,-29.06794893994309
with EDL,0.01,0.4377893639207508,3.79891732761509e-13,-7.209269777881117e-09,0.000379891732761509,-7.209269777881117,0.0015195669310460358,-28.837079111524467
with EDL,0.01,0.43803962460896767,3.826166229836253e-13,-7.152010737001331e-09,0.0003826166229836253,-7.152010737001331,0.001530466491934501,-28.608042948005323
with EDL,0.01,0.4382898852971846,3.853610583184217e-13,-7.095206471412733e-09,0.00038536105831842173,-7.095206471412733,0.0015414442332736867,-28.38082588565093
with EDL,0.01,0.4385401459854015,3.8812517895922404e-13,-7.0388533690994545e-09,0.00038812517895922403,-7.038853369099455,0.0015525007158368961,-28.155413476397815
with EDL,0.01,0.43879040667361835,3.909091261049417e-13,-6.982947846733726e-09,0.0003909091261049417,-6.982947846733726,0.0015636365044197666,-27.931791386934904
with EDL,0.01,0.4390406673618353,3.937130419672752e-13,-6.927486349448068e-09,0.0003937130419672752,-6.927486349448068,0.0015748521678691008,-27.70994539779227
with EDL,0.01,0.43929092805005215,3.9653706977798246e-13,-6.872465350609319e-09,0.00039653706977798247,-6.872465350609319,0.0015861482791119296,-27.489861402437274
with EDL,0.01,0.43954118873826903,3.993813537961951e-13,-6.81788135159422e-09,0.0003993813537961951,-6.81788135159422,0.0015975254151847802,-27.271525406376877
with EDL,0.01,0.43979144942648596,4.0224603931578904e-13,-6.763730881567114e-09,0.00040224603931578905,-6.763730881567114,0.001608984157263156,-27.054923526268457
with EDL,0.01,0.44004171011470283,4.0513127267280095e-13,-6.71001049725918e-09,0.00040513127267280093,-6.71001049725918,0.0016205250906912037,-26.84004198903672
with EDL,0.01,0.4402919708029197,4.080372012529122e-13,-6.656716782749428e-09,0.0004080372012529122,-6.656716782749428,0.0016321488050116486,-26.626867130997713
with EDL,0.01,0.44054223149113664,4.1096397349897144e-13,-6.603846349247546e-09,0.00041096397349897146,-6.603846349247545,0.0016438558939958856,-26.41538539699018
with EDL,0.01,0.4407924921793535,4.139117389185796e-13,-6.551395834878468e-09,0.00041391173891857963,-6.551395834878468,0.0016556469556743183,-26.205583339513872
with EDL,0.01,0.4410427528675704,4.168806480917267e-13,-6.499361904468512e-09,0.0004168806480917267,-6.499361904468512,0.0016675225923669067,-25.997447617874045
with EDL,0.01,0.4412930135557873,4.198708526784851e-13,-6.447741249333331e-09,0.0004198708526784851,-6.447741249333331,0.0016794834107139401,-25.790964997333322
with EDL,0.01,0.4415432742440042,4.228825054267524e-13,-6.396530587067589e-09,0.0004228825054267524,-6.396530587067589,0.0016915300217070094,-25.586122348270354
with EDL,0.01,0.44179353493222107,4.259157601800607e-13,-6.345726661336127e-09,0.0004259157601800607,-6.345726661336127,0.0017036630407202427,-25.38290664534451
with EDL,0.01,0.442043795620438,4.289707718854315e-13,-6.295326241666969e-09,0.00042897077188543153,-6.295326241666969,0.001715883087541726,-25.181304966667877
with EDL,0.01,0.44229405630865487,4.320476966012902e-13,-6.245326123245953e-09,0.0004320476966012902,-6.2453261232459525,0.0017281907864051607,-24.98130449298381
with EDL,0.01,0.44254431699687174,4.351466915054405e-13,-6.195723126712849e-09,0.0004351466915054405,-6.195723126712849,0.0017405867660217618,-24.782892506851393
with EDL,0.01,0.4427945776850887,4.382679149030926e-13,-6.146514097959239e-09,0.0004382679149030926,-6.146514097959239,0.0017530716596123703,-24.586056391836955
with EDL,0.01,0.44304483837330555,4.414115262349466e-13,-6.097695907928001e-09,0.0004414115262349466,-6.097695907928001,0.0017656461049397863,-24.390783631712
