solver_variant,pH,pH_ref,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,E_mix_with,i_mix_with,i_mix_norm_with,i_mix_phys_with,i_mix_abs_with,E_mix_no,i_mix_no,i_mix_norm_no,i_mix_phys_no,i_mix_abs_no,delta_E_mix,ratio_i_mix,pct_i_mix,ratio_i_mix_phys,pct_i_mix_phys,delta_i_mix_abs_A,ratio_i_mix_abs,pct_i_mix_abs,mode
nonlinearPB,7.0,7.0,0.0,0.1,0.834,8.85e-05,0.0003878,0.4608376651780113,0.23680428062106607,0.23680428062106607,7.201734144207586e-10,7.201734144207586e-10,0.4915721295774951,0.6555361211259985,0.6555361211259985,1.9936281784656743e-09,1.9936281784656743e-09,-0.030734464399483796,0.36123757789931255,-63.87624221006874,0.36123757789931255,-63.876242210068746,-1.2734547640449158e-09,0.36123757789931255,-63.876242210068746,FULL
