x_m,x_nm,phi_tilde,phi_s_V,c_Red1_over_c_bulk,c_Ox2_over_c_bulk,j_Au_A_per_m2,j_Pd_A_per_m2
0.0,0.0,-6.003633712559221,-0.1541631837538765,0.002469761448504424,404.8974044054152,0.15470765770118886,nan
2.6000000000000004e-11,0.026000000000000002,-6.003657937318211,-0.1541638058048127,0.002469701619853242,404.9072130662583,0.1547057838346765,nan
5.200000000000001e-11,0.052000000000000005,-6.003685124903239,-0.15416450393612238,0.002469634475543209,404.91822166518983,0.15470368081064445,nan
7.800000000000001e-11,0.07800000000000001,-6.003664217789224,-0.15416396707671123,0.0024696861090125165,404.9097560822584,0.15470529802284388,nan
1.0400000000000002e-10,0.10400000000000001,-6.003634450017783,-0.15416320269056805,0.00246975962715837,404.89770300058285,0.15470760065595598,nan
1.3000000000000002e-10,0.13,-6.003651684735679,-0.15416364524904333,0.0024697170619147253,404.9046813584058,0.15470626749077332,nan
1.5600000000000003e-10,0.15600000000000003,-6.003683528778852,-0.15416446295034128,0.002469638417390167,404.9175753658575,0.15470380427385252,nan
1.8200000000000004e-10,0.18200000000000005,-6.003670150536232,-0.15416411941964403,0.002469671457033105,404.9121583165284,0.15470483910982752,nan
2.0800000000000003e-10,0.20800000000000002,-6.003636616436234,-0.15416325832053845,0.0024697542766313405,404.8985801793875,0.15470743307534648,nan
2.34e-10,0.234,-6.003645829939776,-0.1541634949077634,0.0024697315216463908,404.90231073107594,0.1547067203782468,nan
2.6000000000000003e-10,0.26,-6.003680427544772,-0.15416438331588284,0.002469646076328869,404.91631962362027,0.15470404416039357,nan
2.8600000000000005e-10,0.28600000000000003,-6.0036753765749395,-0.1541642536155001,0.002469658550468201,404.9142744086703,0.15470443486361696,nan
3.1200000000000006e-10,0.31200000000000006,-6.0036400766696545,-0.15416334717349423,0.0024697457307198373,404.8999812254106,0.15470716541366286,nan
3.38e-10,0.338,-6.003640715104362,-0.15416336356742028,0.0024697441539489463,404.9002397276943,0.15470711602845877,nan
3.640000000000001e-10,0.3640000000000001,-6.00367599781649,-0.1541642695679349,0.00246965701621417,404.91452595832016,0.1547043868092129,nan
3.9e-10,0.39,-6.003679574898538,-0.15416436142136622,0.002469648182064194,404.91597437339226,0.154704110114318,nan
4.1600000000000006e-10,0.41600000000000004,-6.003644614404854,-0.15416346369487757,0.002469734523693129,404.9018185584762,0.15470681440398604,nan
4.420000000000001e-10,0.44200000000000006,-6.003636634307313,-0.1541632587794376,0.0024697542324941674,404.898587415362,0.15470743169295215,nan
4.68e-10,0.468,-6.003670491303774,-0.15416412816997951,0.002469670615449376,404.9122962974729,0.15470481275063586,nan
4.940000000000001e-10,0.49400000000000005,-6.003682481567006,-0.15416443605970806,0.0024696410036261275,404.9171513315979,0.15470388527770196,nan
5.200000000000001e-10,0.52,-6.003649944996612,-0.15416360057547956,0.002469721358581721,404.9039769305258,0.15470640206510064,nan
5.460000000000001e-10,0.546,-6.0036338160061415,-0.15416318641021887,0.002469761193015222,404.89744629080695,0.1547076496991737,nan
5.720000000000001e-10,0.5720000000000001,-6.0036642198334675,-0.15416396712920397,0.0024696861039638757,404.9097569099927,0.1547052978647162,nan
5.98e-10,0.598,-6.00368390540341,-0.15416447262142444,0.0024696374872638666,404.9177278677888,0.15470377514122935,nan
6.240000000000001e-10,0.6240000000000001,-6.003655732360684,-0.15416374918522388,0.0024697070654464215,404.9063202640355,0.1547059543946118,nan
6.500000000000001e-10,0.6500000000000001,-6.003632409401426,-0.15416315029098315,0.002469764666995405,404.8968767605503,0.15470775850546672,nan
6.76e-10,0.676,-6.003657536789781,-0.15416379551991846,0.0024697026090391523,404.9070508894405,0.15470581481671197,nan
7.020000000000001e-10,0.7020000000000001,-6.003683739364796,-0.15416446835783298,0.002469637897319086,404.91766063581605,0.15470378798463008,nan
7.280000000000002e-10,0.7280000000000002,-6.003661608921279,-0.15416390008538436,0.0024696925521058444,404.9086997275532,0.15470549982582196,nan
7.540000000000001e-10,0.7540000000000001,-6.003632475498021,-0.1541631519882322,0.0024697645037523755,404.896903522856,0.15470775339263879,nan
7.8e-10,0.78,-6.003650816071774,-0.15416362294321995,0.002469719207269725,404.9043296324768,0.15470633468466316,nan
8.06e-10,0.806,-6.0036819669114045,-0.15416442284422058,0.002469642274641031,404.9169429387714,0.15470392508731767,nan
8.320000000000001e-10,0.8320000000000001,-6.003667197431657,-0.15416404358890134,0.0024696787502419527,404.9109625703467,0.15470506753978025,nan
8.580000000000001e-10,0.8580000000000001,-6.003633983396783,-0.15416319070852813,0.0024697607796003453,404.897514066856,0.15470763675086785,nan
8.840000000000002e-10,0.8840000000000001,-6.003644429815919,-0.15416345895494518,0.002469734979578835,404.9017438180879,0.15470682868256969,nan
9.100000000000001e-10,0.91,-6.00367866299432,-0.15416433800520457,0.002469650434147815,404.9156051289757,0.15470418065199934,nan
9.36e-10,0.936,-6.0036721333723335,-0.15416417033552945,0.002469666560084236,404.91296119176985,0.1547046857327335,nan
9.620000000000002e-10,0.9620000000000002,-6.003636812038362,-0.15416326334327107,0.002469753793542195,404.89865937841927,0.15470741794479564,nan
9.880000000000001e-10,0.9880000000000001,-6.003638726205056,-0.15416331249584198,0.0024697490660262667,404.8994344226891,0.15470726987697317,nan
1.0140000000000002e-09,1.0140000000000002,-6.0036739895998394,-0.15416421800031976,0.0024696619758254913,404.9137128030435,0.15470454214925367,nan
1.0400000000000001e-09,1.04,-6.003676086599064,-0.15416427184772158,0.0024696567969516724,404.9145619076757,0.15470437994168623,nan
1.066e-09,1.066,-6.003640757299323,-0.15416336465091565,0.0024697440497381917,404.90025681244424,0.15470711276452848,nan
1.0920000000000002e-09,1.092,-6.003634008680782,-0.15416319135777856,0.002469760717154917,404.89752430428445,0.154707634795054,nan
1.118e-09,1.118,-6.003668186112275,-0.1541640689765514,0.002469676308519646,404.91136289816546,0.1547049910628482,nan
1.1440000000000002e-09,1.1440000000000001,-6.003678780954431,-0.1541643410342212,0.002469650142827593,404.91565289286825,0.15470417152753846,nan
1.1700000000000003e-09,1.1700000000000004,-6.003645544021747,-0.15416348756587084,0.00246973222778726,404.902194962222,0.1547067424949686,nan
1.196e-09,1.196,-6.003630517793486,-0.15416310171768297,0.002469769338826279,404.8961108551275,0.15470790482874816,nan
1.2220000000000001e-09,1.2220000000000002,-6.003661555063214,-0.15416389870240013,0.0024696926851187095,404.90867791995487,0.1547055039918914,nan
1.2480000000000002e-09,1.2480000000000002,-6.003680010678353,-0.1541643726114566,0.0024696471058415987,404.9161508276394,0.15470407640585737,nan
1.2740000000000002e-09,1.2740000000000002,-6.003650842266492,-0.15416362361585612,0.002469719142576129,404.9043402388315,0.1547063326584188,nan
