gap_nm,E_mix_V,i_mix_avg_A_per_m2,phi_RP_Au_V,phi_RP_Pd_V,c_Red1_at_Au_over_bulk,c_Ox2_at_Pd_over_bulk,eta_Au_V,eta_Pd_V,j_Au_A_per_m2,j_Pd_A_per_m2
3.0,0.6242900341334899,0.08130214502560712,-0.17622930235805523,-0.13835076590892453,0.0010458109077229262,218.73148761229427,0.7005193364915452,-0.0713591999575855,0.16260429005121424,-0.16260429005121363
10.0,0.6035802257161148,0.07938298413924798,-0.15674631952439882,-0.11641413190783088,0.0022334010486961165,93.08922730386095,0.6603265452405136,-0.11400564237605428,0.15876596827849596,-0.1587659682784961
1000.0,0.6008249905513603,0.07995142584528554,-0.15362464284073502,-0.11402533826198605,0.0025221057402127546,84.8199517121995,0.6544496333920953,-0.11914967118665362,0.15990285169057109,-0.1599028516905725
