gap_nm,gap_over_lambda_D,overlap_factor_exp_minus_d_over_lambda,E_mix_V,I_Au_A,I_Pd_A,i_mix_avg_A_per_m2,phi_RP_Au_V,phi_RP_Pd_V,max_abs_phi_tilde
3.0,0.9864469135320542,0.37289928338582184,0.6242900341334899,4.0651072512803565e-11,-4.065107251280341e-11,0.08130214502560712,-0.17622930235805523,-0.13835076590892453,6.862962706236977
10.0,3.2881563784401804,0.03732259474688248,0.6035802257161148,3.969149206962399e-11,-3.969149206962403e-11,0.07938298413924798,-0.15674631952439882,-0.11641413190783088,6.104229721401284
1000.0,328.81563784401806,1.5746459512180734e-143,0.6008249905513603,3.9975712922642774e-11,-3.997571292264313e-11,0.07995142584528554,-0.15362464284073502,-0.11402533826198605,5.982661115191937
