gap_nm,x_nm,phi_tilde,phi_s_mV,c_Red1_over_c_bulk,c_Ox2_over_c_bulk
10.0,0.0,-6.104229721401284,-156.7463195243988,0.0022334010486961165,447.7476181825072
10.0,0.008333333333333333,-6.088408145414811,-156.34004814895232,0.0022690179881805737,440.71929143314384
10.0,0.016666666666666666,-6.072632283137942,-155.93495062443526,0.0023050975482708964,433.8211199565596
10.0,0.025,-6.056902016120471,-155.53102390924627,0.0023416440376351775,427.0503902078552
10.0,0.03333333333333333,-6.041217226254538,-155.1282649705748,0.0023786617811710335,420.4044509041938
10.0,0.041666666666666664,-6.025577795773742,-154.7266707843783,0.0024161551197556907,413.88071147564193
10.0,0.05,-6.0099836072522494,-154.32623833535962,0.0024541284099921516,407.47664055736925
10.0,0.05833333333333334,-5.994434543603922,-153.92696461694416,0.0024925860239514075,401.18976452204276
10.0,0.06666666666666667,-5.978930488081431,-153.5288466312576,0.0025315323489107774,395.0176660512603
10.0,0.075,-5.963471324275386,-153.13188138910317,0.0025709717870883273,388.95798274492864
10.0,0.08333333333333333,-5.948056936113455,-152.73606590993924,0.0026109087553734273,383.0084057675061
10.0,0.09166666666666667,-5.932687207859498,-152.341397221857,0.0026513476850534286,377.1666785300731
10.0,0.1,-5.917362024112693,-151.9478723615581,0.002692293021536499,371.4305954072181
10.0,0.10833333333333334,-5.9020812698066765,-151.55548837433247,0.0027337492240706077,365.7980004877623
10.0,0.11666666666666668,-5.88684483020867,-151.1642423140359,0.002775720765458729,360.26678635836595
10.0,0.125,-5.871652590918629,-150.77413124306835,0.0028182121317701873,354.83489291910604
10.0,0.13333333333333333,-5.856504437868377,-150.38515223235146,0.0028612278220482732,349.5003062301162
10.0,0.14166666666666666,-5.841400257320749,-149.99730236130677,0.0029047723480140823,344.26105738842983
10.0,0.15,-5.826339935868744,-149.61057871783382,0.002948850233766568,339.1152214341857
10.0,0.15833333333333333,-5.811323360434667,-149.22497839828821,0.002993466015478945,334.060916285366
10.0,0.16666666666666666,-5.796350418269279,-148.84049850745976,0.003038624241091334,329.0963017002872
10.0,0.17500000000000002,-5.781420996950958,-148.45713615855087,0.003084329469999738,324.21957826706654
