x_nm,segment_id,material,phi_tilde_with,phi_tilde_no,phi_rp_with_V,phi_rp_no_V,c_R1_with,c_O2_with,c_R1_no,c_O2_no,eta_au_with_V,eta_pd_with_V,eta_au_no_V,eta_pd_no_V,j_au_with,j_pd_with,j_au_no,j_pd_no
0.36743515850144093,C_left,C,1.512260389112095,0.0,0.03883229514197265,0.0,4.5369745403795605,0.22041119937965103,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.37103746397694526,C_left,C,1.5121158213600072,0.0,0.03882858288602949,0.0,4.536318687577704,0.22044306603467015,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.3746397694524496,C_left,C,1.511955744801611,0.0,0.038824472390108486,0.0,4.535592587411766,0.22047835662652618,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.3782420749279539,C_left,C,1.5117772207213065,0.0,0.038819888192951534,0.0,4.53478294718875,0.22051772083599508,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.38184438040345825,C_left,C,1.5115832559009945,0.0,0.03881490750364449,0.0,4.533903444128329,0.22056049766455846,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.3854466858789625,C_left,C,1.511381738675162,0.0,0.03880973288130692,0.0,4.532989876536972,0.22060494888286875,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.38904899135446686,C_left,C,1.5111826462188418,0.0,0.0388046205229591,0.0,4.532087482280902,0.2206488740364565,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.39265129682997124,C_left,C,1.5109945116580885,0.0,0.03879978954488007,0.0,4.531234920193839,0.22069038962058968,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.3962536023054755,C_left,C,1.5108214018695705,0.0,0.03879534437760062,0.0,4.530450586964918,0.22072859659417002,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.39985590778097985,C_left,C,1.5106614762314337,0.0,0.038791237757057215,0.0,4.529726109696538,0.2207638995786863,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4034582132564842,C_left,C,1.510507636970985,0.0,0.03878728742442325,0.0,4.529029313580462,0.22079786434622165,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4070605187319885,C_left,C,1.5103500412138153,0.0,0.038783240631291856,0.0,4.528315614016033,0.2208326638948933,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.41066282420749284,C_left,C,1.5101795855640798,0.0,0.03877886361781799,0.0,4.527543802817497,0.22087030927844334,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4142651296829971,C_left,C,1.5099911295009498,0.0,0.0387740243841004,0.0,4.526690640131135,0.2209119375498191,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4178674351585015,C_left,C,1.5097853161233452,0.0,0.038768739443834264,0.0,4.525759082507917,0.22095740886098097,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4214697406340058,C_left,C,1.509568345235147,0.0,0.03876316799752224,0.0,4.524777231060456,0.22100535538754768,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4250720461095101,C_left,C,1.509349778718338,0.0,0.038757555578159825,0.0,4.523788374331149,0.22105366503751447,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4286743515850144,C_left,C,1.509139154930196,0.0,0.03875214711466773,0.0,4.52283565722296,0.22110022910140498,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.43227665706051877,C_left,C,1.5089426107449153,0.0,0.038747100191620476,0.0,4.521946807525533,0.22114368933658746,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.4358789625360231,C_left,C,1.508760707395215,0.0,0.038742429220527314,0.0,4.5211243250625035,0.22118391977335755,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
0.43948126801152737,C_left,C,1.5085882302421219,0.0,0.038738000298258114,0.0,4.5203446016543065,0.22122207223626952,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
