L_support_nm,x_nm,material,phi_RP_V,sigma_C_per_m2,sigma_uC_per_cm2
2.0,39.16383276655331,Pd,-0.11512966005925404,-0.026326678274965744,-2.6326678274965745
2.0,39.17423484696939,Pd,-0.1151300994667672,-0.026326502511960483,-2.6326502511960483
2.0,39.18463692738548,Pd,-0.11513002670222526,-0.026326531617777257,-2.632653161777726
2.0,39.19503900780157,Pd,-0.11512950671869908,-0.026326739611187727,-2.6326739611187726
2.0,39.205441088217654,Pd,-0.1151287623244291,-0.026327037368895717,-2.632703736889572
2.0,39.21584316863374,Pd,-0.11512809521292212,-0.02632730421349851,-2.632730421349851
2.0,39.22624524904982,Pd,-0.11512777920020353,-0.026327430618585945,-2.6327430618585943
2.0,39.236647329465896,Pd,-0.11512796345007364,-0.0263273569186379,-2.63273569186379
2.0,39.24704940988198,Pd,-0.11512861989033898,-0.026327094342531766,-2.6327094342531767
2.0,39.25745149029806,Pd,-0.11512955335688962,-0.02632672095591151,-2.632672095591151
2.0,39.26785357071415,Pd,-0.11513047080197047,-0.02632635397787917,-2.632635397787917
2.0,39.27825565113024,Pd,-0.11513108502505238,-0.026326108288646406,-2.6326108288646406
2.0,39.28865773154632,Pd,-0.11513121620916744,-0.026326055815000384,-2.632605581500038
2.0,39.2990598119624,Pd,-0.11513085536651187,-0.026326200152062613,-2.6326200152062613
2.0,39.309461892378486,Pd,-0.11513016730824899,-0.026326475375367767,-2.632647537536777
2.0,39.319863972794565,Pd,-0.1151294321624354,-0.0263267694336932,-2.63267694336932
2.0,39.33026605321065,Pd,-0.11512894619189064,-0.026326963821911104,-2.6326963821911105
2.0,39.34066813362673,Pd,-0.11512891702828737,-0.02632697548735241,-2.632697548735241
2.0,39.351070214042814,Pd,-0.1151293903701715,-0.02632678615059876,-2.632678615059876
2.0,39.3614722944589,Pd,-0.11513023402319854,-0.026326448689387945,-2.6326448689387947
2.0,39.37187437487498,Pd,-0.11513118485568291,-0.026326068356394196,-2.6326068356394194
2.0,39.38227645529106,Pd,-0.11513194199156823,-0.026325765502040067,-2.6325765502040066
2.0,39.39267853570715,Pd,-0.11513227323551796,-0.026325633004460176,-2.6325633004460176
2.0,39.40308061612323,Pd,-0.11513209708646512,-0.026325703464081314,-2.6325703464081314
2.0,39.41348269653932,Pd,-0.11513151137237278,-0.02632593774971825,-2.632593774971825
2.0,39.4238847769554,Pd,-0.11513075844649559,-0.026326238920069123,-2.6326238920069125
2.0,39.43428685737148,Pd,-0.11513013932685462,-0.026326486567925512,-2.632648656792551
2.0,39.44468893778757,Pd,-0.11512990719730458,-0.02632657941974553,-2.632657941974553
2.0,39.45509101820364,Pd,-0.11513017794894466,-0.026326471119089496,-2.6326471119089496
2.0,39.46549309861973,Pd,-0.11513088937053942,-0.026326186550451592,-2.6326186550451594
2.0,39.47589517903582,Pd,-0.11513182335833226,-0.026325812955334454,-2.6325812955334453
2.0,39.4862972594519,Pd,-0.11513268321722758,-0.026325469011776327,-2.6325469011776326
2.0,39.49669933986798,Pd,-0.11513319865665345,-0.026325262836005982,-2.632526283600598
2.0,39.507101420284066,Pd,-0.11513322132537179,-0.026325253768518644,-2.6325253768518646
2.0,39.51750350070015,Pd,-0.11513277711894773,-0.026325431451088267,-2.632543145108827
2.0,39.52790558111623,Pd,-0.11513205681736591,-0.026325719571720998,-2.6325719571721
2.0,39.53830766153231,Pd,-0.11513134843638469,-0.026326002924113485,-2.6326002924113485
2.0,39.54870974194839,Pd,-0.11513093528001601,-0.026326168186660955,-2.6326168186660954
2.0,39.55911182236448,Pd,-0.11513099577984856,-0.026326143986727935,-2.6326143986727937
2.0,39.56951390278056,Pd,-0.11513154053235149,-0.026325926085726765,-2.6325926085726765
2.0,39.57991598319665,Pd,-0.11513240875151792,-0.02632557879806019,-2.632557879806019
2.0,39.590318063612735,Pd,-0.11513332532081447,-0.026325212170341575,-2.6325212170341574
2.0,39.600720144028806,Pd,-0.11513399820128244,-0.026324943018154384,-2.6324943018154383
2.0,39.61112222444489,Pd,-0.1151342217080323,-0.026324853615454443,-2.632485361545444
2.0,39.621524304860976,Pd,-0.11513394913318054,-0.026324962645395147,-2.632496264539515
2.0,39.63192638527706,Pd,-0.11513330907426461,-0.026325218668961516,-2.6325218668961514
2.0,39.64232846569315,Pd,-0.1151325597610986,-0.02632551839422792,-2.632551839422792
2.0,39.65273054610924,Pd,-0.11513199760233593,-0.026325743257732986,-2.6325743257732985
2.0,39.66313262652532,Pd,-0.11513185234029928,-0.026325801362547648,-2.6325801362547647
2.0,39.673534706941396,Pd,-0.11513220589957758,-0.02632565993883633,-2.6325659938836328
2.0,39.683936787357474,Pd,-0.1151329635941979,-0.0263253568609882,-2.63253568609882
2.0,39.69433886777356,Pd,-0.11513388781246338,-0.026324987173682007,-2.632498717368201
2.0,39.704740948189645,Pd,-0.1151346821967301,-0.026324669419975317,-2.6324669419975315
2.0,39.71514302860573,Pd,-0.1151350964960076,-0.026324503700264318,-2.6324503700264317
2.0,39.725545109021816,Pd,-0.11513501499475542,-0.02632453630076519,-2.632453630076519
2.0,39.73594718943791,Pd,-0.115134497271275,-0.02632474339015736,-2.6324743390157357
2.0,39.74634926985398,Pd,-0.1151337569300841,-0.02632503952663372,-2.632503952663372
2.0,39.756751350270065,Pd,-0.11513308589971397,-0.026325307938781774,-2.6325307938781775
2.0,39.76715343068614,Pd,-0.11513275112492932,-0.026325441848695633,-2.6325441848695634
2.0,39.77755551110222,Pd,-0.11513290021179888,-0.02632538221394781,-2.632538221394781
2.0,39.78795759151831,Pd,-0.11513350937638533,-0.026325138548113226,-2.6325138548113225
2.0,39.79835967193439,Pd,-0.11513439205209981,-0.026324785477827434,-2.6324785477827435
2.0,39.80876175235048,Pd,-0.11513526504259172,-0.02632443628163067,-2.6324436281630668
2.0,39.81916383276656,Pd,-0.11513584876424968,-0.026324202792967488,-2.632420279296749
2.0,39.82956591318264,Pd,-0.11513596609630383,-0.026324155860145828,-2.6324155860145826
2.0,39.83996799359873,Pd,-0.11513560488952952,-0.02632430034285555,-2.632430034285555
2.0,39.85037007401481,Pd,-0.11513492207385595,-0.02632457346912498,-2.632457346912498
2.0,39.86077215443089,Pd,-0.1151341879793493,-0.026324867106927642,-2.6324867106927643
2.0,39.871174234846976,Pd,-0.11513369062542712,-0.02632506604849651,-2.632506604849651
2.0,39.88157631526306,Pd,-0.11513363386471566,-0.026325088752781098,-2.6325088752781096
2.0,39.891978395679146,Pd,-0.11513406540211178,-0.026324916137822646,-2.6324916137822645
2.0,39.902380476095225,Pd,-0.11513486010559609,-0.026324598256428924,-2.6324598256428926
2.0,39.91278255651131,Pd,-0.11513576444680725,-0.026324236519944463,-2.632423651994446
2.0,39.923184636927395,Pd,-0.11513648628895523,-0.026323947783085267,-2.6323947783085266
2.0,39.93358671734348,Pd,-0.11513679822400008,-0.026323823009067326,-2.6323823009067326
2.0,39.94398879775956,Pd,-0.11513661790638266,-0.026323895136114297,-2.6323895136114297
2.0,39.954390878175644,Pd,-0.11513603700535067,-0.02632412749652709,-2.6324127496527088
2.0,39.96479295859173,Pd,-0.11513528859709998,-0.026324426859827367,-2.6324426859827366
2.0,39.97519503900781,Pd,-0.11513466459549329,-0.026324676460470042,-2.6324676460470045
2.0,39.98559711942389,Pd,-0.11513441247209288,-0.026324777309830207,-2.6324777309830205
2.0,39.99599919983998,Pd,-0.11513464780609058,-0.02632468317623113,-2.632468317623113
2.0,40.00640128025606,Pd,-0.11513531356658566,-0.0263244168720331,-2.63244168720331
2.0,40.01680336067214,Pd,-0.1151362004715752,-0.02632406211003728,-2.632406211003728
2.0,40.02720544108823,Pd,-0.11513702115676129,-0.026323733835962843,-2.6323733835962844
2.0,40.037607521504306,Pd,-0.11513751186957427,-0.02632353755083765,-2.632353755083765
2.0,40.04800960192039,Pd,-0.11513752570098974,-0.026323532018271464,-2.6323532018271463
2.0,40.05841168233647,Pd,-0.11513708439993818,-0.02632370853869209,-2.632370853869209
2.0,40.068813762752555,Pd,-0.11513637049608293,-0.02632399410023419,-2.6323994100234187
2.0,40.07921584316864,Pd,-0.11513566258265115,-0.0263242772656069,-2.63242772656069
2.0,40.089617923584726,Pd,-0.11513523670509174,-0.026324447616630664,-2.6324447616630664
2.0,40.10002000400081,Pd,-0.1151352687600401,-0.02632443479465132,-2.632443479465132
2.0,40.110422084416896,Pd,-0.11513577241309017,-0.026324233333431292,-2.6324233333431293
2.0,40.120824164832975,Pd,-0.11513659444698296,-0.026323904519874177,-2.6323904519874177
2.0,40.13122624524906,Pd,-0.11513746912144548,-0.026323554650089166,-2.6323554650089167
2.0,40.14162832566514,Pd,-0.1151381122589622,-0.02632329739508248,-2.632329739508248
2.0,40.152030406081224,Pd,-0.11513832174582243,-0.026323213600338388,-2.632321360033839
2.0,40.16243248649731,Pd,-0.11513804890624005,-0.026323322736171342,-2.632332273617134
2.0,40.172834566913394,Pd,-0.1151374155451462,-0.026323576080608882,-2.632357608060888
2.0,40.18323664732948,Pd,-0.11513667069338324,-0.026323874021314066,-2.6323874021314064
2.0,40.19363872774556,Pd,-0.11513610241557418,-0.02632410133243769,-2.632410133243769
2.0,40.204040808161636,Pd,-0.11513593591299214,-0.026324167933470505,-2.6324167933470504
2.0,40.21444288857772,Pd,-0.11513625396533149,-0.026324040712534764,-2.632404071253476
2.0,40.22484496899381,Pd,-0.11513696781725616,-0.026323755171764898,-2.6323755171764898
2.0,40.235247049409885,Pd,-0.11513784874860054,-0.026323402799227142,-2.632340279922714
2.0,40.24564912982597,Pd,-0.11513860909936285,-0.02632309865892222,-2.6323098658922217
2.0,40.256051210242056,Pd,-0.11513900404662315,-0.0263229406800181,-2.63229406800181
2.0,40.26645329065814,Pd,-0.11513891812427292,-0.026322975048958194,-2.6322975048958193
2.0,40.27685537107422,Pd,-0.11513840591027315,-0.0263231799345581,-2.63231799345581
2.0,40.287257451490305,Pd,-0.11513767254486475,-0.02632347328072146,-2.632347328072146
2.0,40.29765953190638,Pd,-0.11513700103339138,-0.02632374188531081,-2.632374188531081
2.0,40.30806161232247,Pd,-0.11513665209585906,-0.026323881460323734,-2.6323881460323735
2.0,40.318463692738554,Pd,-0.11513677200447771,-0.026323833496876278,-2.6323833496876277
2.0,40.32886577315464,Pd,-0.11513734098770864,-0.026323605903583902,-2.63236059035839
2.0,40.339267853570725,Pd,-0.11513818040059673,-0.026323270138428667,-2.6323270138428665
2.0,40.3496699339868,Pd,-0.11513901606275329,-0.026322935873566045,-2.6322935873566045
2.0,40.36007201440288,Pd,-0.11513957530824726,-0.026322712175368457,-2.6322712175368457
2.0,40.370474094818974,Pd,-0.11513968339580018,-0.02632266894034729,-2.632266894034729
2.0,40.38087617523505,Pd,-0.11513932519076668,-0.026322812222360686,-2.6322812222360685
2.0,40.39127825565114,Pd,-0.1151386503462553,-0.02632308216016524,-2.632308216016524
2.0,40.40168033606722,Pd,-0.11513792021189603,-0.026323374213908946,-2.6323374213908948
2.0,40.41208241648331,Pd,-0.11513741530484452,-0.026323576176729552,-2.6323576176729553
2.0,40.422484496899386,Pd,-0.11513733610208837,-0.026323607857832013,-2.6323607857832014
2.0,40.43288657731547,Pd,-0.11513773223967895,-0.02632344940279578,-2.632344940279578
2.0,40.44328865773155,Pd,-0.1151384851228401,-0.02632314824953132,-2.632314824953132
2.0,40.45369073814764,Pd,-0.11513935003900762,-0.026322802283064314,-2.6322802283064313
2.0,40.46409281856372,Pd,-0.11514004281997206,-0.026322525170678537,-2.6322525170678537
2.0,40.4744948989798,Pd,-0.11514034036323802,-0.026322406153372155,-2.6322406153372153
2.0,40.484896979395884,Pd,-0.11514015945480854,-0.026322478516743943,-2.632247851674394
2.0,40.49529905981197,Pd,-0.11513958604555694,-0.026322707880444586,-2.6322707880444587
2.0,40.50570114022805,Pd,-0.11513884468176316,-0.026323004425962096,-2.6323004425962098
2.0,40.51610322064413,Pd,-0.11513821896196275,-0.026323254713882263,-2.6323254713882265
2.0,40.52650530106022,Pd,-0.11513795119727492,-0.02632336181975739,-2.632336181975739
2.0,40.536907381476304,Pd,-0.1151381567760904,-0.026323279588231198,-2.6323279588231197
2.0,40.54730946189239,Pd,-0.11513878349738141,-0.026323028899714798,-2.6323028899714798
2.0,40.55771154230847,Pd,-0.11513963020474152,-0.02632269021677075,-2.632269021677075
2.0,40.56811362272455,Pd,-0.11514041807018317,-0.02632237507059409,-2.632237507059409
2.0,40.57851570314063,Pd,-0.11514088926733197,-0.026322186591734572,-2.632218659173457
2.0,40.58891778355672,Pd,-0.11514089811551761,-0.026322183052460313,-2.632218305246031
2.0,40.5993198639728,Pd,-0.11514046247494031,-0.026322357308691237,-2.6322357308691235
2.0,40.60972194438889,Pd,-0.11513975726152638,-0.02632263939405681,-2.632263939405681
2.0,40.62012402480497,Pd,-0.11513905243484744,-0.026322921324728382,-2.632292132472838
2.0,40.63052610522106,Pd,-0.11513861744378795,-0.02632309532115218,-2.632309532115218
2.0,40.64092818563714,Pd,-0.11513862595200078,-0.02632309191786705,-2.632309191786705
2.0,40.651330266053215,Pd,-0.11513909453113488,-0.026322904486213407,-2.6322904486213408
2.0,40.6617323464693,Pd,-0.1151398769642198,-0.02632259151297944,-2.632259151297944
2.0,40.672134426885385,Pd,-0.11514071611592373,-0.026322255852297867,-2.632225585229787
2.0,40.682536507301464,Pd,-0.11514133496926773,-0.026322008310960265,-2.6322008310960268
2.0,40.69293858771755,Pd,-0.11514153459845496,-0.02632192845928538,-2.6321928459285377
2.0,40.703340668133634,Pd,-0.11514126442816718,-0.02632203652740049,-2.632203652740049
2.0,40.71374274854972,Pd,-0.11514063996467448,-0.026322286312797566,-2.6322286312797565
2.0,40.7241448289658,Pd,-0.11513990178315338,-0.02632258158540601,-2.632258158540601
2.0,40.73454690938188,Pd,-0.11513933033336825,-0.026322810165320062,-2.6322810165320063
2.0,40.74494898979796,Pd,-0.11513914673320726,-0.026322883605384456,-2.6322883605384457
2.0,40.75535107021404,Pd,-0.1151394346432461,-0.026322768441368924,-2.6322768441368924
2.0,40.76575315063013,Pd,-0.11514011082547512,-0.026322497968477312,-2.632249796847731
2.0,40.77615523104622,Pd,-0.11514095474673917,-0.026322160399971692,-2.6322160399971692
2.0,40.7865573114623,Pd,-0.11514168669901219,-0.026321867619062484,-2.6321867619062482
2.0,40.79695939187838,Pd,-0.11514206676414242,-0.026321715593010393,-2.6321715593010393
2.0,40.80736147229447,Pd,-0.11514197960837973,-0.02632175045531547,-2.632175045531547
2.0,40.81776355271055,Pd,-0.11514147513812945,-0.026321952243415582,-2.632195224341558
2.0,40.82816563312663,Pd,-0.11514075068603262,-0.026322242024254313,-2.6322242024254314
2.0,40.83856771354272,Pd,-0.11514008108556731,-0.026322509864440437,-2.6322509864440438
2.0,40.8489697939588,Pd,-0.11513972141229202,-0.02632265373375055,-2.632265373375055
2.0,40.85937187437489,Pd,-0.11513981680971469,-0.026322615574781483,-2.6322615574781483
2.0,40.86977395479097,Pd,-0.11514035127791208,-0.026322401787502527,-2.6322401787502527
2.0,40.88017603520705,Pd,-0.11514115349379063,-0.02632208090115111,-2.632208090115111
2.0,40.890578115623136,Pd,-0.11514195754753202,-0.02632175927965455,-2.632175927965455
2.0,40.90098019603922,Pd,-0.11514249706372635,-0.02632154347317682,-2.632154347317682
2.0,40.9113822764553,Pd,-0.11514259939265042,-0.02632150254160719,-2.632150254160719
2.0,40.92178435687138,Pd,-0.11514224656578417,-0.026321643672353692,-2.632164367235369
2.0,40.93218643728746,Pd,-0.11514158149510072,-0.026321909700627075,-2.6321909700627075
2.0,40.94258851770355,Pd,-0.11514085727887172,-0.026322199387118675,-2.6322199387118674
2.0,40.952990598119634,Pd,-0.11514034759622213,-0.02632240326017851,-2.632240326017851
2.0,40.96339267853571,Pd,-0.11514024991367101,-0.026322442333198956,-2.6322442333198954
2.0,40.9737947589518,Pd,-0.11514061573688204,-0.026322296003914544,-2.6322296003914545
2.0,40.98419683936788,Pd,-0.11514133254365005,-0.02632200928120734,-2.6322009281207337
2.0,40.99459891978397,Pd,-0.11514216373522727,-0.02632167680457645,-2.632167680457645
2.0,41.005001000200046,Pd,-0.11514283242161022,-0.026321409330023273,-2.632140933002327
2.0,41.01540308061613,Pd,-0.11514311937084434,-0.026321294550329624,-2.6321294550329624
2.0,41.02580516103221,Pd,-0.11514294047341768,-0.02632136610930029,-2.632136610930029
2.0,41.0362072414483,Pd,-0.11514237635055846,-0.026321591758443976,-2.6321591758443974
2.0,41.04660932186438,Pd,-0.11514164368417801,-0.02632188482499616,-2.632188482499616
2.0,41.057011402280466,Pd,-0.11514101846371616,-0.026322134913180896,-2.6322134913180895
2.0,41.06741348269655,Pd,-0.11514073833724409,-0.026322246963769724,-2.6322246963769724
2.0,41.07781556311264,Pd,-0.11514091861619168,-0.02632217485219069,-2.632217485219069
2.0,41.088217643528715,Pd,-0.11514151162114275,-0.02632193765021026,-2.632193765021026
2.0,41.09861972394479,Pd,-0.11514232370157239,-0.026321612818038406,-2.6321612818038407
2.0,41.10902180436088,Pd,-0.11514308385480736,-0.02632130875674442,-2.632130875674442
2.0,41.11942388477697,Pd,-0.11514353962986987,-0.02632112644671941,-2.632112644671941
2.0,41.12982596519305,Pd,-0.11514354637769329,-0.026321123747590044,-2.6321123747590045
2.0,41.14022804560913,Pd,-0.11514311829507594,-0.026321294980636983,-2.6321294980636982
2.0,41.15063012602522,Pd,-0.11514242325031254,-0.026321572998542344,-2.632157299854234
2.0,41.1610322064413,Pd,-0.11514172327491731,-0.026321852988700434,-2.632185298870043
2.0,41.171434286857384,Pd,-0.11514128181659641,-0.026322029572028796,-2.6322029572028796
2.0,41.181836367273455,Pd,-0.11514127058144576,-0.02632203406608906,-2.6322034066089057
2.0,41.19223844768954,Pd,-0.1151417089067486,-0.02632185873596792,-2.632185873596792
2.0,41.202640528105626,Pd,-0.11514245707089926,-0.026321559470307655,-2.6321559470307654
2.0,41.21304260852171,Pd,-0.1151432658539259,-0.026321235957097,-2.6321235957097002
2.0,41.223444688937796,Pd,-0.11514386476944716,-0.026320996390888498,-2.6320996390888496
2.0,41.23384676935389,Pd,-0.11514405773150367,-0.02632091920606589,-2.632091920606589
2.0,41.24424884976997,Pd,-0.11514379232080683,-0.026321025370344628,-2.632102537034463
2.0,41.254650930186045,Pd,-0.1151431781829038,-0.02632127102550584,-2.632127102550584
2.0,41.265053010602124,Pd,-0.11514244810142696,-0.026321563058096575,-2.6321563058096578
2.0,41.27545509101821,Pd,-0.11514187556616698,-0.02632179207220057,-2.632179207220057
2.0,41.285857171434294,Pd,-0.11514167802610437,-0.026321871088225614,-2.6321871088225612
2.0,41.29625925185038,Pd,-0.11514194005142236,-0.026321766278098416,-2.6321766278098417
2.0,41.306661332266465,Pd,-0.1151425835558978,-0.026321508876308238,-2.6321508876308237
2.0,41.31706341268255,Pd,-0.11514339556430894,-0.026321184072943784,-2.6321184072943784
2.0,41.32746549309863,Pd,-0.11514410365124904,-0.026320900838167745,-2.6320900838167747
2.0,41.337867573514714,Pd,-0.1151444723302476,-0.02632075336656832,-2.632075336656832
2.0,41.34826965393079,Pd,-0.11514438628937805,-0.02632078778291614,-2.632078778291614
2.0,41.35867173434688,Pd,-0.11514389105307887,-0.02632098587743581,-2.632098587743581
2.0,41.369073814762956,Pd,-0.1151431767322278,-0.02632127160577624,-2.6321271605776237
2.0,41.37947589517904,Pd,-0.11514251066247236,-0.026321538033678416,-2.6321538033678418
2.0,41.38987797559513,Pd,-0.11514214279880906,-0.026321685179143735,-2.6321685179143737
2.0,41.400280056011205,Pd,-0.11514221734543541,-0.026321655360493197,-2.6321655360493197
2.0,41.41068213642729,Pd,-0.11514272186345277,-0.026321453553286252,-2.632145355328625
2.0,41.421084216843376,Pd,-0.11514349181709213,-0.026321145571830507,-2.632114557183051
2.0,41.43148629725946,Pd,-0.11514426889872181,-0.026320834739178636,-2.632083473917864
2.0,41.44188837767554,Pd,-0.11514479245781692,-0.026320625315540594,-2.6320625315540593
2.0,41.452290458091625,Pd,-0.11514489167266595,-0.02632058562960098,-2.632058562960098
2.0,41.46269253850771,Pd,-0.11514454587128313,-0.02632072395015411,-2.632072395015411
2.0,41.473094618923795,Pd,-0.11514389170124703,-0.02632098561816855,-2.632098561816855
2.0,41.483496699339874,Pd,-0.11514317466280546,-0.026321272433545175,-2.6321272433545175
2.0,41.49389877975596,Pd,-0.11514266219560439,-0.026321477420425607,-2.6321477420425605
2.0,41.504300860172044,Pd,-0.1151425490883357,-0.026321522663333083,-2.6321522663333083
2.0,41.51470294058813,Pd,-0.11514288866666149,-0.026321386832002764,-2.632138683200276
2.0,41.52510502100421,Pd,-0.11514357406816829,-0.026321112671400044,-2.6321112671400044
2.0,41.53550710142029,Pd,-0.11514437617924118,-0.026320791826970887,-2.6320791826970886
2.0,41.54590918183637,Pd,-0.1151450247663931,-0.02632053239211012,-2.632053239211012
2.0,41.55631126225246,Pd,-0.11514530407304208,-0.02632042066945053,-2.632042066945053
2.0,41.56671334266854,Pd,-0.11514512906417439,-0.026320490672997604,-2.6320490672997603
2.0,41.57711542308463,Pd,-0.11514457537570398,-0.02632071214838577,-2.632071214838577
2.0,41.587517503500706,Pd,-0.11514385242075441,-0.026321001330365596,-2.6321001330365594
2.0,41.59791958391679,Pd,-0.1151432292151976,-0.02632125061258832,-2.632125061258832
2.0,41.60832166433288,Pd,-0.11514293919498486,-0.026321366620673414,-2.6321366620673414
2.0,41.61872374474896,Pd,-0.11514309770244473,-0.026321303217689468,-2.6321303217689467
2.0,41.62912582516503,Pd,-0.11514366130787794,-0.026321077775516184,-2.6321077775516186
2.0,41.63952790558112,Pd,-0.11514444331256225,-0.02632076497364246,-2.632076497364246
2.0,41.649929985997204,Pd,-0.11514517989967983,-0.026320470338795428,-2.6320470338795428
2.0,41.66033206641328,Pd,-0.11514562349498969,-0.026320292900671484,-2.6320292900671483
2.0,41.670734146829375,Pd,-0.11514563029871734,-0.026320290179180424,-2.6320290179180423
2.0,41.68113622724546,Pd,-0.11514521104143315,-0.0263204578820941,-2.63204578820941
2.0,41.691538307661546,Pd,-0.11514452704934376,-0.026320731478929854,-2.6320731478929855
2.0,41.701940388077624,Pd,-0.11514383306009092,-0.026321009074630992,-2.632100907463099
2.0,41.7123424684937,Pd,-0.11514338705859749,-0.026321187475228366,-2.6321187475228367
2.0,41.72274454890979,Pd,-0.11514335904629436,-0.026321198680149618,-2.6321198680149616
2.0,41.73314662932587,Pd,-0.11514377100534476,-0.026321033896529455,-2.6321033896529453
2.0,41.74354870974195,Pd,-0.11514448925926044,-0.026320746594963185,-2.6320746594963187
2.0,41.753950790158044,Pd,-0.11514527188401479,-0.026320433545061445,-2.6320433545061444
2.0,41.76435287057413,Pd,-0.11514585435466858,-0.026320200556799928,-2.632020055679993
2.0,41.77475495099021,Pd,-0.11514604310700867,-0.026320125055863893,-2.632012505586389
2.0,41.785157031406285,Pd,-0.11514578392210721,-0.026320228729824476,-2.6320228729824477
2.0,41.79555911182237,Pd,-0.1151451809744725,-0.02632046990887836,-2.632046990887836
2.0,41.805961192238456,Pd,-0.1151444598522761,-0.02632075835775692,-2.632075835775692
2.0,41.816363272654534,Pd,-0.11514388767654456,-0.026320987228049538,-2.6320987228049537
2.0,41.82676535307062,Pd,-0.11514367860494493,-0.026321070856689388,-2.632107085668939
2.0,41.837167433486705,Pd,-0.11514391814878217,-0.026320975039154496,-2.6320975039154497
2.0,41.84756951390279,Pd,-0.11514453304931352,-0.02632072907894195,-2.6320729078941953
2.0,41.85797159431886,Pd,-0.1151453173250662,-0.02632041536864088,-2.6320415368640884
2.0,41.868373674734954,Pd,-0.11514600522938312,-0.026320140206914113,-2.632014020691411
2.0,41.87877575515104,Pd,-0.1151463652773486,-0.02631999618772792,-2.6319996187727916
2.0,41.88917783556712,Pd,-0.11514628207369727,-0.02632002946918845,-2.632002946918845
2.0,41.8995799159832,Pd,-0.11514579701658553,-0.026320223492033147,-2.632022349203315
2.0,41.90998199639929,Pd,-0.11514509351998295,-0.026320504890674182,-2.632050489067418
2.0,41.920384076815374,Pd,-0.11514443202935232,-0.026320769486926434,-2.632076948692643
2.0,41.93078615723145,Pd,-0.11514405785469221,-0.026320919156790475,-2.6320919156790477
2.0,41.94118823764753,Pd,-0.11514411443696825,-0.02632089652388006,-2.632089652388006
2.0,41.95159031806362,Pd,-0.11514459271392141,-0.026320705213098795,-2.6320705213098794
2.0,41.96199239847971,Pd,-0.11514533445879867,-0.026320408515147893,-2.6320408515147893
2.0,41.97239447889579,Pd,-0.11514608836398772,-0.02632010695307227,-2.632010695307227
2.0,41.98279655931187,Pd,-0.11514659899097567,-0.026319902702277093,-2.631990270227709
2.0,41.99319863972796,Pd,-0.11514669710326556,-0.026319863457361137,-2.631986345736114
2.0,42.003600720144036,Pd,-0.11514635943739313,-0.02631999852371011,-2.631999852371011
2.0,42.01400280056012,Pd,-0.11514571680240311,-0.026320255577706116,-2.6320255577706115
2.0,42.02440488097621,Pd,-0.11514500768868652,-0.026320539223192753,-2.632053922319275
2.0,42.03480696139229,Pd,-0.11514449383855796,-0.026320744763244176,-2.6320744763244175
2.0,42.04520904180837,Pd,-0.11514436766777783,-0.026320795231556227,-2.632079523155623
2.0,42.05561112222445,Pd,-0.1151446842829131,-0.026320668585502117,-2.632066858550212
2.0,42.066013202640534,Pd,-0.11514534211341729,-0.026320405453300444,-2.632040545330044
2.0,42.07641528305662,Pd,-0.11514611896527416,-0.026320094712557696,-2.6320094712557696
2.0,42.0868173634727,Pd,-0.11514675069885297,-0.026319842019126172,-2.6319842019126174
2.0,42.09721944388878,Pd,-0.11514702467186819,-0.026319732429920084,-2.631973242992008
2.0,42.10762152430487,Pd,-0.11514685489105111,-0.026319800342246916,-2.6319800342246915
2.0,42.11802360472095,Pd,-0.11514631231289515,-0.026320017373509298,-2.63200173735093
2.0,42.12842568513704,Pd,-0.11514559961697725,-0.02632030245187646,-2.632030245187646
2.0,42.138827765553124,Pd,-0.1151449794203099,-0.0263205505305434,-2.63205505305434
2.0,42.1492298459692,Pd,-0.11514468135782568,-0.026320669755537086,-2.6320669755537085
2.0,42.15963192638528,Pd,-0.11514482090572284,-0.026320613936378225,-2.6320613936378225
2.0,42.170034006801366,Pd,-0.11514535864369727,-0.026320398841188454,-2.6320398841188455
2.0,42.18043608721745,Pd,-0.11514611432740983,-0.026320096567703427,-2.6320096567703426
2.0,42.19083816763354,Pd,-0.11514683074805097,-0.02631980999944697,-2.631980999944697
2.0,42.20124024804962,Pd,-0.11514726475421323,-0.026319636396982066,-2.6319636396982067
2.0,42.21164232846571,Pd,-0.11514727322529116,-0.026319633008550898,-2.63196330085509
2.0,42.222044408881786,Pd,-0.11514686359829367,-0.026319796859349893,-2.631979685934989
2.0,42.232446489297864,Pd,-0.11514619111053255,-0.02632006585445434,-2.632006585445434
2.0,42.24284856971395,Pd,-0.1151455037784104,-0.0263203407873032,-2.63203407873032
2.0,42.253250650130035,Pd,-0.11514505461348419,-0.026320520453273683,-2.6320520453273684
2.0,42.26365273054612,Pd,-0.11514501214623278,-0.02632053744017425,-2.632053744017425
2.0,42.2740548109622,Pd,-0.11514540090016535,-0.026320381938601218,-2.632038193860122
2.0,42.284456891378284,Pd,-0.11514609284099181,-0.026320105162270638,-2.632010516227064
2.0,42.29485897179437,Pd,-0.11514685278176313,-0.026319801185962107,-2.6319801185962106
2.0,42.30526105221045,Pd,-0.11514742164213149,-0.026319573641814767,-2.631957364181477
2.0,42.31566313262653,Pd,-0.11514760808717102,-0.026319499063798952,-2.6319499063798952
2.0,42.32606521304261,Pd,-0.11514735613268945,-0.026319599845591582,-2.6319599845591584
2.0,42.3364672934587,Pd,-0.11514676483000907,-0.02631983636666373,-2.631983636666373
