L_support_nm,x_nm,material,phi_RP_V,sigma_C_per_m2,sigma_uC_per_cm2
0.0,0.34006801360272126,Au,-0.1536847311792102,-0.03512405494075326,-3.512405494075326
0.0,0.35007001400279997,Au,-0.1536848206358144,-0.03512403704943242,-3.512403704943242
0.0,0.3600720144028817,Au,-0.1536848730712857,-0.035124026562338165,-3.5124026562338164
0.0,0.3700740148029604,Au,-0.15368486986495858,-0.03512402720360359,-3.5124027203603587
0.0,0.3800760152030392,Au,-0.15368481203893308,-0.03512403876880869,-3.5124038768808687
0.0,0.3900780156031209,Au,-0.1536847198977448,-0.035124057197046345,-3.5124057197046343
0.0,0.4000800160031996,Au,-0.15368462585970977,-0.03512407600465335,-3.5124076004653353
0.0,0.4100820164032813,Au,-0.15368456301088707,-0.03512408857441789,-3.5124088574417893
0.0,0.42008401680336,Au,-0.15368455342291448,-0.03512409049201241,-3.5124090492012408
0.0,0.43008601720344175,Au,-0.15368460035950451,-0.0351240811046944,-3.51240811046944
0.0,0.4400880176035204,Au,-0.1536846871234607,-0.03512406375190316,-3.512406375190316
0.0,0.45009001800360215,Au,-0.15368478295154742,-0.03512404458628582,-3.512404458628582
0.0,0.46009201840368086,Au,-0.15368485387605374,-0.03512403040138456,-3.5124030401384556
0.0,0.4700940188037595,Au,-0.15368487471817668,-0.035124026232959966,-3.512402623295997
0.0,0.4800960192038413,Au,-0.15368483797860233,-0.03512403358087484,-3.512403358087484
0.0,0.49009801960392,Au,-0.1536847564860453,-0.03512404987938624,-3.5124049879386243
0.0,0.5001000200040018,Au,-0.1536846588683622,-0.03512406940292286,-3.512406940292286
0.0,0.5101020204040805,Au,-0.15368457944505817,-0.03512408528758367,-3.512408528758367
0.0,0.5201040208041622,Au,-0.15368454610976567,-0.03512409195464217,-3.5124091954642167
0.0,0.5301060212042409,Au,-0.153684570481135,-0.0351240870803683,-3.5124087080368303
0.0,0.5401080216043196,Au,-0.15368464379979285,-0.03512407241663673,-3.512407241663673
0.0,0.5501100220044013,Au,-0.15368474002031843,-0.035124053172531616,-3.5124053172531617
0.0,0.56011202240448,Au,-0.1536848250068105,-0.03512403617523321,-3.512403617523321
0.0,0.5701140228045617,Au,-0.1536848685854702,-0.035124027459501266,-3.5124027459501264
0.0,0.5801160232046404,Au,-0.15368485519874295,-0.035124030136846715,-3.5124030136846716
0.0,0.5901180236047221,Au,-0.15368478939912944,-0.035124043296769415,-3.5124043296769414
0.0,0.6001200240048008,Au,-0.1536846942426555,-0.035124062328064205,-3.5124062328064207
0.0,0.6101220244048795,Au,-0.15368460314892743,-0.035124080546809815,-3.5124080546809813
0.0,0.6201240248049613,Au,-0.1536845481015679,-0.035124091556281725,-3.5124091556281725
0.0,0.63012602520504,Au,-0.1536845483551285,-0.0351240915055696,-3.51240915055696
0.0,0.6401280256051217,Au,-0.15368460363593014,-0.035124080449409276,-3.5124080449409276
0.0,0.6501300260052004,Au,-0.15368469423774334,-0.035124062329046635,-3.5124062329046635
0.0,0.6601320264052821,Au,-0.15368478797885163,-0.03512404358082498,-3.512404358082498
0.0,0.6701340268053608,Au,-0.15368485156440106,-0.03512403086371509,-3.5124030863715094
0.0,0.6801360272054425,Au,-0.15368486234236126,-0.035124028708123055,-3.5124028708123056
0.0,0.6901380276055212,Au,-0.1536848163022425,-0.0351240379161468,-3.51240379161468
0.0,0.7001400280055999,Au,-0.15368472949213058,-0.03512405527816919,-3.512405527816919
0.0,0.7101420284056816,Au,-0.15368463235336458,-0.03512407470592239,-3.512407470592239
0.0,0.7201440288057603,Au,-0.15368455897281436,-0.03512408938203243,-3.512408938203243
0.0,0.730146029205842,Au,-0.15368453504738647,-0.03512409416711801,-3.512409416711801
0.0,0.7401480296059209,Au,-0.15368456881025638,-0.03512408741454403,-3.512408741454403
0.0,0.7501500300060027,Au,-0.1536846481228312,-0.03512407155202906,-3.512407155202906
0.0,0.7601520304060814,Au,-0.1536847447595853,-0.035124052224678244,-3.5124052224678244
0.0,0.77015403080616,Au,-0.15368482437325645,-0.035124036301944016,-3.5124036301944015
