reference_L_support_nm,lambda_D_nm,combined_five_percent_continuous_nm,combined_five_percent_first_sampled_nm,combined_five_percent_over_lambda_D,combined_five_percent_over_L_GC_C,combined_absolute_continuous_nm,combined_absolute_first_sampled_nm,combined_absolute_over_lambda_D,combined_absolute_over_L_GC_C,E_mix_contact_overlap_magnitude,E_mix_e_fold_continuous_nm,E_mix_five_percent_continuous_nm,E_mix_five_percent_first_sampled_nm,E_mix_absolute_tolerance,E_mix_absolute_tolerance_continuous_nm,E_mix_absolute_tolerance_first_sampled_nm,phi_RP_active_rms_contact_overlap_magnitude,phi_RP_active_rms_e_fold_continuous_nm,phi_RP_active_rms_five_percent_continuous_nm,phi_RP_active_rms_five_percent_first_sampled_nm,phi_RP_active_rms_absolute_tolerance,phi_RP_active_rms_absolute_tolerance_continuous_nm,phi_RP_active_rms_absolute_tolerance_first_sampled_nm,i_mix_avg_contact_overlap_magnitude,i_mix_avg_e_fold_continuous_nm,i_mix_avg_five_percent_continuous_nm,i_mix_avg_five_percent_first_sampled_nm,i_mix_avg_absolute_tolerance,i_mix_avg_absolute_tolerance_continuous_nm,i_mix_avg_absolute_tolerance_first_sampled_nm
1000.0,3.0412178890177213,9.185244474772672,10.0,3.0202520207256183,2.530352300884715,10.523984942829255,11.0,3.460450821637243,2.7920533070472735,2.726740145006845,2.183547118215907,7.239985715317938,8.0,0.1,8.150328870155985,9.0,2.027708933200131,2.0239243362370765,6.575043900761127,7.0,0.1,6.607091372742325,7.0,2.6778713863551364,3.202531117753458,9.185244474772672,10.0,0.1,10.523984942829255,11.0
