model,fit_range_nm,E_inf_V,amplitude_V,decay_length_nm,fit_r_squared,max_fit_residual_V,plateau_tolerance_V,plateau_continuous_nm,plateau_first_sampled_nm,lambda_D_nm,plateau_over_lambda_D,L_support_equals_L_GC_C_nm,LGC_definition,paper_source,debye_huckel_caveat
E_mix_with(L) = E_inf + amplitude * exp(-L/decay_length),"[5.0, 10.0]",0.5979894485521063,0.0023671597135138593,2.3922404769956502,0.999997409866161,2.1847775921735035e-07,0.0001,7.569708879580739,8.0,3.0412178890177213,2.630525102752144,2.3849100539222006,2 * epsilon_s * R * T / (F * mean_support_abs_sigma_C),"Zhang et al., ACS Catalysis 2026, PDF page 6 / journal page 3180",L_GC is a charge-derived diagnostic within the current linearized-PB model; max_abs_phi_tilde exceeds 1.
