result_schema_version,electrostatic_backend,d_Au_Pd_nm,condition,E_mix_V,I_Au_A,I_Pd_A,i_mix_abs_A,i_mix_avg_A_per_m2,relative_balance_residual,max_abs_phi_tilde,dh_threshold_exceeded
2,semi_infinite_cosine_fourier,0.0,w/o EDL,0.46699999999999997,5.878017703936211e-11,-5.878017703936211e-11,5.878017703936211e-11,0.11756035407872421,0.0,0.0,False
2,semi_infinite_cosine_fourier,100.00000000000001,with EDL,0.5987867356929933,4.1269124042041844e-11,-4.126912404370756e-11,4.1269124042041844e-11,0.08253824808408368,2.018113553552206e-11,6.019778353320444,True
2,semi_infinite_cosine_fourier,0.0,with EDL,0.600694994124757,4.0794036797367303e-11,-4.079403679858366e-11,4.0794036797367303e-11,0.0815880735947346,1.4908504545479562e-11,5.985007073554398,True
2,semi_infinite_cosine_fourier,2.0,with EDL,0.5996672633567894,4.08952884776472e-11,-4.089528847905983e-11,4.08952884776472e-11,0.0817905769552944,1.7271312519683416e-11,6.003685126800331,True
2,semi_infinite_cosine_fourier,3.0000000000000004,with EDL,0.5993920655357766,4.099264145222497e-11,-4.0992641453713954e-11,4.099264145222497e-11,0.08198528290444994,1.8161592068183367e-11,6.00867057594219,True
2,semi_infinite_cosine_fourier,10.0,with EDL,0.5988338455785036,4.12447558478148e-11,-4.1244755849466154e-11,4.12447558478148e-11,0.08248951169562958,2.0018984220650293e-11,6.0187860170772005,True
